"","taxon","link_direction","taxa_type","MH","WU","all","GM","PP","RG","NH","W","C","LP","RGyard","LU","NL","CSF","ST"
"431","06MINERPARA.Chorebus B","higher","06MINERPARA",0,0,0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0
"432","06MINERPARA.Chorebus C","higher","06MINERPARA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"433","06MINERPARA.Chorebus E","higher","06MINERPARA",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"434","06MINERPARA.Chorebus fallaciosae","higher","06MINERPARA",0,0,0,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0,0
"435","06MINERPARA.Chorebus lateralis","higher","06MINERPARA",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"436","06MINERPARA.Chorebus leptogaster","higher","06MINERPARA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"437","06MINERPARA.Chorebus tanis","higher","06MINERPARA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"438","06MINERPARA.Chrysocharis chilo","higher","06MINERPARA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"439","06MINERPARA.Chrysocharis laomedon","higher","06MINERPARA",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"440","06MINERPARA.Chrysocharis orbicularis","higher","06MINERPARA",0.166666666666667,0,0,0,0,0,0,0.166666666666667,0.666666666666667,0,0,0,0,0,0
"441","06MINERPARA.Chrysocharis pentheus","higher","06MINERPARA",0.0909090909090909,0,0,0.181818181818182,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0.181818181818182,0,0,0.181818181818182,0,0,0
"442","06MINERPARA.Chrysocharis polyzo","higher","06MINERPARA",0,0,0,0.666666666666667,0,0,0.333333333333333,0,0,0,0,0,0,0,0
"443","06MINERPARA.Chrysocharis prodice","higher","06MINERPARA",0.666666666666667,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0
"444","06MINERPARA.Chrysocharis pubicornis","higher","06MINERPARA",0.125,0,0,0.125,0.125,0.1875,0.125,0.0625,0.125,0.0625,0,0.0625,0,0,0
"445","06MINERPARA.Chrysocharis viridis","higher","06MINERPARA",0,0,0,0.230769230769231,0.0769230769230769,0.307692307692308,0.153846153846154,0.0769230769230769,0.0769230769230769,0.0769230769230769,0,0,0,0,0
"446","06MINERPARA.Cirrospilus diallus","higher","06MINERPARA",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5
"447","06MINERPARA.Cirrospilus lyncus","higher","06MINERPARA",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"448","06MINERPARA.Cirrospilus vittatus","higher","06MINERPARA",0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0
"449","06MINERPARA.Colastes braconius","higher","06MINERPARA",0.375,0,0,0,0,0,0.125,0.375,0.125,0,0,0,0,0,0
"450","06MINERPARA.Colastes sp aff braconius","higher","06MINERPARA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"451","06MINERPARA.Coloneura (ate)","higher","06MINERPARA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"452","06MINERPARA.Cyrtogaster vulgaris","higher","06MINERPARA",0.222222222222222,0,0,0.111111111111111,0,0,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0,0.111111111111111,0,0,0
"453","06MINERPARA.Dacnusa adducta","higher","06MINERPARA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"454","06MINERPARA.Dacnusa areolaris","higher","06MINERPARA",0.0833333333333333,0,0,0.166666666666667,0.166666666666667,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0,0,0,0.0833333333333333,0
"455","06MINERPARA.Dacnusa laevipectus","higher","06MINERPARA",0.25,0,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0
"456","06MINERPARA.Dacnusa macrospila","higher","06MINERPARA",0,0,0,0.25,0.25,0,0,0,0.25,0.25,0,0,0,0,0
"457","06MINERPARA.Dacnusa maculipes/confinis","higher","06MINERPARA",0.125,0,0,0.0833333333333333,0.0833333333333333,0.125,0.0833333333333333,0.0416666666666667,0.166666666666667,0.125,0,0.0833333333333333,0,0.0833333333333333,0
"458","06MINERPARA.Dacnusa tarsalis","higher","06MINERPARA",0.181818181818182,0,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.181818181818182,0.0909090909090909,0.0909090909090909,0.0909090909090909,0,0,0,0.0909090909090909,0
"459","06MINERPARA.Dacnusa temula","higher","06MINERPARA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"460","06MINERPARA.Dapsilarthra rufiventris","higher","06MINERPARA",0,0,0,0,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0
"461","06MINERPARA.Desmiostoma parvulum","higher","06MINERPARA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"462","06MINERPARA.Diadegma crataegi","higher","06MINERPARA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","06MINERPARA.Diglyphus chabrias","higher","06MINERPARA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"464","06MINERPARA.Diglyphus isaea","higher","06MINERPARA",0.0555555555555556,0,0,0.138888888888889,0.138888888888889,0.111111111111111,0.0555555555555556,0.0833333333333333,0.222222222222222,0.111111111111111,0,0.0555555555555556,0,0.0277777777777778,0
"465","06MINERPARA.Epiclerus temenus","higher","06MINERPARA",0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0
"466","06MINERPARA.Eulophinae sp","higher","06MINERPARA",0,0,0,0.0714285714285714,0.142857142857143,0.214285714285714,0.142857142857143,0.0714285714285714,0.142857142857143,0.142857142857143,0,0,0,0,0.0714285714285714
"467","06MINERPARA.Exotela cyclogaster","higher","06MINERPARA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"468","06MINERPARA.Exotela flavicoxa","higher","06MINERPARA",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"469","06MINERPARA.Exotela gilvipes","higher","06MINERPARA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"470","06MINERPARA.Exotela spinifer","higher","06MINERPARA",0.333333333333333,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,0,0,0
"471","06MINERPARA.Forsterella sp","higher","06MINERPARA",0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0,0
"472","06MINERPARA.Gelis anthracinus","higher","06MINERPARA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"473","06MINERPARA.Gelis bicolor","higher","06MINERPARA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"474","06MINERPARA.Hemiptarsenus dropion","higher","06MINERPARA",0.181818181818182,0,0,0.0909090909090909,0.0909090909090909,0.181818181818182,0.181818181818182,0,0.181818181818182,0.0909090909090909,0,0,0,0,0
"475","06MINERPARA.Hemiptarsenus fulvicollis","higher","06MINERPARA",0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0
"476","06MINERPARA.Hemiptarsenus unguicellus","higher","06MINERPARA",0.0769230769230769,0,0,0.230769230769231,0.230769230769231,0.153846153846154,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0,0,0,0,0
"477","06MINERPARA.Ionympha carne","higher","06MINERPARA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"478","06MINERPARA.Microgastrinae sp","higher","06MINERPARA",0.25,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25
"479","06MINERPARA.Miscogaster hortensis","higher","06MINERPARA",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"480","06MINERPARA.Miscogaster maculata","higher","06MINERPARA",0.166666666666667,0,0,0.166666666666667,0,0.166666666666667,0.333333333333333,0.166666666666667,0,0,0,0,0,0,0
"481","06MINERPARA.Opiinae sp","higher","06MINERPARA",0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0
"482","06MINERPARA.Opius s.s.","higher","06MINERPARA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"483","06MINERPARA.Opius s.s. lugens","higher","06MINERPARA",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0
"484","06MINERPARA.Opius sp","higher","06MINERPARA",0,0,0,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,0,0
"485","06MINERPARA.Pediobius acantha","higher","06MINERPARA",0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0
"486","06MINERPARA.Pediobius saulius","higher","06MINERPARA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"487","06MINERPARA.Phaedrotoma exigua","higher","06MINERPARA",0,0,0,0,0.25,0.125,0,0,0.5,0,0,0,0,0.125,0
"488","06MINERPARA.Phaedrotoma variegata","higher","06MINERPARA",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"489","06MINERPARA.Pnigalio agraules","higher","06MINERPARA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"490","06MINERPARA.Pnigalio soemius","higher","06MINERPARA",0,0,0,0.0666666666666667,0.2,0.0666666666666667,0.333333333333333,0.0666666666666667,0.2,0,0,0.0666666666666667,0,0,0
"491","06MINERPARA.Seladerma diffine","higher","06MINERPARA",0.0555555555555556,0,0,0.111111111111111,0.111111111111111,0.111111111111111,0.166666666666667,0.0555555555555556,0.222222222222222,0.111111111111111,0,0.0555555555555556,0,0,0
"492","06MINERPARA.Seladerma tarsale","higher","06MINERPARA",0,0,0,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111,0.111111111111111,0.111111111111111,0,0,0,0,0
"493","06MINERPARA.Sympiesis gordius","higher","06MINERPARA",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"494","06MINERPARA.Sympiesis sericeicornis","higher","06MINERPARA",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5
"495","06MINERPARA.Synopeas rhanis","higher","06MINERPARA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"496","06MINERPARA.Torymus sp","higher","06MINERPARA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"497","06MINERPARA.Trioxys A","higher","06MINERPARA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"498","07SEEDINVERT.Blastodacna hellerella","higher","07SEEDINVERT",0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"499","07SEEDINVERT.Bruchidius varius","higher","07SEEDINVERT",0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
"500","07SEEDINVERT.Bruchidius varius","lower","07SEEDINVERT",0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0
"501","07SEEDINVERT.Bruchophagus gibbus","higher","07SEEDINVERT",0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
"502","07SEEDINVERT.Bruchophagus gibbus","lower","07SEEDINVERT",0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0
"503","07SEEDINVERT.Curtonotus aulicus","higher","07SEEDINVERT",0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0
"504","07SEEDINVERT.Curtonotus aulicus","lower","07SEEDINVERT",0,0,0,0,0,0.833333333333333,0,0,0,0,0,0,0,0,0
"505","07SEEDINVERT.Olibrus aeneus","higher","07SEEDINVERT",0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0
"506","07SEEDINVERT.Olibrus aeneus","lower","07SEEDINVERT",0,0,0,0,0,0.833333333333333,0,0,0,0,0,0,0,0,0
"507","07SEEDINVERT.Oxystoma pomonae","higher","07SEEDINVERT",0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"508","07SEEDINVERT.Oxystoma pomonae","lower","07SEEDINVERT",0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"509","07SEEDINVERT.Protapion apricans","higher","07SEEDINVERT",0,0,0,0,0.0769230769230769,0.0769230769230769,0,0,0.0769230769230769,0,0,0.0769230769230769,0,0,0
"510","07SEEDINVERT.Protapion apricans","lower","07SEEDINVERT",0,0,0,0,0.307692307692308,0.230769230769231,0,0,0,0,0,0.153846153846154,0,0,0
"511","07SEEDINVERT.Protapion assimile","higher","07SEEDINVERT",0,0,0,0,0,0.142857142857143,0,0,0,0,0,0.142857142857143,0,0,0
"512","07SEEDINVERT.Protapion assimile","lower","07SEEDINVERT",0,0,0,0,0,0.428571428571429,0,0,0,0,0,0.285714285714286,0,0,0
"513","07SEEDINVERT.Protapion fulvipes","higher","07SEEDINVERT",0,0,0,0.0625,0.0625,0.0625,0,0,0,0.0625,0,0,0,0,0
"514","07SEEDINVERT.Protapion fulvipes","lower","07SEEDINVERT",0,0,0,0.25,0.25,0.1875,0,0,0,0.0625,0,0,0,0,0
"515","07SEEDINVERT.Protapion nigritarse","higher","07SEEDINVERT",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"516","07SEEDINVERT.Protapion trifolii","higher","07SEEDINVERT",0,0,0,0,0.0833333333333333,0.0833333333333333,0,0,0,0,0,0.0833333333333333,0,0,0
"517","07SEEDINVERT.Protapion trifolii","lower","07SEEDINVERT",0,0,0,0,0.333333333333333,0.25,0,0,0,0,0,0.166666666666667,0,0,0
"518","07SEEDINVERT.Protapion varipes","higher","07SEEDINVERT",0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
"519","07SEEDINVERT.Protapion varipes","lower","07SEEDINVERT",0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0
"520","07SEEDINVERT.Rhinocyllus conicus","higher","07SEEDINVERT",0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0
"521","07SEEDINVERT.Rhinocyllus conicus","lower","07SEEDINVERT",0,0,0,0,0,0.833333333333333,0,0,0,0,0,0,0,0,0
"522","07SEEDINVERT.Sitona lineatus","higher","07SEEDINVERT",0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
"523","07SEEDINVERT.Sitona lineatus","lower","07SEEDINVERT",0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0
"524","07SEEDINVERT.Sitona sulcifrons","higher","07SEEDINVERT",0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
"525","07SEEDINVERT.Sitona sulcifrons","lower","07SEEDINVERT",0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0
"526","07SEEDINVERT.Terellia longicauda","higher","07SEEDINVERT",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"527","07SEEDINVERT.Terellia longicauda","lower","07SEEDINVERT",0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"528","07SEEDINVERT.Terellia ruficauda","higher","07SEEDINVERT",0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0
"529","07SEEDINVERT.Terellia ruficauda","lower","07SEEDINVERT",0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0
"530","07SEEDINVERT.Terellia serratulae","higher","07SEEDINVERT",0.0909090909090909,0,0,0.0909090909090909,0,0.0909090909090909,0.0909090909090909,0,0,0,0,0,0,0,0
"531","07SEEDINVERT.Terellia serratulae","lower","07SEEDINVERT",0.0909090909090909,0,0,0,0,0.545454545454545,0,0,0,0,0,0,0,0,0
"532","07SEEDINVERT.Urophora stylata","higher","07SEEDINVERT",0,0,0,0.0909090909090909,0,0.181818181818182,0.0909090909090909,0,0,0,0,0,0,0,0
"533","07SEEDINVERT.Urophora stylata","lower","07SEEDINVERT",0,0,0,0.0909090909090909,0,0.545454545454545,0,0,0,0,0,0,0,0,0
"534","08BIRD.Alauda arvensis","higher","08BIRD",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"535","08BIRD.Alectoris rufa","higher","08BIRD",0,0,0.827586206896552,0,0,0,0,0,0,0,0.172413793103448,0,0,0,0
"536","08BIRD.Carduelis cannabina","higher","08BIRD",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"537","08BIRD.Carduelis carduelis","higher","08BIRD",0,0,0.767857142857143,0,0,0,0,0,0,0,0.232142857142857,0,0,0,0
"538","08BIRD.Carduelis chloris","higher","08BIRD",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"539","08BIRD.Columba palumbus","higher","08BIRD",0,0,0.822222222222222,0,0,0,0,0,0,0,0.177777777777778,0,0,0,0
"540","08BIRD.Corvus frugilegus","higher","08BIRD",0,0.208333333333333,0.708333333333333,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0
"541","08BIRD.Corvus monedula","higher","08BIRD",0,0.210526315789474,0.605263157894737,0,0,0,0,0,0,0,0.184210526315789,0,0,0,0
"542","08BIRD.Emberiza citrinella","higher","08BIRD",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"543","08BIRD.Fringilla coelebs","higher","08BIRD",0,0.186666666666667,0.666666666666667,0,0,0,0,0,0,0,0.146666666666667,0,0,0,0
"544","08BIRD.Passer domesticus","higher","08BIRD",0,0,0.73469387755102,0,0,0,0,0,0,0,0.26530612244898,0,0,0,0
"545","08BIRD.Streptopelia decaocto","higher","08BIRD",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"546","09MAMMAL.Apodemus.flavicollis","higher","09MAMMAL",0.518518518518518,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"547","09MAMMAL.Apodemus.flavicollis","lower","09MAMMAL",0.0740740740740741,0.0740740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0
"548","09MAMMAL.Apodemus.sylvaticus","higher","09MAMMAL",0.387096774193548,0.17741935483871,0,0.112903225806452,0,0,0.161290322580645,0,0,0,0,0,0,0,0
"549","09MAMMAL.Apodemus.sylvaticus","lower","09MAMMAL",0.0645161290322581,0.0161290322580645,0,0.0483870967741935,0,0,0.032258064516129,0,0,0,0,0,0,0,0
"550","09MAMMAL.Micromys.minutus","higher","09MAMMAL",0,0,0,0,0,0,0.714285714285714,0,0,0,0,0,0,0,0
"551","09MAMMAL.Micromys.minutus","lower","09MAMMAL",0,0,0,0,0,0,0.285714285714286,0,0,0,0,0,0,0,0
"552","09MAMMAL.Myodes.glareolus","higher","09MAMMAL",0.338983050847458,0.203389830508475,0,0,0,0,0.101694915254237,0,0,0,0.0847457627118644,0,0,0,0
"553","09MAMMAL.Myodes.glareolus","lower","09MAMMAL",0.0677966101694915,0.101694915254237,0,0,0,0,0.0338983050847458,0,0,0,0.0677966101694915,0,0,0,0
"554","10BEE.Andrena dorsata","higher","10BEE",0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0
"555","10BEE.Andrena minutula","higher","10BEE",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"556","10BEE.Apis mellifera","higher","10BEE",0.0909090909090909,0,0,0.0909090909090909,0,0.272727272727273,0.181818181818182,0,0,0.0909090909090909,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0
"557","10BEE.Bombus hortorum","higher","10BEE",0.2,0,0,0,0,0.4,0.2,0,0,0,0,0,0.2,0,0
"558","10BEE.Bombus lapidarius","higher","10BEE",0.166666666666667,0,0,0,0.0833333333333333,0.166666666666667,0.0833333333333333,0,0.166666666666667,0.166666666666667,0,0,0.166666666666667,0,0
"559","10BEE.Bombus pascuorum","higher","10BEE",0.214285714285714,0,0,0.142857142857143,0.0714285714285714,0.285714285714286,0.142857142857143,0,0,0.0714285714285714,0,0,0.0714285714285714,0,0
"560","10BEE.Bombus pratorum","higher","10BEE",0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0
"561","10BEE.Bombus terrestris","higher","10BEE",0.142857142857143,0,0,0,0,0.142857142857143,0,0,0.142857142857143,0.142857142857143,0,0.142857142857143,0.285714285714286,0,0
"562","10BEE.Bombus vestalis","higher","10BEE",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"563","10BEE.Hylaeus communis","higher","10BEE",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"564","10BEE.Hylaeus hyalinatus","higher","10BEE",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"565","10BEE.Lasioglossum sp","higher","10BEE",0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"566","11HOV.Baccha elongate","higher","11HOV",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"567","11HOV.Cheilosia albitarsis","higher","11HOV",0,0,0,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0
"568","11HOV.Cheilosia honesta","higher","11HOV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"569","11HOV.Cheilosia illustrata","higher","11HOV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"570","11HOV.Cheilosia pagana","higher","11HOV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"571","11HOV.Cheilosia proxima","higher","11HOV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"572","11HOV.Cheilosia proxima group sp. D","higher","11HOV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"573","11HOV.Chrysotoxum bicinctum","higher","11HOV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"574","11HOV.Episyrphus balteatus","higher","11HOV",0.428571428571429,0,0,0,0,0.285714285714286,0,0.142857142857143,0.142857142857143,0,0,0,0,0,0
"575","11HOV.Eristalis arbustorum","higher","11HOV",0,0,0,0,0,0.4,0.2,0,0.2,0,0,0,0,0.2,0
"576","11HOV.Eristalis pertinax","higher","11HOV",0.25,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0,0
"577","11HOV.Eristalis tenax","higher","11HOV",0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0
"578","11HOV.Eupeodes corollae","higher","11HOV",0,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,0,0
"579","11HOV.Eupeodes luniger","higher","11HOV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"580","11HOV.Helophilus pendulus","higher","11HOV",0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0
"581","11HOV.Helophilus trivittatus","higher","11HOV",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"582","11HOV.Melangyna sp","higher","11HOV",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"583","11HOV.Melanostoma mellinum","higher","11HOV",0,0,0,0.125,0,0.375,0.125,0,0.375,0,0,0,0,0,0
"584","11HOV.Melanostoma scalare","higher","11HOV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"585","11HOV.Melanostoma sp","higher","11HOV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"586","11HOV.Metasyrphus luniger","higher","11HOV",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"587","11HOV.Neoascia podagrica","higher","11HOV",0.333333333333333,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0
"588","11HOV.Pipiza noctiluca","higher","11HOV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"589","11HOV.Platycheirus albimanus","higher","11HOV",0.428571428571429,0,0,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.19047619047619,0.0952380952380952,0.0952380952380952,0,0,0,0,0,0
"590","11HOV.Platycheirus clypeatus","higher","11HOV",0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0
"591","11HOV.Platycheirus manicatus","higher","11HOV",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"592","11HOV.Platycheirus nielseni","higher","11HOV",0.75,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0
"593","11HOV.Platycheirus peltatus","higher","11HOV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"594","11HOV.Platycheirus scutatus","higher","11HOV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"595","11HOV.Platycheirus sp","higher","11HOV",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"596","11HOV.Rhingia campestris","higher","11HOV",0,0,0,0.166666666666667,0,0,0,0.5,0,0,0,0.166666666666667,0,0.166666666666667,0
"597","11HOV.Sphaerophoria menthastri","higher","11HOV",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"598","11HOV.Sphaerophoria rueppellii","higher","11HOV",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"599","11HOV.Sphaerophoria scripta","higher","11HOV",0,0,0,0,0.2,0.2,0.2,0,0.4,0,0,0,0,0,0
"600","11HOV.Sphaerophoria sp","higher","11HOV",0.2,0,0,0.2,0,0.1,0.2,0,0.2,0,0,0,0.1,0,0
"601","11HOV.Syritta pipiens","higher","11HOV",0.166666666666667,0,0,0,0,0.333333333333333,0.166666666666667,0,0.166666666666667,0,0,0,0.166666666666667,0,0
"602","11HOV.Syrphus ribesii","higher","11HOV",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"603","11HOV.Volucella bombylans","higher","11HOV",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"604","12BFLY.Comma","higher","12BFLY",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"605","12BFLY.Common blue","higher","12BFLY",0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0
"606","12BFLY.Gatekeeper","higher","12BFLY",0.173913043478261,0,0,0.0869565217391304,0.0869565217391304,0.260869565217391,0.130434782608696,0.0869565217391304,0.0869565217391304,0.0869565217391304,0,0,0,0,0
"607","12BFLY.Green-veined White","higher","12BFLY",0.2,0,0,0.2,0,0.333333333333333,0,0,0.133333333333333,0.0666666666666667,0,0.0666666666666667,0,0,0
"608","12BFLY.Large Skipper","higher","12BFLY",0,0,0,0.142857142857143,0,0.571428571428571,0,0,0,0.285714285714286,0,0,0,0,0
"609","12BFLY.Large White","higher","12BFLY",0.230769230769231,0,0,0.230769230769231,0,0.230769230769231,0,0,0.153846153846154,0.0769230769230769,0,0.0769230769230769,0,0,0
"610","12BFLY.Meadow Brown","higher","12BFLY",0.153846153846154,0,0,0.0769230769230769,0.153846153846154,0.230769230769231,0.115384615384615,0,0.115384615384615,0.115384615384615,0,0,0,0.0384615384615385,0
"611","12BFLY.Painted Lady","higher","12BFLY",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"612","12BFLY.Peacock","higher","12BFLY",0.222222222222222,0,0,0.166666666666667,0.0555555555555556,0.166666666666667,0.111111111111111,0.111111111111111,0.0555555555555556,0.0555555555555556,0,0.0555555555555556,0,0,0
"613","12BFLY.Red Admiral","higher","12BFLY",0.5,0,0,0.166666666666667,0,0.333333333333333,0,0,0,0,0,0,0,0,0
"614","12BFLY.Ringlet","higher","12BFLY",0,0,0,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0,0,0,0
"615","12BFLY.Small copper","higher","12BFLY",0,0,0,0.5,0,0,0,0,0.166666666666667,0.333333333333333,0,0,0,0,0
"616","12BFLY.Small Skipper","higher","12BFLY",0,0,0,0.285714285714286,0,0,0,0,0.428571428571429,0,0,0.285714285714286,0,0,0
"617","12BFLY.Small tortoiseshell","higher","12BFLY",0.333333333333333,0,0,0.333333333333333,0,0.222222222222222,0,0,0,0,0,0.111111111111111,0,0,0
"618","12BFLY.Small white","higher","12BFLY",0.172413793103448,0,0,0.0689655172413793,0.137931034482759,0.310344827586207,0,0.0344827586206897,0.137931034482759,0.137931034482759,0,0,0,0,0
"619","12BFLY.Speckled wood","higher","12BFLY",0.25,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0
"620","13SFPARA.Aprostocetus sp","higher","13SFPARA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"621","13SFPARA.Bracon immutator","higher","13SFPARA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"622","13SFPARA.Bracon osculator","higher","13SFPARA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
