Insect species,Plant species,Pollen grains
Bombus pascuorum,Trifolium repens,128
Bombus ruderarius,Asteraceae group I,6639
Bombus ruderarius,Carduus acanthoides,7
Bombus ruderarius,Centaurea nigra,7972
Bombus ruderarius,Daucus carota,5
Bombus ruderarius,Leucanthemum vulgare,7
Bombus ruderarius,Lotus corniculatus,5395
Bombus ruderarius,Ranunuculus group I,46
Bombus ruderarius,Rhinanthus minor,6
Bombus ruderarius,Taraxacum officinalis Agg.,14
Bombus ruderarius,Trifolium pratense,126
Bombus ruderarius,Trifolium repens,391
Lasioglossum calceatum,Asteraceae group I,225
Lasioglossum calceatum,Centaurea nigra,11
Lasioglossum calceatum,Lotus corniculatus,45
Lasioglossum calceatum,Ranunuculus group I,4168
Maniola jurtina hispulla,Asteraceae group I,489
Zygaena filipendulae stephensi,Asteraceae group I,21
Zygaena filipendulae stephensi,Centaurea nigra,446
Zygaena filipendulae stephensi,Daucus carota,10
Zygaena filipendulae stephensi,Lotus corniculatus,11
Zygaena filipendulae stephensi,Trifolium repens,21
Bombus lucorum/terrestris,Trifolium pratense,20
Cheilosia albitarsis,Cardamine pratensis,294
Cheilosia albitarsis,Lotus corniculatus,11
Cheilosia intonsa,Cardamine pratensis,132
Cheilosia intonsa,Heracleum sphondylium,5
Cheilosia intonsa,Lotus corniculatus,8
Cheilosia intonsa,Ranunuculus group I,2690
Empis livida,Centaurea nigra,21
Empis livida,Heracleum sphondylium,30
Empis livida,Lotus corniculatus,5
Empis livida,Ranunuculus group I,235
Episyrphus balteatus,Asteraceae group I,12
Episyrphus balteatus,Cardamine pratensis,39
Episyrphus balteatus,Ranunuculus group I,242
Euclidia glyphica,Ranunuculus group I,29
Merodon equestris,Heracleum sphondylium,16
Merodon equestris,Leucanthemum vulgare,7
Merodon equestris,Lotus corniculatus,6
Merodon equestris,Ranunuculus group I,3321
Metasyrphus luniger,Ranunuculus group I,50
Parasitica 1,Heracleum sphondylium,29
Parasitica 1,Ranunuculus group I,12
Pollenia pediculata,Ranunuculus group I,72
Sarcophaga carnaria,Heracleum sphondylium,108
Sarcophaga carnaria,Lotus corniculatus,25
Sarcophaga carnaria,Ranunuculus group I,17
Sarcophaga variegata,Asteraceae group I,5
Sarcophaga variegata,Centaurea nigra,129
Sarcophaga variegata,Heracleum sphondylium,520
Sarcophaga variegata,Leucanthemum vulgare,70
Sarcophaga variegata,Lotus corniculatus,7
Sarcophaga variegata,Ranunuculus group I,108
Sarcophaga lasiostyla,Heracleum sphondylium,420
Sarcophaga lasiostyla,Lotus corniculatus,59
Sarcophaga lasiostyla,Ranunuculus group I,95
Sarcophaga spp.,Heracleum sphondylium,224
Sarcophaga spp.,Ranunuculus group I,42
Scopeuma stercorarium,Heracleum sphondylium,69
Scopeuma stercorarium,Leucanthemum vulgare,543
Scopeuma stercorarium,Lotus corniculatus,10
Scopeuma stercorarium,Ranunuculus group I,46
Sphaerophoria scripta,Ranunuculus group I,176
Volucella bombylans,Centaurea nigra,11
Volucella bombylans,Heracleum sphondylium,32
Volucella bombylans,Lotus corniculatus,8
Volucella bombylans,Ranunuculus group I,79
Meligethes spp.,Asteraceae group I,5
Oedemera nobilis,Asteraceae group I,38
Oedemera nobilis,Geranium pratense,27
Oedemera nobilis,Leucanthemum vulgare,1062
Oedemera nobilis,Trifolium repens,23
Anthomyiidae spp.,Asteraceae group I,120
Anthomyiidae spp.,Lotus corniculatus,7
Anthomyiidae spp.,Ranunuculus group I,5
Bellardia pandia,Asteraceae group I,69
Bellardia pandia,Leucanthemum vulgare,6932
Bellardia pandia,Trifolium pratense,12
Bellardia pandia,Trifolium repens,8
Cheilosia intonsa,Asteraceae group I,249
Cheilosia intonsa,Ranunuculus group I,3633
Cheilosia intonsa,Rhinanthus minor,93
Cheilosia intonsa,Taraxacum officinalis Agg.,473
Cheilosia intonsa,Trifolium repens,20
Chrysotoxum bicinctum,Asteraceae group I,30
Chrysotoxum bicinctum,Centaurea nigra,5
Chrysotoxum bicinctum,Leucanthemum vulgare,195
Chrysotoxum bicinctum,Trifolium repens,75
Diptera 1,Asteraceae group I,1563
Diptera 1,Daucus carota,133
Diptera 1,Senecio jacobaea,437
Diptera 1,Stachys officinalis,7
Diptera 1,Trifolium repens,6
Episyrphus balteatus,Asteraceae group I,121
Episyrphus balteatus,Knautia arvensis,15
Eristalis arbustorum,Asteraceae group I,839
Eristalis arbustorum,Heracleum sphondylium,42
Eristalis arbustorum,Leucanthemum vulgare,806
Eristalis arbustorum,Lotus corniculatus,24
Eristalis arbustorum,Trifolium pratense,6
Eristalis arbustorum,Trifolium repens,22
Eristalis tenax,Centaurea nigra,48
Eristalis tenax,Convolvulus arvense,698
Eristalis tenax,Daucus carota,13
Eristalis tenax,Heracleum sphondylium,8
Eristalis tenax,Leucanthemum vulgare,1777
Eristalis tenax,Lotus corniculatus,1010
Eristalis tenax,Senecio jacobaea,29
Eristalis tenax,Trifolium pratense,67
Eristalis tenax,Trifolium repens,138
Eristalis tenax,Vicia sativa,8
Fannia umbratica,Asteraceae group I,44
Fannia umbratica,Ranunuculus group I,64
Fannia umbratica,Taraxacum officinalis Agg.,6
Helophilous pendulus,Asteraceae group I,576
Helophilous pendulus,Leucanthemum vulgare,16
Helophilous pendulus,Trifolium pratense,5
Helophilous pendulus,Trifolium repens,13
Sarcophaga carnaria,Asteraceae group I,811
Sarcophaga carnaria,Ranunuculus group I,86
Sarcophaga carnaria,Taraxacum officinalis Agg.,65
Sarcophaga spp.,Asteraceae group I,325
Sarcophaga spp.,Bellis perennis,7
Sarcophaga spp.,Leucanthemum vulgare,182
Sarcophaga spp.,Taraxacum officinalis Agg.,8
Sarcophaga spp.,Trifolium pratense,8
Sarcophaga spp.,Trifolium repens,17
Scopeuma stercorarium,Asteraceae group I,287
Scopeuma stercorarium,Leucanthemum vulgare,645
Scopeuma stercorarium,Taraxacum officinalis Agg.,19
Scopeuma stercorarium,Trifolium repens,11
Siphona cristata,Asteraceae group I,109
Siphona cristata,Leucanthemum vulgare,30
Siphona cristata,Lotus corniculatus,19
Siphona cristata,Trifolium repens,8
Sphaerophoria scripta,Asteraceae group I,373
Sphaerophoria scripta,Centaurea nigra,5
Sphaerophoria scripta,Daucus carota,22
Sphaerophoria scripta,Senecio jacobaea,60
Sphaerophoria scripta,Trifolium repens,5
Andrena pubescens,Lotus corniculatus,25
Andrena pubescens,Ranunuculus group I,785
Andrena pubescens,Rhinanthus minor,369
Andrena pubescens,Taraxacum officinalis Agg.,39
Andrena pubescens,Trifolium pratense,69
Andrena pubescens,Trifolium repens,2268
Apis mellifera,Asteraceae group I,35
Apis mellifera,Centaurea nigra,106
Apis mellifera,Convolvulus arvense,180
Apis mellifera,Lotus corniculatus,40
Apis mellifera,Senecio jacobaea,7
Apis mellifera,Trifolium repens,22
Bombus lucorum/terrestris,Centaurea nigra,5
Bombus lucorum/terrestris,Leucanthemum vulgare,5
Bombus lucorum/terrestris,Lotus corniculatus,158
Bombus lucorum/terrestris,Trifolium pratense,73
Bombus lucorum/terrestris,Trifolium repens,488
Bombus muscorum,Asteraceae group I,52
Bombus muscorum,Lotus corniculatus,6
Bombus muscorum,Trifolium pratense,325
Bombus muscorum,Trifolium repens,44
Bombus pascuorum,Asteraceae group I,22
Bombus pascuorum,Centaurea nigra,252
Bombus pascuorum,Convolvulus arvense,146
Bombus pascuorum,Daucus carota,19
Bombus pascuorum,Lotus corniculatus,143
Bombus pascuorum,Rhinanthus minor,6
Bombus pascuorum,Trifolium pratense,127
Bombus pascuorum,Trifolium repens,427
Bombus pratorum,Asteraceae group I,3878
Bombus pratorum,Leucanthemum vulgare,5
Bombus pratorum,Ranunuculus group I,34
Bombus pratorum,Taraxacum officinalis Agg.,9
Bombus pratorum,Trifolium pratense,6
Bombus pratorum,Trifolium repens,56
Bombus ruderarius,Centaurea nigra,2205
Bombus ruderarius,Knautia arvensis,7
Bombus ruderarius,Leucanthemum vulgare,16
Bombus ruderarius,Lotus corniculatus,5490
Bombus ruderarius,Ranunuculus group I,29
Bombus ruderarius,Rhinanthus minor,55
Bombus ruderarius,Senecio jacobaea,7
Bombus ruderarius,Taraxacum officinalis Agg.,7
Bombus ruderarius,Trifolium pratense,172
Bombus ruderarius,Trifolium repens,2062
Bombus ruderarius,Unknown,5
Bombus ruderarius,Vicia sativa,9
Bombus ruderatus,Asteraceae group I,57
Bombus ruderatus,Knautia arvensis,46
Bombus ruderatus,Leucanthemum vulgare,7
Bombus ruderatus,Lotus corniculatus,1637
Bombus ruderatus,Rhinanthus minor,30
Bombus ruderatus,Trifolium pratense,2618
Bombus ruderatus,Trifolium repens,1743
Lasioglossum albipes,Asteraceae group I,305
Lasioglossum albipes,Ranunuculus group I,690
Lasioglossum albipes,Taraxacum officinalis Agg.,37
Lasioglossum calceatum,Asteraceae group I,18
Lasioglossum calceatum,Centaurea nigra,19
Lasioglossum calceatum,Convolvulus arvense,245
Lasioglossum calceatum,Geranium columbinum,7
Lasioglossum calceatum,Knautia arvensis,393
Lasioglossum calceatum,Ranunuculus group I,1992
Lasioglossum calceatum,Senecio jacobaea,15
Lasioglossum calceatum,Taraxacum officinalis Agg.,40
Lasioglossum fuluicorne,Convolvulus arvense,32
Lasioglossum leucozonium,Asteraceae group I,5
Lasioglossum leucozonium,Ranunuculus group I,1253
Lasioglossum leucozonium,Rhinanthus minor,15
Lasioglossum leucozonium,Taraxacum officinalis Agg.,10
Lasioglossum smaethmanellum,Asteraceae group I,13
Lasioglossum smaethmanellum,Convolvulus arvense,106
Lasioglossum smaethmanellum,Trifolium repens,20
Lindenius albilabris,Asteraceae group I,87
Lindenius albilabris,Leucanthemum vulgare,5
Parasitica 3,Daucus carota,216
Maniola jurtina hispulla,Centaurea nigra,7
Maniola jurtina hispulla,Daucus carota,33
Maniola jurtina hispulla,Leucanthemum vulgare,206
Maniola jurtina hispulla,Trifolium repens,8
Melanargia galathea galathea,Centaurea nigra,8
Melanargia galathea galathea,Trifolium repens,5
Zygaena filipendulae stephe,Asteraceae group I,7
Zygaena filipendulae stephe,Geranium pratense,33
Zygaena trifolii decreta,Asteraceae group I,7
Zygaena trifolii decreta,Geranium pratense,18
Zygaena trifolii decreta,Trifolium repens,12
Ancistrocerus gazella,Fragaria x ananassa,1452
Apis mellifera,Rubus fruticosus agg.,508
Apis mellifera,RUBUS Fruticosus agg.,375
Apis mellifera,Rubus fruticosus agg.,249
Apis mellifera,Rubus fruticosus agg.,964
Apis mellifera,Rubus fruticosus agg.,584
Apis mellifera,Rubus fruticosus agg.,649
Apis mellifera,Rubus fruticosus agg.,2104
Apis mellifera,Rubus fruticosus agg.,2386
Apis mellifera,Rubus fruticosus agg.,583
Apis mellifera,Crataegus monogyna,1896
Apis mellifera,Crataegus monogyna,1720
Apis mellifera,Fragaria x ananassa,508
Apis mellifera,Fragaria x ananassa,756
Apis mellifera,Fragaria x ananassa,848
Apis mellifera,Fragaria x ananassa,1206
Apis mellifera,Fragaria x ananassa,2364
Apis mellifera,Fragaria x ananassa,2744
Apis mellifera,Fragaria x ananassa,2876
Apis mellifera,Fragaria x ananassa,4128
Bombus hortorum,Cirsium vulgare,955
Bombus hortorum,Stachys sylvatica,343
Bombus hortorum,Stachys sylvatica,292
Bombus lapidarius,Trifolium repens,200
Bombus lapidarius,Fragaria x ananassa,1320
Bombus lucorum,Trifolium repens,431
Bombus pascuorum,Arctium pubens,49
Bombus pascuorum,Trifolium repens,161
Bombus pascuorum,Vicia sativa,481
Bombus pratorum,Fragaria x ananassa,364
Bombus pratorum,Fragaria x ananassa,1748
Bombus pratorum,Fragaria x ananassa,3448
Cephus cultratus,Ranunculus repens,103
Hemiptera sp. B,Picris echioides,195
Hemiptera sp. B,Picris echioides,105
Hoplocampa crataegi,Crataegus monogyna,396
Ischnomera cyanea,Crataegus monogyna,143
Rhagonycha fulva,Rubus fruticosus agg.,156
Rhagonycha fulva,Rubus fruticosus agg.,840
Rhagonycha fulva,RUBUS Fruticosus agg.,408
Byturus tomentosus,Heracleum sphondylium,1
Byturus tomentosus,Hedera helix,24
Byturus tomentosus,Lythrum salicaria,117
Dolichovespula saxonica,Impatiens glandulifera,299
Dolichovespula saxonica,Rubus fruticosus,14
Lasioglossum ?rutitarse,Heracleum sphondylium,31
Lasioglossum ?rutitarse,Impatiens glandulifera,232
Lasioglossum ?rutitarse,Circaea lutetiana,2
Lasioglossum ?rutitarse,Filipendula ulmaria,2
Lasioglossum ?rutitarse,Rubus fruticosus,5
Lasioglossum ?rutitarse,Unknown,6
Melanostoma scalare,Heracleum sphondylium,76
Melanostoma scalare,Impatiens glandulifera,6
Melanostoma scalare,Unknown,3
Meligethes aeneus,Heracleum sphondylium,18
Orthotylus/Lygocorus,Heracleum sphondylium,61
Orthotylus/Lygocorus,Arctium sp.,1
Orthotylus/Lygocorus,Unknown,3
Parasitica 1,Heracleum sphondylium,164
Parasitica 1,Impatiens glandulifera,18
Parasitica 1,Rubus fruticosus,9
Platycheirus albimanus,Hedera helix,5
Platycheirus albimanus,Cirsium spp.,7
Platycheirus albimanus,Trifolium spp.,1
Platycheirus albimanus,Lythrum salicaria,4
Platycheirus albimanus,Rununculus spp.,22
Platycheirus albimanus,Unknown,6
Pollenia angustigena,tot,1
Scathophaga stercoraria,tot,3
Tetrastichinae sp,tot,5
Scathophaga stercoraria,tot,5
Empis sp,tot,5
Platycheirus peltatus,tot,5
Empis livida,tot,5
Hemicrepidius hirtus,tot,5
Glyphipterix simpliciella,tot,6
Rhingia campestris,tot,6
Chlorops hypostigma,tot,6
Pegoplata aestiva,tot,6
Empis livida,tot,6
Malachius bipustulatus,tot,7
Empis livida,tot,7
Baccha elongate,tot,7
Tenthredopsis nassata,tot,8
Glyphipterix simpliciella,tot,8
Meligethes aeneus,tot,8
Chlorops pumilionis,tot,8
Episyrphus balteatus,tot,8
Pegoplata aestiva,tot,9
Empis livida,tot,9
Platycheirus tarsalis,tot,10
Empis livida,tot,12
Delia sp,tot,12
Empis livida,tot,13
Delia sp,tot,13
Scathophaga stercoraria,tot,14
Pegoplata aestiva,tot,14
Delia platura,tot,15
Scathophaga stercoraria,tot,15
Empis livida,tot,16
Rhingia campestris,tot,17
Delia platura,tot,17
Chlorops hypostigma,tot,19
Scathophaga stercoraria,tot,19
Symphyta,tot,19
Eriothrix rufomaculata,tot,20
Eupeodes corollae,tot,20
Hemicrepidius hirtus,tot,20
Chlorops pumilionis,tot,22
Eudasyphora cyanella,tot,22
Sphaerophoria scripta,tot,22
Empis livida,tot,23
Lucilia sericata,tot,25
Chlorops pumilionis,tot,25
Empis livida,tot,26
Melinda viridicyanea,tot,26
Platycheirus peltatus,tot,27
Glyphipterix simpliciella,tot,29
Chlorops pumilionis,tot,31
Dilophus febrilis,tot,31
Rhagonycha limbata,tot,33
Meligethes aeneus,tot,34
Phasia obesa,tot,35
Phasia pusilla,tot,35
Empis livida,tot,36
Glyphipterix simpliciella,tot,38
Empis livida,tot,40
Empis sp,tot,42
Syritta pipiens,tot,42
Sciaridae sp,tot,42
Oedemera nobilis,tot,45
Cheilosia albitarsis or ranunculi,tot,45
Empis livida,tot,46
Lonchoptera lutea,tot,47
Sphaerophoria taeniata,tot,47
Empis livida,tot,48
Syritta pipiens,tot,48
Empis livida,tot,49
Empis livida,tot,50
Empis livida,tot,58
Oedemera nobilis,tot,59
Empis livida,tot,61
Sepsis fulgens,tot,63
Empis livida,tot,65
Calliphora vicina,tot,66
Lucilia richardsi,tot,66
Chlorops hypostigma,tot,67
Empis livida,tot,68
Pierretia sp,tot,70
Bombus hortorum,tot,71
Empis livida,tot,72
Hemicrepidius hirtus,tot,74
Sphaerophoria sp,tot,78
Eupeodes luniger,tot,80
Dilophus febrilis,tot,80
Bombus hortorum,tot,82
Maniola jurtina,tot,84
Melanostoma scalare,tot,90
Pegoplata aestiva,tot,96
Cantharis nigra,tot,97
Empis livida,tot,99
Scathophaga stercoraria,tot,102
Empis livida,tot,102
Scathophaga stercoraria,tot,105
Pyronia tithonus,tot,110
Cantharis nigra,tot,115
Bombus pascuorum,tot,116
Formicidae B,tot,116
Bombus terrestris,tot,125
Sphaerophoria taeniata,tot,126
Platypalpus sp,tot,129
Empis livida,tot,132
Bombus lapidarius,tot,136
Empis livida,tot,137
Empis livida,tot,138
Grammoptera ruficornis,tot,145
Rhingia campestris,tot,146
Neomyia cornicina,tot,151
Platycheirus manicatus,tot,153
Alysiinae sp,tot,155
Scathophaga stercoraria,tot,159
Helophilus pendulus,tot,161
Bombus pascuorum,tot,161
Sphaerophoria scripta,tot,165
Syritta pipiens,tot,168
Eristalis tenax,tot,175
Scathophaga stercoraria,tot,179
Empis livida,tot,181
Neoascia podagrica,tot,182
Empis livida,tot,191
Lasioglossum sp,tot,194
Empis livida,tot,208
Empis livida,tot,219
Empis livida,tot,229
Bombus lapidarius,tot,245
Delia platura,tot,272
Sepsis fulgens,tot,273
Malachius bipustulatus,tot,275
Empis sp,tot,282
Malachius bipustulatus,tot,292
Bombus lapidarius,tot,293
Platycheirus peltatus,tot,297
Bombus hortorum,tot,303
Apis mellifera,tot,350
Empis livida,tot,367
Scathophaga stercoraria,tot,369
Bombus vestalis,tot,371
Empis livida,tot,434
Formicidae B,tot,464
Platycheirus albimanus,tot,465
Bombus pascuorum,tot,466
Empis livida,tot,483
Bombus terrestris,tot,487
Hylaeus communis,tot,578
Empis livida,tot,589
Bombus terrestris,tot,595
Melinda viridicyanea,tot,674
Tytthaspis sedecimpunctata,tot,770
Eristalis arbustorum,tot,862
Bombus lapidarius,tot,871
Bombus pratorum,tot,943
Bombus lapidarius,tot,1030
Bombus terrestris,tot,1039
Bombus lapidarius,tot,1067
Empis sp,tot,1093
Neomyia viridescens,tot,1163
Bombus pratorum,tot,1192
Bombus pascuorum,tot,1229
Eristalis pertinax,tot,1392
Bombus lapidarius,tot,1535
Bombus pratorum,tot,2652
Oedemera nobilis,tot,2713
Bombus pratorum,tot,2894
Eristalis arbustorum,tot,3036
Episyrphus balteatus,tot,3442
Bombus lapidarius,tot,3784
Apis mellifera,tot,5066
Andrena minutula,tot,5842
Apis mellifera,tot,7118
Bombus terrestris,tot,8276
Dictyotus caenosus,Angophora hispida,16
Apis mellifera,Banksia spp,9
Apis mellifera,Buxifolia,32
Castiarina.spp,Conospermum ellipticum,10
Scutiphora pedicellata,Conospermum ellipticum,34
Apis mellifera,Darwinia fascicularis,1190
Dictyotus caenosus,Darwinia fascicularis,6
Exoneurella lawsoni,Darwinia fascicularis,7
Scutiphora pedicellata ,Darwinia fascicularis,22
Ochetellus sp. 1 ,Darwinia fascicularis,80
Apis mellifera,Dillwynia floribunda,2932
Melyridae sp. 1,Dillwynia floribunda,7
Bombyliidae sp. 1,Dillwynia floribunda,7
Dictyotus caenosus,Dillwynia floribunda,127
Iridomyrmex sp. 1,Dillwynia floribunda,5
Lasioglossum (Parasphecodes) tribuarium,Dillwynia floribunda,44
Syrphidae sp. 3,Dillwynia floribunda,33
Homalictus(Homalictus)holochlorus,Dillwynia floribunda,28
Musca vetustissima,Doryanthes excelsa,7
Lasioglossum (Parasphecodes) tribuarium,Epacris longiflora,592
Homalictus (Homalictus) holochlorus,Epacris longiflora,7
Melyridae sp. 1,Epacris microphylla,11
Leiodidae sp. 1,Epacris microphylla,360
Dictyotus caenosus,Epacris microphylla,44
Porrostoma rhipidius ,Epacris microphylla,31
Castiarina sp.,Epacris microphylla,10
Exoneurella lawsoni,Epacris microphylla,8
Lasioglossum (Parasphecodes) tribuarium,Epacris microphylla,463
Iridomyrmex sp. 1,Epacris microphylla,638
Chalidoidea sp.,Epacris microphylla,322
Empididae sp. 1,Epacris microphylla,22
Bombyliidae sp. 3,Epacris microphylla,60
Exoneura (Brevineura) sp.,Epacris microphylla,16
Musca vetustissima,Epacris microphylla,5
Leioproctus (Leioproctus) spatulatus,Epacris microphylla,16
Crabronini sp.,Epacris microphylla,849
Apis mellifera,Epacris microphylla,4471
Chloropidae sp. 1,Epacris microphylla,43
Ochetellus sp. 1 ,Epacris microphylla,7
Apis mellifera,Grevillea sphacelata,125
Apis mellifera,Hakea teretifolia,106
Apis mellifera,Hibbertia spp,1738
Bombyliidae sp. 1,Hibbertia spp,6
Lasioglossum (Parasphecodes) tribuarium,Hibbertia spp,2510
Iridomyrmex sp. 1,Hibbertia spp,19
Scutiphora pedicellata ,Hibbertia spp,10
Musca vetustissima,Hibbertia spp,9
Leiodidae sp. 1,Hibbertia spp,68
Bombyliidae sp. 3,Hibbertia spp,16
Phalacrididae sp. 1,Hibbertia spp,8
Diphucephala sp.,Hibbertia spp,17
Lasioglossum (Chilalictus) victoriellum,Hibbertia spp,2553
Apis mellifera,Isopogon anthefolius,2156
Homalictus (Homalictus) holochlorus,Kunzea capitata,20
Apis mellifera,Leptospermum squarrosum,8
Bombyliidae sp. 3,Leucopogon microphylla,1341
Chloropidae sp. 1,Leucopogon microphylla,138
Crabronini sp.,Leucopogon microphylla,51
Homalictus (Homalictus) holochlorus,Leucopogon microphylla,740
Hydrellia tritici,Leucopogon microphylla,300
Lasioglossum (Chilalictus) mistabilis,Leucopogon microphylla,47
Lasioglossum (Parasphecodes) tribuarium,Leucopogon microphylla,3136
Leiodidae sp. 1,Leucopogon microphylla,29
Miridae sp. 2,Leucopogon microphylla,19
Musca vetustissima,Leucopogon microphylla,36
Ochetellus sp. 1 ,Leucopogon microphylla,48
Phalacrididae sp. 1,Leucopogon microphylla,8
Syrphidae sp. 2,Leucopogon microphylla,9
Syrphidae sp. 3,Leucopogon microphylla,1452
Apis mellifera,Melaleuca nodosa,1036
Bombyliidae sp. 3,Melaleuca nodosa,11
Chloropidae sp. 1,Melaleuca nodosa,69
Chrysomelidae sp. 1,Melaleuca nodosa,432
Lasioglossum (Parasphecodes) tribuarium,Melaleuca nodosa,51
Leiodidae sp. 1,Melaleuca nodosa,12
Leioproctus (Leioproctus) spatulatus,Melaleuca nodosa,1452
Miridae sp. 1,Melaleuca nodosa,99
Musca vetustissima,Melaleuca nodosa,254
Phalacrididae sp. 1,Melaleuca nodosa,618
Scutiphora pedicellata ,Melaleuca nodosa,486
Exoneura (Brevineura) sp.,Micrantheum ericoides,174
Apis mellifera,Phebalium squamulosum,5
Lasioglossum (Parasphecodes) tribuarium,Phylotta phylicoides,130
Apis mellifera,Pultenaea stipularis,79
