"node_from","node_to","management"
10,502,"M"
10,503,"M"
10,505,"M"
25,496,"M"
25,497,"M"
25,498,"M"
25,499,"M"
25,500,"M"
25,501,"M"
25,503,"M"
25,505,"M"
27,496,"M"
27,499,"M"
27,504,"M"
54,496,"M"
54,497,"M"
54,498,"M"
54,499,"M"
54,500,"M"
54,501,"M"
54,503,"M"
54,505,"M"
58,496,"M"
58,497,"M"
58,498,"M"
58,499,"M"
58,504,"M"
63,496,"M"
63,497,"M"
63,498,"M"
63,499,"M"
63,504,"M"
63,505,"M"
71,496,"M"
71,503,"M"
71,504,"M"
71,505,"M"
75,496,"M"
75,497,"M"
75,498,"M"
75,499,"M"
75,504,"M"
14,236,"M"
14,123,"M"
14,126,"M"
14,190,"M"
14,127,"M"
26,231,"M"
69,343,"M"
44,351,"M"
28,362,"M"
14,337,"M"
361,376,"M"
337,365,"M"
28,464,"M"
28,435,"M"
28,471,"M"
44,455,"M"
26,396,"M"
14,447,"M"
28,438,"M"
26,287,"M"
26,270,"M"
78,255,"M"
26,306,"M"
26,305,"M"
26,197,"M"
26,224,"M"
26,129,"M"
26,299,"M"
26,291,"M"
19,327,"M"
14,113,"M"
14,101,"M"
26,171,"M"
14,303,"M"
26,213,"M"
14,179,"M"
26,320,"M"
14,284,"M"
14,302,"M"
28,313,"M"
14,314,"M"
28,515,"M"
60,496,"M"
60,499,"M"
60,500,"M"
60,502,"M"
60,504,"M"
14,122,"M"
26,277,"M"
61,188,"M"
61,322,"M"
61,211,"M"
78,126,"M"
61,315,"M"
86,355,"M"
77,364,"M"
14,360,"M"
364,365,"M"
337,369,"M"
337,377,"M"
337,376,"M"
337,381,"M"
337,378,"M"
337,371,"M"
360,365,"M"
360,376,"M"
61,308,"M"
61,189,"M"
61,265,"M"
28,179,"M"
14,300,"M"
26,150,"M"
26,222,"M"
26,165,"M"
14,109,"M"
28,303,"M"
14,125,"M"
26,276,"M"
11,317,"M"
44,345,"M"
361,373,"M"
28,457,"M"
28,391,"M"
18,445,"M"
18,470,"M"
18,404,"M"
18,467,"M"
44,469,"M"
44,411,"M"
44,456,"M"
44,441,"M"
26,450,"M"
14,469,"M"
31,442,"M"
14,464,"M"
60,485,"M"
14,478,"M"
478,534,"M"
492,536,"M"
478,540,"M"
478,542,"M"
482,542,"M"
486,542,"M"
478,543,"M"
482,543,"M"
486,543,"M"
64,508,"M"
31,179,"M"
31,258,"M"
31,259,"M"
31,303,"M"
19,179,"M"
26,308,"M"
26,293,"M"
26,201,"M"
26,292,"M"
26,138,"M"
26,313,"M"
26,333,"M"
2,297,"M"
2,217,"M"
2,208,"M"
2,327,"M"
26,327,"M"
2,298,"M"
26,297,"M"
2,164,"M"
2,259,"M"
2,114,"M"
2,200,"M"
26,154,"M"
2,129,"M"
14,283,"M"
14,304,"M"
26,304,"M"
26,252,"M"
14,158,"M"
26,209,"M"
61,304,"M"
26,114,"M"
28,512,"M"
75,517,"M"
15,525,"M"
31,525,"M"
14,518,"M"
28,295,"M"
28,186,"M"
28,112,"M"
28,467,"M"
77,435,"M"
77,438,"M"
28,402,"M"
17,259,"M"
11,105,"SI"
77,317,"SI"
77,202,"SI"
78,123,"SI"
26,183,"SI"
20,123,"SI"
20,126,"SI"
26,318,"SI"
76,276,"SI"
26,144,"SI"
76,322,"SI"
20,279,"SI"
61,278,"SI"
61,190,"SI"
61,318,"SI"
61,186,"SI"
61,282,"SI"
61,203,"SI"
61,317,"SI"
26,232,"SI"
61,232,"SI"
61,276,"SI"
95,295,"SI"
95,112,"SI"
95,126,"SI"
11,232,"SI"
61,343,"SI"
99,358,"SI"
11,349,"SI"
28,363,"SI"
98,358,"SI"
78,348,"SI"
77,348,"SI"
66,354,"SI"
38,343,"SI"
97,358,"SI"
44,357,"SI"
19,354,"SI"
44,358,"SI"
97,351,"SI"
26,361,"SI"
33,341,"SI"
28,344,"SI"
358,376,"SI"
358,377,"SI"
358,368,"SI"
343,367,"SI"
358,367,"SI"
358,378,"SI"
358,374,"SI"
358,369,"SI"
358,365,"SI"
358,381,"SI"
358,380,"SI"
361,374,"SI"
358,370,"SI"
341,381,"SI"
343,377,"SI"
343,380,"SI"
343,376,"SI"
361,372,"SI"
26,445,"SI"
26,438,"SI"
26,422,"SI"
26,467,"SI"
26,470,"SI"
98,470,"SI"
28,470,"SI"
28,421,"SI"
28,439,"SI"
98,445,"SI"
19,469,"SI"
99,412,"SI"
77,417,"SI"
77,445,"SI"
26,421,"SI"
77,470,"SI"
77,471,"SI"
26,437,"SI"
26,447,"SI"
44,467,"SI"
26,415,"SI"
14,421,"SI"
86,410,"SI"
64,463,"SI"
64,445,"SI"
64,435,"SI"
77,425,"SI"
77,422,"SI"
64,438,"SI"
64,447,"SI"
17,410,"SI"
17,421,"SI"
77,467,"SI"
28,445,"SI"
26,455,"SI"
11,469,"SI"
94,445,"SI"
77,458,"SI"
11,440,"SI"
11,419,"SI"
94,429,"SI"
11,445,"SI"
94,457,"SI"
94,438,"SI"
44,433,"SI"
26,441,"SI"
28,389,"SI"
26,397,"SI"
26,465,"SI"
14,430,"SI"
77,455,"SI"
96,445,"SI"
17,467,"SI"
96,438,"SI"
95,469,"SI"
95,445,"SI"
95,422,"SI"
95,438,"SI"
44,438,"SI"
44,425,"SI"
26,401,"SI"
26,469,"SI"
26,389,"SI"
26,394,"SI"
26,390,"SI"
28,433,"SI"
26,425,"SI"
26,426,"SI"
14,482,"SI"
14,483,"SI"
14,486,"SI"
482,534,"SI"
483,534,"SI"
486,534,"SI"
482,540,"SI"
483,540,"SI"
486,540,"SI"
4,508,"SI"
5,508,"SI"
7,508,"SI"
11,508,"SI"
12,508,"SI"
14,508,"SI"
30,508,"SI"
33,508,"SI"
36,508,"SI"
39,508,"SI"
44,508,"SI"
47,508,"SI"
49,508,"SI"
57,508,"SI"
59,508,"SI"
67,508,"SI"
72,508,"SI"
80,508,"SI"
82,508,"SI"
99,508,"SI"
11,326,"SI"
77,259,"SI"
78,308,"SI"
11,179,"SI"
11,164,"SI"
11,141,"SI"
47,179,"SI"
61,179,"SI"
47,193,"SI"
76,179,"SI"
26,166,"SI"
26,228,"SI"
26,179,"SI"
38,179,"SI"
26,198,"SI"
61,128,"SI"
61,264,"SI"
61,244,"SI"
61,303,"SI"
61,164,"SI"
20,164,"SI"
61,247,"SI"
61,196,"SI"
28,131,"SI"
61,259,"SI"
28,244,"SI"
11,259,"SI"
61,138,"SI"
62,259,"SI"
61,248,"SI"
47,138,"SI"
26,237,"SI"
61,286,"SI"
61,209,"SI"
61,285,"SI"
26,164,"SI"
24,181,"SI"
61,249,"SI"
61,302,"SI"
61,252,"SI"
61,250,"SI"
61,173,"SI"
61,132,"SI"
95,196,"SI"
17,223,"SI"
11,249,"SI"
11,255,"SI"
26,142,"SI"
11,143,"SI"
11,138,"SI"
11,222,"SI"
11,158,"SI"
11,170,"SI"
11,266,"SI"
11,140,"SI"
11,304,"SI"
11,303,"SI"
61,301,"SI"
32,519,"SI"
32,524,"SI"
95,514,"SI"
91,516,"SI"
95,516,"SI"
61,517,"SI"
14,523,"SI"
95,523,"SI"
14,513,"SI"
28,513,"SI"
26,514,"SI"
28,514,"SI"
28,516,"SI"
26,517,"SI"
28,517,"SI"
28,519,"SI"
28,523,"SI"
61,523,"SI"
11,525,"SI"
14,525,"SI"
26,525,"SI"
28,525,"SI"
26,522,"SI"
4,495,"SI"
4,496,"SI"
4,497,"SI"
4,498,"SI"
4,499,"SI"
4,500,"SI"
4,501,"SI"
4,502,"SI"
4,503,"SI"
4,504,"SI"
4,505,"SI"
5,496,"SI"
5,497,"SI"
5,498,"SI"
5,499,"SI"
5,501,"SI"
5,504,"SI"
7,496,"SI"
7,497,"SI"
7,498,"SI"
7,499,"SI"
7,500,"SI"
7,501,"SI"
7,502,"SI"
7,503,"SI"
7,504,"SI"
8,496,"SI"
8,497,"SI"
8,498,"SI"
8,499,"SI"
8,501,"SI"
8,504,"SI"
8,505,"SI"
11,497,"SI"
11,499,"SI"
11,500,"SI"
11,501,"SI"
11,502,"SI"
11,504,"SI"
11,505,"SI"
12,495,"SI"
12,496,"SI"
12,497,"SI"
12,498,"SI"
12,499,"SI"
12,500,"SI"
12,501,"SI"
12,502,"SI"
12,503,"SI"
12,504,"SI"
12,505,"SI"
13,499,"SI"
13,502,"SI"
13,504,"SI"
13,505,"SI"
14,496,"SI"
14,497,"SI"
14,498,"SI"
14,499,"SI"
14,500,"SI"
14,502,"SI"
14,503,"SI"
14,504,"SI"
16,496,"SI"
16,497,"SI"
16,498,"SI"
16,499,"SI"
16,500,"SI"
16,503,"SI"
16,504,"SI"
16,505,"SI"
17,497,"SI"
17,500,"SI"
19,496,"SI"
19,497,"SI"
19,498,"SI"
19,499,"SI"
19,500,"SI"
19,503,"SI"
19,504,"SI"
19,505,"SI"
20,495,"SI"
20,497,"SI"
20,498,"SI"
20,502,"SI"
23,496,"SI"
23,497,"SI"
23,498,"SI"
23,499,"SI"
23,500,"SI"
23,501,"SI"
23,503,"SI"
23,504,"SI"
23,505,"SI"
24,496,"SI"
24,502,"SI"
24,503,"SI"
24,504,"SI"
26,495,"SI"
26,497,"SI"
26,498,"SI"
26,499,"SI"
26,500,"SI"
26,501,"SI"
26,502,"SI"
26,504,"SI"
26,505,"SI"
28,496,"SI"
28,497,"SI"
28,498,"SI"
28,499,"SI"
28,502,"SI"
28,504,"SI"
28,505,"SI"
30,499,"SI"
30,504,"SI"
32,496,"SI"
32,497,"SI"
32,498,"SI"
32,499,"SI"
32,500,"SI"
32,501,"SI"
32,503,"SI"
32,504,"SI"
32,505,"SI"
33,495,"SI"
33,496,"SI"
33,497,"SI"
33,498,"SI"
33,499,"SI"
33,500,"SI"
33,501,"SI"
33,502,"SI"
33,503,"SI"
33,504,"SI"
33,505,"SI"
36,500,"SI"
36,501,"SI"
36,502,"SI"
36,504,"SI"
36,505,"SI"
38,497,"SI"
38,498,"SI"
38,503,"SI"
38,504,"SI"
41,495,"SI"
41,504,"SI"
44,495,"SI"
44,496,"SI"
44,497,"SI"
44,498,"SI"
44,499,"SI"
44,500,"SI"
44,501,"SI"
44,502,"SI"
44,503,"SI"
44,504,"SI"
44,505,"SI"
45,496,"SI"
45,497,"SI"
45,498,"SI"
45,499,"SI"
45,500,"SI"
45,501,"SI"
45,503,"SI"
45,504,"SI"
46,496,"SI"
46,497,"SI"
46,498,"SI"
46,499,"SI"
46,504,"SI"
46,505,"SI"
47,496,"SI"
47,499,"SI"
47,500,"SI"
47,501,"SI"
47,502,"SI"
47,503,"SI"
47,505,"SI"
48,496,"SI"
48,497,"SI"
48,498,"SI"
48,499,"SI"
48,504,"SI"
48,505,"SI"
49,496,"SI"
49,497,"SI"
49,498,"SI"
49,499,"SI"
49,501,"SI"
49,504,"SI"
51,495,"SI"
51,496,"SI"
51,504,"SI"
56,496,"SI"
56,497,"SI"
56,498,"SI"
56,499,"SI"
56,500,"SI"
56,501,"SI"
56,503,"SI"
57,495,"SI"
57,496,"SI"
57,497,"SI"
57,498,"SI"
57,499,"SI"
57,500,"SI"
57,501,"SI"
57,502,"SI"
57,503,"SI"
57,504,"SI"
57,505,"SI"
59,496,"SI"
59,501,"SI"
59,503,"SI"
59,504,"SI"
59,505,"SI"
61,496,"SI"
61,497,"SI"
61,498,"SI"
61,499,"SI"
61,504,"SI"
61,505,"SI"
62,495,"SI"
62,497,"SI"
62,498,"SI"
62,499,"SI"
62,500,"SI"
62,502,"SI"
62,504,"SI"
64,496,"SI"
64,497,"SI"
64,498,"SI"
64,499,"SI"
64,500,"SI"
64,501,"SI"
64,502,"SI"
64,503,"SI"
64,504,"SI"
64,505,"SI"
67,495,"SI"
67,496,"SI"
67,497,"SI"
67,498,"SI"
67,499,"SI"
67,500,"SI"
67,501,"SI"
67,502,"SI"
67,503,"SI"
67,504,"SI"
67,505,"SI"
72,496,"SI"
72,497,"SI"
72,498,"SI"
72,499,"SI"
72,500,"SI"
72,501,"SI"
72,503,"SI"
72,504,"SI"
76,497,"SI"
76,499,"SI"
76,500,"SI"
76,504,"SI"
77,496,"SI"
77,497,"SI"
77,498,"SI"
77,499,"SI"
77,503,"SI"
77,504,"SI"
77,505,"SI"
78,496,"SI"
78,497,"SI"
78,498,"SI"
78,499,"SI"
78,501,"SI"
78,502,"SI"
78,504,"SI"
78,505,"SI"
80,495,"SI"
80,497,"SI"
80,498,"SI"
80,500,"SI"
80,503,"SI"
80,505,"SI"
81,502,"SI"
81,504,"SI"
86,495,"SI"
86,497,"SI"
86,500,"SI"
91,496,"SI"
91,497,"SI"
91,498,"SI"
91,499,"SI"
91,500,"SI"
91,501,"SI"
91,503,"SI"
91,504,"SI"
91,505,"SI"
99,495,"SI"
99,496,"SI"
99,497,"SI"
99,498,"SI"
99,499,"SI"
99,500,"SI"
99,501,"SI"
99,502,"SI"
99,503,"SI"
99,504,"SI"
99,505,"SI"
14,124,"SI"
14,236,"SI"
14,123,"SI"
14,112,"SI"
14,126,"SI"
14,190,"SI"
14,127,"SI"
26,231,"SI"
69,343,"SI"
44,351,"SI"
28,362,"SI"
14,337,"SI"
361,376,"SI"
337,365,"SI"
28,464,"SI"
28,426,"SI"
28,435,"SI"
44,457,"SI"
44,445,"SI"
28,425,"SI"
14,445,"SI"
28,471,"SI"
44,435,"SI"
44,455,"SI"
26,396,"SI"
14,447,"SI"
28,438,"SI"
14,484,"SI"
484,534,"SI"
26,287,"SI"
26,270,"SI"
26,303,"SI"
26,259,"SI"
78,255,"SI"
26,306,"SI"
26,305,"SI"
26,197,"SI"
26,224,"SI"
26,129,"SI"
26,101,"SI"
26,299,"SI"
26,291,"SI"
19,327,"SI"
14,113,"SI"
14,101,"SI"
26,171,"SI"
14,303,"SI"
26,213,"SI"
14,179,"SI"
26,320,"SI"
14,284,"SI"
14,302,"SI"
28,313,"SI"
14,314,"SI"
14,522,"SI"
14,515,"SI"
28,515,"SI"
54,496,"SI"
54,497,"SI"
54,498,"SI"
54,499,"SI"
54,500,"SI"
54,501,"SI"
54,503,"SI"
54,505,"SI"
60,496,"SI"
60,499,"SI"
60,500,"SI"
60,502,"SI"
60,504,"SI"
14,122,"SI"
26,277,"SI"
61,188,"SI"
61,322,"SI"
61,211,"SI"
78,126,"SI"
61,315,"SI"
86,355,"SI"
77,364,"SI"
14,360,"SI"
364,365,"SI"
337,369,"SI"
337,377,"SI"
337,376,"SI"
337,381,"SI"
337,378,"SI"
337,371,"SI"
360,365,"SI"
360,376,"SI"
61,308,"SI"
61,189,"SI"
61,265,"SI"
28,179,"SI"
14,300,"SI"
26,150,"SI"
26,222,"SI"
26,248,"SI"
26,165,"SI"
14,109,"SI"
28,303,"SI"
10,496,"SI"
10,499,"SI"
10,500,"SI"
10,501,"SI"
10,502,"SI"
10,503,"SI"
10,505,"SI"
63,496,"SI"
63,497,"SI"
63,498,"SI"
63,499,"SI"
63,504,"SI"
63,505,"SI"
11,105,"I"
77,317,"I"
77,202,"I"
78,123,"I"
26,183,"I"
20,123,"I"
20,126,"I"
26,318,"I"
76,276,"I"
26,144,"I"
76,322,"I"
20,279,"I"
61,278,"I"
61,190,"I"
61,318,"I"
61,186,"I"
61,282,"I"
61,203,"I"
61,317,"I"
26,232,"I"
61,232,"I"
61,276,"I"
95,295,"I"
95,112,"I"
95,126,"I"
11,232,"I"
61,343,"I"
99,358,"I"
11,349,"I"
28,363,"I"
98,358,"I"
78,348,"I"
77,348,"I"
66,354,"I"
38,343,"I"
97,358,"I"
44,357,"I"
19,354,"I"
44,358,"I"
97,351,"I"
26,361,"I"
33,341,"I"
28,344,"I"
358,376,"I"
358,377,"I"
358,368,"I"
343,367,"I"
358,367,"I"
358,378,"I"
358,374,"I"
358,369,"I"
358,365,"I"
358,381,"I"
358,380,"I"
361,374,"I"
358,370,"I"
341,381,"I"
343,377,"I"
343,380,"I"
343,376,"I"
361,372,"I"
26,445,"I"
26,438,"I"
26,422,"I"
26,467,"I"
26,470,"I"
98,470,"I"
28,470,"I"
28,421,"I"
28,439,"I"
98,445,"I"
19,469,"I"
99,412,"I"
77,417,"I"
77,445,"I"
26,421,"I"
77,470,"I"
77,471,"I"
26,437,"I"
26,447,"I"
44,467,"I"
26,415,"I"
14,421,"I"
86,410,"I"
64,463,"I"
64,445,"I"
64,435,"I"
77,425,"I"
77,422,"I"
64,438,"I"
64,447,"I"
17,410,"I"
17,421,"I"
77,467,"I"
28,445,"I"
26,455,"I"
11,469,"I"
94,445,"I"
77,458,"I"
11,440,"I"
11,419,"I"
94,429,"I"
11,445,"I"
94,457,"I"
94,438,"I"
44,433,"I"
26,441,"I"
28,389,"I"
26,397,"I"
26,465,"I"
14,430,"I"
77,455,"I"
96,445,"I"
17,467,"I"
96,438,"I"
95,469,"I"
95,445,"I"
95,422,"I"
95,438,"I"
44,438,"I"
44,425,"I"
26,401,"I"
26,469,"I"
26,389,"I"
26,394,"I"
26,390,"I"
28,433,"I"
26,425,"I"
26,426,"I"
14,482,"I"
14,483,"I"
14,486,"I"
482,534,"I"
483,534,"I"
486,534,"I"
482,540,"I"
483,540,"I"
486,540,"I"
4,508,"I"
5,508,"I"
7,508,"I"
11,508,"I"
12,508,"I"
14,508,"I"
30,508,"I"
33,508,"I"
36,508,"I"
39,508,"I"
44,508,"I"
47,508,"I"
49,508,"I"
57,508,"I"
59,508,"I"
67,508,"I"
72,508,"I"
80,508,"I"
82,508,"I"
99,508,"I"
11,326,"I"
77,259,"I"
78,308,"I"
11,179,"I"
11,164,"I"
11,141,"I"
47,179,"I"
61,179,"I"
47,193,"I"
76,179,"I"
26,166,"I"
26,228,"I"
26,179,"I"
38,179,"I"
26,198,"I"
61,128,"I"
61,264,"I"
61,244,"I"
61,303,"I"
61,164,"I"
20,164,"I"
61,247,"I"
61,196,"I"
28,131,"I"
61,259,"I"
28,244,"I"
11,259,"I"
61,138,"I"
62,259,"I"
61,248,"I"
47,138,"I"
26,237,"I"
61,286,"I"
61,209,"I"
61,285,"I"
26,164,"I"
24,181,"I"
61,249,"I"
61,302,"I"
61,252,"I"
61,250,"I"
61,173,"I"
61,132,"I"
95,196,"I"
17,223,"I"
11,249,"I"
11,255,"I"
26,142,"I"
11,143,"I"
11,138,"I"
11,222,"I"
11,158,"I"
11,170,"I"
11,266,"I"
11,140,"I"
11,304,"I"
11,303,"I"
61,301,"I"
32,519,"I"
32,524,"I"
95,514,"I"
91,516,"I"
95,516,"I"
61,517,"I"
14,523,"I"
95,523,"I"
14,513,"I"
28,513,"I"
26,514,"I"
28,514,"I"
28,516,"I"
26,517,"I"
28,517,"I"
28,519,"I"
28,523,"I"
61,523,"I"
11,525,"I"
14,525,"I"
26,525,"I"
28,525,"I"
26,522,"I"
4,495,"I"
4,496,"I"
4,497,"I"
4,498,"I"
4,499,"I"
4,500,"I"
4,501,"I"
4,502,"I"
4,503,"I"
4,504,"I"
4,505,"I"
5,496,"I"
5,497,"I"
5,498,"I"
5,499,"I"
5,501,"I"
5,504,"I"
7,496,"I"
7,497,"I"
7,498,"I"
7,499,"I"
7,500,"I"
7,501,"I"
7,502,"I"
7,503,"I"
7,504,"I"
8,496,"I"
8,497,"I"
8,498,"I"
8,499,"I"
8,501,"I"
8,504,"I"
8,505,"I"
11,497,"I"
11,499,"I"
11,500,"I"
11,501,"I"
11,502,"I"
11,504,"I"
11,505,"I"
12,495,"I"
12,496,"I"
12,497,"I"
12,498,"I"
12,499,"I"
12,500,"I"
12,501,"I"
12,502,"I"
12,503,"I"
12,504,"I"
12,505,"I"
13,499,"I"
13,502,"I"
13,504,"I"
13,505,"I"
14,496,"I"
14,497,"I"
14,498,"I"
14,499,"I"
14,500,"I"
14,502,"I"
14,503,"I"
14,504,"I"
16,496,"I"
16,497,"I"
16,498,"I"
16,499,"I"
16,500,"I"
16,503,"I"
16,504,"I"
16,505,"I"
17,497,"I"
17,500,"I"
19,496,"I"
19,497,"I"
19,498,"I"
19,499,"I"
19,500,"I"
19,503,"I"
19,504,"I"
19,505,"I"
20,495,"I"
20,497,"I"
20,498,"I"
20,502,"I"
23,496,"I"
23,497,"I"
23,498,"I"
23,499,"I"
23,500,"I"
23,501,"I"
23,503,"I"
23,504,"I"
23,505,"I"
24,496,"I"
24,502,"I"
24,503,"I"
24,504,"I"
26,495,"I"
26,497,"I"
26,498,"I"
26,499,"I"
26,500,"I"
26,501,"I"
26,502,"I"
26,504,"I"
26,505,"I"
28,496,"I"
28,497,"I"
28,498,"I"
28,499,"I"
28,502,"I"
28,504,"I"
28,505,"I"
30,499,"I"
30,504,"I"
32,496,"I"
32,497,"I"
32,498,"I"
32,499,"I"
32,500,"I"
32,501,"I"
32,503,"I"
32,504,"I"
32,505,"I"
33,495,"I"
33,496,"I"
33,497,"I"
33,498,"I"
33,499,"I"
33,500,"I"
33,501,"I"
33,502,"I"
33,503,"I"
33,504,"I"
33,505,"I"
36,500,"I"
36,501,"I"
36,502,"I"
36,504,"I"
36,505,"I"
38,497,"I"
38,498,"I"
38,503,"I"
38,504,"I"
41,495,"I"
41,504,"I"
44,495,"I"
44,496,"I"
44,497,"I"
44,498,"I"
44,499,"I"
44,500,"I"
44,501,"I"
44,502,"I"
44,503,"I"
44,504,"I"
44,505,"I"
45,496,"I"
45,497,"I"
45,498,"I"
45,499,"I"
45,500,"I"
45,501,"I"
45,503,"I"
45,504,"I"
46,496,"I"
46,497,"I"
46,498,"I"
46,499,"I"
46,504,"I"
46,505,"I"
47,496,"I"
47,499,"I"
47,500,"I"
47,501,"I"
47,502,"I"
47,503,"I"
47,505,"I"
48,496,"I"
48,497,"I"
48,498,"I"
48,499,"I"
48,504,"I"
48,505,"I"
49,496,"I"
49,497,"I"
49,498,"I"
49,499,"I"
49,501,"I"
49,504,"I"
51,495,"I"
51,496,"I"
51,504,"I"
56,496,"I"
56,497,"I"
56,498,"I"
56,499,"I"
56,500,"I"
56,501,"I"
56,503,"I"
57,495,"I"
57,496,"I"
57,497,"I"
57,498,"I"
57,499,"I"
57,500,"I"
57,501,"I"
57,502,"I"
57,503,"I"
57,504,"I"
57,505,"I"
59,496,"I"
59,501,"I"
59,503,"I"
59,504,"I"
59,505,"I"
61,496,"I"
61,497,"I"
61,498,"I"
61,499,"I"
61,504,"I"
61,505,"I"
62,495,"I"
62,497,"I"
62,498,"I"
62,499,"I"
62,500,"I"
62,502,"I"
62,504,"I"
64,496,"I"
64,497,"I"
64,498,"I"
64,499,"I"
64,500,"I"
64,501,"I"
64,502,"I"
64,503,"I"
64,504,"I"
64,505,"I"
67,495,"I"
67,496,"I"
67,497,"I"
67,498,"I"
67,499,"I"
67,500,"I"
67,501,"I"
67,502,"I"
67,503,"I"
67,504,"I"
67,505,"I"
72,496,"I"
72,497,"I"
72,498,"I"
72,499,"I"
72,500,"I"
72,501,"I"
72,503,"I"
72,504,"I"
76,497,"I"
76,499,"I"
76,500,"I"
76,504,"I"
77,496,"I"
77,497,"I"
77,498,"I"
77,499,"I"
77,503,"I"
77,504,"I"
77,505,"I"
78,496,"I"
78,497,"I"
78,498,"I"
78,499,"I"
78,501,"I"
78,502,"I"
78,504,"I"
78,505,"I"
80,495,"I"
80,497,"I"
80,498,"I"
80,500,"I"
80,503,"I"
80,505,"I"
81,502,"I"
81,504,"I"
86,495,"I"
86,497,"I"
86,500,"I"
91,496,"I"
91,497,"I"
91,498,"I"
91,499,"I"
91,500,"I"
91,501,"I"
91,503,"I"
91,504,"I"
91,505,"I"
99,495,"I"
99,496,"I"
99,497,"I"
99,498,"I"
99,499,"I"
99,500,"I"
99,501,"I"
99,502,"I"
99,503,"I"
99,504,"I"
99,505,"I"
95,295,"IN"
95,112,"IN"
95,126,"IN"
99,358,"IN"
98,358,"IN"
97,358,"IN"
97,351,"IN"
358,376,"IN"
358,377,"IN"
358,368,"IN"
358,367,"IN"
358,378,"IN"
358,374,"IN"
358,369,"IN"
358,365,"IN"
358,381,"IN"
358,380,"IN"
358,370,"IN"
98,470,"IN"
98,445,"IN"
99,412,"IN"
94,445,"IN"
94,429,"IN"
94,457,"IN"
94,438,"IN"
96,445,"IN"
96,438,"IN"
95,469,"IN"
95,445,"IN"
95,422,"IN"
95,438,"IN"
99,508,"IN"
95,196,"IN"
95,514,"IN"
95,516,"IN"
95,523,"IN"
99,495,"IN"
99,496,"IN"
99,497,"IN"
99,498,"IN"
99,499,"IN"
99,500,"IN"
99,501,"IN"
99,502,"IN"
99,503,"IN"
99,504,"IN"
99,505,"IN"
