"iteration","chisqr_man","pval_man"
1,43.7606299244229,7.19385944290982e-09
2,47.039738807895,1.49612767168971e-09
3,59.8503854744707,3.11864785900238e-12
4,70.5550792378718,1.73299389766275e-14
5,46.2537495677547,2.1808558871256e-09
6,42.6910004986047,1.19938084880548e-08
7,49.0078462810382,5.81685698192145e-10
8,41.1309817700067,2.52510905484401e-08
9,62.4524675513426,8.84766221505063e-13
10,32.0022069849507,1.91111209013033e-06
11,53.9936600626966,5.27879199220175e-11
12,50.1654467229227,3.33476003566414e-10
13,37.3743378738831,1.5081652028693e-07
14,33.9773931895136,7.53186471964803e-07
15,56.3132356756144,1.7237464646918e-11
16,50.740357777552,2.52920702638834e-10
17,36.4601966347836,2.32675363387292e-07
18,46.374716018094,2.05800677254611e-09
19,61.4528500336502,1.43583423608701e-12
20,48.636684175954,6.95205958428052e-10
21,32.3941245777056,1.58913022965296e-06
22,53.2794075861292,7.44829771839781e-11
23,49.000758701139,5.83669614358846e-10
24,37.89910916879,1.17556382439453e-07
25,54.4271853249267,4.28297230175729e-11
26,42.9832557110578,1.04309894060687e-08
27,50.9081279615519,2.33309740546766e-10
28,47.2071870200204,1.38066440588712e-09
29,44.480986699812,5.09708418235068e-09
30,33.0002530279306,1.19433811619053e-06
31,46.3977324684739,2.03542651161179e-09
32,47.4354898991164,1.23743698393723e-09
33,45.1726103412767,3.66059945868202e-09
34,41.3928916016879,2.22862187744843e-08
35,39.5512264423586,5.35937508863141e-08
36,56.7303370596909,1.40927687917401e-11
37,68.3593260527839,5.03793580773244e-14
38,47.8475191897735,1.0154458642544e-09
39,27.7386019104475,1.40906062463996e-05
40,39.7104523951305,4.96820754526319e-08
41,24.7750752060378,5.58292094644446e-05
42,41.5786900266909,2.03960634289026e-08
43,53.923526624751,5.46033799382417e-11
44,33.7471008821722,8.39693871688216e-07
45,93.6674325268598,2.18831371802648e-19
46,43.1060392947919,9.83664950389022e-09
47,42.662523019432,1.21580546637291e-08
48,55.5060312240023,2.54508249376004e-11
49,41.0986621414838,2.56432285207546e-08
50,46.530409216982,1.91000267680236e-09
51,42.1480087827205,1.55438038017587e-08
52,39.9884532565172,4.35228760533692e-08
53,61.7312198217902,1.25475279122954e-12
54,55.601557480951,2.4304093715817e-11
55,28.2077976985504,1.1319926967504e-05
56,51.5222193269299,1.73618637287105e-10
57,39.6410024023318,5.13519428827847e-08
58,59.648893411128,3.43797456837467e-12
59,38.7471126600578,7.85666499549264e-08
60,27.0646900729201,1.92891426148737e-05
61,51.3823765256976,1.85706289402937e-10
62,46.2223618393004,2.21391089824462e-09
63,78.2018962713246,4.18628342913996e-16
64,64.1212116431045,3.94063865166878e-13
65,67.1452942879433,9.08483902016062e-14
66,42.9065840067291,1.08201601450031e-08
67,37.5565144899395,1.38323038368666e-07
68,74.2305363065346,2.89829659224785e-15
69,41.5207443352938,2.09677217232e-08
70,31.5636261330411,2.34900829251411e-06
71,44.2743360219654,5.62678457321e-09
72,61.4992262083473,1.40394839793974e-12
73,34.1309982376962,7.00483430283505e-07
74,37.5982592096867,1.35608791772641e-07
75,28.10604846058,1.18706058079708e-05
76,36.17839571261,2.65918693479094e-07
77,50.3008211356529,3.12459680664961e-10
78,54.9669012524126,3.30127459747955e-11
79,28.3708282357591,1.04900984733691e-05
80,46.5111486186146,1.92772005707206e-09
81,44.7862792481557,4.40424572771961e-09
82,51.4675782583802,1.78245223538566e-10
83,39.4583385379379,5.60160591279456e-08
84,82.0532355112444,6.39573907369654e-17
85,43.6441358239627,7.60591233520496e-09
86,46.2036342646574,2.23387097080524e-09
87,34.4210101747617,6.10793773774635e-07
88,36.7067518106017,2.07007867811498e-07
89,61.8413003091885,1.18960831033239e-12
90,44.4162483150415,5.25743926259976e-09
91,59.7746638697386,3.23502064973137e-12
92,35.4236314061966,3.80164979071109e-07
93,41.6266418938913,1.99347756320012e-08
94,42.6312568076799,1.23409708619758e-08
95,36.5363453944213,2.24426394968104e-07
96,60.4789021942709,2.30078823040596e-12
97,70.6698481984978,1.63893489702809e-14
98,54.9765359227219,3.28596514887928e-11
99,61.0127673903637,1.77682418141388e-12
100,39.2257800732665,6.25704054764832e-08
101,30.4373865597672,3.98677152292946e-06
102,36.7166731135828,2.0603631438146e-07
103,70.2600045913449,2.00033089613608e-14
104,47.0143569327799,1.51445167661141e-09
105,36.0658224971361,2.80486119823745e-07
106,69.9510357144955,2.32451657400028e-14
107,51.1339257199623,2.09291224783251e-10
108,36.6353238620299,2.14138651478797e-07
109,38.7677361340813,7.78000113363884e-08
110,25.1613947707498,4.66868549870003e-05
111,74.817500557479,2.17779178691833e-15
112,47.1602870483735,1.4120764150926e-09
113,49.0664705541148,5.65531946597846e-10
114,80.3583271682663,1.46247512868094e-16
115,42.0855155136344,1.60144618827442e-08
116,60.8087087003612,1.96131138329111e-12
117,30.6704226001854,3.57377420725989e-06
118,53.8379784930746,5.69024811061171e-11
119,48.4519263884373,7.59706117754376e-10
120,83.7321802170315,2.81774676312083e-17
121,45.2731465979058,3.4885555447386e-09
122,60.743687075764,2.0240255321965e-12
123,41.8884009663088,1.75941813718742e-08
124,42.5705151864282,1.27042122170057e-08
125,61.3558074337483,1.50491556442975e-12
126,71.9772053398592,8.67793462755726e-15
127,42.9055417515118,1.08255490382636e-08
128,44.9608531518146,4.0511728162734e-09
129,34.4548215333345,6.01112206894423e-07
130,53.9194000043562,5.47121224306489e-11
131,51.4925487881873,1.76115831218935e-10
132,80.5517501958663,1.33077912794534e-16
133,50.9122746081906,2.32844762790809e-10
134,83.6496426813209,2.93363747644558e-17
135,55.1916041824321,2.96208632252179e-11
136,38.2989401139503,9.72197391103666e-08
137,45.0174039395921,3.94297106420042e-09
138,39.4732685789946,5.56194775722545e-08
139,51.0415218167322,2.18806562739603e-10
140,46.4776350506638,1.95894035073945e-09
141,45.4832703648598,3.15459752377525e-09
142,50.4115286011756,2.96259634482856e-10
143,50.8885971852419,2.35512291246152e-10
144,43.4793733675796,8.22921694039076e-09
145,19.2642441626627,0.000697336641423581
146,36.5023513479872,2.28072211472611e-07
147,54.007113398074,5.24466228072361e-11
148,52.9089819941247,8.90377003867381e-11
149,38.404703253211,9.24541850563935e-08
150,49.1757583980552,5.36604158389872e-10
151,33.1027900010347,1.13797343450198e-06
152,37.5932457938088,1.35931937707621e-07
153,50.1284990123785,3.39453249785454e-10
154,48.6109774824721,7.03841855036152e-10
155,41.6218581576364,1.99803229387053e-08
156,65.9269386551842,1.64119132661574e-13
157,46.7399705605439,1.72742665819767e-09
158,27.0145043352444,1.97451336639955e-05
159,44.3117024373889,5.52709366367894e-09
160,63.0528400311034,6.61433243764433e-13
161,55.190278238818,2.96398203410243e-11
162,26.3947248446334,2.63430461806059e-05
163,48.1462878917522,8.79782291688382e-10
164,31.8254281858914,2.07687034192189e-06
165,27.6161989363131,1.49182512915581e-05
166,86.6788719032849,6.67901288802305e-18
167,38.2525247587335,9.93877638358493e-08
168,42.9435673451051,1.06306637075616e-08
169,60.2710016665363,2.54433407772342e-12
170,67.8931002085258,6.31836803180792e-14
171,33.4736707887469,9.55346417362585e-07
172,38.793763499498,7.68431338341703e-08
173,43.4334012390094,8.41205319510684e-09
174,25.5622201602651,3.87720372553109e-05
175,16.8224893059794,0.00209261784589182
176,52.1709848774181,1.27043167133812e-10
177,31.0134189818242,3.04216064398888e-06
178,29.0871305296676,7.5051694024612e-06
179,35.2123980074427,4.20128929087681e-07
180,29.428458959153,6.39711889624631e-06
181,38.4425013850113,9.08081655336845e-08
182,26.0594493224646,3.07830485172572e-05
183,18.1559630859019,0.00115041958789347
184,51.7110115479244,1.58536713697926e-10
185,51.6597700540136,1.62495850833249e-10
186,77.4268048632295,6.10829558787653e-16
187,47.4142027021087,1.25013955901722e-09
188,46.4153248690779,2.01833439627479e-09
189,42.3428913175453,1.4162893456784e-08
190,48.9658941097818,5.93527498974919e-10
191,40.2674184532017,3.81080661504233e-08
192,63.5379786864291,5.22836958700273e-13
193,50.5253520010174,2.80477605267956e-10
194,46.0007354761033,2.46198331700747e-09
195,37.5720110088647,1.3730918771485e-07
196,38.9250986672901,7.21908175400733e-08
197,60.8451007848772,1.92706192432848e-12
198,57.9260557008892,7.90865304443179e-12
199,62.5468013182024,8.45238738111216e-13
200,34.0939870507092,7.1283602771037e-07
201,81.3300287930547,9.10290849904167e-17
202,68.7976781921008,4.07158041147907e-14
203,35.4416292518162,3.76940442487758e-07
204,35.933223114299,2.98668548974947e-07
205,41.7776917430489,1.85486526234604e-08
206,50.2134679465851,3.25864102294109e-10
207,65.0985344729083,2.45310359098159e-13
208,36.1580692235454,2.68492046905498e-07
209,51.1542060815006,2.0725877480218e-10
210,41.2772491347118,2.35498902891037e-08
211,60.9140431470771,1.8638081033124e-12
212,45.9263521168577,2.55131292616767e-09
213,50.6194498756062,2.68066428801687e-10
214,34.315180313018,6.42113027938116e-07
215,30.8276327721607,3.31951143712612e-06
216,32.0113213827543,1.902932537465e-06
217,35.3934209770333,3.85639481436109e-07
218,59.1782558107932,4.31690132562251e-12
219,57.8565059308977,8.17900986555273e-12
220,30.5352209822902,3.80789335614739e-06
221,55.5768581002048,2.45955517432721e-11
222,48.4855128988838,7.47552029677719e-10
223,105.539258897933,6.50096999840532e-22
224,57.0324371145612,1.21793567941092e-11
225,49.5832087343266,4.41185656040256e-10
226,48.3455193704318,7.99529856621542e-10
227,62.4809005758873,8.72661721674722e-13
228,32.0551197899743,1.86411025585086e-06
229,80.7184345092621,1.22683727671094e-16
230,27.7946439378054,1.37270735214426e-05
231,44.695686517012,4.59940612769954e-09
232,41.9991906867276,1.66880776833195e-08
233,61.7506132723966,1.2430227354152e-12
234,56.651071084179,1.4642733865067e-11
235,72.9823097287341,5.32134752479657e-15
236,39.2101423123152,6.30376331047671e-08
237,24.4948838084232,6.35529313798084e-05
238,39.954210265013,4.42383613112432e-08
239,77.6827744210346,5.39180672953556e-16
240,27.9666192111994,1.26687437896053e-05
241,35.2148888880552,4.19634096389339e-07
242,21.0452458817358,0.000310194627861596
243,39.7474698286369,4.88142651417835e-08
244,49.5512793959545,4.48008079159507e-10
245,60.1448916319801,2.70444506527214e-12
246,28.1442345885729,1.16608813290274e-05
247,46.6506559553711,1.80300725920523e-09
248,54.1498407783373,4.89587149895858e-11
249,36.158615685697,2.68422540583195e-07
250,74.2488310867703,2.8725948675602e-15
251,32.8401957929009,1.28793125485201e-06
252,63.4768167937629,5.38569718066711e-13
253,53.866438042767,5.61270977100068e-11
254,53.2024890272629,7.7295633406438e-11
255,68.7041035899921,4.26096619060012e-14
256,43.881843700636,6.78874628271963e-09
257,45.9624120968354,2.50761030719678e-09
258,48.1379333719532,8.83317869665424e-10
259,52.2666009845775,1.21326152875696e-10
260,36.0488951654726,2.82744346796282e-07
261,47.6094289987047,1.138355951244e-09
262,54.321604959163,4.50669726448787e-11
263,59.0191568750872,4.66218097869235e-12
264,82.5561022581531,5.00362934125011e-17
265,31.2378913629951,2.73767282932245e-06
266,71.7727456510027,9.5854445207036e-15
267,46.6033616036135,1.84435671344022e-09
268,54.874191179515,3.45228009126848e-11
269,57.7895883673186,8.44784424543674e-12
270,22.1946388334106,0.000183309326296339
271,44.273801757908,5.6282228865192e-09
272,35.5928409043759,3.50903702855702e-07
273,46.648731150861,1.8046719102224e-09
274,43.9001605128109,6.72954150338311e-09
275,56.8843226432876,1.30826575226797e-11
276,56.0049137192017,2.00042510210815e-11
277,25.049726665143,4.91647520635704e-05
278,67.0270107184022,9.62185092329677e-14
279,43.8088728934634,7.0298123541391e-09
280,65.0462742728129,2.51608704227613e-13
281,71.9855402752324,8.64281853683713e-15
282,51.7969699852848,1.52110326277539e-10
283,46.1385735976172,2.30461966662175e-09
284,46.1624649654416,2.27838339954274e-09
285,69.9521076617957,2.32330564094959e-14
286,70.9179825326065,1.45264805778791e-14
287,32.2976554637118,1.66298244437647e-06
288,43.1625754440592,9.57446540690968e-09
289,46.1137497460557,2.33219941467176e-09
290,44.9847805938925,4.00503408685478e-09
291,43.8432860591832,6.91507894848774e-09
292,35.2304998043191,4.1654606960856e-07
293,67.2804599297828,8.50774614266836e-14
294,63.2306599127954,6.06817969399555e-13
295,77.629382462571,5.53397424398672e-16
296,25.7987158642144,3.47435961992263e-05
297,56.2703474753344,1.75981457614864e-11
298,45.3717408423711,3.32767579668802e-09
299,60.8848344917567,1.89034947439684e-12
300,66.2776400898611,1.38433699148718e-13
301,37.9827133716117,1.12979813998602e-07
302,62.6226374924596,8.14745050724081e-13
303,42.4570407188558,1.34116219766513e-08
304,60.4014071027915,2.38872131664958e-12
305,54.1117008711887,4.98674189290355e-11
306,57.3257339688663,1.05703205432604e-11
307,56.1432250714676,1.87121073085886e-11
308,41.857978572209,1.78514729677837e-08
309,49.6975354756609,4.17596772645759e-10
310,33.3489007774224,1.01326752797896e-06
311,53.2073741953118,7.71138863434817e-11
312,61.7017027681671,1.27281864222575e-12
313,54.3112223010612,4.52931873027689e-11
314,49.0037278527733,5.82837684988422e-10
315,66.1768764414301,1.45372068548948e-13
316,40.162943227089,4.00524063569197e-08
317,47.3114145336082,1.31333141759079e-09
318,55.4303465675568,2.63976106680022e-11
319,31.140409803995,2.86598430515208e-06
320,31.6684449587495,2.23602994040103e-06
321,58.4084965381564,6.2636020845909e-12
322,88.3373282729372,2.96913632993103e-18
323,40.7287726018092,3.05879114489729e-08
324,73.6704252116952,3.80685735850791e-15
325,67.5082476278448,7.61687152116693e-14
326,49.1303257472289,5.48446009453533e-10
