"management","iteration","node_id","taxon_from","services","node_int","node_to","services_to","type","hop"
"E","Emp",381,"Secondary aphid parasitoid","Pest control",358,367,"Pest control","I",2
"E","Emp",381,"Secondary aphid parasitoid","Pest control",358,378,"Pest control","I",2
"E","Emp",381,"Secondary aphid parasitoid","Pest control",358,374,"Pest control","I",2
"E","Emp",381,"Secondary aphid parasitoid","Pest control",358,369,"Pest control","I",2
"E","Emp",381,"Secondary aphid parasitoid","Pest control",358,365,"Pest control","I",2
"E","Emp",381,"Secondary aphid parasitoid","Pest control",358,380,"Pest control","I",2
"E","Emp",381,"Secondary aphid parasitoid","Pest control",358,370,"Pest control","I",2
"E","Emp",381,"Secondary aphid parasitoid","Pest control",358,379,"Pest control","I",2
"E","Emp",381,"Secondary aphid parasitoid","Pest control",358,366,"Pest control","I",2
"E","Emp",381,"Secondary aphid parasitoid","Pest control",358,382,"Pest control","I",2
"E","Emp",381,"Secondary aphid parasitoid","Pest control",358,99,"Crop production","I",2
"E","Emp",381,"Secondary aphid parasitoid","Pest control",358,98,"Crop production","I",2
"E","Emp",381,"Secondary aphid parasitoid","Pest control",358,97,"Crop production","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",358,376,"Pest control","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",358,377,"Pest control","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",358,368,"Pest control","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",358,367,"Pest control","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",358,378,"Pest control","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",358,374,"Pest control","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",358,369,"Pest control","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",358,365,"Pest control","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",358,381,"Pest control","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",358,370,"Pest control","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",358,379,"Pest control","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",358,366,"Pest control","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",358,382,"Pest control","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",358,99,"Crop production","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",358,98,"Crop production","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",358,97,"Crop production","I",2
"E","Emp",374,"Primary aphid parasitoid","Pest control",361,376,"Pest control","I",2
"E","Emp",370,"Primary aphid parasitoid","Pest control",358,376,"Pest control","I",2
"E","Emp",370,"Primary aphid parasitoid","Pest control",358,377,"Pest control","I",2
"E","Emp",370,"Primary aphid parasitoid","Pest control",358,368,"Pest control","I",2
"E","Emp",370,"Primary aphid parasitoid","Pest control",358,367,"Pest control","I",2
"E","Emp",370,"Primary aphid parasitoid","Pest control",358,378,"Pest control","I",2
"E","Emp",370,"Primary aphid parasitoid","Pest control",358,374,"Pest control","I",2
"E","Emp",370,"Primary aphid parasitoid","Pest control",358,369,"Pest control","I",2
"E","Emp",370,"Primary aphid parasitoid","Pest control",358,365,"Pest control","I",2
"E","Emp",370,"Primary aphid parasitoid","Pest control",358,381,"Pest control","I",2
"E","Emp",370,"Primary aphid parasitoid","Pest control",358,380,"Pest control","I",2
"E","Emp",370,"Primary aphid parasitoid","Pest control",358,379,"Pest control","I",2
"E","Emp",370,"Primary aphid parasitoid","Pest control",358,366,"Pest control","I",2
"E","Emp",370,"Primary aphid parasitoid","Pest control",358,382,"Pest control","I",2
"E","Emp",370,"Primary aphid parasitoid","Pest control",358,99,"Crop production","I",2
"E","Emp",370,"Primary aphid parasitoid","Pest control",358,98,"Crop production","I",2
"E","Emp",370,"Primary aphid parasitoid","Pest control",358,97,"Crop production","I",2
"E","Emp",377,"Secondary aphid parasitoid","Pest control",343,367,"Pest control","I",2
"E","Emp",377,"Secondary aphid parasitoid","Pest control",343,380,"Pest control","I",2
"E","Emp",377,"Secondary aphid parasitoid","Pest control",343,376,"Pest control","I",2
"E","Emp",377,"Secondary aphid parasitoid","Pest control",343,369,"Pest control","I",2
"E","Emp",377,"Secondary aphid parasitoid","Pest control",343,381,"Pest control","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",343,367,"Pest control","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",343,377,"Pest control","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",343,376,"Pest control","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",343,369,"Pest control","I",2
"E","Emp",380,"Secondary aphid parasitoid","Pest control",343,381,"Pest control","I",2
"E","Emp",376,"Secondary aphid parasitoid","Pest control",343,367,"Pest control","I",2
"E","Emp",376,"Secondary aphid parasitoid","Pest control",343,377,"Pest control","I",2
"E","Emp",376,"Secondary aphid parasitoid","Pest control",343,380,"Pest control","I",2
"E","Emp",376,"Secondary aphid parasitoid","Pest control",343,369,"Pest control","I",2
"E","Emp",376,"Secondary aphid parasitoid","Pest control",343,381,"Pest control","I",2
"E","Emp",372,"Primary aphid parasitoid","None",361,374,"Pest control","I",2
"E","Emp",372,"Primary aphid parasitoid","None",361,376,"Pest control","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,183,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,318,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,144,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,232,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,438,"Pest control","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,422,"Pest control","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,469,"Pest control","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,228,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,179,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,198,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,164,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,514,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,514,"Butterfly watching","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,517,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,517,"Butterfly watching","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,525,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,525,"Butterfly watching","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,522,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,522,"Butterfly watching","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,495,"Crop damage","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,495,"Bird watching","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,497,"Crop damage","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,497,"Bird watching","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,498,"Crop damage","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,498,"Bird watching","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,499,"Crop damage","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,499,"Seed dispersal","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,499,"Bird watching","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,500,"Crop damage","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,500,"Seed dispersal","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,501,"Crop damage","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,501,"Seed dispersal","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,501,"Bird watching","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,502,"Crop damage","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,502,"Seed dispersal","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,504,"Crop damage","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,504,"Seed dispersal","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,505,"Crop damage","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,212,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,295,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,457,"Pest control","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,248,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,303,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,101,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,195,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,335,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,247,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,231,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,305,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,276,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,234,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,138,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,283,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,277,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,150,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,222,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,308,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,293,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,313,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,327,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,294,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",26,204,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,183,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,318,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,144,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,232,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,445,"Pest control","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,422,"Pest control","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,469,"Pest control","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,228,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,179,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,198,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,164,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,514,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,514,"Butterfly watching","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,517,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,517,"Butterfly watching","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,525,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,525,"Butterfly watching","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,522,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,522,"Butterfly watching","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,495,"Crop damage","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,495,"Bird watching","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,497,"Crop damage","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,497,"Bird watching","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,498,"Crop damage","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,498,"Bird watching","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,499,"Crop damage","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,499,"Seed dispersal","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,499,"Bird watching","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,500,"Crop damage","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,500,"Seed dispersal","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,501,"Crop damage","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,501,"Seed dispersal","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,501,"Bird watching","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,502,"Crop damage","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,502,"Seed dispersal","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,504,"Crop damage","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,504,"Seed dispersal","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,505,"Crop damage","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,212,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,295,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,457,"Pest control","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,248,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,303,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,101,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,195,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,335,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,247,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,231,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,305,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,276,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,234,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,138,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,283,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,277,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,150,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,222,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,308,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,293,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,313,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,327,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,294,"Pollination","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",26,204,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,183,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,318,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,144,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,232,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,445,"Pest control","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,438,"Pest control","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,469,"Pest control","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,228,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,179,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,198,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,164,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,514,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,514,"Butterfly watching","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,517,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,517,"Butterfly watching","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,525,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,525,"Butterfly watching","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,522,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,522,"Butterfly watching","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,495,"Crop damage","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,495,"Bird watching","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,497,"Crop damage","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,497,"Bird watching","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,498,"Crop damage","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,498,"Bird watching","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,499,"Crop damage","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,499,"Seed dispersal","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,499,"Bird watching","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,500,"Crop damage","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,500,"Seed dispersal","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,501,"Crop damage","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,501,"Seed dispersal","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,501,"Bird watching","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,502,"Crop damage","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,502,"Seed dispersal","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,504,"Crop damage","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,504,"Seed dispersal","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,505,"Crop damage","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,212,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,295,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,457,"Pest control","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,248,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,303,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,101,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,195,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,335,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,247,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,231,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,305,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,276,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,234,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,138,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,283,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,277,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,150,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,222,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,308,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,293,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,313,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,327,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,294,"Pollination","I",2
"E","Emp",422,"Leaf-miner parasitoid","Pest control",26,204,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,183,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,318,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,144,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,232,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,445,"Pest control","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,438,"Pest control","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,422,"Pest control","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,469,"Pest control","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,228,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,179,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,198,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,164,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,514,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,514,"Butterfly watching","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,517,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,517,"Butterfly watching","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,525,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,525,"Butterfly watching","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,522,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,522,"Butterfly watching","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,495,"Crop damage","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,495,"Bird watching","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,497,"Crop damage","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,497,"Bird watching","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,498,"Crop damage","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,498,"Bird watching","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,499,"Crop damage","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,499,"Seed dispersal","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,499,"Bird watching","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,500,"Crop damage","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,500,"Seed dispersal","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,501,"Crop damage","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,501,"Seed dispersal","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,501,"Bird watching","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,502,"Crop damage","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,502,"Seed dispersal","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,504,"Crop damage","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,504,"Seed dispersal","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,505,"Crop damage","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,212,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,295,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,457,"Pest control","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,248,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,303,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,101,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,195,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,335,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,247,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,231,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,305,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,276,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,234,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,138,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,283,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,277,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,150,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,222,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,308,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,293,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,313,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,327,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,294,"Pollination","I",2
"E","Emp",467,"Leaf-miner parasitoid","None",26,204,"Pollination","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,183,"Pollination","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,318,"Pollination","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,144,"Pollination","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,232,"Pollination","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,445,"Pest control","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,438,"Pest control","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,422,"Pest control","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,469,"Pest control","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,228,"Pollination","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,179,"Pollination","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,198,"Pollination","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,164,"Pollination","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,514,"Pollination","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,514,"Butterfly watching","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,517,"Pollination","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,517,"Butterfly watching","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,525,"Pollination","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,525,"Butterfly watching","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,522,"Pollination","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,522,"Butterfly watching","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,495,"Crop damage","I",2
"E","Emp",470,"Leaf-miner parasitoid","None",26,495,"Bird watching","I",2
