"contrast","estimate","p.value","iteration"
"E - M",0.0852500691789853,0.218089508428386,8
"E - SE",0.0742305843239399,0.319195944529823,8
"E - SI",-0.0171768392758327,0.997823058835769,8
"I - IM",-0.248038691203528,0.0012991701944417,8
"I - M",0.273932541592733,1.23260956996774e-10,8
"I - SE",0.262913056737687,3.58689189461359e-10,8
"I - SI",0.171505633137915,0.000223079285860073,8
"IM - M",0.52197123279626,0,8
"IM - SE",0.510951747941215,0,8
"IM - SI",0.419544324341442,1.00240593603473e-09,8
"M - SE",-0.0110194848550454,0.999716416651931,8
"M - SI",-0.102426908454818,0.0927659644572877,8
"SE - SI",-0.0914074235997726,0.161902589884354,8
"E - I",-0.131269018192294,0.0135035867463685,9
"E - IM",-0.348531779848457,3.75580284128763e-06,9
"E - M",0.163514856071698,0.000391332298526947,9
"E - SE",0.0787659315172574,0.290059012702677,9
"E - SI",0.0797301111927826,0.332254667707923,9
"I - IM",-0.217262761656163,0.0132400121228691,9
"I - M",0.294783874263991,3.69926311805102e-12,9
"I - SE",0.210034949709551,2.03181396996044e-06,9
"I - SI",0.210999129385076,2.05656366270013e-06,9
"IM - M",0.512046635920155,4.18554080283684e-13,9
"IM - SE",0.427297711365714,3.40755668126747e-09,9
"IM - SI",0.428261891041239,2.48695442017777e-09,9
"M - SE",-0.0847489245544402,0.238949549534007,9
"M - SI",-0.0837847448789151,0.273678516484745,9
"SE - SI",0.000964179675525145,0.999999998726542,9
"E - I",-0.172884409039809,0.000390557313143969,10
"E - IM",-0.433977722378013,4.08728817458126e-09,10
"E - M",0.107208716630944,0.0720164065200343,10
"E - SE",0.0625832850179312,0.562194171474438,10
"E - SI",0.0479611621176772,0.839056693614348,10
"I - IM",-0.261093313338204,0.00142401042868057,10
"I - M",0.280093125670753,3.15677817219751e-10,10
"I - SE",0.23546769405774,1.63229085803351e-07,10
"I - SI",0.220845571157486,1.41084361038324e-06,10
"IM - M",0.541186439008957,3.88578058618805e-15,10
"IM - SE",0.496561007395944,6.82498502158069e-12,10
"IM - SI",0.48193888449569,2.24656959701974e-11,10
"M - SE",-0.044625431613013,0.868659925583888,10
"M - SI",-0.059247554513267,0.69087226069835,10
"SE - SI",-0.014622122900254,0.99915264294698,10
"E - I",-0.242323986063412,2.59792187762287e-13,11
"E - IM",-0.438799488645546,2.63677968348475e-13,11
"E - M",0.060791835676075,0.21073536670541,11
"E - SE",0.0343288565046382,0.777545448071381,11
"E - SI",-0.0384406752932614,0.721390840604882,11
"I - IM",-0.196475502582134,0.000233680787316781,11
"I - M",0.303115821739487,2.52797782707148e-13,11
"I - SE",0.27665284256805,2.665645482125e-13,11
"I - SI",0.20388331077015,8.58180193574754e-12,11
"IM - M",0.499591324321621,2.51909604287448e-13,11
"IM - SE",0.473128345150184,2.665645482125e-13,11
"IM - SI",0.400358813352284,2.60347299274599e-13,11
"M - SE",-0.0264629791714368,0.923767702765414,11
"M - SI",-0.0992325109693364,0.00467285345812163,11
"SE - SI",-0.0727695317978996,0.0833360163827676,11
"E - I",-0.137904567653614,0.00280225592512962,12
"E - IM",-0.366770329927137,5.10334052794548e-08,12
"E - M",0.139717653048518,0.00151766858276436,12
"E - SE",0.111029645554795,0.0190586265563544,12
"E - SI",0.0574101605066679,0.612196710523889,12
"I - IM",-0.228865762273522,0.002262150759896,12
"I - M",0.277622220702132,1.30029320644098e-12,12
"I - SE",0.248934213208409,2.30187202632237e-10,12
"I - SI",0.195314728160282,2.00053125853916e-06,12
"IM - M",0.506487982975655,0,12
"IM - SE",0.477799975481931,0,12
"IM - SI",0.424180490433804,8.74008643236834e-11,12
"M - SE",-0.0286880074937237,0.966512600428913,12
"M - SI",-0.0823074925418503,0.209418007262795,12
"SE - SI",-0.0536194850481266,0.669036032187561,12
"E - I",-0.178975921092996,1.76772954607607e-07,13
"E - IM",-0.359033923133913,5.9378724159842e-11,13
"E - M",0.105175191934033,0.00732998213998892,13
"E - SE",0.0611179713473933,0.299298074157389,13
"E - SI",-0.0101454397407948,0.999483358923187,13
"I - IM",-0.180058002040917,0.00495373587061854,13
"I - M",0.284151113027028,0,13
"I - SE",0.240093892440389,1.66533453693773e-13,13
"I - SI",0.168830481352201,1.22049653550338e-06,13
"IM - M",0.464209115067945,0,13
"IM - SE",0.420151894481306,0,13
"IM - SI",0.348888483393118,1.61060942360791e-10,13
"M - SE",-0.0440572205866394,0.693129787807477,13
"M - SI",-0.115320631674827,0.00280236977286907,13
"SE - SI",-0.0712634110881881,0.184568083944346,13
"E - I",-0.211704936129083,2.86682366734681e-09,14
"E - IM",-0.421070633579278,1.35691458069687e-12,14
"E - M",0.0821137695759983,0.102301206147944,14
"E - SE",0.0454704443243114,0.68612468408861,14
"E - SI",-0.0252173731296756,0.971842898613247,14
"I - IM",-0.209365697450195,0.00189974509373159,14
"I - M",0.293818705705081,2.630118345337e-13,14
"I - SE",0.257175380453394,4.48863168855951e-13,14
"I - SI",0.186487562999407,3.5220541816372e-07,14
"IM - M",0.503184403155276,2.68562949656825e-13,14
"IM - SE",0.466541077903589,2.69673172681451e-13,14
"IM - SI",0.395853260449602,1.79849468651128e-11,14
"M - SE",-0.036643325251687,0.859826732023391,14
"M - SI",-0.107331142705674,0.0139791769851598,14
"SE - SI",-0.0706878174539869,0.251915338324923,14
"E - I",-0.192500830765322,1.46752729968114e-08,15
"E - IM",-0.435999264255686,7.19868609166952e-13,15
"E - M",0.0666545905352636,0.241463741264,15
"E - SE",0.0389517615692013,0.7760453613091,15
"E - SI",-0.00706680181402753,0.999913835990003,15
"I - IM",-0.243498433490364,4.17467003432925e-05,15
"I - M",0.259155421300585,7.30526750203353e-13,15
"I - SE",0.231452592334523,4.59399185359644e-12,15
"I - SI",0.185434028951294,7.54643092459872e-08,15
"IM - M",0.502653854790949,7.05102642939437e-13,15
"IM - SE",0.474951025824887,7.087663789207e-13,15
"IM - SI",0.428932462441658,7.27196081129478e-13,15
"M - SE",-0.0277028289660623,0.944518394965165,15
"M - SI",-0.0737213923492912,0.174113377079235,15
"SE - SI",-0.0460185633832289,0.671783912184817,15
"E - I",-0.125653724700781,0.0308888889559124,16
"E - IM",-0.39983520544935,3.46878712420562e-07,16
"E - M",0.12404887347879,0.0265581191854263,16
"E - SE",0.0621184948741453,0.612102207349454,16
"E - SI",0.0631503990535069,0.640502148450767,16
"I - IM",-0.274181480748569,0.00119975153016072,16
"I - M",0.24970259817957,3.1071348827183e-08,16
"I - SE",0.187772219574926,7.7673567844494e-05,16
"I - SI",0.188804123754288,6.99281557593467e-05,16
"IM - M",0.52388407892814,3.50897089163027e-12,16
"IM - SE",0.461953700323495,1.29796806636051e-09,16
"IM - SI",0.462985604502857,8.67032112772392e-10,16
"M - SE",-0.0619303786046443,0.635842034183234,16
"M - SI",-0.0608984744252827,0.672637399171835,16
"SE - SI",0.00103190417936165,0.999999998516531,16
"E - I",-0.136139444178388,0.0159874575696496,17
"E - IM",-0.386401917065089,6.71438299293392e-07,17
"E - M",0.173232019591007,0.000410782210010119,17
"E - SE",0.0783561012960403,0.357739093605172,17
"E - SI",0.0590833191232807,0.717391162098763,17
"I - IM",-0.250262472886701,0.0037276517818895,17
"I - M",0.309371463769395,3.11262127183909e-12,17
"I - SE",0.214495545474429,4.2173692021974e-06,17
"I - SI",0.195222763301669,4.12746286015953e-05,17
"IM - M",0.559633936656096,0,17
"IM - SE",0.464758018361129,5.60647306357964e-10,17
"IM - SI",0.44548523618837,2.41831954461702e-09,17
"M - SE",-0.0948759182949666,0.184974250075701,17
"M - SI",-0.114148700467726,0.0648063833281219,17
"SE - SI",-0.0192727821727596,0.997205630766959,17
"E - I",-0.18765238986089,2.67640269003833e-05,18
"E - IM",-0.439714110824285,5.69939762051774e-10,18
"E - M",0.0730633034280628,0.392948537418349,18
"E - SE",0.040623239464961,0.882643087124198,18
"E - SI",-0.00662226362331214,0.999979409500506,18
"I - IM",-0.252061720963395,0.00135723207647098,18
"I - M",0.260715693288952,6.29755025904899e-10,18
"I - SE",0.22827562932585,7.41048411523337e-08,18
"I - SI",0.181030126237577,5.1919138845391e-05,18
"IM - M",0.512777414252348,3.15414361296007e-13,18
"IM - SE",0.480337350289246,6.08868511164928e-12,18
"IM - SI",0.433091847200973,6.1663896211428e-10,18
"M - SE",-0.0324400639631019,0.957169933501379,18
"M - SI",-0.079685567051375,0.311235936492608,18
"SE - SI",-0.0472455030882731,0.820259284589092,18
"E - I",-0.168063382959945,1.32623873451143e-05,19
"E - IM",-0.384541506761454,1.53418944215389e-10,19
"E - M",0.105791776276249,0.0168591368914236,19
"E - SE",0.0625325190650362,0.365332427438537,19
"E - SI",0.0329990361335804,0.921606425702765,19
"I - IM",-0.21647812380151,0.00127859751622816,19
"I - M",0.273855159236194,3.23630011678233e-13,19
"I - SE",0.230595902024981,2.3073332133805e-10,19
"I - SI",0.201062419093525,7.34781248068472e-08,19
"IM - M",0.490333283037704,2.59015031645049e-13,19
"IM - SE",0.447074025826491,3.16302539715707e-13,19
"IM - SI",0.417540542895035,1.89281923468343e-12,19
"M - SE",-0.0432592572112128,0.77538498544147,19
"M - SI",-0.0727927401426686,0.256474194267483,19
"SE - SI",-0.0295334829314558,0.949318771763713,19
"E - I",-0.102228199916286,0.0656137333055624,20
"E - IM",-0.329797403137809,2.49053638168295e-06,20
"E - M",0.134638546671765,0.00263797073504968,20
"E - SE",0.0575229584428316,0.569225099843832,20
"E - SI",0.0571830024979563,0.622574786224673,20
"I - IM",-0.227569203221523,0.00313141253943616,20
"I - M",0.236866746588051,3.43684924963839e-09,20
"I - SE",0.159751158359117,0.000224467559916786,20
"I - SI",0.159411202414242,0.000251941026021552,20
"IM - M",0.464435949809574,2.54152254797191e-12,20
"IM - SE",0.38732036158064,1.04186960170338e-08,20
"IM - SI",0.386980405635765,8.84645456888933e-09,20
"M - SE",-0.0771155882289336,0.261534741247382,20
"M - SI",-0.0774555441738089,0.278768096778079,20
"SE - SI",-0.000339955944875327,0.999999999989933,20
"E - I",-0.18610018329726,1.89838835892298e-05,21
"E - IM",-0.450932845805091,6.99529323355819e-11,21
"E - M",0.0864086837516861,0.181549962366864,21
"E - SE",0.032915906239494,0.938042026792611,21
"E - SI",0.0356999158275942,0.934244064490521,21
"I - IM",-0.264832662507831,0.00047679471007378,21
"I - M",0.272508867048946,7.31648075458224e-11,21
"I - SE",0.219016089536754,2.01679362987761e-07,21
"I - SI",0.221800099124854,2.15539201819936e-07,21
"IM - M",0.537341529556777,7.94919685631612e-13,21
"IM - SE",0.483848752044585,2.47069031900082e-12,21
"IM - SI",0.486632761632685,1.74749104076e-12,21
"M - SE",-0.0534927775121921,0.704099685133309,21
"M - SI",-0.050708767924092,0.777272243526655,21
"SE - SI",0.00278400958810016,0.99999969663728,21
"E - I",-0.223373997459488,2.64899213675562e-13,22
"E - IM",-0.379529250141495,0,22
"E - M",0.0951692869012731,0.00832010233199199,22
"E - SE",0.0593501932684367,0.230645130028671,22
"E - SI",-0.0250610312853293,0.951722501431175,22
"I - IM",-0.156155252682007,0.0101844961535429,22
"I - M",0.318543284360761,0,22
"I - SE",0.282724190727925,0,22
"I - SI",0.198312966174159,2.87074364280215e-10,22
"IM - M",0.474698537042768,0,22
"IM - SE",0.438879443409932,0,22
"IM - SI",0.354468218856166,9.45021838560933e-13,22
"M - SE",-0.0358190936328364,0.788777201112327,22
"M - SI",-0.120230318186602,0.000455194316250962,22
"SE - SI",-0.084411224553766,0.0357415857097849,22
"E - I",-0.168574188002675,1.16744189585516e-05,23
"E - IM",-0.398116854513545,6.48704423511504e-11,23
"E - M",0.136382971918243,0.000488848938076991,23
"E - SE",0.0869921853176361,0.0689343772947882,23
"E - SI",0.029648374149723,0.949965564632281,23
"I - IM",-0.229542666510871,0.00064654786811158,23
"I - M",0.304957159920918,1.9728663147589e-13,23
"I - SE",0.255566373320311,1.20892185151433e-12,23
"I - SI",0.198222562152398,1.17083249429051e-07,23
"IM - M",0.534499826431789,1.98840943710366e-13,23
"IM - SE",0.485109039831181,1.95288230031565e-13,23
"IM - SI",0.427765228663268,1.30251365249023e-12,23
"M - SE",-0.0493907866006071,0.653596164559871,23
"M - SI",-0.10673459776852,0.0188576847684087,23
"SE - SI",-0.0573438111679131,0.515466988292338,23
"E - I",-0.157740356749359,7.6156972408481e-05,24
"E - IM",-0.358932526126765,4.01425970242286e-09,24
"E - M",0.0895867534207534,0.0772430846906946,24
"E - SE",0.0430277141954347,0.775228121514032,24
"E - SI",0.0537249439649799,0.611783929659256,24
"I - IM",-0.201192169377406,0.00418204677663048,24
"I - M",0.247327110170113,2.36316521906588e-11,24
"I - SE",0.200768070944794,1.05058596600038e-07,24
"I - SI",0.211465300714339,2.16098556826694e-08,24
"IM - M",0.448519279547518,3.30513394430909e-13,24
"IM - SE",0.4019602403222,2.26317853346814e-11,24
"IM - SI",0.412657470091745,5.14199793855141e-12,24
"M - SE",-0.0465590392253186,0.72926029611185,24
"M - SI",-0.0358618094557735,0.901224186738528,24
"SE - SI",0.0106972297695452,0.999589967337478,24
"E - I",-0.153064108321558,0.000323297819363022,25
"E - IM",-0.380790910384729,3.44156081411029e-09,25
"E - M",0.115196470811781,0.0128915839121858,25
"E - SE",0.0862009452402892,0.114024545033074,25
"E - SI",0.049446280058866,0.72947480396687,25
"I - IM",-0.227726802063171,0.00141639355595391,25
"I - M",0.268260579133339,1.41786582474879e-12,25
"I - SE",0.239265053561847,3.23373994248755e-10,25
"I - SI",0.202510388380424,2.58984132472939e-07,25
"IM - M",0.495987381196511,0,25
"IM - SE",0.466991855625018,0,25
"IM - SI",0.430237190443595,6.21080964435805e-12,25
"M - SE",-0.0289955255714921,0.959876066401551,25
"M - SI",-0.0657501907529154,0.425790387077088,25
"SE - SI",-0.0367546651814232,0.899484182222621,25
"E - I",-0.150400238569198,0.00426288955531995,26
"E - IM",-0.378780085308276,6.70033768135347e-07,26
"E - M",0.136824482023068,0.00938626527760389,26
"E - SE",0.0856648659287449,0.224313024526523,26
"E - SI",0.0452509071404888,0.880680209403823,26
"I - IM",-0.228379846739078,0.00984694389525198,26
"I - M",0.287224720592266,2.0477386453166e-10,26
"I - SE",0.236065104497943,2.0723729932115e-07,26
"I - SI",0.195651145709687,4.70893698470976e-05,26
"IM - M",0.515604567331344,1.99207317308492e-12,26
"IM - SE",0.464444951237021,2.55637289114929e-10,26
"IM - SI",0.424030992448764,1.00561056148862e-08,26
"M - SE",-0.0511596160943231,0.800877289246472,26
"M - SI",-0.0915735748825792,0.237781095285469,26
"SE - SI",-0.0404139587882561,0.921059392064893,26
"E - I",-0.101914936199284,0.0803092901793795,27
"E - IM",-0.338662766333061,3.29874166105082e-06,27
"E - M",0.166188859081987,0.000109459920960564,27
"E - SE",0.0689231034727579,0.392867553394752,27
"E - SI",0.101558757423983,0.0728022841356017,27
"I - IM",-0.236747830133776,0.00302130588951899,27
"I - M",0.268103795281272,3.71823682954187e-11,27
"I - SE",0.170838039672042,9.79765408731792e-05,27
"I - SI",0.203473693623268,1.28474595895156e-06,27
"IM - M",0.504851625415048,3.29403171406284e-13,27
"IM - SE",0.407585869805819,6.18691342602062e-09,27
"IM - SI",0.440221523757044,1.89219528934359e-10,27
"M - SE",-0.0972657556092292,0.0872364582200634,27
"M - SI",-0.0646301016580039,0.509361786174662,27
"SE - SI",0.0326356539512252,0.951698026826827,27
"E - I",-0.15277846595074,0.000263832953518728,28
"E - IM",-0.414241145273294,8.17175216383248e-11,28
"E - M",0.118388876670905,0.00782495590517696,28
"E - SE",0.073553724578091,0.237134910036624,28
"E - SI",0.0113654623862169,0.999511386161539,28
"I - IM",-0.261462679322554,0.0001215968320738,28
"I - M",0.271167342621645,5.50670620214078e-13,28
"I - SE",0.226332190528831,2.64092914203928e-09,28
"I - SI",0.164143928336957,5.98568470406846e-05,28
"IM - M",0.532630021944199,0,28
"IM - SE",0.487794869851385,0,28
"IM - SI",0.425606607659511,1.33884014985597e-11,28
"M - SE",-0.0448351520928139,0.777575681879612,28
"M - SI",-0.107023414284688,0.0270926399809424,28
"SE - SI",-0.0621882621918741,0.46627174924318,28
"E - I",-0.169537374566953,3.30498482420394e-05,29
"E - IM",-0.406164251924704,3.5448599611243e-10,29
"E - M",0.138144562170875,0.0010663595458873,29
"E - SE",0.106302909062564,0.0197323501118903,29
"E - SI",0.0367859237688717,0.902425066216904,29
"I - IM",-0.236626877357751,0.000907385080544998,29
"I - M",0.307681936737828,1.10689235555128e-13,29
"I - SE",0.275840283629517,2.44693154627385e-13,29
"I - SI",0.206323298335825,1.13590683636922e-07,29
"IM - M",0.54430881409558,1.17017506795491e-13,29
"IM - SE",0.512467160987268,1.11577413974828e-13,29
"IM - SI",0.442950175693576,2.84683387974383e-12,29
"M - SE",-0.0318416531083118,0.938958559815715,29
"M - SI",-0.101358638402004,0.0459690403774881,29
"SE - SI",-0.069516985293692,0.338709279911037,29
"E - I",-0.192934961047537,3.53365650479498e-05,30
"E - IM",-0.371074078020724,3.27504889763297e-07,30
"E - M",0.115527638710122,0.0403526484282517,30
"E - SE",0.0882061940732898,0.171626231032207,30
"E - SI",0.00216970264216555,0.999999935629379,30
"I - IM",-0.178139116973187,0.06759411296797,30
"I - M",0.308462599757659,1.61592961234192e-12,30
"I - SE",0.281141155120827,6.86096734980879e-11,30
"I - SI",0.195104663689703,3.10904358299391e-05,30
"IM - M",0.486601716730846,3.77153863695412e-12,30
"IM - SE",0.459280272094014,5.41627853678506e-11,30
"IM - SI",0.37324378066289,2.12587091930061e-07,30
"M - SE",-0.0273214446368321,0.982190008591504,30
"M - SI",-0.113357936067956,0.0598664853922283,30
"SE - SI",-0.0860364914311243,0.255805329527447,30
"E - I",-0.185195770088908,2.85892512064123e-06,31
"E - IM",-0.395571376507475,5.38197708621624e-10,31
"E - M",0.091783770013453,0.0828997704152443,31
"E - SE",0.0661932850030381,0.358716284286282,31
"E - SI",-0.00105755094821305,0.999999996341924,31
"I - IM",-0.210375606418567,0.00421396799343643,31
"I - M",0.276979540102361,9.80659997651401e-13,31
"I - SE",0.251389055091946,2.03951300292715e-11,31
"I - SI",0.184138219140695,2.98080762928254e-06,31
"IM - M",0.487355146520928,8.25006729598954e-13,31
"IM - SE",0.461764661510514,9.58233492553973e-13,31
"IM - SI",0.394513825559262,3.95295685073904e-10,31
"M - SE",-0.0255904850104149,0.976051423763889,31
"M - SI",-0.0928413209616661,0.084771058130039,31
"SE - SI",-0.0672508359512512,0.374584259422448,31
"E - I",-0.190377139194196,2.88640179757493e-07,32
"E - IM",-0.430797864816447,3.62154750632726e-13,32
"E - M",0.117583959529327,0.00403546706189462,32
"E - SE",0.0526143788940869,0.539852398340296,32
"E - SI",0.0152766381417209,0.997403118252325,32
"I - IM",-0.240420725622251,0.000187777999596572,32
"I - M",0.307961098723523,3.75255382323303e-14,32
"I - SE",0.242991518088283,1.13011822122644e-11,32
"I - SI",0.205653777335917,2.7055298557066e-08,32
"IM - M",0.548381824345774,3.38618022510673e-14,32
"IM - SE",0.483412243710533,3.04201108747293e-14,32
"IM - SI",0.446074502958167,7.62723217917483e-14,32
"M - SE",-0.0649695806352401,0.338433585387114,32
"M - SI",-0.102307321387606,0.0276763647992202,32
"SE - SI",-0.0373377407523661,0.868726575962325,32
"E - I",-0.128704941727915,0.0394801124668333,33
"E - IM",-0.385055849355734,2.35916471991171e-06,33
"E - M",0.119992881047441,0.0515433548482986,33
"E - SE",0.0787218058073233,0.389661603147402,33
"E - SI",0.0669446275343223,0.627664962423464,33
"I - IM",-0.256350907627819,0.00481906139261634,33
"I - M",0.248697822775357,2.40463208012187e-07,33
"I - SE",0.207426747535238,2.79700722354281e-05,33
"I - SI",0.195649569262238,0.000109697879442927,33
"IM - M",0.505048730403176,8.93951579428176e-11,33
"IM - SE",0.463777655163058,3.36882088891599e-09,33
"IM - SI",0.452000476890057,7.89772724996141e-09,33
"M - SE",-0.0412710752401181,0.923740196373206,33
"M - SI",-0.0530482535131191,0.821682065316487,33
"SE - SI",-0.0117771782730009,0.999783710779933,33
"E - I",-0.082777778349585,0.404844357443613,34
"E - IM",-0.273266823348153,0.00216891876666869,34
"E - M",0.163122813969652,0.00194230350902869,34
"E - SE",0.118330541406558,0.0453294579365622,34
"E - SI",0.0637191559897534,0.680588292693971,34
"I - IM",-0.190489044998568,0.0765162393828388,34
"I - M",0.245900592319237,2.75552179518357e-07,34
"I - SE",0.201108319756143,4.63864378960066e-05,34
"I - SI",0.146496934339338,0.00952841130071957,34
"IM - M",0.436389637317805,2.12649476916127e-08,34
"IM - SE",0.391597364754712,7.41433255457835e-07,34
"IM - SI",0.336985979337907,3.48267954572989e-05,34
"M - SE",-0.0447922725630938,0.895695628432149,34
"M - SI",-0.0994036579798988,0.191102297830208,34
"SE - SI",-0.054611385416805,0.794152400191244,34
"E - I",-0.128365420629203,0.00431543435585269,35
"E - IM",-0.331202721101076,4.75537776489787e-07,35
"E - M",0.129932365162126,0.00222238562066102,35
"E - SE",0.1001643530354,0.0294288853722082,35
"E - SI",0.0819010660353922,0.183988590904275,35
"I - IM",-0.202837300471873,0.00765671374876109,35
"I - M",0.258297785791329,1.38743461164381e-11,35
"I - SE",0.228529773664603,1.90425752943923e-09,35
"I - SI",0.210266486664595,9.09121361525322e-08,35
"IM - M",0.461135086263202,3.57824880836688e-13,35
"IM - SE",0.431367074136476,8.22863999161427e-12,35
"IM - SI",0.413103787136468,7.42227390659878e-11,35
"M - SE",-0.0297680121267264,0.952623105903376,35
"M - SI",-0.048031299126734,0.752807814537419,35
"SE - SI",-0.0182632870000076,0.995221641546846,35
"E - I",-0.228064537366742,4.18314695882493e-07,36
"E - IM",-0.462322977401346,4.48983628054123e-10,36
"E - M",0.0840993358183524,0.269157118586301,36
"E - SE",0.063126098212755,0.54514764935852,36
"E - SI",-0.0224226188324546,0.993446608693759,36
"I - IM",-0.234258440034604,0.00745484106406169,36
"I - M",0.312163873185095,1.92468263549017e-12,36
"I - SE",0.291190635579497,1.88414839286111e-11,36
"I - SI",0.205641918534288,8.54403869254838e-06,36
"IM - M",0.546422313219698,8.57980353430321e-13,36
"IM - SE",0.525449075614101,1.29596333664495e-12,36
