"management","node_id","taxon_from","services","node_int","node_to","services_to","type","hop"
"SI",16,"Plant","None",499,63,"None","I",2
"SI",16,"Plant","None",499,4,"None","I",2
"SI",16,"Plant","None",499,5,"None","I",2
"SI",16,"Plant","None",499,7,"None","I",2
"SI",16,"Plant","None",499,8,"None","I",2
"SI",16,"Plant","None",499,11,"None","I",2
"SI",16,"Plant","None",499,12,"None","I",2
"SI",16,"Plant","None",499,13,"None","I",2
"SI",16,"Plant","None",499,14,"None","I",2
"SI",16,"Plant","None",499,19,"None","I",2
"SI",16,"Plant","None",499,23,"None","I",2
"SI",16,"Plant","None",499,26,"None","I",2
"SI",16,"Plant","None",499,28,"None","I",2
"SI",16,"Plant","None",499,30,"None","I",2
"SI",16,"Plant","None",499,32,"None","I",2
"SI",16,"Plant","None",499,33,"None","I",2
"SI",16,"Plant","None",499,44,"None","I",2
"SI",16,"Plant","None",499,45,"None","I",2
"SI",16,"Plant","None",499,46,"None","I",2
"SI",16,"Plant","None",499,47,"None","I",2
"SI",16,"Plant","None",499,48,"None","I",2
"SI",16,"Plant","None",499,49,"None","I",2
"SI",16,"Plant","None",499,56,"None","I",2
"SI",16,"Plant","None",499,57,"None","I",2
"SI",16,"Plant","None",499,61,"None","I",2
"SI",16,"Plant","None",499,62,"None","I",2
"SI",16,"Plant","None",499,64,"None","I",2
"SI",16,"Plant","None",499,67,"None","I",2
"SI",16,"Plant","None",499,72,"None","I",2
"SI",16,"Plant","None",499,76,"None","I",2
"SI",16,"Plant","None",499,77,"None","I",2
"SI",16,"Plant","None",499,78,"None","I",2
"SI",16,"Plant","None",499,91,"None","I",2
"SI",16,"Plant","None",499,99,"Crop production","I",2
"SI",16,"Plant","None",499,54,"None","I",2
"SI",16,"Plant","None",499,60,"None","I",2
"SI",16,"Plant","None",499,10,"None","I",2
"SI",16,"Plant","None",499,63,"None","I",2
"SI",16,"Plant","None",500,4,"None","I",2
"SI",16,"Plant","None",500,7,"None","I",2
"SI",16,"Plant","None",500,11,"None","I",2
"SI",16,"Plant","None",500,12,"None","I",2
"SI",16,"Plant","None",500,14,"None","I",2
"SI",16,"Plant","None",500,17,"None","I",2
"SI",16,"Plant","None",500,19,"None","I",2
"SI",16,"Plant","None",500,23,"None","I",2
"SI",16,"Plant","None",500,26,"None","I",2
"SI",16,"Plant","None",500,32,"None","I",2
"SI",16,"Plant","None",500,33,"None","I",2
"SI",16,"Plant","None",500,36,"None","I",2
"SI",16,"Plant","None",500,44,"None","I",2
"SI",16,"Plant","None",500,45,"None","I",2
"SI",16,"Plant","None",500,47,"None","I",2
"SI",16,"Plant","None",500,56,"None","I",2
"SI",16,"Plant","None",500,57,"None","I",2
"SI",16,"Plant","None",500,62,"None","I",2
"SI",16,"Plant","None",500,64,"None","I",2
"SI",16,"Plant","None",500,67,"None","I",2
"SI",16,"Plant","None",500,72,"None","I",2
"SI",16,"Plant","None",500,76,"None","I",2
"SI",16,"Plant","None",500,80,"None","I",2
"SI",16,"Plant","None",500,86,"None","I",2
"SI",16,"Plant","None",500,91,"None","I",2
"SI",16,"Plant","None",500,99,"Crop production","I",2
"SI",16,"Plant","None",500,54,"None","I",2
"SI",16,"Plant","None",500,60,"None","I",2
"SI",16,"Plant","None",500,10,"None","I",2
"SI",16,"Plant","None",500,4,"None","I",2
"SI",16,"Plant","None",500,7,"None","I",2
"SI",16,"Plant","None",500,11,"None","I",2
"SI",16,"Plant","None",500,12,"None","I",2
"SI",16,"Plant","None",500,14,"None","I",2
"SI",16,"Plant","None",500,17,"None","I",2
"SI",16,"Plant","None",500,19,"None","I",2
"SI",16,"Plant","None",500,23,"None","I",2
"SI",16,"Plant","None",500,26,"None","I",2
"SI",16,"Plant","None",500,32,"None","I",2
"SI",16,"Plant","None",500,33,"None","I",2
"SI",16,"Plant","None",500,36,"None","I",2
"SI",16,"Plant","None",500,44,"None","I",2
"SI",16,"Plant","None",500,45,"None","I",2
"SI",16,"Plant","None",500,47,"None","I",2
"SI",16,"Plant","None",500,56,"None","I",2
"SI",16,"Plant","None",500,57,"None","I",2
"SI",16,"Plant","None",500,62,"None","I",2
"SI",16,"Plant","None",500,64,"None","I",2
"SI",16,"Plant","None",500,67,"None","I",2
"SI",16,"Plant","None",500,72,"None","I",2
"SI",16,"Plant","None",500,76,"None","I",2
"SI",16,"Plant","None",500,80,"None","I",2
"SI",16,"Plant","None",500,86,"None","I",2
"SI",16,"Plant","None",500,91,"None","I",2
"SI",16,"Plant","None",500,99,"Crop production","I",2
"SI",16,"Plant","None",500,54,"None","I",2
"SI",16,"Plant","None",500,60,"None","I",2
"SI",16,"Plant","None",500,10,"None","I",2
"SI",16,"Plant","None",503,4,"None","I",2
"SI",16,"Plant","None",503,7,"None","I",2
"SI",16,"Plant","None",503,12,"None","I",2
"SI",16,"Plant","None",503,14,"None","I",2
"SI",16,"Plant","None",503,19,"None","I",2
"SI",16,"Plant","None",503,23,"None","I",2
"SI",16,"Plant","None",503,24,"None","I",2
"SI",16,"Plant","None",503,32,"None","I",2
"SI",16,"Plant","None",503,33,"None","I",2
"SI",16,"Plant","None",503,38,"None","I",2
"SI",16,"Plant","None",503,44,"None","I",2
"SI",16,"Plant","None",503,45,"None","I",2
"SI",16,"Plant","None",503,47,"None","I",2
"SI",16,"Plant","None",503,56,"None","I",2
"SI",16,"Plant","None",503,57,"None","I",2
"SI",16,"Plant","None",503,59,"None","I",2
"SI",16,"Plant","None",503,64,"None","I",2
"SI",16,"Plant","None",503,67,"None","I",2
"SI",16,"Plant","None",503,72,"None","I",2
"SI",16,"Plant","None",503,77,"None","I",2
"SI",16,"Plant","None",503,80,"None","I",2
"SI",16,"Plant","None",503,91,"None","I",2
"SI",16,"Plant","None",503,99,"Crop production","I",2
"SI",16,"Plant","None",503,54,"None","I",2
"SI",16,"Plant","None",503,10,"None","I",2
"SI",16,"Plant","None",503,4,"None","I",2
"SI",16,"Plant","None",503,7,"None","I",2
"SI",16,"Plant","None",503,12,"None","I",2
"SI",16,"Plant","None",503,14,"None","I",2
"SI",16,"Plant","None",503,19,"None","I",2
"SI",16,"Plant","None",503,23,"None","I",2
"SI",16,"Plant","None",503,24,"None","I",2
"SI",16,"Plant","None",503,32,"None","I",2
"SI",16,"Plant","None",503,33,"None","I",2
"SI",16,"Plant","None",503,38,"None","I",2
"SI",16,"Plant","None",503,44,"None","I",2
"SI",16,"Plant","None",503,45,"None","I",2
"SI",16,"Plant","None",503,47,"None","I",2
"SI",16,"Plant","None",503,56,"None","I",2
"SI",16,"Plant","None",503,57,"None","I",2
"SI",16,"Plant","None",503,59,"None","I",2
"SI",16,"Plant","None",503,64,"None","I",2
"SI",16,"Plant","None",503,67,"None","I",2
"SI",16,"Plant","None",503,72,"None","I",2
"SI",16,"Plant","None",503,77,"None","I",2
"SI",16,"Plant","None",503,80,"None","I",2
"SI",16,"Plant","None",503,91,"None","I",2
"SI",16,"Plant","None",503,99,"Crop production","I",2
"SI",16,"Plant","None",503,54,"None","I",2
"SI",16,"Plant","None",503,10,"None","I",2
"SI",16,"Plant","None",504,4,"None","I",2
"SI",16,"Plant","None",504,5,"None","I",2
"SI",16,"Plant","None",504,7,"None","I",2
"SI",16,"Plant","None",504,8,"None","I",2
"SI",16,"Plant","None",504,11,"None","I",2
"SI",16,"Plant","None",504,12,"None","I",2
"SI",16,"Plant","None",504,13,"None","I",2
"SI",16,"Plant","None",504,14,"None","I",2
"SI",16,"Plant","None",504,19,"None","I",2
"SI",16,"Plant","None",504,23,"None","I",2
"SI",16,"Plant","None",504,24,"None","I",2
"SI",16,"Plant","None",504,26,"None","I",2
"SI",16,"Plant","None",504,28,"None","I",2
"SI",16,"Plant","None",504,30,"None","I",2
"SI",16,"Plant","None",504,32,"None","I",2
"SI",16,"Plant","None",504,33,"None","I",2
"SI",16,"Plant","None",504,36,"None","I",2
"SI",16,"Plant","None",504,38,"None","I",2
"SI",16,"Plant","None",504,41,"None","I",2
"SI",16,"Plant","None",504,44,"None","I",2
"SI",16,"Plant","None",504,45,"None","I",2
"SI",16,"Plant","None",504,46,"None","I",2
"SI",16,"Plant","None",504,48,"None","I",2
"SI",16,"Plant","None",504,49,"None","I",2
"SI",16,"Plant","None",504,51,"None","I",2
"SI",16,"Plant","None",504,57,"None","I",2
"SI",16,"Plant","None",504,59,"None","I",2
"SI",16,"Plant","None",504,61,"None","I",2
"SI",16,"Plant","None",504,62,"None","I",2
"SI",16,"Plant","None",504,64,"None","I",2
"SI",16,"Plant","None",504,67,"None","I",2
"SI",16,"Plant","None",504,72,"None","I",2
"SI",16,"Plant","None",504,76,"None","I",2
"SI",16,"Plant","None",504,77,"None","I",2
"SI",16,"Plant","None",504,78,"None","I",2
"SI",16,"Plant","None",504,81,"None","I",2
"SI",16,"Plant","None",504,91,"None","I",2
"SI",16,"Plant","None",504,99,"Crop production","I",2
"SI",16,"Plant","None",504,60,"None","I",2
"SI",16,"Plant","None",504,63,"None","I",2
"SI",16,"Plant","None",504,4,"None","I",2
"SI",16,"Plant","None",504,5,"None","I",2
"SI",16,"Plant","None",504,7,"None","I",2
"SI",16,"Plant","None",504,8,"None","I",2
"SI",16,"Plant","None",504,11,"None","I",2
"SI",16,"Plant","None",504,12,"None","I",2
"SI",16,"Plant","None",504,13,"None","I",2
"SI",16,"Plant","None",504,14,"None","I",2
"SI",16,"Plant","None",504,19,"None","I",2
"SI",16,"Plant","None",504,23,"None","I",2
"SI",16,"Plant","None",504,24,"None","I",2
"SI",16,"Plant","None",504,26,"None","I",2
"SI",16,"Plant","None",504,28,"None","I",2
"SI",16,"Plant","None",504,30,"None","I",2
"SI",16,"Plant","None",504,32,"None","I",2
"SI",16,"Plant","None",504,33,"None","I",2
"SI",16,"Plant","None",504,36,"None","I",2
"SI",16,"Plant","None",504,38,"None","I",2
"SI",16,"Plant","None",504,41,"None","I",2
"SI",16,"Plant","None",504,44,"None","I",2
"SI",16,"Plant","None",504,45,"None","I",2
"SI",16,"Plant","None",504,46,"None","I",2
"SI",16,"Plant","None",504,48,"None","I",2
"SI",16,"Plant","None",504,49,"None","I",2
"SI",16,"Plant","None",504,51,"None","I",2
"SI",16,"Plant","None",504,57,"None","I",2
"SI",16,"Plant","None",504,59,"None","I",2
"SI",16,"Plant","None",504,61,"None","I",2
"SI",16,"Plant","None",504,62,"None","I",2
"SI",16,"Plant","None",504,64,"None","I",2
"SI",16,"Plant","None",504,67,"None","I",2
"SI",16,"Plant","None",504,72,"None","I",2
"SI",16,"Plant","None",504,76,"None","I",2
"SI",16,"Plant","None",504,77,"None","I",2
"SI",16,"Plant","None",504,78,"None","I",2
"SI",16,"Plant","None",504,81,"None","I",2
"SI",16,"Plant","None",504,91,"None","I",2
"SI",16,"Plant","None",504,99,"Crop production","I",2
"SI",16,"Plant","None",504,60,"None","I",2
"SI",16,"Plant","None",504,63,"None","I",2
"SI",16,"Plant","None",505,4,"None","I",2
"SI",16,"Plant","None",505,8,"None","I",2
"SI",16,"Plant","None",505,11,"None","I",2
"SI",16,"Plant","None",505,12,"None","I",2
"SI",16,"Plant","None",505,13,"None","I",2
"SI",16,"Plant","None",505,19,"None","I",2
"SI",16,"Plant","None",505,23,"None","I",2
"SI",16,"Plant","None",505,26,"None","I",2
"SI",16,"Plant","None",505,28,"None","I",2
"SI",16,"Plant","None",505,32,"None","I",2
"SI",16,"Plant","None",505,33,"None","I",2
"SI",16,"Plant","None",505,36,"None","I",2
"SI",16,"Plant","None",505,44,"None","I",2
"SI",16,"Plant","None",505,46,"None","I",2
"SI",16,"Plant","None",505,47,"None","I",2
"SI",16,"Plant","None",505,48,"None","I",2
"SI",16,"Plant","None",505,57,"None","I",2
"SI",16,"Plant","None",505,59,"None","I",2
"SI",16,"Plant","None",505,61,"None","I",2
"SI",16,"Plant","None",505,64,"None","I",2
"SI",16,"Plant","None",505,67,"None","I",2
"SI",16,"Plant","None",505,77,"None","I",2
"SI",16,"Plant","None",505,78,"None","I",2
"SI",16,"Plant","None",505,80,"None","I",2
"SI",16,"Plant","None",505,91,"None","I",2
"SI",16,"Plant","None",505,99,"Crop production","I",2
"SI",16,"Plant","None",505,54,"None","I",2
"SI",16,"Plant","None",505,10,"None","I",2
"SI",16,"Plant","None",505,63,"None","I",2
"SI",17,"Plant","None",497,4,"None","I",2
"SI",17,"Plant","None",497,5,"None","I",2
"SI",17,"Plant","None",497,7,"None","I",2
"SI",17,"Plant","None",497,8,"None","I",2
"SI",17,"Plant","None",497,11,"None","I",2
"SI",17,"Plant","None",497,12,"None","I",2
"SI",17,"Plant","None",497,14,"None","I",2
"SI",17,"Plant","None",497,16,"None","I",2
"SI",17,"Plant","None",497,19,"None","I",2
"SI",17,"Plant","None",497,20,"None","I",2
"SI",17,"Plant","None",497,23,"None","I",2
"SI",17,"Plant","None",497,26,"None","I",2
"SI",17,"Plant","None",497,28,"None","I",2
"SI",17,"Plant","None",497,32,"None","I",2
"SI",17,"Plant","None",497,33,"None","I",2
"SI",17,"Plant","None",497,38,"None","I",2
"SI",17,"Plant","None",497,44,"None","I",2
"SI",17,"Plant","None",497,45,"None","I",2
"SI",17,"Plant","None",497,46,"None","I",2
"SI",17,"Plant","None",497,48,"None","I",2
"SI",17,"Plant","None",497,49,"None","I",2
"SI",17,"Plant","None",497,56,"None","I",2
"SI",17,"Plant","None",497,57,"None","I",2
"SI",17,"Plant","None",497,61,"None","I",2
"SI",17,"Plant","None",497,62,"None","I",2
"SI",17,"Plant","None",497,64,"None","I",2
"SI",17,"Plant","None",497,67,"None","I",2
"SI",17,"Plant","None",497,72,"None","I",2
"SI",17,"Plant","None",497,76,"None","I",2
"SI",17,"Plant","None",497,77,"None","I",2
"SI",17,"Plant","None",497,78,"None","I",2
"SI",17,"Plant","None",497,80,"None","I",2
"SI",17,"Plant","None",497,86,"None","I",2
"SI",17,"Plant","None",497,91,"None","I",2
"SI",17,"Plant","None",497,99,"Crop production","I",2
"SI",17,"Plant","None",497,54,"None","I",2
"SI",17,"Plant","None",497,63,"None","I",2
"SI",17,"Plant","None",497,4,"None","I",2
"SI",17,"Plant","None",497,5,"None","I",2
"SI",17,"Plant","None",497,7,"None","I",2
"SI",17,"Plant","None",497,8,"None","I",2
"SI",17,"Plant","None",497,11,"None","I",2
"SI",17,"Plant","None",497,12,"None","I",2
"SI",17,"Plant","None",497,14,"None","I",2
"SI",17,"Plant","None",497,16,"None","I",2
"SI",17,"Plant","None",497,19,"None","I",2
"SI",17,"Plant","None",497,20,"None","I",2
"SI",17,"Plant","None",497,23,"None","I",2
"SI",17,"Plant","None",497,26,"None","I",2
"SI",17,"Plant","None",497,28,"None","I",2
"SI",17,"Plant","None",497,32,"None","I",2
"SI",17,"Plant","None",497,33,"None","I",2
"SI",17,"Plant","None",497,38,"None","I",2
"SI",17,"Plant","None",497,44,"None","I",2
"SI",17,"Plant","None",497,45,"None","I",2
"SI",17,"Plant","None",497,46,"None","I",2
"SI",17,"Plant","None",497,48,"None","I",2
"SI",17,"Plant","None",497,49,"None","I",2
"SI",17,"Plant","None",497,56,"None","I",2
"SI",17,"Plant","None",497,57,"None","I",2
"SI",17,"Plant","None",497,61,"None","I",2
"SI",17,"Plant","None",497,62,"None","I",2
"SI",17,"Plant","None",497,64,"None","I",2
"SI",17,"Plant","None",497,67,"None","I",2
"SI",17,"Plant","None",497,72,"None","I",2
"SI",17,"Plant","None",497,76,"None","I",2
"SI",17,"Plant","None",497,77,"None","I",2
"SI",17,"Plant","None",497,78,"None","I",2
"SI",17,"Plant","None",497,80,"None","I",2
"SI",17,"Plant","None",497,86,"None","I",2
"SI",17,"Plant","None",497,91,"None","I",2
"SI",17,"Plant","None",497,99,"Crop production","I",2
"SI",17,"Plant","None",497,54,"None","I",2
"SI",17,"Plant","None",497,63,"None","I",2
"SI",17,"Plant","None",500,4,"None","I",2
"SI",17,"Plant","None",500,7,"None","I",2
"SI",17,"Plant","None",500,11,"None","I",2
"SI",17,"Plant","None",500,12,"None","I",2
"SI",17,"Plant","None",500,14,"None","I",2
"SI",17,"Plant","None",500,16,"None","I",2
"SI",17,"Plant","None",500,19,"None","I",2
"SI",17,"Plant","None",500,23,"None","I",2
"SI",17,"Plant","None",500,26,"None","I",2
"SI",17,"Plant","None",500,32,"None","I",2
"SI",17,"Plant","None",500,33,"None","I",2
"SI",17,"Plant","None",500,36,"None","I",2
"SI",17,"Plant","None",500,44,"None","I",2
"SI",17,"Plant","None",500,45,"None","I",2
"SI",17,"Plant","None",500,47,"None","I",2
"SI",17,"Plant","None",500,56,"None","I",2
"SI",17,"Plant","None",500,57,"None","I",2
"SI",17,"Plant","None",500,62,"None","I",2
"SI",17,"Plant","None",500,64,"None","I",2
"SI",17,"Plant","None",500,67,"None","I",2
"SI",17,"Plant","None",500,72,"None","I",2
"SI",17,"Plant","None",500,76,"None","I",2
"SI",17,"Plant","None",500,80,"None","I",2
"SI",17,"Plant","None",500,86,"None","I",2
"SI",17,"Plant","None",500,91,"None","I",2
"SI",17,"Plant","None",500,99,"Crop production","I",2
"SI",17,"Plant","None",500,54,"None","I",2
"SI",17,"Plant","None",500,60,"None","I",2
"SI",17,"Plant","None",500,10,"None","I",2
"SI",17,"Plant","None",500,4,"None","I",2
"SI",17,"Plant","None",500,7,"None","I",2
"SI",17,"Plant","None",500,11,"None","I",2
"SI",17,"Plant","None",500,12,"None","I",2
"SI",17,"Plant","None",500,14,"None","I",2
"SI",17,"Plant","None",500,16,"None","I",2
"SI",17,"Plant","None",500,19,"None","I",2
"SI",17,"Plant","None",500,23,"None","I",2
"SI",17,"Plant","None",500,26,"None","I",2
"SI",17,"Plant","None",500,32,"None","I",2
"SI",17,"Plant","None",500,33,"None","I",2
"SI",17,"Plant","None",500,36,"None","I",2
"SI",17,"Plant","None",500,44,"None","I",2
"SI",17,"Plant","None",500,45,"None","I",2
"SI",17,"Plant","None",500,47,"None","I",2
"SI",17,"Plant","None",500,56,"None","I",2
"SI",17,"Plant","None",500,57,"None","I",2
"SI",17,"Plant","None",500,62,"None","I",2
"SI",17,"Plant","None",500,64,"None","I",2
"SI",17,"Plant","None",500,67,"None","I",2
"SI",17,"Plant","None",500,72,"None","I",2
"SI",17,"Plant","None",500,76,"None","I",2
"SI",17,"Plant","None",500,80,"None","I",2
"SI",17,"Plant","None",500,86,"None","I",2
"SI",17,"Plant","None",500,91,"None","I",2
"SI",17,"Plant","None",500,99,"Crop production","I",2
"SI",17,"Plant","None",500,54,"None","I",2
"SI",17,"Plant","None",500,60,"None","I",2
"SI",17,"Plant","None",500,10,"None","I",2
"SI",19,"Plant","None",496,4,"None","I",2
"SI",19,"Plant","None",496,5,"None","I",2
"SI",19,"Plant","None",496,7,"None","I",2
"SI",19,"Plant","None",496,8,"None","I",2
"SI",19,"Plant","None",496,12,"None","I",2
"SI",19,"Plant","None",496,14,"None","I",2
"SI",19,"Plant","None",496,16,"None","I",2
"SI",19,"Plant","None",496,23,"None","I",2
"SI",19,"Plant","None",496,24,"None","I",2
"SI",19,"Plant","None",496,28,"None","I",2
"SI",19,"Plant","None",496,32,"None","I",2
"SI",19,"Plant","None",496,33,"None","I",2
"SI",19,"Plant","None",496,44,"None","I",2
"SI",19,"Plant","None",496,45,"None","I",2
"SI",19,"Plant","None",496,46,"None","I",2
"SI",19,"Plant","None",496,47,"None","I",2
"SI",19,"Plant","None",496,48,"None","I",2
"SI",19,"Plant","None",496,49,"None","I",2
"SI",19,"Plant","None",496,51,"None","I",2
"SI",19,"Plant","None",496,56,"None","I",2
"SI",19,"Plant","None",496,57,"None","I",2
"SI",19,"Plant","None",496,59,"None","I",2
"SI",19,"Plant","None",496,61,"None","I",2
"SI",19,"Plant","None",496,64,"None","I",2
"SI",19,"Plant","None",496,67,"None","I",2
"SI",19,"Plant","None",496,72,"None","I",2
"SI",19,"Plant","None",496,77,"None","I",2
"SI",19,"Plant","None",496,78,"None","I",2
"SI",19,"Plant","None",496,91,"None","I",2
"SI",19,"Plant","None",496,99,"Crop production","I",2
"SI",19,"Plant","None",496,54,"None","I",2
"SI",19,"Plant","None",496,60,"None","I",2
"SI",19,"Plant","None",496,10,"None","I",2
"SI",19,"Plant","None",496,63,"None","I",2
"SI",19,"Plant","None",496,4,"None","I",2
"SI",19,"Plant","None",496,5,"None","I",2
"SI",19,"Plant","None",496,7,"None","I",2
"SI",19,"Plant","None",496,8,"None","I",2
"SI",19,"Plant","None",496,12,"None","I",2
"SI",19,"Plant","None",496,14,"None","I",2
"SI",19,"Plant","None",496,16,"None","I",2
"SI",19,"Plant","None",496,23,"None","I",2
"SI",19,"Plant","None",496,24,"None","I",2
"SI",19,"Plant","None",496,28,"None","I",2
"SI",19,"Plant","None",496,32,"None","I",2
"SI",19,"Plant","None",496,33,"None","I",2
"SI",19,"Plant","None",496,44,"None","I",2
"SI",19,"Plant","None",496,45,"None","I",2
"SI",19,"Plant","None",496,46,"None","I",2
"SI",19,"Plant","None",496,47,"None","I",2
"SI",19,"Plant","None",496,48,"None","I",2
"SI",19,"Plant","None",496,49,"None","I",2
"SI",19,"Plant","None",496,51,"None","I",2
"SI",19,"Plant","None",496,56,"None","I",2
"SI",19,"Plant","None",496,57,"None","I",2
"SI",19,"Plant","None",496,59,"None","I",2
"SI",19,"Plant","None",496,61,"None","I",2
"SI",19,"Plant","None",496,64,"None","I",2
"SI",19,"Plant","None",496,67,"None","I",2
"SI",19,"Plant","None",496,72,"None","I",2
"SI",19,"Plant","None",496,77,"None","I",2
"SI",19,"Plant","None",496,78,"None","I",2
"SI",19,"Plant","None",496,91,"None","I",2
"SI",19,"Plant","None",496,99,"Crop production","I",2
"SI",19,"Plant","None",496,54,"None","I",2
"SI",19,"Plant","None",496,60,"None","I",2
"SI",19,"Plant","None",496,10,"None","I",2
"SI",19,"Plant","None",496,63,"None","I",2
"SI",19,"Plant","None",497,4,"None","I",2
"SI",19,"Plant","None",497,5,"None","I",2
"SI",19,"Plant","None",497,7,"None","I",2
"SI",19,"Plant","None",497,8,"None","I",2
"SI",19,"Plant","None",497,11,"None","I",2
"SI",19,"Plant","None",497,12,"None","I",2
"SI",19,"Plant","None",497,14,"None","I",2
"SI",19,"Plant","None",497,16,"None","I",2
"SI",19,"Plant","None",497,17,"None","I",2
"SI",19,"Plant","None",497,20,"None","I",2
"SI",19,"Plant","None",497,23,"None","I",2
"SI",19,"Plant","None",497,26,"None","I",2
"SI",19,"Plant","None",497,28,"None","I",2
"SI",19,"Plant","None",497,32,"None","I",2
"SI",19,"Plant","None",497,33,"None","I",2
"SI",19,"Plant","None",497,38,"None","I",2
"SI",19,"Plant","None",497,44,"None","I",2
"SI",19,"Plant","None",497,45,"None","I",2
"SI",19,"Plant","None",497,46,"None","I",2
"SI",19,"Plant","None",497,48,"None","I",2
"SI",19,"Plant","None",497,49,"None","I",2
"SI",19,"Plant","None",497,56,"None","I",2
"SI",19,"Plant","None",497,57,"None","I",2
"SI",19,"Plant","None",497,61,"None","I",2
"SI",19,"Plant","None",497,62,"None","I",2
"SI",19,"Plant","None",497,64,"None","I",2
"SI",19,"Plant","None",497,67,"None","I",2
"SI",19,"Plant","None",497,72,"None","I",2
"SI",19,"Plant","None",497,76,"None","I",2
"SI",19,"Plant","None",497,77,"None","I",2
"SI",19,"Plant","None",497,78,"None","I",2
"SI",19,"Plant","None",497,80,"None","I",2
"SI",19,"Plant","None",497,86,"None","I",2
"SI",19,"Plant","None",497,91,"None","I",2
"SI",19,"Plant","None",497,99,"Crop production","I",2
"SI",19,"Plant","None",497,54,"None","I",2
"SI",19,"Plant","None",497,63,"None","I",2
"SI",19,"Plant","None",497,4,"None","I",2
"SI",19,"Plant","None",497,5,"None","I",2
"SI",19,"Plant","None",497,7,"None","I",2
"SI",19,"Plant","None",497,8,"None","I",2
"SI",19,"Plant","None",497,11,"None","I",2
"SI",19,"Plant","None",497,12,"None","I",2
"SI",19,"Plant","None",497,14,"None","I",2
"SI",19,"Plant","None",497,16,"None","I",2
"SI",19,"Plant","None",497,17,"None","I",2
"SI",19,"Plant","None",497,20,"None","I",2
"SI",19,"Plant","None",497,23,"None","I",2
"SI",19,"Plant","None",497,26,"None","I",2
"SI",19,"Plant","None",497,28,"None","I",2
"SI",19,"Plant","None",497,32,"None","I",2
"SI",19,"Plant","None",497,33,"None","I",2
"SI",19,"Plant","None",497,38,"None","I",2
"SI",19,"Plant","None",497,44,"None","I",2
"SI",19,"Plant","None",497,45,"None","I",2
"SI",19,"Plant","None",497,46,"None","I",2
"SI",19,"Plant","None",497,48,"None","I",2
"SI",19,"Plant","None",497,49,"None","I",2
"SI",19,"Plant","None",497,56,"None","I",2
"SI",19,"Plant","None",497,57,"None","I",2
"SI",19,"Plant","None",497,61,"None","I",2
"SI",19,"Plant","None",497,62,"None","I",2
"SI",19,"Plant","None",497,64,"None","I",2
"SI",19,"Plant","None",497,67,"None","I",2
"SI",19,"Plant","None",497,72,"None","I",2
"SI",19,"Plant","None",497,76,"None","I",2
"SI",19,"Plant","None",497,77,"None","I",2
"SI",19,"Plant","None",497,78,"None","I",2
"SI",19,"Plant","None",497,80,"None","I",2
"SI",19,"Plant","None",497,86,"None","I",2
"SI",19,"Plant","None",497,91,"None","I",2
"SI",19,"Plant","None",497,99,"Crop production","I",2
"SI",19,"Plant","None",497,54,"None","I",2
"SI",19,"Plant","None",497,63,"None","I",2
"SI",19,"Plant","None",498,4,"None","I",2
"SI",19,"Plant","None",498,5,"None","I",2
"SI",19,"Plant","None",498,7,"None","I",2
"SI",19,"Plant","None",498,8,"None","I",2
"SI",19,"Plant","None",498,12,"None","I",2
"SI",19,"Plant","None",498,14,"None","I",2
"SI",19,"Plant","None",498,16,"None","I",2
"SI",19,"Plant","None",498,20,"None","I",2
"SI",19,"Plant","None",498,23,"None","I",2
"SI",19,"Plant","None",498,26,"None","I",2
"SI",19,"Plant","None",498,28,"None","I",2
"SI",19,"Plant","None",498,32,"None","I",2
"SI",19,"Plant","None",498,33,"None","I",2
"SI",19,"Plant","None",498,38,"None","I",2
"SI",19,"Plant","None",498,44,"None","I",2
"SI",19,"Plant","None",498,45,"None","I",2
"SI",19,"Plant","None",498,46,"None","I",2
"SI",19,"Plant","None",498,48,"None","I",2
"SI",19,"Plant","None",498,49,"None","I",2
"SI",19,"Plant","None",498,56,"None","I",2
"SI",19,"Plant","None",498,57,"None","I",2
"SI",19,"Plant","None",498,61,"None","I",2
"SI",19,"Plant","None",498,62,"None","I",2
"SI",19,"Plant","None",498,64,"None","I",2
"SI",19,"Plant","None",498,67,"None","I",2
"SI",19,"Plant","None",498,72,"None","I",2
"SI",19,"Plant","None",498,77,"None","I",2
"SI",19,"Plant","None",498,78,"None","I",2
"SI",19,"Plant","None",498,80,"None","I",2
"SI",19,"Plant","None",498,91,"None","I",2
"SI",19,"Plant","None",498,99,"Crop production","I",2
"SI",19,"Plant","None",498,54,"None","I",2
"SI",19,"Plant","None",498,63,"None","I",2
"SI",19,"Plant","None",498,4,"None","I",2
"SI",19,"Plant","None",498,5,"None","I",2
"SI",19,"Plant","None",498,7,"None","I",2
"SI",19,"Plant","None",498,8,"None","I",2
"SI",19,"Plant","None",498,12,"None","I",2
"SI",19,"Plant","None",498,14,"None","I",2
"SI",19,"Plant","None",498,16,"None","I",2
"SI",19,"Plant","None",498,20,"None","I",2
"SI",19,"Plant","None",498,23,"None","I",2
"SI",19,"Plant","None",498,26,"None","I",2
"SI",19,"Plant","None",498,28,"None","I",2
"SI",19,"Plant","None",498,32,"None","I",2
"SI",19,"Plant","None",498,33,"None","I",2
"SI",19,"Plant","None",498,38,"None","I",2
"SI",19,"Plant","None",498,44,"None","I",2
"SI",19,"Plant","None",498,45,"None","I",2
"SI",19,"Plant","None",498,46,"None","I",2
