"contrast","estimate","p.value","iteration"
"E - I",7.37418454593726,4.15223411209809e-13,"1"
"E - M",6.92470820968357,1.41242573192812e-12,"1"
"E - SE",6.34761338788989,8.35109759123043e-12,"1"
"E - SI",7.42761621969657,3.61710661422876e-13,"1"
"I - M",-0.449476336253689,0.00384760351660307,"1"
"I - SE",-1.02657115804737,4.3554395423584e-08,"1"
"I - SI",0.0534316737593166,0.988733400299592,"1"
"M - SE",-0.577094821793683,0.000269705902855466,"1"
"M - SI",0.502908010013005,0.00122562437805551,"1"
"SE - SI",1.08000283180669,1.80063054466828e-08,"1"
"E - I",7.25273115040856,7.44737604918555e-13,"2"
"E - M",6.55393465822856,5.15254505728535e-12,"2"
"E - SE",5.93166666290091,3.962918881939e-11,"2"
"E - SI",7.16950843820258,9.22151244253655e-13,"2"
"I - M",-0.698796492179996,0.000330344971562258,"2"
"I - SE",-1.32106448750765,2.41355535557375e-08,"2"
"I - SI",-0.0832227122059743,0.975068841505859,"2"
"M - SE",-0.62226799532765,0.00119863010526777,"2"
"M - SI",0.615573779974022,0.00135571851235916,"2"
"SE - SI",1.23784177530167,7.13199801438691e-08,"2"
"E - I",7.2988228348446,9.54791801177635e-13,"3"
"E - M",6.43776297658867,9.25193255341128e-12,"3"
"E - SE",5.78204911472237,7.96724908269653e-11,"3"
"E - SI",7.16330458561607,1.32116539930394e-12,"3"
"I - M",-0.861059858255929,0.000268747387946466,"3"
"I - SE",-1.51677372012223,5.42123531621641e-08,"3"
"I - SI",-0.135518249228536,0.933518206508883,"3"
"M - SE",-0.6557138618663,0.00342683785303388,"3"
"M - SI",0.725541609027394,0.00168480841289853,"3"
"SE - SI",1.38125547089369,2.26686381221697e-07,"3"
"E - I",7.22828323292458,1.07736042309625e-12,"4"
"E - M",6.30227355336393,1.36548550244697e-11,"4"
"E - SE",5.73184975673801,9.31934529546652e-11,"4"
"E - SI",7.07581195854595,1.5754064719431e-12,"4"
"I - M",-0.926009679560649,6.70179761858014e-05,"4"
"I - SE",-1.49643347618657,4.43301654273753e-08,"4"
"I - SI",-0.152471274378631,0.889279698049456,"4"
"M - SE",-0.570423796625922,0.0105741564518999,"4"
"M - SI",0.773538405182018,0.000570792823511468,"4"
"SE - SI",1.34396220180794,2.41823272739694e-07,"4"
"E - I",6.63447565102024,1.28639321417268e-11,"5"
"E - M",5.74564419011431,1.57503343700682e-10,"5"
"E - SE",5.07136627099259,1.70645197972163e-09,"5"
"E - SI",6.5663756573602,1.51030299377908e-11,"5"
"I - M",-0.888831460905933,0.00531552955916303,"5"
"I - SE",-1.56310938002766,5.84810461401464e-06,"5"
"I - SI",-0.0680999936600433,0.998259230709248,"5"
"M - SE",-0.674277919121726,0.0403421431900742,"5"
"M - SI",0.820731467245889,0.0102080168270242,"5"
