"layer","services","node_id","taxon","node_int","node_to","services_to","type","hop"
"CP","Pest control",379,"Secondary aphid parasitoid",NA,NA,"-","D",0
"CP","Pest control",387,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",388,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",392,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",395,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",399,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",408,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",410,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",413,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",415,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",417,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",419,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",420,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",423,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",424,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",427,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",428,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",431,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",433,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",435,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",436,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",437,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",438,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",439,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",443,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",445,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",453,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",455,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",456,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",461,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",463,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",465,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",467,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",468,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Pest control",469,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",367,"Primary aphid parasitoid",NA,NA,"-","D",0
"GM","Pest control",368,"Primary aphid parasitoid",NA,NA,"-","D",0
"GM","Pest control",378,"Secondary aphid parasitoid",NA,NA,"-","D",0
"GM","Pest control",379,"Secondary aphid parasitoid",NA,NA,"-","D",0
"GM","Pest control",387,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",395,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",399,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",405,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",410,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",413,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",420,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",421,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",423,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",424,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",431,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",433,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",434,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",435,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",436,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",437,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",443,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",444,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",445,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",449,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",450,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",451,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",452,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",453,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",455,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",459,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",460,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",463,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",467,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",468,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",469,"Leaf-miner parasitoid",NA,NA,"-","D",0
"GM","Pest control",528,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"GM","Pest control",532,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"GM","Pest control",538,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"GM","Pest control",540,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"GM","Pest control",541,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"LP","Pest control",363,"Primary aphid parasitoid",NA,NA,"-","D",0
"LP","Pest control",374,"Secondary aphid parasitoid",NA,NA,"-","D",0
"LP","Pest control",394,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LP","Pest control",413,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LP","Pest control",423,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LP","Pest control",424,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LP","Pest control",431,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LP","Pest control",433,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LP","Pest control",435,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LP","Pest control",436,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LP","Pest control",437,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LP","Pest control",443,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LP","Pest control",445,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LP","Pest control",453,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LP","Pest control",455,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LP","Pest control",462,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LP","Pest control",468,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LP","Pest control",469,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LP","Pest control",532,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"LU","Pest control",399,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LU","Pest control",413,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LU","Pest control",420,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LU","Pest control",423,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LU","Pest control",431,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LU","Pest control",436,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LU","Pest control",443,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LU","Pest control",467,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LU","Pest control",468,"Leaf-miner parasitoid",NA,NA,"-","D",0
"LU","Pest control",532,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"LU","Pest control",538,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"MH","Pest control",363,"Primary aphid parasitoid",NA,NA,"-","D",0
"MH","Pest control",368,"Primary aphid parasitoid",NA,NA,"-","D",0
"MH","Pest control",374,"Secondary aphid parasitoid",NA,NA,"-","D",0
"MH","Pest control",376,"Secondary aphid parasitoid",NA,NA,"-","D",0
"MH","Pest control",379,"Secondary aphid parasitoid",NA,NA,"-","D",0
"MH","Pest control",382,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",385,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",386,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",387,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",389,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",391,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",397,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",402,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",406,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",407,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",419,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",420,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",422,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",423,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",428,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",431,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",432,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",433,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",434,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",436,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",437,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",441,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",442,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",443,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",446,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",449,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",450,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",453,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",455,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",457,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",459,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",468,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",473,"Leaf-miner parasitoid",NA,NA,"-","D",0
"MH","Pest control",535,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"NH","Pest control",363,"Primary aphid parasitoid",NA,NA,"-","D",0
"NH","Pest control",367,"Primary aphid parasitoid",NA,NA,"-","D",0
"NH","Pest control",368,"Primary aphid parasitoid",NA,NA,"-","D",0
"NH","Pest control",374,"Secondary aphid parasitoid",NA,NA,"-","D",0
"NH","Pest control",375,"Secondary aphid parasitoid",NA,NA,"-","D",0
"NH","Pest control",376,"Secondary aphid parasitoid",NA,NA,"-","D",0
"NH","Pest control",377,"Secondary aphid parasitoid",NA,NA,"-","D",0
"NH","Pest control",378,"Secondary aphid parasitoid",NA,NA,"-","D",0
"NH","Pest control",382,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",387,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",389,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",398,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",399,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",401,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",403,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",404,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",409,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",410,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",413,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",420,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",421,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",423,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",424,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",427,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",428,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",430,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",431,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",433,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",434,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",436,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",437,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",439,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",443,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",444,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",445,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",449,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",453,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",454,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",455,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",459,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",460,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",464,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",467,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",468,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NH","Pest control",469,"Leaf-miner parasitoid",NA,NA,"-","D",0
"NL","Pest control",363,"Primary aphid parasitoid",NA,NA,"-","D",0
"NL","Pest control",367,"Primary aphid parasitoid",NA,NA,"-","D",0
"NL","Pest control",368,"Primary aphid parasitoid",NA,NA,"-","D",0
"NL","Pest control",369,"Primary aphid parasitoid",NA,NA,"-","D",0
"NL","Pest control",374,"Secondary aphid parasitoid",NA,NA,"-","D",0
"NL","Pest control",375,"Secondary aphid parasitoid",NA,NA,"-","D",0
"NL","Pest control",376,"Secondary aphid parasitoid",NA,NA,"-","D",0
"NL","Pest control",378,"Secondary aphid parasitoid",NA,NA,"-","D",0
"NL","Pest control",379,"Secondary aphid parasitoid",NA,NA,"-","D",0
"PP","Pest control",363,"Primary aphid parasitoid",NA,NA,"-","D",0
"PP","Pest control",371,"Primary aphid parasitoid",NA,NA,"-","D",0
"PP","Pest control",375,"Secondary aphid parasitoid",NA,NA,"-","D",0
"PP","Pest control",376,"Secondary aphid parasitoid",NA,NA,"-","D",0
"PP","Pest control",387,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",389,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",394,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",399,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",402,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",409,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",420,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",423,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",424,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",433,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",435,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",436,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",437,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",439,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",440,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",443,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",445,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",448,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",453,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",454,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",455,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",460,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",462,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",463,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",465,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",467,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",468,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",469,"Leaf-miner parasitoid",NA,NA,"-","D",0
"PP","Pest control",532,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"PP","Pest control",534,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"PP","Pest control",538,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"PP","Pest control",540,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"PP","Pest control",541,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"RG","Pest control",363,"Primary aphid parasitoid",NA,NA,"-","D",0
"RG","Pest control",364,"Primary aphid parasitoid",NA,NA,"-","D",0
"RG","Pest control",365,"Primary aphid parasitoid",NA,NA,"-","D",0
"RG","Pest control",366,"Primary aphid parasitoid",NA,NA,"-","D",0
"RG","Pest control",367,"Primary aphid parasitoid",NA,NA,"-","D",0
"RG","Pest control",368,"Primary aphid parasitoid",NA,NA,"-","D",0
"RG","Pest control",374,"Secondary aphid parasitoid",NA,NA,"-","D",0
"RG","Pest control",375,"Secondary aphid parasitoid",NA,NA,"-","D",0
"RG","Pest control",376,"Secondary aphid parasitoid",NA,NA,"-","D",0
"RG","Pest control",378,"Secondary aphid parasitoid",NA,NA,"-","D",0
"RG","Pest control",379,"Secondary aphid parasitoid",NA,NA,"-","D",0
"RG","Pest control",380,"Secondary aphid parasitoid",NA,NA,"-","D",0
"RG","Pest control",385,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",387,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",390,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",393,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",397,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",402,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",411,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",413,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",416,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",420,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",423,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",424,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",429,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",433,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",434,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",436,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",437,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",443,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",445,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",450,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",453,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",454,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",455,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",459,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",460,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",464,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",465,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",467,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",468,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",469,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",472,"Leaf-miner parasitoid",NA,NA,"-","D",0
"RG","Pest control",525,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"RG","Pest control",526,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"RG","Pest control",527,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"RG","Pest control",529,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"RG","Pest control",530,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"RG","Pest control",531,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"RG","Pest control",533,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"RG","Pest control",536,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"RG","Pest control",537,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"RG","Pest control",538,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"RG","Pest control",539,"Insect seed-feeder parasitoid",NA,NA,"-","D",0
"SF","Pest control",400,"Leaf-miner parasitoid",NA,NA,"-","D",0
"SF","Pest control",433,"Leaf-miner parasitoid",NA,NA,"-","D",0
"SF","Pest control",436,"Leaf-miner parasitoid",NA,NA,"-","D",0
"SF","Pest control",437,"Leaf-miner parasitoid",NA,NA,"-","D",0
"SF","Pest control",443,"Leaf-miner parasitoid",NA,NA,"-","D",0
"SF","Pest control",465,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",370,"Primary aphid parasitoid",NA,NA,"-","D",0
"WD","Pest control",373,"Primary aphid parasitoid",NA,NA,"-","D",0
"WD","Pest control",378,"Secondary aphid parasitoid",NA,NA,"-","D",0
"WD","Pest control",381,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",383,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",384,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",388,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",396,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",402,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",409,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",412,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",414,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",418,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",419,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",422,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",423,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",424,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",425,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",426,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",428,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",431,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",433,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",436,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",437,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",439,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",443,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",445,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",447,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",455,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",457,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",458,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",459,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",464,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",466,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",467,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",468,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",469,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",470,"Leaf-miner parasitoid",NA,NA,"-","D",0
"WD","Pest control",471,"Leaf-miner parasitoid",NA,NA,"-","D",0
"CP","Seed dispersal",493,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Seed dispersal",494,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Seed dispersal",495,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Seed dispersal",496,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Seed dispersal",497,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Seed dispersal",498,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Seed dispersal",499,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Seed dispersal",500,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Seed dispersal",501,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Seed dispersal",502,"Seed-feeding bird",NA,NA,"-","D",0
"CP","Seed dispersal",503,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Seed dispersal",493,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Seed dispersal",494,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Seed dispersal",495,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Seed dispersal",496,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Seed dispersal",497,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Seed dispersal",498,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Seed dispersal",499,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Seed dispersal",500,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Seed dispersal",501,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Seed dispersal",502,"Seed-feeding bird",NA,NA,"-","D",0
"GM","Seed dispersal",503,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Seed dispersal",493,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Seed dispersal",494,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Seed dispersal",495,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Seed dispersal",496,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Seed dispersal",497,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Seed dispersal",498,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Seed dispersal",499,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Seed dispersal",500,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Seed dispersal",501,"Seed-feeding bird",NA,NA,"-","D",0
"LP","Seed dispersal",502,"Seed-feeding bird",NA,NA,"-","D",0
