"","layer","services","node_id","taxon","node_int","node_to","services_to","type","hop"
"9216","CP","None",36,"Plant",502,85,"None","I",2
"9217","CP","None",36,"Plant",502,93,"Crop production","I",2
"9218","CP","None",41,"Plant",502,10,"None","I",2
"9219","CP","None",41,"Plant",502,13,"None","I",2
"9220","CP","None",41,"Plant",502,17,"None","I",2
"9221","CP","None",41,"Plant",502,22,"None","I",2
"9222","CP","None",41,"Plant",502,24,"None","I",2
"9223","CP","None",41,"Plant",502,26,"None","I",2
"9224","CP","None",41,"Plant",502,31,"None","I",2
"9225","CP","None",41,"Plant",502,36,"None","I",2
"9226","CP","None",41,"Plant",502,56,"None","I",2
"9227","CP","None",41,"Plant",502,57,"None","I",2
"9228","CP","None",41,"Plant",502,59,"None","I",2
"9229","CP","None",41,"Plant",502,71,"None","I",2
"9230","CP","None",41,"Plant",502,72,"None","I",2
"9231","CP","None",41,"Plant",502,73,"None","I",2
"9232","CP","None",41,"Plant",502,85,"None","I",2
"9233","CP","None",41,"Plant",502,93,"Crop production","I",2
"9234","CP","None",41,"Plant",502,10,"None","I",2
"9235","CP","None",41,"Plant",502,13,"None","I",2
"9236","CP","None",41,"Plant",502,17,"None","I",2
"9237","CP","None",41,"Plant",502,22,"None","I",2
"9238","CP","None",41,"Plant",502,24,"None","I",2
"9239","CP","None",41,"Plant",502,26,"None","I",2
"9240","CP","None",41,"Plant",502,31,"None","I",2
"9241","CP","None",41,"Plant",502,36,"None","I",2
"9242","CP","None",41,"Plant",502,56,"None","I",2
"9243","CP","None",41,"Plant",502,57,"None","I",2
"9244","CP","None",41,"Plant",502,59,"None","I",2
"9245","CP","None",41,"Plant",502,71,"None","I",2
"9246","CP","None",41,"Plant",502,72,"None","I",2
"9247","CP","None",41,"Plant",502,73,"None","I",2
"9248","CP","None",41,"Plant",502,85,"None","I",2
"9249","CP","None",41,"Plant",502,93,"Crop production","I",2
"9250","CP","None",41,"Plant",502,10,"None","I",2
"9251","CP","None",41,"Plant",502,13,"None","I",2
"9252","CP","None",41,"Plant",502,17,"None","I",2
"9253","CP","None",41,"Plant",502,22,"None","I",2
"9254","CP","None",41,"Plant",502,24,"None","I",2
"9255","CP","None",41,"Plant",502,26,"None","I",2
"9256","CP","None",41,"Plant",502,31,"None","I",2
"9257","CP","None",41,"Plant",502,36,"None","I",2
"9258","CP","None",41,"Plant",502,56,"None","I",2
"9259","CP","None",41,"Plant",502,57,"None","I",2
"9260","CP","None",41,"Plant",502,59,"None","I",2
"9261","CP","None",41,"Plant",502,71,"None","I",2
"9262","CP","None",41,"Plant",502,72,"None","I",2
"9263","CP","None",41,"Plant",502,73,"None","I",2
"9264","CP","None",41,"Plant",502,85,"None","I",2
"9265","CP","None",41,"Plant",502,93,"Crop production","I",2
"9266","CP","None",56,"Plant",502,10,"None","I",2
"9267","CP","None",56,"Plant",502,13,"None","I",2
"9268","CP","None",56,"Plant",502,17,"None","I",2
"9269","CP","None",56,"Plant",502,22,"None","I",2
"9270","CP","None",56,"Plant",502,24,"None","I",2
"9271","CP","None",56,"Plant",502,26,"None","I",2
"9272","CP","None",56,"Plant",502,31,"None","I",2
"9273","CP","None",56,"Plant",502,36,"None","I",2
"9274","CP","None",56,"Plant",502,41,"None","I",2
"9275","CP","None",56,"Plant",502,57,"None","I",2
"9276","CP","None",56,"Plant",502,59,"None","I",2
"9277","CP","None",56,"Plant",502,71,"None","I",2
"9278","CP","None",56,"Plant",502,72,"None","I",2
"9279","CP","None",56,"Plant",502,73,"None","I",2
"9280","CP","None",56,"Plant",502,85,"None","I",2
"9281","CP","None",56,"Plant",502,93,"Crop production","I",2
"9282","CP","None",56,"Plant",502,10,"None","I",2
"9283","CP","None",56,"Plant",502,13,"None","I",2
"9284","CP","None",56,"Plant",502,17,"None","I",2
"9285","CP","None",56,"Plant",502,22,"None","I",2
"9286","CP","None",56,"Plant",502,24,"None","I",2
"9287","CP","None",56,"Plant",502,26,"None","I",2
"9288","CP","None",56,"Plant",502,31,"None","I",2
"9289","CP","None",56,"Plant",502,36,"None","I",2
"9290","CP","None",56,"Plant",502,41,"None","I",2
"9291","CP","None",56,"Plant",502,57,"None","I",2
"9292","CP","None",56,"Plant",502,59,"None","I",2
"9293","CP","None",56,"Plant",502,71,"None","I",2
"9294","CP","None",56,"Plant",502,72,"None","I",2
"9295","CP","None",56,"Plant",502,73,"None","I",2
"9296","CP","None",56,"Plant",502,85,"None","I",2
"9297","CP","None",56,"Plant",502,93,"Crop production","I",2
"9298","CP","None",56,"Plant",502,10,"None","I",2
"9299","CP","None",56,"Plant",502,13,"None","I",2
"9300","CP","None",56,"Plant",502,17,"None","I",2
"9301","CP","None",56,"Plant",502,22,"None","I",2
"9302","CP","None",56,"Plant",502,24,"None","I",2
"9303","CP","None",56,"Plant",502,26,"None","I",2
"9304","CP","None",56,"Plant",502,31,"None","I",2
"9305","CP","None",56,"Plant",502,36,"None","I",2
"9306","CP","None",56,"Plant",502,41,"None","I",2
"9307","CP","None",56,"Plant",502,57,"None","I",2
"9308","CP","None",56,"Plant",502,59,"None","I",2
"9309","CP","None",56,"Plant",502,71,"None","I",2
"9310","CP","None",56,"Plant",502,72,"None","I",2
"9311","CP","None",56,"Plant",502,73,"None","I",2
"9312","CP","None",56,"Plant",502,85,"None","I",2
"9313","CP","None",56,"Plant",502,93,"Crop production","I",2
"9314","CP","None",57,"Plant",502,10,"None","I",2
"9315","CP","None",57,"Plant",502,13,"None","I",2
"9316","CP","None",57,"Plant",502,17,"None","I",2
"9317","CP","None",57,"Plant",502,22,"None","I",2
"9318","CP","None",57,"Plant",502,24,"None","I",2
"9319","CP","None",57,"Plant",502,26,"None","I",2
"9320","CP","None",57,"Plant",502,31,"None","I",2
"9321","CP","None",57,"Plant",502,36,"None","I",2
"9322","CP","None",57,"Plant",502,41,"None","I",2
"9323","CP","None",57,"Plant",502,56,"None","I",2
"9324","CP","None",57,"Plant",502,59,"None","I",2
"9325","CP","None",57,"Plant",502,71,"None","I",2
"9326","CP","None",57,"Plant",502,72,"None","I",2
"9327","CP","None",57,"Plant",502,73,"None","I",2
"9328","CP","None",57,"Plant",502,85,"None","I",2
"9329","CP","None",57,"Plant",502,93,"Crop production","I",2
"9330","CP","None",57,"Plant",502,10,"None","I",2
"9331","CP","None",57,"Plant",502,13,"None","I",2
"9332","CP","None",57,"Plant",502,17,"None","I",2
"9333","CP","None",57,"Plant",502,22,"None","I",2
"9334","CP","None",57,"Plant",502,24,"None","I",2
"9335","CP","None",57,"Plant",502,26,"None","I",2
"9336","CP","None",57,"Plant",502,31,"None","I",2
"9337","CP","None",57,"Plant",502,36,"None","I",2
"9338","CP","None",57,"Plant",502,41,"None","I",2
"9339","CP","None",57,"Plant",502,56,"None","I",2
"9340","CP","None",57,"Plant",502,59,"None","I",2
"9341","CP","None",57,"Plant",502,71,"None","I",2
"9342","CP","None",57,"Plant",502,72,"None","I",2
"9343","CP","None",57,"Plant",502,73,"None","I",2
"9344","CP","None",57,"Plant",502,85,"None","I",2
"9345","CP","None",57,"Plant",502,93,"Crop production","I",2
"9346","CP","None",57,"Plant",502,10,"None","I",2
"9347","CP","None",57,"Plant",502,13,"None","I",2
"9348","CP","None",57,"Plant",502,17,"None","I",2
"9349","CP","None",57,"Plant",502,22,"None","I",2
"9350","CP","None",57,"Plant",502,24,"None","I",2
"9351","CP","None",57,"Plant",502,26,"None","I",2
"9352","CP","None",57,"Plant",502,31,"None","I",2
"9353","CP","None",57,"Plant",502,36,"None","I",2
"9354","CP","None",57,"Plant",502,41,"None","I",2
"9355","CP","None",57,"Plant",502,56,"None","I",2
"9356","CP","None",57,"Plant",502,59,"None","I",2
"9357","CP","None",57,"Plant",502,71,"None","I",2
"9358","CP","None",57,"Plant",502,72,"None","I",2
"9359","CP","None",57,"Plant",502,73,"None","I",2
"9360","CP","None",57,"Plant",502,85,"None","I",2
"9361","CP","None",57,"Plant",502,93,"Crop production","I",2
"9362","CP","None",59,"Plant",502,10,"None","I",2
"9363","CP","None",59,"Plant",502,13,"None","I",2
"9364","CP","None",59,"Plant",502,17,"None","I",2
"9365","CP","None",59,"Plant",502,22,"None","I",2
"9366","CP","None",59,"Plant",502,24,"None","I",2
"9367","CP","None",59,"Plant",502,26,"None","I",2
"9368","CP","None",59,"Plant",502,31,"None","I",2
"9369","CP","None",59,"Plant",502,36,"None","I",2
"9370","CP","None",59,"Plant",502,41,"None","I",2
"9371","CP","None",59,"Plant",502,56,"None","I",2
"9372","CP","None",59,"Plant",502,57,"None","I",2
"9373","CP","None",59,"Plant",502,71,"None","I",2
"9374","CP","None",59,"Plant",502,72,"None","I",2
"9375","CP","None",59,"Plant",502,73,"None","I",2
"9376","CP","None",59,"Plant",502,85,"None","I",2
"9377","CP","None",59,"Plant",502,93,"Crop production","I",2
"9378","CP","None",59,"Plant",502,10,"None","I",2
"9379","CP","None",59,"Plant",502,13,"None","I",2
"9380","CP","None",59,"Plant",502,17,"None","I",2
"9381","CP","None",59,"Plant",502,22,"None","I",2
"9382","CP","None",59,"Plant",502,24,"None","I",2
"9383","CP","None",59,"Plant",502,26,"None","I",2
"9384","CP","None",59,"Plant",502,31,"None","I",2
"9385","CP","None",59,"Plant",502,36,"None","I",2
"9386","CP","None",59,"Plant",502,41,"None","I",2
"9387","CP","None",59,"Plant",502,56,"None","I",2
"9388","CP","None",59,"Plant",502,57,"None","I",2
"9389","CP","None",59,"Plant",502,71,"None","I",2
"9390","CP","None",59,"Plant",502,72,"None","I",2
"9391","CP","None",59,"Plant",502,73,"None","I",2
"9392","CP","None",59,"Plant",502,85,"None","I",2
"9393","CP","None",59,"Plant",502,93,"Crop production","I",2
"9394","CP","None",59,"Plant",502,10,"None","I",2
"9395","CP","None",59,"Plant",502,13,"None","I",2
"9396","CP","None",59,"Plant",502,17,"None","I",2
"9397","CP","None",59,"Plant",502,22,"None","I",2
"9398","CP","None",59,"Plant",502,24,"None","I",2
"9399","CP","None",59,"Plant",502,26,"None","I",2
"9400","CP","None",59,"Plant",502,31,"None","I",2
"9401","CP","None",59,"Plant",502,36,"None","I",2
"9402","CP","None",59,"Plant",502,41,"None","I",2
"9403","CP","None",59,"Plant",502,56,"None","I",2
"9404","CP","None",59,"Plant",502,57,"None","I",2
"9405","CP","None",59,"Plant",502,71,"None","I",2
"9406","CP","None",59,"Plant",502,72,"None","I",2
"9407","CP","None",59,"Plant",502,73,"None","I",2
"9408","CP","None",59,"Plant",502,85,"None","I",2
"9409","CP","None",59,"Plant",502,93,"Crop production","I",2
"9410","CP","None",71,"Plant",502,10,"None","I",2
"9411","CP","None",71,"Plant",502,13,"None","I",2
"9412","CP","None",71,"Plant",502,17,"None","I",2
"9413","CP","None",71,"Plant",502,22,"None","I",2
"9414","CP","None",71,"Plant",502,24,"None","I",2
"9415","CP","None",71,"Plant",502,26,"None","I",2
"9416","CP","None",71,"Plant",502,31,"None","I",2
"9417","CP","None",71,"Plant",502,36,"None","I",2
"9418","CP","None",71,"Plant",502,41,"None","I",2
"9419","CP","None",71,"Plant",502,56,"None","I",2
"9420","CP","None",71,"Plant",502,57,"None","I",2
"9421","CP","None",71,"Plant",502,59,"None","I",2
"9422","CP","None",71,"Plant",502,72,"None","I",2
"9423","CP","None",71,"Plant",502,73,"None","I",2
"9424","CP","None",71,"Plant",502,85,"None","I",2
"9425","CP","None",71,"Plant",502,93,"Crop production","I",2
"9426","CP","None",71,"Plant",502,10,"None","I",2
"9427","CP","None",71,"Plant",502,13,"None","I",2
"9428","CP","None",71,"Plant",502,17,"None","I",2
"9429","CP","None",71,"Plant",502,22,"None","I",2
"9430","CP","None",71,"Plant",502,24,"None","I",2
"9431","CP","None",71,"Plant",502,26,"None","I",2
"9432","CP","None",71,"Plant",502,31,"None","I",2
"9433","CP","None",71,"Plant",502,36,"None","I",2
"9434","CP","None",71,"Plant",502,41,"None","I",2
"9435","CP","None",71,"Plant",502,56,"None","I",2
"9436","CP","None",71,"Plant",502,57,"None","I",2
"9437","CP","None",71,"Plant",502,59,"None","I",2
"9438","CP","None",71,"Plant",502,72,"None","I",2
"9439","CP","None",71,"Plant",502,73,"None","I",2
"9440","CP","None",71,"Plant",502,85,"None","I",2
"9441","CP","None",71,"Plant",502,93,"Crop production","I",2
"9442","CP","None",71,"Plant",502,10,"None","I",2
"9443","CP","None",71,"Plant",502,13,"None","I",2
"9444","CP","None",71,"Plant",502,17,"None","I",2
"9445","CP","None",71,"Plant",502,22,"None","I",2
"9446","CP","None",71,"Plant",502,24,"None","I",2
"9447","CP","None",71,"Plant",502,26,"None","I",2
"9448","CP","None",71,"Plant",502,31,"None","I",2
"9449","CP","None",71,"Plant",502,36,"None","I",2
"9450","CP","None",71,"Plant",502,41,"None","I",2
"9451","CP","None",71,"Plant",502,56,"None","I",2
"9452","CP","None",71,"Plant",502,57,"None","I",2
"9453","CP","None",71,"Plant",502,59,"None","I",2
"9454","CP","None",71,"Plant",502,72,"None","I",2
"9455","CP","None",71,"Plant",502,73,"None","I",2
"9456","CP","None",71,"Plant",502,85,"None","I",2
"9457","CP","None",71,"Plant",502,93,"Crop production","I",2
"9458","CP","None",72,"Plant",502,10,"None","I",2
"9459","CP","None",72,"Plant",502,13,"None","I",2
"9460","CP","None",72,"Plant",502,17,"None","I",2
"9461","CP","None",72,"Plant",502,22,"None","I",2
"9462","CP","None",72,"Plant",502,24,"None","I",2
"9463","CP","None",72,"Plant",502,26,"None","I",2
"9464","CP","None",72,"Plant",502,31,"None","I",2
"9465","CP","None",72,"Plant",502,36,"None","I",2
"9466","CP","None",72,"Plant",502,41,"None","I",2
"9467","CP","None",72,"Plant",502,56,"None","I",2
"9468","CP","None",72,"Plant",502,57,"None","I",2
"9469","CP","None",72,"Plant",502,59,"None","I",2
"9470","CP","None",72,"Plant",502,71,"None","I",2
"9471","CP","None",72,"Plant",502,73,"None","I",2
"9472","CP","None",72,"Plant",502,85,"None","I",2
"9473","CP","None",72,"Plant",502,93,"Crop production","I",2
"9474","CP","None",72,"Plant",502,10,"None","I",2
"9475","CP","None",72,"Plant",502,13,"None","I",2
"9476","CP","None",72,"Plant",502,17,"None","I",2
"9477","CP","None",72,"Plant",502,22,"None","I",2
"9478","CP","None",72,"Plant",502,24,"None","I",2
"9479","CP","None",72,"Plant",502,26,"None","I",2
"9480","CP","None",72,"Plant",502,31,"None","I",2
"9481","CP","None",72,"Plant",502,36,"None","I",2
"9482","CP","None",72,"Plant",502,41,"None","I",2
"9483","CP","None",72,"Plant",502,56,"None","I",2
"9484","CP","None",72,"Plant",502,57,"None","I",2
"9485","CP","None",72,"Plant",502,59,"None","I",2
"9486","CP","None",72,"Plant",502,71,"None","I",2
"9487","CP","None",72,"Plant",502,73,"None","I",2
"9488","CP","None",72,"Plant",502,85,"None","I",2
"9489","CP","None",72,"Plant",502,93,"Crop production","I",2
"9490","CP","None",72,"Plant",502,10,"None","I",2
"9491","CP","None",72,"Plant",502,13,"None","I",2
"9492","CP","None",72,"Plant",502,17,"None","I",2
"9493","CP","None",72,"Plant",502,22,"None","I",2
"9494","CP","None",72,"Plant",502,24,"None","I",2
"9495","CP","None",72,"Plant",502,26,"None","I",2
"9496","CP","None",72,"Plant",502,31,"None","I",2
"9497","CP","None",72,"Plant",502,36,"None","I",2
"9498","CP","None",72,"Plant",502,41,"None","I",2
"9499","CP","None",72,"Plant",502,56,"None","I",2
"9500","CP","None",72,"Plant",502,57,"None","I",2
"9501","CP","None",72,"Plant",502,59,"None","I",2
"9502","CP","None",72,"Plant",502,71,"None","I",2
"9503","CP","None",72,"Plant",502,73,"None","I",2
"9504","CP","None",72,"Plant",502,85,"None","I",2
"9505","CP","None",72,"Plant",502,93,"Crop production","I",2
"9506","CP","None",73,"Plant",502,10,"None","I",2
"9507","CP","None",73,"Plant",502,13,"None","I",2
"9508","CP","None",73,"Plant",502,17,"None","I",2
"9509","CP","None",73,"Plant",502,22,"None","I",2
"9510","CP","None",73,"Plant",502,24,"None","I",2
"9511","CP","None",73,"Plant",502,26,"None","I",2
"9512","CP","None",73,"Plant",502,31,"None","I",2
"9513","CP","None",73,"Plant",502,36,"None","I",2
"9514","CP","None",73,"Plant",502,41,"None","I",2
"9515","CP","None",73,"Plant",502,56,"None","I",2
"9516","CP","None",73,"Plant",502,57,"None","I",2
"9517","CP","None",73,"Plant",502,59,"None","I",2
"9518","CP","None",73,"Plant",502,71,"None","I",2
"9519","CP","None",73,"Plant",502,72,"None","I",2
"9520","CP","None",73,"Plant",502,85,"None","I",2
"9521","CP","None",73,"Plant",502,93,"Crop production","I",2
"9522","CP","None",73,"Plant",502,10,"None","I",2
"9523","CP","None",73,"Plant",502,13,"None","I",2
"9524","CP","None",73,"Plant",502,17,"None","I",2
"9525","CP","None",73,"Plant",502,22,"None","I",2
"9526","CP","None",73,"Plant",502,24,"None","I",2
"9527","CP","None",73,"Plant",502,26,"None","I",2
"9528","CP","None",73,"Plant",502,31,"None","I",2
"9529","CP","None",73,"Plant",502,36,"None","I",2
"9530","CP","None",73,"Plant",502,41,"None","I",2
"9531","CP","None",73,"Plant",502,56,"None","I",2
"9532","CP","None",73,"Plant",502,57,"None","I",2
"9533","CP","None",73,"Plant",502,59,"None","I",2
"9534","CP","None",73,"Plant",502,71,"None","I",2
"9535","CP","None",73,"Plant",502,72,"None","I",2
"9536","CP","None",73,"Plant",502,85,"None","I",2
"9537","CP","None",73,"Plant",502,93,"Crop production","I",2
"9538","CP","None",73,"Plant",502,10,"None","I",2
"9539","CP","None",73,"Plant",502,13,"None","I",2
"9540","CP","None",73,"Plant",502,17,"None","I",2
"9541","CP","None",73,"Plant",502,22,"None","I",2
"9542","CP","None",73,"Plant",502,24,"None","I",2
"9543","CP","None",73,"Plant",502,26,"None","I",2
"9544","CP","None",73,"Plant",502,31,"None","I",2
"9545","CP","None",73,"Plant",502,36,"None","I",2
"9546","CP","None",73,"Plant",502,41,"None","I",2
"9547","CP","None",73,"Plant",502,56,"None","I",2
"9548","CP","None",73,"Plant",502,57,"None","I",2
"9549","CP","None",73,"Plant",502,59,"None","I",2
"9550","CP","None",73,"Plant",502,71,"None","I",2
"9551","CP","None",73,"Plant",502,72,"None","I",2
"9552","CP","None",73,"Plant",502,85,"None","I",2
"9553","CP","None",73,"Plant",502,93,"Crop production","I",2
"9554","CP","None",85,"Plant",502,10,"None","I",2
"9555","CP","None",85,"Plant",502,13,"None","I",2
"9556","CP","None",85,"Plant",502,17,"None","I",2
"9557","CP","None",85,"Plant",502,22,"None","I",2
"9558","CP","None",85,"Plant",502,24,"None","I",2
"9559","CP","None",85,"Plant",502,26,"None","I",2
"9560","CP","None",85,"Plant",502,31,"None","I",2
"9561","CP","None",85,"Plant",502,36,"None","I",2
"9562","CP","None",85,"Plant",502,41,"None","I",2
"9563","CP","None",85,"Plant",502,56,"None","I",2
"9564","CP","None",85,"Plant",502,57,"None","I",2
"9565","CP","None",85,"Plant",502,59,"None","I",2
"9566","CP","None",85,"Plant",502,71,"None","I",2
"9567","CP","None",85,"Plant",502,72,"None","I",2
"9568","CP","None",85,"Plant",502,73,"None","I",2
"9569","CP","None",85,"Plant",502,93,"Crop production","I",2
"9570","CP","None",85,"Plant",502,10,"None","I",2
"9571","CP","None",85,"Plant",502,13,"None","I",2
"9572","CP","None",85,"Plant",502,17,"None","I",2
"9573","CP","None",85,"Plant",502,22,"None","I",2
"9574","CP","None",85,"Plant",502,24,"None","I",2
"9575","CP","None",85,"Plant",502,26,"None","I",2
"9576","CP","None",85,"Plant",502,31,"None","I",2
"9577","CP","None",85,"Plant",502,36,"None","I",2
"9578","CP","None",85,"Plant",502,41,"None","I",2
"9579","CP","None",85,"Plant",502,56,"None","I",2
"9580","CP","None",85,"Plant",502,57,"None","I",2
"9581","CP","None",85,"Plant",502,59,"None","I",2
"9582","CP","None",85,"Plant",502,71,"None","I",2
"9583","CP","None",85,"Plant",502,72,"None","I",2
"9584","CP","None",85,"Plant",502,73,"None","I",2
"9585","CP","None",85,"Plant",502,93,"Crop production","I",2
"9586","CP","None",85,"Plant",502,10,"None","I",2
"9587","CP","None",85,"Plant",502,13,"None","I",2
"9588","CP","None",85,"Plant",502,17,"None","I",2
"9589","CP","None",85,"Plant",502,22,"None","I",2
"9590","CP","None",85,"Plant",502,24,"None","I",2
"9591","CP","None",85,"Plant",502,26,"None","I",2
"9592","CP","None",85,"Plant",502,31,"None","I",2
"9593","CP","None",85,"Plant",502,36,"None","I",2
"9594","CP","None",85,"Plant",502,41,"None","I",2
"9595","CP","None",85,"Plant",502,56,"None","I",2
"9596","CP","None",85,"Plant",502,57,"None","I",2
"9597","CP","None",85,"Plant",502,59,"None","I",2
"9598","CP","None",85,"Plant",502,71,"None","I",2
"9599","CP","None",85,"Plant",502,72,"None","I",2
"9600","CP","None",85,"Plant",502,73,"None","I",2
"9601","CP","None",85,"Plant",502,93,"Crop production","I",2
"9602","CP","Crop production",93,"Crop",502,10,"None","I",2
"9603","CP","Crop production",93,"Crop",502,13,"None","I",2
"9604","CP","Crop production",93,"Crop",502,17,"None","I",2
"9605","CP","Crop production",93,"Crop",502,22,"None","I",2
"9606","CP","Crop production",93,"Crop",502,24,"None","I",2
"9607","CP","Crop production",93,"Crop",502,26,"None","I",2
"9608","CP","Crop production",93,"Crop",502,31,"None","I",2
"9609","CP","Crop production",93,"Crop",502,36,"None","I",2
"9610","CP","Crop production",93,"Crop",502,41,"None","I",2
"9611","CP","Crop production",93,"Crop",502,56,"None","I",2
"9612","CP","Crop production",93,"Crop",502,57,"None","I",2
"9613","CP","Crop production",93,"Crop",502,59,"None","I",2
"9614","CP","Crop production",93,"Crop",502,71,"None","I",2
"9615","CP","Crop production",93,"Crop",502,72,"None","I",2
"9616","CP","Crop production",93,"Crop",502,73,"None","I",2
"9617","CP","Crop production",93,"Crop",502,85,"None","I",2
"9618","CP","Crop production",93,"Crop",502,10,"None","I",2
"9619","CP","Crop production",93,"Crop",502,13,"None","I",2
"9620","CP","Crop production",93,"Crop",502,17,"None","I",2
"9621","CP","Crop production",93,"Crop",502,22,"None","I",2
"9622","CP","Crop production",93,"Crop",502,24,"None","I",2
"9623","CP","Crop production",93,"Crop",502,26,"None","I",2
"9624","CP","Crop production",93,"Crop",502,31,"None","I",2
"9625","CP","Crop production",93,"Crop",502,36,"None","I",2
"9626","CP","Crop production",93,"Crop",502,41,"None","I",2
"9627","CP","Crop production",93,"Crop",502,56,"None","I",2
"9628","CP","Crop production",93,"Crop",502,57,"None","I",2
"9629","CP","Crop production",93,"Crop",502,59,"None","I",2
"9630","CP","Crop production",93,"Crop",502,71,"None","I",2
"9631","CP","Crop production",93,"Crop",502,72,"None","I",2
"9632","CP","Crop production",93,"Crop",502,73,"None","I",2
"9633","CP","Crop production",93,"Crop",502,85,"None","I",2
"9634","CP","Crop production",93,"Crop",502,10,"None","I",2
"9635","CP","Crop production",93,"Crop",502,13,"None","I",2
"9636","CP","Crop production",93,"Crop",502,17,"None","I",2
"9637","CP","Crop production",93,"Crop",502,22,"None","I",2
"9638","CP","Crop production",93,"Crop",502,24,"None","I",2
"9639","CP","Crop production",93,"Crop",502,26,"None","I",2
"9640","CP","Crop production",93,"Crop",502,31,"None","I",2
"9641","CP","Crop production",93,"Crop",502,36,"None","I",2
"9642","CP","Crop production",93,"Crop",502,41,"None","I",2
"9643","CP","Crop production",93,"Crop",502,56,"None","I",2
"9644","CP","Crop production",93,"Crop",502,57,"None","I",2
"9645","CP","Crop production",93,"Crop",502,59,"None","I",2
"9646","CP","Crop production",93,"Crop",502,71,"None","I",2
"9647","CP","Crop production",93,"Crop",502,72,"None","I",2
"9648","CP","Crop production",93,"Crop",502,73,"None","I",2
"9649","CP","Crop production",93,"Crop",502,85,"None","I",2
"9650","CP","None",10,"Plant",503,17,"None","I",2
"9651","CP","None",10,"Plant",503,24,"None","I",2
"9652","CP","None",10,"Plant",503,26,"None","I",2
"9653","CP","None",10,"Plant",503,31,"None","I",2
"9654","CP","None",10,"Plant",503,41,"None","I",2
"9655","CP","None",10,"Plant",503,43,"None","I",2
"9656","CP","None",10,"Plant",503,56,"None","I",2
"9657","CP","None",10,"Plant",503,59,"None","I",2
"9658","CP","None",10,"Plant",503,72,"None","I",2
"9659","CP","None",10,"Plant",503,73,"None","I",2
"9660","CP","None",10,"Plant",503,85,"None","I",2
"9661","CP","None",10,"Plant",503,93,"Crop production","I",2
"9662","CP","None",10,"Plant",503,17,"None","I",2
"9663","CP","None",10,"Plant",503,24,"None","I",2
"9664","CP","None",10,"Plant",503,26,"None","I",2
"9665","CP","None",10,"Plant",503,31,"None","I",2
"9666","CP","None",10,"Plant",503,41,"None","I",2
"9667","CP","None",10,"Plant",503,43,"None","I",2
"9668","CP","None",10,"Plant",503,56,"None","I",2
"9669","CP","None",10,"Plant",503,59,"None","I",2
"9670","CP","None",10,"Plant",503,72,"None","I",2
"9671","CP","None",10,"Plant",503,73,"None","I",2
"9672","CP","None",10,"Plant",503,85,"None","I",2
"9673","CP","None",10,"Plant",503,93,"Crop production","I",2
"9674","CP","None",10,"Plant",503,17,"None","I",2
"9675","CP","None",10,"Plant",503,24,"None","I",2
"9676","CP","None",10,"Plant",503,26,"None","I",2
"9677","CP","None",10,"Plant",503,31,"None","I",2
"9678","CP","None",10,"Plant",503,41,"None","I",2
"9679","CP","None",10,"Plant",503,43,"None","I",2
"9680","CP","None",10,"Plant",503,56,"None","I",2
"9681","CP","None",10,"Plant",503,59,"None","I",2
"9682","CP","None",10,"Plant",503,72,"None","I",2
"9683","CP","None",10,"Plant",503,73,"None","I",2
"9684","CP","None",10,"Plant",503,85,"None","I",2
"9685","CP","None",10,"Plant",503,93,"Crop production","I",2
"9686","CP","None",17,"Plant",503,10,"None","I",2
"9687","CP","None",17,"Plant",503,24,"None","I",2
"9688","CP","None",17,"Plant",503,26,"None","I",2
"9689","CP","None",17,"Plant",503,31,"None","I",2
"9690","CP","None",17,"Plant",503,41,"None","I",2
"9691","CP","None",17,"Plant",503,43,"None","I",2
"9692","CP","None",17,"Plant",503,56,"None","I",2
"9693","CP","None",17,"Plant",503,59,"None","I",2
"9694","CP","None",17,"Plant",503,72,"None","I",2
"9695","CP","None",17,"Plant",503,73,"None","I",2
"9696","CP","None",17,"Plant",503,85,"None","I",2
"9697","CP","None",17,"Plant",503,93,"Crop production","I",2
"9698","CP","None",17,"Plant",503,10,"None","I",2
"9699","CP","None",17,"Plant",503,24,"None","I",2
"9700","CP","None",17,"Plant",503,26,"None","I",2
"9701","CP","None",17,"Plant",503,31,"None","I",2
"9702","CP","None",17,"Plant",503,41,"None","I",2
"9703","CP","None",17,"Plant",503,43,"None","I",2
"9704","CP","None",17,"Plant",503,56,"None","I",2
"9705","CP","None",17,"Plant",503,59,"None","I",2
"9706","CP","None",17,"Plant",503,72,"None","I",2
"9707","CP","None",17,"Plant",503,73,"None","I",2
"9708","CP","None",17,"Plant",503,85,"None","I",2
"9709","CP","None",17,"Plant",503,93,"Crop production","I",2
"9710","CP","None",17,"Plant",503,10,"None","I",2
"9711","CP","None",17,"Plant",503,24,"None","I",2
"9712","CP","None",17,"Plant",503,26,"None","I",2
"9713","CP","None",17,"Plant",503,31,"None","I",2
"9714","CP","None",17,"Plant",503,41,"None","I",2
"9715","CP","None",17,"Plant",503,43,"None","I",2
"9716","CP","None",17,"Plant",503,56,"None","I",2
"9717","CP","None",17,"Plant",503,59,"None","I",2
"9718","CP","None",17,"Plant",503,72,"None","I",2
"9719","CP","None",17,"Plant",503,73,"None","I",2
"9720","CP","None",17,"Plant",503,85,"None","I",2
"9721","CP","None",17,"Plant",503,93,"Crop production","I",2
"9722","CP","None",24,"Plant",503,10,"None","I",2
"9723","CP","None",24,"Plant",503,17,"None","I",2
