"management","services","tot","Extensive_tot","ratio_change","amount_shuff_mean","amount_shuff_sd","n","z","signif"
"I","Bird watching",1018.7036637931,2076,0.490705040362767,1.18371171893639,0.0817450173147338,501,-8.47766263117193,"below"
"I","Butterfly watching",7924.32650862069,6903,1.14795400675369,1.28349269661659,0.137713272054319,501,-0.984209349186334,"not signif"
"IN","Bird watching",1018.7036637931,2076,0.490705040362767,1.18371171893639,0.0817450173147338,501,-8.47766263117193,"below"
"IN","Butterfly watching",1003.62176724138,6903,0.145389217331795,0.149350762476207,0.0105504922360349,501,-0.375484390280971,"not signif"
"M","Bird watching",1604.05818965517,2076,0.77266772141386,0.968510119900389,0.0425949996353719,501,-4.59777908587883,"below"
"M","Butterfly watching",6798.77392347033,6903,0.984901336153895,1.01214406452403,0.0205236837881351,501,-1.32738004791725,"not signif"
"SE","Bird watching",2050.66810344828,2076,0.987797737691848,1.01148254948478,0.0062363142200428,501,-3.79788621247003,"below"
"SE","Butterfly watching",6914.34376966264,6903,1.00164331010613,1.01706081056049,0.0060833741739027,501,-2.53436662181632,"below"
"SI","Bird watching",1120.32435344828,2076,0.539655276227493,1.03360952895717,0.065743835023957,501,-7.51331668664716,"below"
"SI","Butterfly watching",6556.11406786437,6903,0.949748524969487,1.09111879184597,0.088635784661888,501,-1.59495701894849,"not signif"
"I","Crop damage",760115.074551902,711450.9469,1.0684012409625,1.68605816201621,0.116564421796246,501,-5.29884600751829,"below"
"I","Crop production",608012.715517242,209300,2.90498191838147,2.90412219492346,0.003884103552598,501,0.221344113607873,"not signif"
"I","Pest control",9154.0499332906,7108.3167,1.28779432876008,1.52231385950835,0.137048323834277,501,-1.7112177966646,"not signif"
"I","Pollination",59573.8284473404,36736.7426,1.62164155641117,1.75919041221139,0.0740128822209608,501,-1.85844479599623,"not signif"
"I","Seed dispersal",269805.528706897,362197.49,0.744912751070961,1.34392118487454,0.094922371060607,501,-6.31050854620057,"below"
"IN","Crop damage",760115.074551902,711450.9469,1.0684012409625,1.68567869605536,0.116563228210108,501,-5.29564481502011,"below"
"IN","Crop production",608012.715517242,209300,2.90498191838147,2.90412219492346,0.00388410355259796,501,0.221344113607876,"not signif"
"IN","Pest control",9154.0499332906,7108.3167,1.28779432876008,1.52230885848858,0.137048025688366,501,-1.71118502839116,"not signif"
"IN","Pollination",19761.635593942,36736.7426,0.537925635081811,0.585153003980351,0.0414855506215922,501,-1.13840525655117,"not signif"
"IN","Seed dispersal",269805.528706897,362197.49,0.744912751070961,1.34392118487454,0.094922371060607,501,-6.31050854620057,"below"
"M","Crop damage",737907.708634326,711450.9469,1.03718704971805,1.1983758949554,0.0316062401891345,501,-5.09990572345153,"below"
"M","Crop production",247031.25,209300,1.18027353081701,1.1800387087663,0.000949458754574729,501,0.247322013281925,"not signif"
"M","Pest control",7378.6865473627,7108.3167,1.03803570645111,1.04566979073732,0.0120026837410979,501,-0.636031445206923,"not signif"
"M","Pollination",38185.0898157035,36736.7426,1.03942503099618,1.06131078564547,0.00972871904102902,501,-2.24960290835773,"below"
"M","Seed dispersal",288684.302392241,362197.49,0.79703562383119,0.980350404294834,0.0488405340740967,501,-3.75333284000405,"below"
"SE","Crop damage",849890.283787864,711450.9469,1.19458732536809,1.22235944642168,0.00980029181093561,501,-2.83380552226064,"below"
"SE","Crop production",229224.568965518,209300,1.09519622057104,1.09519095900494,0.000117769788057742,501,0.0446767051609637,"not signif"
"SE","Pest control",7227.70358675509,7108.3167,1.01679538093106,1.02680620619155,0.00833111616256599,501,-1.20161873453125,"not signif"
"SE","Pollination",37612.4322640163,36736.7426,1.0238368892297,1.0367722840695,0.00601676990678969,501,-2.1498902301722,"below"
"SE","Seed dispersal",352392.214956897,362197.49,0.972928373846259,1.01593949381899,0.0131970470661052,501,-3.25914727418068,"below"
"SI","Crop damage",595956.867695306,711450.9469,0.837664030516882,1.34534977006819,0.106026888107899,501,-4.7882735088354,"below"
"SI","Crop production",385405.926724138,209300,1.84140433217457,1.84086629593507,0.00291284979433836,501,0.184711288766985,"not signif"
"SI","Pest control",7474.63750110809,7108.3167,1.05153411371051,1.20861782918231,0.0864205570032965,501,-1.81766608453829,"not signif"
"SI","Pollination",46971.1209939113,36736.7426,1.27858698593248,1.33088990427712,0.0301439653087742,501,-1.73510411815041,"not signif"
"SI","Seed dispersal",242730.917424569,362197.49,0.670161787771001,1.10348508998368,0.0749579318199531,501,-5.78088658120277,"below"
