"contrast","estimate","p.value","iteration"
"E - SE",1.62153214395488,0.067344819185671,1
"E - M",2.59925969961975,0.00189711184501862,1
"E - SI",3.36732693500327,6.62106927903361e-05,1
"E - I",3.42006580942169,5.78293089414927e-05,1
"SE - M",0.977727555664868,0.363632127910208,1
"SE - SI",1.74579479104839,0.0274157146413513,1
"SE - I",1.79853366546681,0.0220677739527178,1
"M - SI",0.768067235383518,0.464004419526516,1
"M - I",0.82080610980194,0.394715168926755,1
"SI - I",0.0527388744184218,0.999916476660039,1
"E - SE",1.88190846582498,0.0265620343431172,2
"E - M",2.68215610143516,0.00128684401969259,2
"E - SI",3.36622489388718,5.13387291855016e-05,2
"E - I",3.40399798703322,4.6583004154388e-05,2
"SE - M",0.800247635610187,0.49149407566444,2
"SE - SI",1.4843164280622,0.0425847939996402,2
"SE - I",1.52208952120824,0.0358006251062333,2
"M - SI",0.684068792452013,0.546385498871411,2
"M - I",0.721841885598053,0.491713986652918,2
"SI - I",0.0377730931460394,0.999975595288051,2
"E - SE",0.788848011769091,0.653217561182162,3
"E - M",1.40175590541485,0.171038283499069,3
"E - SI",2.20977246669783,0.0191641559817554,3
"E - I",2.58460603238211,0.00509720556636106,3
"SE - M",0.612907893645758,0.813989751627024,3
"SE - SI",1.42092445492874,0.193350985090388,3
"SE - I",1.79575802061302,0.0639358149424412,3
"M - SI",0.808016561282977,0.64294238593536,3
"M - I",1.18285012696726,0.297338043140873,3
"SI - I",0.374833565684286,0.949028474075696,3
"E - SE",0.912269366083753,0.544785185464166,4
"E - M",0.997416248965604,0.474650242512033,4
"E - SI",2.01471348134429,0.0362173050833665,4
"E - I",2.06273784616164,0.0327983203531566,4
"SE - M",0.0851468828818508,0.999850232501833,4
"SE - SI",1.10244411526054,0.383107294433313,4
"SE - I",1.15046848007788,0.348189178605384,4
"M - SI",1.01729723237869,0.457896800728634,4
"M - I",1.06532159719603,0.418506442029549,4
"SI - I",0.048024364817346,0.999981705076556,4
"E - SE",1.00312793362387,0.441863244184311,5
"E - M",1.48617700261117,0.126027783763361,5
"E - SI",2.33528477571632,0.00881882890914887,5
"E - I",2.40169557558017,0.00727280031670396,5
"SE - M",0.483049068987297,0.911003820647849,5
"SE - SI",1.33215684209245,0.234403161377923,5
"SE - I",1.39856764195629,0.196388355604628,5
"M - SI",0.849107773105154,0.645088595088913,5
"M - I",0.915518572968997,0.579501013564508,5
"SI - I",0.0664107998638435,0.999943582005748,5
"E - SE",1.49348205228514,0.113204380950099,6
"E - M",1.68255142319729,0.0710888820378355,6
"E - SI",2.96877055450499,0.000674036811437073,6
"E - I",3.04204187680449,0.00056771923514054,6
"SE - M",0.189069370912157,0.99582377859436,6
"SE - SI",1.47528850221985,0.114094664893102,6
"SE - I",1.54855982451936,0.0897535920145296,6
"M - SI",1.28621913130769,0.200466824774235,6
"M - I",1.3594904536072,0.159242807289274,6
"SI - I",0.0732713222995072,0.999833422014416,6
"E - SE",1.26949704403646,0.222638857668243,7
"E - M",1.74655121050384,0.0494489427496405,7
"E - SI",2.53893786370685,0.00257380947563757,7
"E - I",2.60161887904327,0.00215483091863522,7
