"management","services_from","node_from","node_to","taxon_from","services_to","hop","type"
"E","None",23,114,"Plant","Pollination",1,"I"
"E","None",66,114,"Plant","Pollination",1,"I"
"E","None",66,115,"Plant","Pollination",1,"I"
"E","None",47,116,"Plant","Pollination",1,"I"
"E","None",7,117,"Plant","Pollination",1,"I"
"E","None",26,117,"Plant","Pollination",1,"I"
"E","None",7,118,"Plant","Pollination",1,"I"
"E","None",26,118,"Plant","Pollination",1,"I"
"E","None",45,118,"Plant","Pollination",1,"I"
"E","None",7,120,"Plant","Pollination",1,"I"
"E","None",23,123,"Plant","Pollination",1,"I"
"E","None",26,123,"Plant","Pollination",1,"I"
"E","None",23,125,"Plant","Pollination",1,"I"
"E","None",66,125,"Plant","Pollination",1,"I"
"E","None",68,127,"Plant","Pollination",1,"I"
"E","None",50,128,"Plant","Pollination",1,"I"
"E","None",45,130,"Plant","Pollination",1,"I"
"E","None",23,131,"Plant","Pollination",1,"I"
"E","None",7,132,"Plant","Pollination",1,"I"
"E","None",50,132,"Plant","Pollination",1,"I"
"E","None",7,135,"Plant","Pollination",1,"I"
"E","None",45,145,"Plant","Pollination",1,"I"
"E","None",50,145,"Plant","Pollination",1,"I"
"E","None",50,146,"Plant","Pollination",1,"I"
"E","None",7,152,"Plant","Pollination",1,"I"
"E","None",7,153,"Plant","Pollination",1,"I"
"E","None",79,155,"Plant","Pollination",1,"I"
"E","None",7,156,"Plant","Pollination",1,"I"
"E","None",3,158,"Plant","Pollination",1,"I"
"E","None",23,158,"Plant","Pollination",1,"I"
"E","None",26,163,"Plant","Pollination",1,"I"
"E","None",45,163,"Plant","Pollination",1,"I"
"E","None",23,168,"Plant","Pollination",1,"I"
"E","None",23,170,"Plant","Pollination",1,"I"
"E","None",23,171,"Plant","Pollination",1,"I"
"E","None",7,173,"Plant","Pollination",1,"I"
"E","None",23,173,"Plant","Pollination",1,"I"
"E","None",50,173,"Plant","Pollination",1,"I"
"E","None",66,173,"Plant","Pollination",1,"I"
"E","None",23,174,"Plant","Pollination",1,"I"
"E","None",23,176,"Plant","Pollination",1,"I"
"E","None",7,177,"Plant","Pollination",1,"I"
"E","None",23,177,"Plant","Pollination",1,"I"
"E","None",79,177,"Plant","Pollination",1,"I"
"E","None",68,178,"Plant","Pollination",1,"I"
"E","None",7,181,"Plant","Pollination",1,"I"
"E","None",50,183,"Plant","Pollination",1,"I"
"E","None",23,186,"Plant","Pollination",1,"I"
"E","None",23,187,"Plant","Pollination",1,"I"
"E","None",50,187,"Plant","Pollination",1,"I"
"E","None",45,192,"Plant","Pollination",1,"I"
"E","None",50,193,"Plant","Pollination",1,"I"
"E","None",23,195,"Plant","Pollination",1,"I"
"E","None",23,208,"Plant","Pollination",1,"I"
"E","None",7,210,"Plant","Pollination",1,"I"
"E","None",26,212,"Plant","Pollination",1,"I"
"E","None",26,213,"Plant","Pollination",1,"I"
"E","None",50,215,"Plant","Pollination",1,"I"
"E","None",26,221,"Plant","Pollination",1,"I"
"E","None",7,223,"Plant","Pollination",1,"I"
"E","None",7,228,"Plant","Pollination",1,"I"
"E","None",66,228,"Plant","Pollination",1,"I"
"E","None",79,228,"Plant","Pollination",1,"I"
"E","None",24,229,"Plant","Pollination",1,"I"
"E","None",50,230,"Plant","Pollination",1,"I"
"E","None",23,234,"Plant","Pollination",1,"I"
"E","None",23,236,"Plant","Pollination",1,"I"
"E","None",79,238,"Plant","Pollination",1,"I"
"E","None",50,239,"Plant","Pollination",1,"I"
"E","None",7,243,"Plant","Pollination",1,"I"
"E","None",66,246,"Plant","Pollination",1,"I"
"E","None",7,254,"Plant","Pollination",1,"I"
"E","None",26,254,"Plant","Pollination",1,"I"
"E","None",58,254,"Plant","Pollination",1,"I"
"E","None",68,254,"Plant","Pollination",1,"I"
"E","None",26,255,"Plant","Pollination",1,"I"
"E","None",23,257,"Plant","Pollination",1,"I"
"E","None",23,258,"Plant","Pollination",1,"I"
"E","None",23,260,"Plant","Pollination",1,"I"
"E","None",26,267,"Plant","Pollination",1,"I"
"E","None",23,268,"Plant","Pollination",1,"I"
"E","None",66,270,"Plant","Pollination",1,"I"
"E","None",79,271,"Plant","Pollination",1,"I"
"E","None",7,272,"Plant","Pollination",1,"I"
"E","None",13,272,"Plant","Pollination",1,"I"
"E","None",17,272,"Plant","Pollination",1,"I"
"E","None",23,272,"Plant","Pollination",1,"I"
"E","None",24,272,"Plant","Pollination",1,"I"
"E","None",45,272,"Plant","Pollination",1,"I"
"E","None",49,272,"Plant","Pollination",1,"I"
"E","None",66,272,"Plant","Pollination",1,"I"
"E","None",79,272,"Plant","Pollination",1,"I"
"E","None",7,275,"Plant","Pollination",1,"I"
"E","None",23,275,"Plant","Pollination",1,"I"
"E","None",26,275,"Plant","Pollination",1,"I"
"E","None",7,276,"Plant","Pollination",1,"I"
"E","None",50,277,"Plant","Pollination",1,"I"
"E","None",7,281,"Plant","Pollination",1,"I"
"E","None",23,286,"Plant","Pollination",1,"I"
"E","None",23,287,"Plant","Pollination",1,"I"
"E","None",23,288,"Plant","Pollination",1,"I"
"E","None",7,292,"Plant","Pollination",1,"I"
"E","None",7,294,"Plant","Pollination",1,"I"
"E","None",26,294,"Plant","Pollination",1,"I"
"E","None",79,294,"Plant","Pollination",1,"I"
"E","None",5,301,"Plant","Pollination",1,"I"
"E","None",20,301,"Plant","Pollination",1,"I"
"E","None",26,301,"Plant","Pollination",1,"I"
"E","None",45,301,"Plant","Pollination",1,"I"
"E","None",50,301,"Plant","Pollination",1,"I"
"E","None",23,302,"Plant","Pollination",1,"I"
"E","None",12,303,"Plant","Pollination",1,"I"
"E","None",50,303,"Plant","Pollination",1,"I"
"E","None",7,304,"Plant","Pollination",1,"I"
"E","None",7,305,"Plant","Pollination",1,"I"
"E","None",79,305,"Plant","Pollination",1,"I"
"E","None",7,316,"Plant","Pollination",1,"I"
"E","None",26,316,"Plant","Pollination",1,"I"
"E","None",79,319,"Plant","Pollination",1,"I"
"E","None",7,320,"Plant","Pollination",1,"I"
"E","None",23,322,"Plant","Pollination",1,"I"
"E","None",26,327,"Plant","Pollination",1,"I"
"E","None",7,332,"Plant","Pollination",1,"I"
"E","None",12,338,"Plant","Crop damage",1,"I"
"E","None",75,340,"Plant","Crop damage",1,"I"
"E","None",7,348,"Plant","Crop damage",1,"I"
"E","None",75,350,"Plant","Crop damage",1,"I"
"E","None",5,354,"Plant","Crop damage",1,"I"
"E","None",68,357,"Plant","Crop damage",1,"I"
"E","None",7,363,"Plant","Pest control",1,"I"
"E","None",75,363,"Plant","Pest control",1,"I"
"E","Crop damage",348,363,"Aphid","Pest control",1,"I"
"E","Crop damage",350,363,"Aphid","Pest control",1,"I"
"E","None",75,374,"Plant","Pest control",1,"I"
"E","Crop damage",350,374,"Aphid","Pest control",1,"I"
"E","None",5,376,"Plant","Pest control",1,"I"
"E","Crop damage",354,376,"Aphid","Pest control",1,"I"
"E","None",5,379,"Plant","Pest control",1,"I"
"E","Crop damage",354,379,"Aphid","Pest control",1,"I"
"E","None",45,382,"Plant","Pest control",1,"I"
"E","None",5,385,"Plant","Pest control",1,"I"
"E","None",7,385,"Plant","Pest control",1,"I"
"E","None",31,386,"Plant","Pest control",1,"I"
"E","None",26,389,"Plant","Pest control",1,"I"
"E","None",5,391,"Plant","Pest control",1,"I"
"E","None",50,397,"Plant","Pest control",1,"I"
"E","None",5,402,"Plant","Pest control",1,"I"
"E","None",31,402,"Plant","Pest control",1,"I"
"E","None",35,402,"Plant","Pest control",1,"I"
"E","None",26,406,"Plant","Pest control",1,"I"
"E","None",41,407,"Plant","Pest control",1,"I"
"E","None",7,420,"Plant","Pest control",1,"I"
"E","None",5,422,"Plant","Pest control",1,"I"
"E","None",7,422,"Plant","Pest control",1,"I"
"E","None",41,428,"Plant","Pest control",1,"I"
"E","None",42,428,"Plant","Pest control",1,"I"
"E","None",50,428,"Plant","Pest control",1,"I"
"E","None",41,432,"Plant","Pest control",1,"I"
"E","None",24,434,"Plant","Pest control",1,"I"
"E","None",23,436,"Plant","Pest control",1,"I"
"E","None",73,436,"Plant","Pest control",1,"I"
"E","None",73,437,"Plant","Pest control",1,"I"
"E","None",5,441,"Plant","Pest control",1,"I"
"E","None",41,442,"Plant","Pest control",1,"I"
"E","None",51,443,"Plant","Pest control",1,"I"
"E","None",23,446,"Plant","Pest control",1,"I"
"E","None",50,446,"Plant","Pest control",1,"I"
"E","None",5,457,"Plant","Pest control",1,"I"
"E","None",23,459,"Plant","Pest control",1,"I"
"E","None",41,473,"Plant","Pest control",1,"I"
"E","None",45,474,"Plant","Crop damage",1,"I"
"E","None",73,489,"Plant","Crop damage",1,"I"
"E","None",11,493,"Plant","Crop damage",1,"I"
"E","None",11,493,"Plant","Seed dispersal",1,"I"
"E","None",11,493,"Plant","Bird watching",1,"I"
"E","None",47,493,"Plant","Crop damage",1,"I"
"E","None",47,493,"Plant","Seed dispersal",1,"I"
"E","None",47,493,"Plant","Bird watching",1,"I"
"E","None",52,493,"Plant","Crop damage",1,"I"
"E","None",52,493,"Plant","Seed dispersal",1,"I"
"E","None",52,493,"Plant","Bird watching",1,"I"
"E","None",5,494,"Plant","Crop damage",1,"I"
"E","None",5,494,"Plant","Seed dispersal",1,"I"
"E","None",5,494,"Plant","Bird watching",1,"I"
"E","None",7,494,"Plant","Crop damage",1,"I"
"E","None",7,494,"Plant","Seed dispersal",1,"I"
"E","None",7,494,"Plant","Bird watching",1,"I"
"E","None",11,494,"Plant","Crop damage",1,"I"
"E","None",11,494,"Plant","Seed dispersal",1,"I"
"E","None",11,494,"Plant","Bird watching",1,"I"
"E","None",32,494,"Plant","Crop damage",1,"I"
"E","None",32,494,"Plant","Seed dispersal",1,"I"
"E","None",32,494,"Plant","Bird watching",1,"I"
"E","None",42,494,"Plant","Crop damage",1,"I"
"E","None",42,494,"Plant","Seed dispersal",1,"I"
"E","None",42,494,"Plant","Bird watching",1,"I"
"E","None",47,494,"Plant","Crop damage",1,"I"
"E","None",47,494,"Plant","Seed dispersal",1,"I"
"E","None",47,494,"Plant","Bird watching",1,"I"
"E","None",52,494,"Plant","Crop damage",1,"I"
"E","None",52,494,"Plant","Seed dispersal",1,"I"
"E","None",52,494,"Plant","Bird watching",1,"I"
"E","None",54,494,"Plant","Crop damage",1,"I"
"E","None",54,494,"Plant","Seed dispersal",1,"I"
"E","None",54,494,"Plant","Bird watching",1,"I"
"E","None",58,494,"Plant","Crop damage",1,"I"
"E","None",58,494,"Plant","Seed dispersal",1,"I"
"E","None",58,494,"Plant","Bird watching",1,"I"
"E","None",66,494,"Plant","Crop damage",1,"I"
"E","None",66,494,"Plant","Seed dispersal",1,"I"
"E","None",66,494,"Plant","Bird watching",1,"I"
"E","None",67,494,"Plant","Crop damage",1,"I"
"E","None",67,494,"Plant","Seed dispersal",1,"I"
"E","None",67,494,"Plant","Bird watching",1,"I"
"E","None",68,494,"Plant","Crop damage",1,"I"
"E","None",68,494,"Plant","Seed dispersal",1,"I"
"E","None",68,494,"Plant","Bird watching",1,"I"
"E","None",69,494,"Plant","Crop damage",1,"I"
"E","None",69,494,"Plant","Seed dispersal",1,"I"
"E","None",69,494,"Plant","Bird watching",1,"I"
"E","None",5,495,"Plant","Crop damage",1,"I"
"E","None",5,495,"Plant","Seed dispersal",1,"I"
"E","None",5,495,"Plant","Bird watching",1,"I"
"E","None",7,495,"Plant","Crop damage",1,"I"
"E","None",7,495,"Plant","Seed dispersal",1,"I"
"E","None",7,495,"Plant","Bird watching",1,"I"
"E","None",11,495,"Plant","Crop damage",1,"I"
"E","None",11,495,"Plant","Seed dispersal",1,"I"
"E","None",11,495,"Plant","Bird watching",1,"I"
"E","None",32,495,"Plant","Crop damage",1,"I"
"E","None",32,495,"Plant","Seed dispersal",1,"I"
"E","None",32,495,"Plant","Bird watching",1,"I"
"E","None",42,495,"Plant","Crop damage",1,"I"
"E","None",42,495,"Plant","Seed dispersal",1,"I"
"E","None",42,495,"Plant","Bird watching",1,"I"
"E","None",52,495,"Plant","Crop damage",1,"I"
"E","None",52,495,"Plant","Seed dispersal",1,"I"
"E","None",52,495,"Plant","Bird watching",1,"I"
"E","None",58,495,"Plant","Crop damage",1,"I"
"E","None",58,495,"Plant","Seed dispersal",1,"I"
"E","None",58,495,"Plant","Bird watching",1,"I"
"E","None",67,495,"Plant","Crop damage",1,"I"
"E","None",67,495,"Plant","Seed dispersal",1,"I"
"E","None",67,495,"Plant","Bird watching",1,"I"
"E","None",68,495,"Plant","Crop damage",1,"I"
"E","None",68,495,"Plant","Seed dispersal",1,"I"
"E","None",68,495,"Plant","Bird watching",1,"I"
"E","None",69,495,"Plant","Crop damage",1,"I"
"E","None",69,495,"Plant","Seed dispersal",1,"I"
"E","None",69,495,"Plant","Bird watching",1,"I"
"E","None",5,496,"Plant","Crop damage",1,"I"
"E","None",5,496,"Plant","Seed dispersal",1,"I"
"E","None",5,496,"Plant","Bird watching",1,"I"
"E","None",7,496,"Plant","Crop damage",1,"I"
"E","None",7,496,"Plant","Seed dispersal",1,"I"
"E","None",7,496,"Plant","Bird watching",1,"I"
"E","None",11,496,"Plant","Crop damage",1,"I"
"E","None",11,496,"Plant","Seed dispersal",1,"I"
"E","None",11,496,"Plant","Bird watching",1,"I"
"E","None",32,496,"Plant","Crop damage",1,"I"
"E","None",32,496,"Plant","Seed dispersal",1,"I"
"E","None",32,496,"Plant","Bird watching",1,"I"
"E","None",42,496,"Plant","Crop damage",1,"I"
"E","None",42,496,"Plant","Seed dispersal",1,"I"
"E","None",42,496,"Plant","Bird watching",1,"I"
"E","None",52,496,"Plant","Crop damage",1,"I"
"E","None",52,496,"Plant","Seed dispersal",1,"I"
"E","None",52,496,"Plant","Bird watching",1,"I"
"E","None",58,496,"Plant","Crop damage",1,"I"
"E","None",58,496,"Plant","Seed dispersal",1,"I"
"E","None",58,496,"Plant","Bird watching",1,"I"
"E","None",67,496,"Plant","Crop damage",1,"I"
"E","None",67,496,"Plant","Seed dispersal",1,"I"
"E","None",67,496,"Plant","Bird watching",1,"I"
"E","None",68,496,"Plant","Crop damage",1,"I"
"E","None",68,496,"Plant","Seed dispersal",1,"I"
"E","None",68,496,"Plant","Bird watching",1,"I"
"E","None",69,496,"Plant","Crop damage",1,"I"
"E","None",69,496,"Plant","Seed dispersal",1,"I"
"E","None",69,496,"Plant","Bird watching",1,"I"
"E","None",5,497,"Plant","Crop damage",1,"I"
"E","None",5,497,"Plant","Seed dispersal",1,"I"
"E","None",5,497,"Plant","Bird watching",1,"I"
"E","None",7,497,"Plant","Crop damage",1,"I"
"E","None",7,497,"Plant","Seed dispersal",1,"I"
"E","None",7,497,"Plant","Bird watching",1,"I"
"E","None",11,497,"Plant","Crop damage",1,"I"
"E","None",11,497,"Plant","Seed dispersal",1,"I"
"E","None",11,497,"Plant","Bird watching",1,"I"
"E","None",12,497,"Plant","Crop damage",1,"I"
"E","None",12,497,"Plant","Seed dispersal",1,"I"
"E","None",12,497,"Plant","Bird watching",1,"I"
"E","None",28,497,"Plant","Crop damage",1,"I"
"E","None",28,497,"Plant","Seed dispersal",1,"I"
"E","None",28,497,"Plant","Bird watching",1,"I"
"E","None",32,497,"Plant","Crop damage",1,"I"
"E","None",32,497,"Plant","Seed dispersal",1,"I"
"E","None",32,497,"Plant","Bird watching",1,"I"
"E","None",42,497,"Plant","Crop damage",1,"I"
"E","None",42,497,"Plant","Seed dispersal",1,"I"
"E","None",42,497,"Plant","Bird watching",1,"I"
"E","None",49,497,"Plant","Crop damage",1,"I"
"E","None",49,497,"Plant","Seed dispersal",1,"I"
"E","None",49,497,"Plant","Bird watching",1,"I"
"E","None",52,497,"Plant","Crop damage",1,"I"
"E","None",52,497,"Plant","Seed dispersal",1,"I"
"E","None",52,497,"Plant","Bird watching",1,"I"
"E","None",58,497,"Plant","Crop damage",1,"I"
"E","None",58,497,"Plant","Seed dispersal",1,"I"
"E","None",58,497,"Plant","Bird watching",1,"I"
"E","None",67,497,"Plant","Crop damage",1,"I"
"E","None",67,497,"Plant","Seed dispersal",1,"I"
"E","None",67,497,"Plant","Bird watching",1,"I"
"E","None",68,497,"Plant","Crop damage",1,"I"
"E","None",68,497,"Plant","Seed dispersal",1,"I"
"E","None",68,497,"Plant","Bird watching",1,"I"
"E","None",69,497,"Plant","Crop damage",1,"I"
"E","None",69,497,"Plant","Seed dispersal",1,"I"
"E","None",69,497,"Plant","Bird watching",1,"I"
"E","None",7,498,"Plant","Crop damage",1,"I"
"E","None",7,498,"Plant","Seed dispersal",1,"I"
"E","None",7,498,"Plant","Bird watching",1,"I"
"E","None",11,498,"Plant","Crop damage",1,"I"
"E","None",11,498,"Plant","Seed dispersal",1,"I"
"E","None",11,498,"Plant","Bird watching",1,"I"
"E","None",32,498,"Plant","Crop damage",1,"I"
"E","None",32,498,"Plant","Seed dispersal",1,"I"
"E","None",32,498,"Plant","Bird watching",1,"I"
"E","None",34,498,"Plant","Crop damage",1,"I"
"E","None",34,498,"Plant","Seed dispersal",1,"I"
"E","None",34,498,"Plant","Bird watching",1,"I"
"E","None",42,498,"Plant","Crop damage",1,"I"
"E","None",42,498,"Plant","Seed dispersal",1,"I"
"E","None",42,498,"Plant","Bird watching",1,"I"
"E","None",52,498,"Plant","Crop damage",1,"I"
"E","None",52,498,"Plant","Seed dispersal",1,"I"
"E","None",52,498,"Plant","Bird watching",1,"I"
"E","None",67,498,"Plant","Crop damage",1,"I"
"E","None",67,498,"Plant","Seed dispersal",1,"I"
"E","None",67,498,"Plant","Bird watching",1,"I"
"E","None",69,498,"Plant","Crop damage",1,"I"
"E","None",69,498,"Plant","Seed dispersal",1,"I"
"E","None",69,498,"Plant","Bird watching",1,"I"
"E","None",5,499,"Plant","Crop damage",1,"I"
"E","None",5,499,"Plant","Seed dispersal",1,"I"
"E","None",5,499,"Plant","Bird watching",1,"I"
"E","None",7,499,"Plant","Crop damage",1,"I"
"E","None",7,499,"Plant","Seed dispersal",1,"I"
"E","None",7,499,"Plant","Bird watching",1,"I"
"E","None",11,499,"Plant","Crop damage",1,"I"
"E","None",11,499,"Plant","Seed dispersal",1,"I"
"E","None",11,499,"Plant","Bird watching",1,"I"
"E","None",32,499,"Plant","Crop damage",1,"I"
"E","None",32,499,"Plant","Seed dispersal",1,"I"
"E","None",32,499,"Plant","Bird watching",1,"I"
"E","None",34,499,"Plant","Crop damage",1,"I"
"E","None",34,499,"Plant","Seed dispersal",1,"I"
"E","None",34,499,"Plant","Bird watching",1,"I"
"E","None",38,499,"Plant","Crop damage",1,"I"
"E","None",38,499,"Plant","Seed dispersal",1,"I"
"E","None",38,499,"Plant","Bird watching",1,"I"
"E","None",42,499,"Plant","Crop damage",1,"I"
"E","None",42,499,"Plant","Seed dispersal",1,"I"
"E","None",42,499,"Plant","Bird watching",1,"I"
"E","None",52,499,"Plant","Crop damage",1,"I"
"E","None",52,499,"Plant","Seed dispersal",1,"I"
"E","None",52,499,"Plant","Bird watching",1,"I"
"E","None",54,499,"Plant","Crop damage",1,"I"
"E","None",54,499,"Plant","Seed dispersal",1,"I"
"E","None",54,499,"Plant","Bird watching",1,"I"
"E","None",67,499,"Plant","Crop damage",1,"I"
"E","None",67,499,"Plant","Seed dispersal",1,"I"
"E","None",67,499,"Plant","Bird watching",1,"I"
"E","None",69,499,"Plant","Crop damage",1,"I"
"E","None",69,499,"Plant","Seed dispersal",1,"I"
"E","None",69,499,"Plant","Bird watching",1,"I"
"E","None",7,500,"Plant","Crop damage",1,"I"
"E","None",7,500,"Plant","Seed dispersal",1,"I"
"E","None",7,500,"Plant","Bird watching",1,"I"
"E","None",11,500,"Plant","Crop damage",1,"I"
"E","None",11,500,"Plant","Seed dispersal",1,"I"
"E","None",11,500,"Plant","Bird watching",1,"I"
"E","None",12,500,"Plant","Crop damage",1,"I"
"E","None",12,500,"Plant","Seed dispersal",1,"I"
"E","None",12,500,"Plant","Bird watching",1,"I"
"E","None",34,500,"Plant","Crop damage",1,"I"
"E","None",34,500,"Plant","Seed dispersal",1,"I"
"E","None",34,500,"Plant","Bird watching",1,"I"
"E","None",52,500,"Plant","Crop damage",1,"I"
"E","None",52,500,"Plant","Seed dispersal",1,"I"
"E","None",52,500,"Plant","Bird watching",1,"I"
"E","None",7,501,"Plant","Crop damage",1,"I"
"E","None",7,501,"Plant","Seed dispersal",1,"I"
"E","None",7,501,"Plant","Bird watching",1,"I"
"E","None",11,501,"Plant","Crop damage",1,"I"
"E","None",11,501,"Plant","Seed dispersal",1,"I"
"E","None",11,501,"Plant","Bird watching",1,"I"
"E","None",32,501,"Plant","Crop damage",1,"I"
"E","None",32,501,"Plant","Seed dispersal",1,"I"
"E","None",32,501,"Plant","Bird watching",1,"I"
"E","None",42,501,"Plant","Crop damage",1,"I"
"E","None",42,501,"Plant","Seed dispersal",1,"I"
"E","None",42,501,"Plant","Bird watching",1,"I"
"E","None",52,501,"Plant","Crop damage",1,"I"
"E","None",52,501,"Plant","Seed dispersal",1,"I"
"E","None",52,501,"Plant","Bird watching",1,"I"
"E","None",54,501,"Plant","Crop damage",1,"I"
"E","None",54,501,"Plant","Seed dispersal",1,"I"
"E","None",54,501,"Plant","Bird watching",1,"I"
"E","None",66,501,"Plant","Crop damage",1,"I"
"E","None",66,501,"Plant","Seed dispersal",1,"I"
"E","None",66,501,"Plant","Bird watching",1,"I"
"E","None",67,501,"Plant","Crop damage",1,"I"
"E","None",67,501,"Plant","Seed dispersal",1,"I"
"E","None",67,501,"Plant","Bird watching",1,"I"
"E","None",69,501,"Plant","Crop damage",1,"I"
"E","None",69,501,"Plant","Seed dispersal",1,"I"
"E","None",69,501,"Plant","Bird watching",1,"I"
"E","None",5,502,"Plant","Crop damage",1,"I"
"E","None",5,502,"Plant","Seed dispersal",1,"I"
"E","None",5,502,"Plant","Bird watching",1,"I"
"E","None",7,502,"Plant","Crop damage",1,"I"
"E","None",7,502,"Plant","Seed dispersal",1,"I"
"E","None",7,502,"Plant","Bird watching",1,"I"
"E","None",11,502,"Plant","Crop damage",1,"I"
"E","None",11,502,"Plant","Seed dispersal",1,"I"
"E","None",11,502,"Plant","Bird watching",1,"I"
"E","None",12,502,"Plant","Crop damage",1,"I"
"E","None",12,502,"Plant","Seed dispersal",1,"I"
"E","None",12,502,"Plant","Bird watching",1,"I"
"E","None",28,502,"Plant","Crop damage",1,"I"
"E","None",28,502,"Plant","Seed dispersal",1,"I"
"E","None",28,502,"Plant","Bird watching",1,"I"
"E","None",34,502,"Plant","Crop damage",1,"I"
"E","None",34,502,"Plant","Seed dispersal",1,"I"
"E","None",34,502,"Plant","Bird watching",1,"I"
"E","None",42,502,"Plant","Crop damage",1,"I"
"E","None",42,502,"Plant","Seed dispersal",1,"I"
"E","None",42,502,"Plant","Bird watching",1,"I"
"E","None",47,502,"Plant","Crop damage",1,"I"
"E","None",47,502,"Plant","Seed dispersal",1,"I"
"E","None",47,502,"Plant","Bird watching",1,"I"
"E","None",49,502,"Plant","Crop damage",1,"I"
"E","None",49,502,"Plant","Seed dispersal",1,"I"
"E","None",49,502,"Plant","Bird watching",1,"I"
"E","None",52,502,"Plant","Crop damage",1,"I"
"E","None",52,502,"Plant","Seed dispersal",1,"I"
"E","None",52,502,"Plant","Bird watching",1,"I"
"E","None",54,502,"Plant","Crop damage",1,"I"
"E","None",54,502,"Plant","Seed dispersal",1,"I"
"E","None",54,502,"Plant","Bird watching",1,"I"
"E","None",58,502,"Plant","Crop damage",1,"I"
"E","None",58,502,"Plant","Seed dispersal",1,"I"
"E","None",58,502,"Plant","Bird watching",1,"I"
"E","None",66,502,"Plant","Crop damage",1,"I"
"E","None",66,502,"Plant","Seed dispersal",1,"I"
"E","None",66,502,"Plant","Bird watching",1,"I"
"E","None",67,502,"Plant","Crop damage",1,"I"
"E","None",67,502,"Plant","Seed dispersal",1,"I"
"E","None",67,502,"Plant","Bird watching",1,"I"
"E","None",68,502,"Plant","Crop damage",1,"I"
"E","None",68,502,"Plant","Seed dispersal",1,"I"
"E","None",68,502,"Plant","Bird watching",1,"I"
"E","None",11,503,"Plant","Crop damage",1,"I"
"E","None",11,503,"Plant","Seed dispersal",1,"I"
"E","None",11,503,"Plant","Bird watching",1,"I"
"E","None",12,503,"Plant","Crop damage",1,"I"
"E","None",12,503,"Plant","Seed dispersal",1,"I"
"E","None",12,503,"Plant","Bird watching",1,"I"
"E","None",34,503,"Plant","Crop damage",1,"I"
"E","None",34,503,"Plant","Seed dispersal",1,"I"
"E","None",34,503,"Plant","Bird watching",1,"I"
"E","None",52,503,"Plant","Crop damage",1,"I"
"E","None",52,503,"Plant","Seed dispersal",1,"I"
"E","None",52,503,"Plant","Bird watching",1,"I"
"E","None",54,503,"Plant","Crop damage",1,"I"
"E","None",54,503,"Plant","Seed dispersal",1,"I"
"E","None",54,503,"Plant","Bird watching",1,"I"
"E","None",58,503,"Plant","Crop damage",1,"I"
"E","None",58,503,"Plant","Seed dispersal",1,"I"
"E","None",58,503,"Plant","Bird watching",1,"I"
"E","None",66,503,"Plant","Crop damage",1,"I"
"E","None",66,503,"Plant","Seed dispersal",1,"I"
"E","None",66,503,"Plant","Bird watching",1,"I"
"E","None",69,503,"Plant","Crop damage",1,"I"
"E","None",69,503,"Plant","Seed dispersal",1,"I"
"E","None",69,503,"Plant","Bird watching",1,"I"
"E","None",1,505,"Plant","Crop damage",1,"I"
"E","None",5,505,"Plant","Crop damage",1,"I"
"E","None",7,505,"Plant","Crop damage",1,"I"
"E","None",31,505,"Plant","Crop damage",1,"I"
"E","None",34,505,"Plant","Crop damage",1,"I"
"E","None",38,505,"Plant","Crop damage",1,"I"
"E","None",41,505,"Plant","Crop damage",1,"I"
"E","None",45,505,"Plant","Crop damage",1,"I"
"E","None",46,505,"Plant","Crop damage",1,"I"
"E","None",47,505,"Plant","Crop damage",1,"I"
"E","None",54,505,"Plant","Crop damage",1,"I"
"E","None",59,505,"Plant","Crop damage",1,"I"
"E","None",68,505,"Plant","Crop damage",1,"I"
"E","None",76,505,"Plant","Crop damage",1,"I"
"E","None",1,506,"Plant","Crop damage",1,"I"
"E","None",5,506,"Plant","Crop damage",1,"I"
"E","None",7,506,"Plant","Crop damage",1,"I"
"E","None",11,506,"Plant","Crop damage",1,"I"
"E","None",28,506,"Plant","Crop damage",1,"I"
"E","None",32,506,"Plant","Crop damage",1,"I"
"E","None",34,506,"Plant","Crop damage",1,"I"
"E","None",37,506,"Plant","Crop damage",1,"I"
"E","None",38,506,"Plant","Crop damage",1,"I"
"E","None",42,506,"Plant","Crop damage",1,"I"
"E","None",46,506,"Plant","Crop damage",1,"I"
"E","None",47,506,"Plant","Crop damage",1,"I"
"E","None",49,506,"Plant","Crop damage",1,"I"
"E","None",52,506,"Plant","Crop damage",1,"I"
"E","None",54,506,"Plant","Crop damage",1,"I"
"E","None",59,506,"Plant","Crop damage",1,"I"
"E","None",67,506,"Plant","Crop damage",1,"I"
"E","None",68,506,"Plant","Crop damage",1,"I"
"E","None",76,506,"Plant","Crop damage",1,"I"
"E","None",1,508,"Plant","Crop damage",1,"I"
"E","None",5,508,"Plant","Crop damage",1,"I"
"E","None",7,508,"Plant","Crop damage",1,"I"
"E","None",11,508,"Plant","Crop damage",1,"I"
"E","None",31,508,"Plant","Crop damage",1,"I"
"E","None",32,508,"Plant","Crop damage",1,"I"
"E","None",34,508,"Plant","Crop damage",1,"I"
"E","None",38,508,"Plant","Crop damage",1,"I"
"E","None",41,508,"Plant","Crop damage",1,"I"
"E","None",42,508,"Plant","Crop damage",1,"I"
"E","None",45,508,"Plant","Crop damage",1,"I"
"E","None",46,508,"Plant","Crop damage",1,"I"
"E","None",47,508,"Plant","Crop damage",1,"I"
"E","None",49,508,"Plant","Crop damage",1,"I"
