"node_from","node_to","weight","management"
7,498,0.0200025675032413,"E"
7,499,0.00203151076204795,"E"
7,500,0.0051569119344294,"E"
7,501,0.0063875386460546,"E"
7,502,0.00177757191679195,"E"
7,503,0.00234405087928609,"E"
7,504,0.00240265215126824,"E"
8,496,1.87850767329547e-05,"E"
8,497,2.5130537435391e-06,"E"
8,498,6.43341758346009e-05,"E"
8,499,6.53393973320165e-06,"E"
8,501,2.05442143534321e-05,"E"
8,504,7.72764026138272e-06,"E"
8,505,3.76958061530864e-06,"E"
11,497,0.000219787491987023,"E"
11,499,0.000571447479166261,"E"
11,500,0.00145059744711435,"E"
11,501,0.00179676274699392,"E"
11,502,0.000500016544270478,"E"
11,504,0.000675846537860097,"E"
11,505,0.000329681237980535,"E"
12,495,4.48580093221729e-05,"E"
12,496,0.000279428016402702,"E"
12,497,3.73816744351441e-05,"E"
12,498,0.000956970865539688,"E"
12,499,9.71923535313745e-05,"E"
12,500,0.000246719051271951,"E"
12,501,0.000305595188507303,"E"
12,502,8.50433093399527e-05,"E"
12,503,0.000112145023305432,"E"
12,504,0.000114948648888068,"E"
12,505,5.60725116527161e-05,"E"
13,499,7.18733370652182e-05,"E"
13,502,6.28891699320659e-05,"E"
13,504,8.50040428752099e-05,"E"
13,505,4.14653867683951e-05,"E"
14,496,0.0121124609351031,"E"
14,497,0.00162039611171948,"E"
14,498,0.0414821404600187,"E"
14,499,0.00421302989047065,"E"
14,500,0.0106946143373486,"E"
14,502,0.00368640115416182,"E"
14,503,0.00486118833515844,"E"
14,504,0.0049827180435374,"E"
16,496,0.000109579614275569,"E"
16,497,1.46594801706447e-05,"E"
16,498,0.000375282692368505,"E"
16,499,3.81146484436763e-05,"E"
16,500,9.67525691262552e-05,"E"
16,503,4.39784405119342e-05,"E"
16,504,4.50779015247325e-05,"E"
16,505,2.19892202559671e-05,"E"
17,497,1.95808770850755e-05,"E"
17,500,0.000129233788761498,"E"
19,496,0.000752185780848729,"E"
19,497,0.000100626860314211,"E"
19,498,0.00257604762404381,"E"
19,499,0.000261629836816949,"E"
19,500,0.000664137278073795,"E"
19,503,0.000301880580942634,"E"
19,504,0.0003094275954662,"E"
19,505,0.000150940290471317,"E"
20,495,4.52349673837037e-05,"E"
20,497,3.76958061530864e-05,"E"
20,498,0.000965012637519013,"E"
20,502,8.57579589982716e-05,"E"
23,496,1.56542306107956e-05,"E"
23,497,2.09421145294925e-06,"E"
23,498,5.36118131955007e-05,"E"
23,499,5.44494977766804e-06,"E"
23,500,1.3821795589465e-05,"E"
23,501,1.71201786278601e-05,"E"
23,503,6.28263435884774e-06,"E"
23,504,6.43970021781893e-06,"E"
23,505,3.14131717942387e-06,"E"
24,496,1.09579614275569e-05,"E"
24,502,3.33503173882167e-06,"E"
24,503,4.39784405119342e-06,"E"
24,504,4.50779015247325e-06,"E"
26,495,0.00769899144870637,"E"
26,497,0.00641582620725531,"E"
26,498,0.164245150905736,"E"
26,499,0.0166811481388638,"E"
26,500,0.0423444529678851,"E"
26,501,0.0524493792443122,"E"
26,502,0.0145960046215058,"E"
26,504,0.0197286655873101,"E"
26,505,0.00962373931088297,"E"
28,496,0.017708065666932,"E"
28,497,0.00236897199557619,"E"
28,498,0.0606456830867504,"E"
28,499,0.00615932718849809,"E"
28,502,0.00538941128993583,"E"
28,504,0.00728458888639678,"E"
28,505,0.00355345799336428,"E"
30,499,3.43031835993087e-05,"E"
30,504,4.05701113722593e-05,"E"
32,496,0.000295082247013497,"E"
32,497,3.94758858880933e-05,"E"
32,498,0.00101058267873519,"E"
32,499,0.000102637303309043,"E"
32,500,0.000260540846861416,"E"
32,501,0.000322715367135163,"E"
32,503,0.00011842765766428,"E"
32,504,0.000121388349105887,"E"
32,505,5.92138288321399e-05,"E"
33,495,0.000164479367514634,"E"
33,496,0.00102456939347657,"E"
33,497,0.000137066139595528,"E"
33,498,0.00350889317364552,"E"
33,499,0.000356371962948373,"E"
33,500,0.000904636521330486,"E"
33,501,0.00112051569119344,"E"
33,502,0.000311825467579827,"E"
33,503,0.000411198418786585,"E"
33,504,0.000421478379256249,"E"
33,505,0.000205599209393292,"E"
36,500,0.000107118915818354,"E"
36,501,0.000132681384365916,"E"
36,502,3.69235656798114e-05,"E"
36,504,4.99076766880967e-05,"E"
36,505,2.4345208140535e-05,"E"
38,497,0.00013821795589465,"E"
38,498,0.00353837967090305,"E"
38,503,0.000414653867683951,"E"
38,504,0.00042502021437605,"E"
41,495,7.53916123061729e-06,"E"
41,504,1.93191006534568e-05,"E"
44,495,0.00143332020262752,"E"
44,496,0.00892839042886728,"E"
44,497,0.0011944335021896,"E"
44,498,0.0305774976560538,"E"
44,499,0.00310552710569297,"E"
44,500,0.00788326111445138,"E"
44,501,0.0097644938804,"E"
44,502,0.00271733621748135,"E"
44,503,0.00358330050656881,"E"
44,504,0.00367288301923303,"E"
44,505,0.0017916502532844,"E"
45,496,0.000126799267947445,"E"
45,497,1.69631127688889e-05,"E"
45,498,0.000434255686883556,"E"
45,499,4.41040931991111e-05,"E"
45,500,0.000111956544274667,"E"
45,501,0.000138673446885667,"E"
45,503,5.08893383066667e-05,"E"
45,504,5.21615717643334e-05,"E"
46,496,3.9135576526989e-05,"E"
46,497,5.23552863237312e-06,"E"
46,498,0.000134029532988752,"E"
46,499,1.36123744441701e-05,"E"
46,504,1.60992505445473e-05,"E"
46,505,7.85329294855967e-06,"E"
47,496,0.000101752498970172,"E"
47,499,3.53921735548423e-05,"E"
47,500,8.98416713315227e-05,"E"
47,501,0.000111281161081091,"E"
47,502,3.0968151860487e-05,"E"
47,503,4.08371233325103e-05,"E"
47,505,2.04185616662552e-05,"E"
48,496,6.57477685653416e-05,"E"
48,497,8.79568810238684e-06,"E"
48,498,0.000225169615421103,"E"
48,499,2.28687890662058e-05,"E"
48,504,2.70467409148395e-05,"E"
48,505,1.31935321535803e-05,"E"
49,496,0.000587033647904836,"E"
49,497,7.85329294855968e-05,"E"
49,498,0.00201044299483128,"E"
49,499,0.000204185616662552,"E"
49,501,0.000642006698544753,"E"
49,504,0.00024148875816821,"E"
51,495,3.50570997223704e-05,"E"
51,496,0.000218376517020599,"E"
51,504,8.98338180385741e-05,"E"
56,496,6.26169224431825e-06,"E"
56,497,8.37684581179699e-07,"E"
56,498,2.14447252782003e-05,"E"
56,499,2.17797991106722e-06,"E"
56,500,5.52871823578601e-06,"E"
56,501,6.84807145114404e-06,"E"
56,503,2.5130537435391e-06,"E"
57,495,5.40306554860906e-05,"E"
57,496,0.000336565958132106,"E"
57,497,4.50255462384088e-05,"E"
57,498,0.00115265398370327,"E"
57,499,0.000117066420219863,"E"
57,500,0.000297168605173498,"E"
57,501,0.000368083840498992,"E"
57,502,0.00010243311769238,"E"
57,503,0.000135076638715226,"E"
57,504,0.000138453554683107,"E"
57,505,6.75383193576132e-05,"E"
59,496,9.00118260120748e-05,"E"
59,501,9.84410271101955e-05,"E"
59,503,3.61251475633745e-05,"E"
59,504,3.70282762524589e-05,"E"
59,505,1.80625737816873e-05,"E"
61,496,0.0075868228655221,"E"
61,497,0.00101495958067185,"E"
61,498,0.0259829652651994,"E"
61,499,0.00263889490974682,"E"
61,504,0.00312100071056595,"E"
61,505,0.00152243937100778,"E"
62,495,8.79568810238684e-06,"E"
62,497,7.32974008532236e-06,"E"
62,498,0.000187641346184252,"E"
62,499,1.90573242218381e-05,"E"
62,500,4.83762845631276e-05,"E"
62,502,1.66751586941084e-05,"E"
62,504,2.25389507623663e-05,"E"
64,496,0.00122729167988638,"E"
64,497,0.000164186177911221,"E"
64,498,0.00420316615452726,"E"
64,499,0.000426884062569174,"E"
64,500,0.00108362877421406,"E"
64,501,0.00134222200442423,"E"
64,502,0.000373523554748028,"E"
64,503,0.000492558533733663,"E"
64,504,0.000504872497077004,"E"
64,505,0.000246279266866831,"E"
67,495,3.92036383992099e-05,"E"
67,496,0.000244205997528412,"E"
67,497,3.26696986660082e-05,"E"
67,498,0.000836344285849811,"E"
67,499,8.49412165316214e-05,"E"
67,500,0.000215620011195654,"E"
67,501,0.000267074786594617,"E"
67,502,7.43235644651688e-05,"E"
67,503,9.80090959980247e-05,"E"
67,504,0.000100459323397975,"E"
67,505,4.90045479990124e-05,"E"
72,496,0.000253598535894889,"E"
72,497,3.39262255377778e-05,"E"
72,498,0.000868511373767112,"E"
72,499,8.82081863982223e-05,"E"
72,500,0.000223913088549333,"E"
72,501,0.000277346893771333,"E"
72,503,0.000101778676613333,"E"
72,504,0.000104323143528667,"E"
76,497,6.28263435884774e-06,"E"
76,499,1.63348493330041e-05,"E"
76,500,4.14653867683951e-05,"E"
76,504,1.93191006534568e-05,"E"
77,496,0.00103317922031251,"E"
77,497,0.00013821795589465,"E"
77,498,0.00353837967090305,"E"
77,499,0.000359366685326091,"E"
77,503,0.000414653867683951,"E"
77,504,0.00042502021437605,"E"
77,505,0.000207326933841975,"E"
78,496,0.00135878721701706,"E"
78,497,0.000181777554115995,"E"
78,498,0.00465350538536946,"E"
78,499,0.000472621640701586,"E"
78,501,0.00148603150489826,"E"
78,502,0.000413543935613888,"E"
78,504,0.000558965978906683,"E"
78,505,0.000272666331173992,"E"
80,495,9.85117067467326e-05,"E"
80,497,8.20930889556105e-05,"E"
80,498,0.00210158307726363,"E"
80,500,0.000541814387107029,"E"
80,503,0.000246279266866831,"E"
80,505,0.000123139633433416,"E"
81,502,7.1464965831893e-07,"E"
81,504,9.6595503267284e-07,"E"
86,495,9.67525691262552e-06,"E"
86,497,8.0627140938546e-06,"E"
86,500,5.32139130194403e-05,"E"
91,496,0.000126799267947445,"E"
91,497,1.69631127688889e-05,"E"
91,498,0.000434255686883556,"E"
91,499,4.41040931991111e-05,"E"
91,500,0.000111956544274667,"E"
91,501,0.000138673446885667,"E"
91,503,5.08893383066667e-05,"E"
91,504,5.21615717643334e-05,"E"
91,505,2.54446691533333e-05,"E"
3,276,4.98860510435963e-06,"E"
3,318,1.17865488476062e-05,"E"
3,124,1.31306289793507e-05,"E"
14,124,0.00225773870506059,"E"
14,323,4.44436752964682e-06,"E"
26,212,0.000271777597784501,"E"
26,295,0.00280185106205172,"E"
14,112,0.00597125468538771,"E"
54,345,0.00010294480266953,"E"
44,435,0.00162879279642235,"E"
28,426,0.00202168190767638,"E"
44,471,0.00157916779427901,"E"
26,457,0.00947203567581517,"E"
28,452,9.10103901965628e-05,"E"
28,425,0.00233711376848476,"E"
44,389,0.000268074999585105,"E"
44,457,0.00176340760794529,"E"
44,445,0.0167514914287164,"E"
26,435,0.00874896048236964,"E"
26,433,0.00741009811162517,"E"
26,446,0.000107863458426262,"E"
14,445,0.0227254606697103,"E"
44,462,0.000101356894519212,"E"
28,454,3.64041560786251e-05,"E"
28,451,4.49976144525677e-05,"E"
44,461,0.000332043519978087,"E"
44,447,0.00106541987091445,"E"
44,423,4.56016750326601e-05,"E"
44,422,0.000652850292049406,"E"
54,436,3.3628887396784e-05,"E"
44,412,0.000239649836448067,"E"
44,470,0.00915743770062672,"E"
44,453,1.83549420256752e-05,"E"
28,407,3.64041560786251e-05,"E"
14,457,0.0023922795417685,"E"
26,471,0.0084824028308112,"E"
54,426,0.000305611391630712,"E"
54,445,0.00502236352118961,"E"
14,423,6.18642869405115e-05,"E"
44,401,0.000530007878492358,"E"
28,492,0.00387051655085637,"E"
14,484,0.0459116847294985,"E"
78,493,7.64980031255226e-05,"E"
78,494,0.000504172297752139,"E"
492,530,8.25834920327884e-05,"E"
494,530,0.000140191913859439,"E"
484,534,0.278174041026879,"E"
484,540,0.0288259611472976,"E"
484,542,0.0643719227050417,"E"
484,543,0.0529656062188891,"E"
26,248,0.00400627552417584,"E"
26,303,0.0278718680317846,"E"
14,246,4.44436752964682e-06,"E"
26,258,0.00110861797081879,"E"
26,131,0.00151530675023732,"E"
26,101,0.00104605046629286,"E"
26,230,1.75971106479173e-05,"E"
25,303,0.000526759746389975,"E"
25,163,3.32573673623976e-07,"E"
25,167,3.32573673623976e-07,"E"
25,151,1.38202837705963e-05,"E"
25,152,1.18248417288525e-06,"E"
25,283,4.34193407231301e-05,"E"
26,195,0.00148402299797436,"E"
25,254,2.18020519375717e-06,"E"
26,210,0.000741033881728962,"E"
26,335,1.75971106479173e-05,"E"
26,193,0.00100108007241485,"E"
26,259,0.0401077256356364,"E"
26,173,0.00278229871688737,"E"
2,237,4.28727098433394e-05,"E"
26,240,0.000813377558837066,"E"
26,247,0.00151335151572089,"E"
26,215,0.000344121274892605,"E"
14,267,0.000205428543592564,"E"
26,255,0.00287614997367626,"E"
26,139,0.000361718385540522,"E"
14,512,0.000895654408818088,"E"
14,522,0.00104248300042761,"E"
48,519,2.44679529591365e-05,"E"
28,521,0.000386386436305842,"E"
28,524,0.00169580713712009,"E"
48,524,6.29631362792111e-06,"E"
14,515,0.000954385845461897,"E"
32,516,6.40286516806812e-05,"E"
32,522,2.53968394934545e-05,"E"
32,526,9.65795304680666e-06,"E"
28,520,0.000815704698867889,"E"
508,545,0.192027163942058,"E"
508,548,0.0608866617377256,"E"
508,549,0.00351269202333032,"E"
2,496,0.000211332113245741,"E"
2,497,2.82718546148148e-05,"E"
2,498,0.00072375947813926,"E"
2,499,7.35068219985186e-05,"E"
2,504,8.69359529405556e-05,"E"
10,496,7.12267492791201e-05,"E"
10,499,2.47745214883896e-05,"E"
10,500,6.28891699320659e-05,"E"
10,501,7.78968127567634e-05,"E"
10,502,2.16777063023409e-05,"E"
10,503,2.85859863327572e-05,"E"
10,505,1.42929931663786e-05,"E"
25,496,0.000906379952365066,"E"
25,497,0.000121254843125761,"E"
25,498,0.00310412398401949,"E"
25,499,0.00031526259212698,"E"
25,500,0.000800281964630025,"E"
25,501,0.000991258342553099,"E"
25,503,0.000363764529377284,"E"
25,505,0.000181882264688642,"E"
27,496,4.69626918323869e-05,"E"
27,499,1.63348493330041e-05,"E"
27,504,1.93191006534568e-05,"E"
54,496,0.00267687343444605,"E"
54,497,0.000358110158454321,"E"
54,498,0.00916762005643062,"E"
54,499,0.000931086411981235,"E"
54,500,0.00236352704579852,"E"
54,501,0.00292755054536408,"E"
54,503,0.00107433047536296,"E"
54,505,0.000537165237681482,"E"
58,496,3.13084612215912e-05,"E"
58,497,4.18842290589849e-06,"E"
58,498,0.000107223626391001,"E"
58,499,1.08898995553361e-05,"E"
58,504,1.28794004356379e-05,"E"
63,496,4.07009995880686e-05,"E"
63,497,5.44494977766804e-06,"E"
63,498,0.000139390714308302,"E"
63,499,1.41568694219369e-05,"E"
63,504,1.67432205663292e-05,"E"
63,505,8.16742466650206e-06,"E"
71,496,0.000150280613863638,"E"
71,503,6.03132898449383e-05,"E"
71,504,6.18211220910618e-05,"E"
71,505,3.01566449224692e-05,"E"
75,496,4.38318457102277e-05,"E"
75,497,5.86379206825789e-06,"E"
75,498,0.000150113076947402,"E"
75,499,1.52458593774705e-05,"E"
75,504,1.8031160609893e-05,"E"
14,236,0.000117528830228438,"E"
14,123,0.0042048655016603,"E"
14,126,0.00245575996943707,"E"
14,190,0.000499744437778065,"E"
14,127,0.000235057660456876,"E"
26,231,0.00235605759230448,"E"
69,343,4.24121664141425e-06,"E"
44,351,0.00013788785860306,"E"
28,362,0.0385017876098942,"E"
14,337,8.1071683288877e-05,"E"
361,376,0.000738392565734545,"E"
337,365,0.000287589729172635,"E"
28,464,0.000510012311132645,"E"
28,435,0.00323045570494077,"E"
28,471,0.00313203227647658,"E"
44,455,0.000530757788575119,"E"
26,396,0.00206053092750631,"E"
14,447,0.00144537323594295,"E"
28,438,0.00859038928166622,"E"
26,287,0.000465345814911591,"E"
26,270,0.000465345814911591,"E"
78,255,8.1489038293217e-05,"E"
26,306,0.000950243974987534,"E"
26,305,0.00475904081300341,"E"
26,197,0.000930691629823182,"E"
26,224,0.00118878258599264,"E"
26,129,0.00205690671128989,"E"
26,299,0.000465345814911591,"E"
26,291,0.000533779022986825,"E"
19,327,7.53468920520474e-05,"E"
14,113,0.000117528830228438,"E"
14,101,0.000264192958706783,"E"
26,171,0.00159938183444404,"E"
14,303,0.00703938434834616,"E"
26,213,0.000465345814911591,"E"
14,179,0.00952378579741874,"E"
26,320,0.00235605759230448,"E"
14,284,0.000619742361078529,"E"
14,302,0.000928378995081781,"E"
28,313,0.00174711525972045,"E"
14,314,0.000595051430358269,"E"
28,515,0.00139528435332665,"E"
60,496,2.73949035688923e-05,"E"
60,499,9.52866211091907e-06,"E"
60,500,2.41881422815638e-05,"E"
60,502,8.33757934705419e-06,"E"
60,504,1.12694753811831e-05,"E"
25,279,1.53722942475082e-05,"E"
54,281,1.09134711551909e-06,"E"
25,276,6.41867190094273e-05,"E"
14,276,0.000857762933221837,"E"
28,318,0.00296287645698047,"E"
28,279,0.000300330557042855,"E"
28,219,3.24876804493473e-05,"E"
7,280,2.38117899883142e-06,"E"
28,124,0.00330074833365368,"E"
7,124,0.00108867503826573,"E"
7,183,0.000138822735631872,"E"
53,276,9.31206286147132e-06,"E"
71,274,6.12686099940542e-08,"E"
71,233,5.45290628947083e-07,"E"
71,276,1.06423575559672e-05,"E"
7,276,0.000413610792097018,"E"
7,112,0.00287932164538695,"E"
7,126,0.00118416031611887,"E"
28,123,0.00614739108947093,"E"
7,187,2.95266195855096e-05,"E"
26,276,0.00339624235504804,"E"
26,234,1.95523451643526e-05,"E"
49,276,4.15717092029969e-05,"E"
7,322,0.000182874547110253,"E"
7,123,0.00202757391750495,"E"
7,279,9.90570463513871e-05,"E"
7,318,0.000977235861120415,"E"
51,122,6.9177047293443e-06,"E"
25,183,2.15433835247531e-05,"E"
7,233,2.11924930895996e-05,"E"
49,124,0.000109421908161256,"E"
19,276,5.32672167254401e-05,"E"
85,243,1.19572712764959e-06,"E"
85,233,1.05366053822587e-06,"E"
85,183,6.90206846950207e-06,"E"
85,276,2.05641388190825e-05,"E"
7,350,1.37153734295552e-05,"E"
80,352,1.9654453678138e-06,"E"
5,356,1.53353199231571e-07,"E"
13,340,2.05694305021776e-06,"E"
73,359,8.36833049186035e-08,"E"
80,342,7.24494070828549e-08,"E"
352,365,0.000137619429454022,"E"
356,381,1.01296016309359e-05,"E"
352,376,8.72425436134561e-05,"E"
356,378,2.10283049654963e-06,"E"
350,365,0.000100899085757382,"E"
25,448,8.80913548608261e-07,"E"
26,436,0.000602488066835014,"E"
54,399,2.75155175452833e-06,"E"
37,404,5.99872968806424e-08,"E"
78,439,0.000674255438794979,"E"
25,438,0.000439695490990518,"E"
25,461,3.37079333860459e-05,"E"
5,387,7.9546874738395e-07,"E"
44,444,2.60683028769318e-06,"E"
78,438,0.00065916353398924,"E"
55,445,2.93705469075416e-06,"E"
44,475,2.60683028769318e-06,"E"
44,430,0.000227258465080539,"E"
44,434,2.60683028769318e-06,"E"
