"contrast","estimate","p.value","iteration"
"I - SI",0.0593811888099928,0.689084273051995,8
"M - SE",-0.0507224889625233,0.756114333524887,8
"M - SI",0.129992510925476,0.0313197238863189,8
"SE - SI",0.180714999887999,0.000461274267136824,8
"E - I",0.28201831486824,2.50765466169867e-08,9
"E - M",0.187519150228051,0.000176026998544021,9
"E - SE",0.118094250028886,0.0355534926872496,9
"E - SI",0.329399856097543,2.03869143788893e-11,9
"I - M",-0.0944991646401889,0.260940662599721,9
"I - SE",-0.163924064839354,0.00387419485279894,9
"I - SI",0.0473815412293032,0.857195723375171,9
"M - SE",-0.0694249001991647,0.496683558187685,9
"M - SI",0.141880705869492,0.0195275964509832,9
"SE - SI",0.211305606068657,4.34262550595976e-05,9
"E - I",0.21807279353578,0.000397827898913294,10
"E - M",0.135073033670446,0.0444691033670125,10
"E - SE",0.0754292955575696,0.487313353225354,10
"E - SI",0.264983490064825,3.84278266796212e-06,10
"I - M",-0.0829997598653343,0.529258604807009,10
"I - SE",-0.142643497978211,0.0531156583794997,10
"I - SI",0.0469106965290449,0.9057424263084,10
"M - SE",-0.0596437381128763,0.740611406620882,10
"M - SI",0.129910456394379,0.097987608311625,10
"SE - SI",0.189554194507255,0.00235962714741778,10
"E - I",0.27773339774842,1.64563043525412e-07,11
"E - M",0.126837864441218,0.0369241979684242,11
"E - SE",0.0834772287343943,0.294537641894179,11
"E - SI",0.296988238014704,5.11907538580658e-09,11
"I - M",-0.150895533307202,0.0184445261769257,11
"I - SE",-0.194256169014026,0.000612513419025351,11
"I - SI",0.0192548402662836,0.995161486738018,11
"M - SE",-0.0433606357068233,0.868879318191049,11
"M - SI",0.170150373573486,0.00355942663695175,11
"SE - SI",0.213511009280309,6.20801592644549e-05,11
"E - I",0.249459744559359,2.38483506509457e-06,12
"E - M",0.126518392780533,0.0396600079204619,12
"E - SE",0.0839335509802134,0.303775894020985,12
"E - SI",0.299550789434628,4.10507294823503e-09,12
"I - M",-0.122941351778826,0.0794908620626404,12
"I - SE",-0.165526193579146,0.00470911494267201,12
"I - SI",0.0500910448752692,0.837767160655409,12
"M - SE",-0.0425848418003196,0.878699865973417,12
"M - SI",0.173032396654095,0.00276532512999039,12
"SE - SI",0.215617238454415,5.18782708803789e-05,12
"E - I",0.220173510538188,0.000103805660713219,13
"E - M",0.152310301166726,0.00762176135319237,13
"E - SE",0.0792487028988338,0.374634649005056,13
"E - SI",0.26761283208358,4.77176056667972e-07,13
"I - M",-0.0678632093714615,0.647367019353494,13
"I - SE",-0.140924807639354,0.0344189104666897,13
"I - SI",0.0474393215453922,0.878946162848575,13
"M - SE",-0.0730615982678926,0.495738036365264,13
"M - SI",0.115302530916854,0.124762787848715,13
"SE - SI",0.188364129184746,0.000949539441955194,13
"E - I",0.208838027656955,0.000531015625175435,14
"E - M",0.177162915393145,0.00166760687697087,14
"E - SE",0.110216305036332,0.102161285727125,14
"E - SI",0.274537196579544,7.09392198317005e-07,14
"I - M",-0.0316751122638101,0.97271248046229,14
"I - SE",-0.098621722620623,0.295389023506496,14
"I - SI",0.0656991689225888,0.716592073686247,14
"M - SE",-0.0669466103568129,0.609900929191318,14
"M - SI",0.0973742811863989,0.305370352656261,14
"SE - SI",0.164320891543212,0.0089750341378052,14
"E - I",0.293393786595714,7.66090440973421e-07,15
"E - M",0.153534344972563,0.0191181979467699,15
"E - SE",0.0746845092890307,0.530781471257208,15
"E - SI",0.349981415606607,7.81829156970559e-10,15
"I - M",-0.139859441623151,0.0740907108649423,15
"I - SE",-0.218709277306684,0.000479244131189049,15
"I - SI",0.0565876290108925,0.834888380380571,15
"M - SE",-0.0788498356835326,0.516997810131459,15
"M - SI",0.196447070634044,0.00225162872243978,15
"SE - SI",0.275296906317576,2.26670369529725e-06,15
"E - I",0.252087944154021,6.83263419265501e-06,16
"E - M",0.149666792938416,0.0085126011394292,16
"E - SE",0.0763238805514614,0.387526141325353,16
"E - SI",0.314026751802057,0,16
"I - M",-0.102421151215605,0.262979068674558,16
"I - SE",-0.175764063602559,0.00441481647030983,16
"I - SI",0.0619388076480366,0.755406664532076,16
"M - SE",-0.0733429123869546,0.487466024733446,16
"M - SI",0.164359958863641,0.00869566914160669,16
"SE - SI",0.237702871250596,1.30850390118731e-05,16
"E - I",0.227453240817878,0.000364798618593176,17
"E - M",0.157604079106449,0.0202378661245876,17
"E - SE",0.0923104521436123,0.327696392790612,17
"E - SI",0.305581318781811,2.13508287494335e-07,17
"I - M",-0.0698491617114292,0.711187799369666,17
"I - SE",-0.135142788674266,0.0923573936648251,17
"I - SI",0.0781280779639329,0.612141389747546,17
"M - SE",-0.0652936269628369,0.712156153005693,17
"M - SI",0.147977239675362,0.052048980340046,17
"SE - SI",0.213270866638199,0.000668640226196837,17
"E - I",0.256406322784239,3.01235927735455e-06,18
"E - M",0.16243657029918,0.00335780958781529,18
"E - SE",0.113210662181473,0.0711013226452475,18
"E - SI",0.304207905394477,2.93907342907573e-10,18
"I - M",-0.0939697524850584,0.323144047015409,18
"I - SE",-0.143195660602766,0.0293233776574707,18
"I - SI",0.0478015826102387,0.877827558481732,18
"M - SE",-0.0492259081177074,0.812649680204605,18
"M - SI",0.141771335095297,0.0321774987376025,18
"SE - SI",0.190997243213005,0.000791240785620206,18
"E - I",0.26657226762524,7.46987970590141e-07,19
"E - M",0.129163388544021,0.0370265138173391,19
"E - SE",0.0771594116821784,0.394477699352785,19
"E - SI",0.338499035706144,4.4885095640268e-11,19
"I - M",-0.137408879081219,0.0446633901172533,19
"I - SE",-0.189412855943062,0.00106184118532993,19
"I - SI",0.0719267680809034,0.600930394074953,19
"M - SE",-0.0520039768618425,0.785373477921134,19
"M - SI",0.209335647162123,0.000189931166377555,19
"SE - SI",0.261339624023965,6.70485392761933e-07,19
"E - I",0.312840085890578,1.06162962754119e-06,20
"E - M",0.130579330245581,0.0949468856936087,20
"E - SE",0.09833787166901,0.284144406005353,20
"E - SI",0.346198840461694,1.19625137573465e-08,20
"I - M",-0.182260755644997,0.0178163661639932,20
"I - SE",-0.214502214221568,0.002051797305889,20
"I - SI",0.0333587545711157,0.980757935489572,20
"M - SE",-0.0322414585765707,0.973353120831953,20
"M - SI",0.215619510216113,0.00197470444302317,20
"SE - SI",0.247860968792684,0.000131666215600457,20
"E - I",0.204306646820216,0.000279146296271571,21
"E - M",0.108571552985197,0.115404954848953,21
"E - SE",0.0723752349543115,0.462470298297014,21
"E - SI",0.242274537066601,3.85583763717889e-06,21
"I - M",-0.0957350938350183,0.288113423728445,21
"I - SE",-0.131931411865904,0.0496098911121617,21
"I - SI",0.0379678902463851,0.937031831530232,21
"M - SE",-0.036196318030886,0.930913250285028,21
"M - SI",0.133702984081403,0.0422533640357506,21
"SE - SI",0.169899302112289,0.00301634447948596,21
"E - I",0.240561209684685,2.73728932387307e-06,22
"E - M",0.116605011017785,0.0525713586242156,22
"E - SE",0.0770981777839734,0.332018147867989,22
"E - SI",0.297279351877109,8.5460660770309e-10,22
"I - M",-0.1239561986669,0.0658833274539046,22
"I - SE",-0.163463031900711,0.00402810968959877,22
"I - SI",0.0567181421924242,0.748755401623216,22
"M - SE",-0.039506833233812,0.891708033470303,22
"M - SI",0.180674340859324,0.000895159937186918,22
"SE - SI",0.220181174093136,1.31207363508468e-05,22
"E - I",0.292305077630379,2.06138769887065e-06,23
"E - M",0.121178313508416,0.12300948093326,23
"E - SE",0.0810866980648877,0.453833849019797,23
"E - SI",0.328659238431386,1.92116128561182e-08,23
"I - M",-0.171126764121963,0.0203400370110944,23
"I - SE",-0.211218379565491,0.00130233573042593,23
"I - SI",0.0363541608010077,0.96693460247331,23
"M - SE",-0.0400916154435279,0.934801459267793,23
"M - SI",0.207480924922971,0.00150822750421042,23
"SE - SI",0.247572540366499,4.35109130728639e-05,23
"E - I",0.171231571361134,0.00106954456672581,24
"E - M",0.1041116770823,0.087066202762122,24
"E - SE",0.0433321205291833,0.818873374724011,24
"E - SI",0.242466993407579,3.24712086219314e-07,24
"I - M",-0.0671198942788337,0.554379181081549,24
"I - SE",-0.127899450831951,0.0309936158424153,24
"I - SI",0.071235422046445,0.498985509933663,24
"M - SE",-0.0607795565531169,0.586292721500281,24
"M - SI",0.138355316325279,0.014096874464272,24
"SE - SI",0.199134872878396,5.10764593655288e-05,24
"E - I",0.317794841001112,6.58362383942901e-07,25
"E - M",0.146130373832546,0.0450417814514266,25
"E - SE",0.0731314155701306,0.609678676283691,25
"E - SI",0.355060404003247,4.01636146563078e-09,25
"I - M",-0.171664467168566,0.0247368841447646,25
"I - SE",-0.244663425430981,0.000225697992663476,25
"I - SI",0.0372655630021353,0.967436277826071,25
"M - SE",-0.0729989582624154,0.636900672080004,25
"M - SI",0.208930030170701,0.00176203350373016,25
"SE - SI",0.281928988433117,4.56545949500953e-06,25
"E - I",0.202814482744227,5.53036675245977e-05,26
"E - M",0.152611529231958,0.00281414897024368,26
"E - SE",0.0987688710446313,0.104644394481861,26
"E - SI",0.269406650602168,1.10316962231849e-08,26
"I - M",-0.0502029535122687,0.795695057994352,26
"I - SE",-0.104045611699596,0.128241697459716,26
"I - SI",0.0665921678579407,0.575791079082827,26
"M - SE",-0.0538426581873272,0.705351377895648,26
"M - SI",0.116795121370209,0.0643243647328832,26
"SE - SI",0.170637779557537,0.000912811295254445,26
"E - I",0.287866529254517,1.08156870981535e-06,27
"E - M",0.197473059575564,0.000657075181391464,27
"E - SE",0.122146031106298,0.0727891544760131,27
"E - SI",0.34090633680575,1.3931237274889e-09,27
"I - M",-0.0903934696789532,0.441599594387092,27
"I - SE",-0.165720498148219,0.0152777306474756,27
"I - SI",0.0530398075512331,0.863554105410233,27
"M - SE",-0.075327028469266,0.539224583862685,27
"M - SI",0.143433277230186,0.0500223217494377,27
"SE - SI",0.218760305699452,0.000252066524221606,27
"E - I",0.256248025437874,1.29568604092523e-05,28
"E - M",0.12249977779355,0.0873018314913405,28
"E - SE",0.0711666712788684,0.555545286783015,28
"E - SI",0.312996890399732,1.61750728366883e-08,28
"I - M",-0.133748247644324,0.0853978210514443,28
"I - SE",-0.185081354159005,0.00390558499011506,28
"I - SI",0.0567488649618585,0.819916803025589,28
"M - SE",-0.0513331065146815,0.832798923821376,28
"M - SI",0.190497112606182,0.00237540535090575,28
"SE - SI",0.241830219120864,2.70860528023276e-05,28
"E - I",0.266082626697203,2.87688872356862e-05,29
"E - M",0.144899593217252,0.0390932602647043,29
"E - SE",0.0848074806336094,0.424114457603322,29
"E - SI",0.330551419757167,2.00625137614097e-08,29
"I - M",-0.12118303347995,0.203507560777876,29
"I - SE",-0.181275146063593,0.0111477812113132,29
"I - SI",0.0644687930599642,0.785463694991911,29
"M - SE",-0.060092112583643,0.769964132568231,29
"M - SI",0.185651826539915,0.0066784568284638,29
"SE - SI",0.245743939123558,6.55193945428012e-05,29
"E - I",0.234063841376604,0.000373554391095765,30
"E - M",0.0954122579575712,0.363767155040251,30
"E - SE",0.0583227682921774,0.777831331810139,30
"E - SI",0.276915711256152,7.38586001092223e-06,30
"I - M",-0.138651583419033,0.11535127446264,30
"I - SE",-0.175741073084427,0.0174359194399877,30
"I - SI",0.0428518698795477,0.946479148254101,30
"M - SE",-0.0370894896653938,0.957024025852515,30
"M - SI",0.181503453298581,0.0125529183947318,30
"SE - SI",0.218592942963975,0.000926904957905261,30
"E - I",0.28299603778294,5.6858347800004e-06,31
"E - M",0.135682422613823,0.0644642537523862,31
"E - SE",0.0977345368686987,0.280063771517308,31
"E - SI",0.335733473028268,1.57216609730781e-08,31
"I - M",-0.147313615169117,0.068501186970733,31
"I - SE",-0.185261500914242,0.00794614397159976,31
"I - SI",0.0527374352453274,0.885762982546394,31
"M - SE",-0.0379478857451244,0.947594570097212,31
"M - SI",0.200051050414445,0.00293933708513783,31
"SE - SI",0.237998936159569,0.000138950671398796,31
"E - I",0.263512034392446,1.02860953554718e-06,32
"E - M",0.129384544478034,0.0322660351050907,32
"E - SE",0.0832864293696209,0.290768602658726,32
"E - SI",0.281106778897464,3.59670990768279e-08,32
"I - M",-0.134127489914413,0.0552444775525799,32
"I - SE",-0.180225605022826,0.00218982736310658,32
"I - SI",0.0175947445050177,0.996632736982655,32
"M - SE",-0.0460981151084129,0.843020452957604,32
"M - SI",0.15172223441943,0.0138454544414829,32
"SE - SI",0.197820349527843,0.000265861243765375,32
"E - I",0.202349208171933,6.0390182408665e-05,33
"E - M",0.13073483415827,0.0136685120387865,33
"E - SE",0.0793116117517563,0.273738894877118,33
"E - SI",0.273181021726194,5.96454508006161e-09,33
"I - M",-0.071614374013663,0.498907365811283,33
"I - SE",-0.123037596420177,0.0444466878270123,33
"I - SI",0.0708318135542608,0.518627896016588,33
"M - SE",-0.0514232224065135,0.726746905231936,33
"M - SI",0.142446187567924,0.0111048720569504,33
"SE - SI",0.193869409974437,9.29639089559675e-05,33
"E - I",0.241364819994682,3.96745967425893e-05,34
"E - M",0.138841736700393,0.0293419900075212,34
"E - SE",0.102567263929748,0.158903203127085,34
"E - SI",0.301956611075048,2.88201155163037e-08,34
"I - M",-0.10252308329429,0.279918324620889,34
"I - SE",-0.138797556064935,0.0528043553204971,34
"I - SI",0.0605917910803657,0.778283629762308,34
"M - SE",-0.036274472770645,0.940130402904327,34
"M - SI",0.163114874374655,0.0120330730055442,34
"SE - SI",0.1993893471453,0.000677593504364582,34
"E - I",0.266613503039758,4.36179342000464e-06,35
"E - M",0.135205349467863,0.0384138983771873,35
"E - SE",0.0923193395344875,0.247210936283125,35
"E - SI",0.275993922348141,7.5134473020988e-07,35
"I - M",-0.131408153571896,0.0975420589976284,35
"I - SE",-0.174294163505271,0.00754827547141224,35
"I - SI",0.00938041930838268,0.999783222709916,35
"M - SE",-0.0428860099333753,0.899026061809678,35
"M - SI",0.140788572880278,0.0523171572438218,35
"SE - SI",0.183674582813653,0.00281584968154869,35
"E - I",0.326295073560222,3.27781389475312e-07,36
"E - M",0.110684049723901,0.233499109985149,36
"E - SE",0.0528350467384734,0.848458387487911,36
"E - SI",0.346653918056748,1.3627506123548e-08,36
"I - M",-0.215611023836321,0.00245904077965264,36
"I - SE",-0.273460026821749,3.33389928207639e-05,36
"I - SI",0.0203588444965257,0.996888968637139,36
"M - SE",-0.0578490029854277,0.822095619698271,36
"M - SI",0.235969868332847,0.000391403080552966,36
"SE - SI",0.293818871318275,2.72491889008464e-06,36
"E - I",0.351759795086302,3.56646800980798e-09,37
"E - M",0.143750891037835,0.0308877445858607,37
"E - SE",0.062735878448482,0.680482607869938,37
"E - SI",0.359801330569278,3.29183347247408e-10,37
"I - M",-0.208008904048467,0.00185011130346846,37
"I - SE",-0.28902391663782,1.95662588509116e-06,37
"I - SI",0.00804153548297654,0.999907441701486,37
"M - SE",-0.081015012589353,0.478749992569953,37
"M - SI",0.216050439531443,0.000654503382789384,37
"SE - SI",0.297065452120796,3.42410751197342e-07,37
"E - I",0.250184763273989,1.32133890495822e-07,38
"E - M",0.129324102178566,0.0113027344972119,38
"E - SE",0.0942966562512134,0.100859096504827,38
"E - SI",0.244911935681642,6.57757206479204e-08,38
"I - M",-0.120860661095423,0.0478936773902795,38
"I - SE",-0.155888107022775,0.00294928640579828,38
"I - SI",-0.00527282759234687,0.999953735756315,38
"M - SE",-0.0350274459273524,0.906412162323725,38
"M - SI",0.115587833503076,0.0503991806268872,38
"SE - SI",0.150615279430428,0.00274168011116815,38
"E - I",0.203527941815628,0.00048273663342413,39
"E - M",0.132270101868956,0.0371482563457929,39
"E - SE",0.0938114098061584,0.221111828286381,39
"E - SI",0.23526417100133,1.98928468635451e-05,39
"I - M",-0.0712578399466723,0.616381783274256,39
"I - SE",-0.10971653200947,0.173393925413147,39
"I - SI",0.0317362291857018,0.970572665691422,39
"M - SE",-0.0384586920627973,0.922906687604597,39
"M - SI",0.102994069132374,0.23227834633518,39
"SE - SI",0.141452761195171,0.0312573332614797,39
"E - I",0.264726382000469,2.03626252885947e-05,40
"E - M",0.152070597836744,0.0246898569177283,40
"E - SE",0.0986727902040667,0.255551675020458,40
"E - SI",0.303588756177713,2.03045161684123e-07,40
"I - M",-0.112655784163725,0.252094240803449,40
"I - SE",-0.166053591796402,0.0211430499116101,40
"I - SI",0.038862374177244,0.956667837631504,40
"M - SE",-0.0533978076326776,0.83427627106119,40
"M - SI",0.151518158340969,0.0407554958701887,40
"SE - SI",0.204915965973646,0.00117984420112138,40
"E - I",0.212353205035816,0.00130437519092319,41
"E - M",0.10502558733874,0.231057635060889,41
"E - SE",0.0734618385540501,0.55927852829435,41
"E - SI",0.237336242316514,0.00012221174739746,41
"I - M",-0.107327617697077,0.303167287670438,41
"I - SE",-0.138891366481766,0.0858006264158788,41
"I - SI",0.0249830372806978,0.991883575450394,41
"M - SE",-0.0315637487846897,0.97181068752561,41
"M - SI",0.132310654977774,0.109159473188453,41
"SE - SI",0.163874403762464,0.0198760854152709,41
"E - I",0.247357658194965,2.04725846846276e-05,42
"E - M",0.113240663299639,0.122035221426834,42
"E - SE",0.0834497535383612,0.358094259315289,42
"E - SI",0.293571659252237,1.17403723964848e-07,42
"I - M",-0.134116994895327,0.0760481809716277,42
"I - SE",-0.163907904656604,0.0124832002550437,42
"I - SI",0.0462140010572714,0.903524521938144,42
"M - SE",-0.0297909097612774,0.971257690695506,42
"M - SI",0.180330995952598,0.00445361732170868,42
"SE - SI",0.210121905713876,0.000349792798351567,42
"E - I",0.27651495170156,2.45452178893046e-06,43
"E - M",0.121270588624412,0.096563335859268,43
"E - SE",0.0745519153609702,0.505296447526087,43
"E - SI",0.33511743656321,1.68969016556275e-09,43
"I - M",-0.155244363077148,0.0328033417973107,43
"I - SE",-0.20196303634059,0.00135173850049974,43
"I - SI",0.05860248486165,0.81449900650723,43
"M - SE",-0.0467186732634417,0.876945956867162,43
"M - SI",0.213846847938798,0.000516226399086994,43
"SE - SI",0.26056552120224,5.53014552917563e-06,43
"E - I",0.202808598893654,0.000148690480992308,44
"E - M",0.123690574360793,0.0406806872921343,44
"E - SE",0.0698477943768214,0.475228265804834,44
"E - SI",0.236963916338984,3.25413439439259e-06,44
"I - M",-0.0791180245328611,0.448031408926372,44
"I - SE",-0.132960804516832,0.0349433023828498,44
"I - SI",0.0341553174453303,0.95147958006387,44
"M - SE",-0.0538427799839713,0.743305835784608,44
"M - SI",0.113273341978191,0.108866087348945,44
"SE - SI",0.167116121962163,0.0027025085811081,44
"E - I",0.357472674560473,2.52250442756008e-11,45
"E - M",0.176410077909986,0.0019365364638495,45
"E - SE",0.100751503535663,0.178419123365419,45
"E - SI",0.422404216458438,5.55000490010116e-13,45
"I - M",-0.181062596650487,0.00342452321053921,45
"I - SE",-0.25672117102481,3.49619129247358e-06,45
"I - SI",0.0649315418979644,0.702864655075324,45
"M - SE",-0.0756585743743231,0.503637374126241,45
"M - SI",0.245994138548452,1.21374197403767e-05,45
"SE - SI",0.321652712922775,1.55366453036265e-09,45
"E - I",0.268925344018976,1.39110505544826e-05,46
"E - M",0.121126566289185,0.10857864084727,46
"E - SE",0.0754268425708657,0.510918963721304,46
"E - SI",0.310139431421084,1.03370916160195e-07,46
"I - M",-0.147798777729791,0.0656714213274543,46
"I - SE",-0.19349850144811,0.00430609956205208,46
"I - SI",0.0412140874021086,0.949297903146423,46
"M - SE",-0.0456997237183192,0.893385484168282,46
"M - SI",0.189012865131899,0.00532247954044895,46
"SE - SI",0.234712588850219,0.000134182631537416,46
"E - I",0.221688364627712,2.62433072383272e-05,47
"E - M",0.107966302931754,0.095320512878864,47
"E - SE",0.0640573607978123,0.538748661047267,47
"E - SI",0.267607141071397,1.00664101054804e-07,47
"I - M",-0.113722061695958,0.114601426953239,47
"I - SE",-0.1576310038299,0.00666764953762133,47
"I - SI",0.0459187764436848,0.87100483368896,47
"M - SE",-0.0439089421339421,0.851121312751169,47
"M - SI",0.159640838139643,0.00604580475242833,47
"SE - SI",0.203549780273585,0.000106705050812117,47
"E - I",0.263587288699381,3.6172310328153e-06,48
"E - M",0.140603050828337,0.0272157616819356,48
"E - SE",0.0923768134596917,0.257021066826593,48
"E - SI",0.346463531239907,1.4255219227266e-10,48
"I - M",-0.122984237871044,0.117920323267212,48
"I - SE",-0.17121047523969,0.00666258073257064,48
"I - SI",0.0828762425405259,0.493387454073413,48
"M - SE",-0.0482262373686454,0.84933014774522,48
"M - SI",0.20586048041157,0.000524475865018914,48
"SE - SI",0.254086717780216,4.3328746840432e-06,48
"E - I",0.256953908686649,5.90355916484375e-05,49
"E - M",0.130881918860716,0.0805809825634201,49
"E - SE",0.0901201027805225,0.35341648497964,49
"E - SI",0.31841619695479,6.15835403783294e-08,49
"I - M",-0.126071989825933,0.167681023383092,49
"I - SE",-0.166833805906126,0.0236501288064468,49
"I - SI",0.0614622882681407,0.813901887294184,49
"M - SE",-0.0407618160801933,0.932672086327683,49
"M - SI",0.187534278094074,0.00582006868741591,49
"SE - SI",0.228296094174267,0.000248137930227266,49
"E - I",0.207558078041989,1.84111605989745e-05,50
"E - M",0.150749280496463,0.00227075040409042,50
"E - SE",0.0852030481791152,0.201510597231819,50
"E - SI",0.267752577404295,5.4022051276803e-09,50
"I - M",-0.0568087975455268,0.684696617760319,50
"I - SE",-0.122355029862874,0.0357371909792042,50
"I - SI",0.0601944993623057,0.639529606749514,50
"M - SE",-0.0655462323173474,0.495756727028151,50
"M - SI",0.117003296907833,0.0504487267422072,50
"SE - SI",0.18254952922518,0.000176614554567078,50
"E - I",0.237280448111206,7.06839620324695e-05,51
"E - M",0.134921109364953,0.0396862783771729,51
"E - SE",0.0691700981450688,0.56379400341297,51
"E - SI",0.301599966262723,6.30513997679216e-08,51
"I - M",-0.102359338746253,0.289103538196075,51
"I - SE",-0.168110349966138,0.0109692774840144,51
"I - SI",0.0643195181515163,0.740899727222571,51
"M - SE",-0.0657510112198842,0.646107683018805,51
"M - SI",0.16667885689777,0.010936090328468,51
"SE - SI",0.232429868117654,5.67634829482522e-05,51
"E - I",0.224307388203596,0.000160342704332739,52
"E - M",0.102659549508818,0.192168837874928,52
"E - SE",0.0611205950113469,0.666230453227871,52
"E - SI",0.284647643191117,2.01348960282566e-07,52
"I - M",-0.121647838694778,0.141879850643932,52
"I - SE",-0.163186793192249,0.0142011495298112,52
"I - SI",0.0603402549875215,0.779949126834251,52
"M - SE",-0.0415389544974714,0.907447173844441,52
"M - SI",0.181988093682299,0.00367300302534479,52
"SE - SI",0.22352704817977,9.54326251569881e-05,52
"E - I",0.257475018557459,1.66503672627272e-07,53
"E - M",0.120837532530177,0.0310119890578506,53
"E - SE",0.0994211835862841,0.0918538114859672,53
"E - SI",0.315629189464,0,53
"I - M",-0.136637486027282,0.0241908676421292,53
"I - SE",-0.158053834971175,0.00411030869610873,53
"I - SI",0.0581541709065415,0.716193216154922,53
"M - SE",-0.0214163489438925,0.98597725349262,53
"M - SI",0.194791656933824,0.000154169646547797,53
"SE - SI",0.216208005877716,1.03193534108925e-05,53
"E - I",0.29179720680563,1.11790237955489e-07,54
"E - M",0.158470351852571,0.00786662625165013,54
"E - SE",0.100416124980245,0.186258503792539,54
"E - SI",0.325922931425659,9.67879776325731e-10,54
"I - M",-0.133326854953059,0.0648050166290607,54
"I - SE",-0.191381081825385,0.0012975731358924,54
"I - SI",0.0341257246200296,0.961651749853814,54
"M - SE",-0.0580542268723254,0.7362762923029,54
"M - SI",0.167452579573089,0.00725158470885401,54
"SE - SI",0.225506806445414,5.17817562530887e-05,54
"E - I",0.176599600379394,0.00124874406082487,55
"E - M",0.136216505537677,0.0170242564803645,55
"E - SE",0.0882783477788562,0.228625554137685,55
"E - SI",0.225134279336206,8.65834231089657e-06,55
"I - M",-0.0403830948417175,0.9062519440889,55
"I - SE",-0.088321252600538,0.298890389318579,55
"I - SI",0.0485346789568117,0.830450639506901,55
"M - SE",-0.0479381577588205,0.811003305044787,55
