"management","services_from","node_from","node_to","taxon_from","services_to","weight","hop","type"
"E","Pollination",516,91,"Butterfly","None",3.24014396378287e-05,1,"I"
"E","Pollination",517,61,"Butterfly","None",0.0430294836973201,1,"I"
"E","Pollination",513,14,"Butterfly","None",0.00869610776262691,1,"I"
"E","Pollination",513,28,"Butterfly","None",0.0127134566734521,1,"I"
"E","Pollination",514,26,"Butterfly","None",0.012601025176256,1,"I"
"E","Pollination",514,28,"Butterfly","None",0.00465278746552447,1,"I"
"E","Pollination",516,28,"Butterfly","None",0.00452500105164343,1,"I"
"E","Pollination",517,26,"Butterfly","None",0.272000673176746,1,"I"
"E","Pollination",517,28,"Butterfly","None",0.100433203256801,1,"I"
"E","Pollination",519,28,"Butterfly","None",0.00657568981040219,1,"I"
"E","Pollination",523,14,"Butterfly","None",0.00159047550024002,1,"I"
"E","Pollination",523,28,"Butterfly","None",0.00232522893165946,1,"I"
"E","Pollination",523,61,"Butterfly","None",0.000996218353720614,1,"I"
"E","Pollination",525,11,"Butterfly","None",0.000745175622987138,1,"I"
"E","Pollination",525,14,"Butterfly","None",0.00549385076975986,1,"I"
"E","Pollination",525,26,"Butterfly","None",0.0217524539169452,1,"I"
"E","Pollination",525,28,"Butterfly","None",0.00803185006882373,1,"I"
"E","Pollination",522,26,"Butterfly","None",0.00407427210876001,1,"I"
"E","Crop damage",495,4,"Seed-feeding bird","None",5.74691321592869e-06,1,"I"
"E","Crop damage",496,4,"Seed-feeding bird","None",4.90484816938354e-05,1,"I"
"E","Crop damage",497,4,"Seed-feeding bird","None",4.97260670580385e-06,1,"I"
"E","Crop damage",498,4,"Seed-feeding bird","None",0.000117593905767207,1,"I"
"E","Crop damage",499,4,"Seed-feeding bird","None",1.47761374152515e-05,1,"I"
"E","Crop damage",500,4,"Seed-feeding bird","None",5.05488261458143e-05,1,"I"
"E","Crop damage",501,4,"Seed-feeding bird","None",0.000122363417201394,1,"I"
"E","Crop damage",502,4,"Seed-feeding bird","None",2.51115903224686e-05,1,"I"
"E","Crop damage",503,4,"Seed-feeding bird","None",1.58870052916912e-05,1,"I"
"E","Crop damage",504,4,"Seed-feeding bird","None",1.93715610200661e-05,1,"I"
"E","Crop damage",505,4,"Seed-feeding bird","None",6.65732529668452e-06,1,"I"
"E","Crop damage",496,5,"Seed-feeding bird","None",0.000572232286428079,1,"I"
"E","Crop damage",497,5,"Seed-feeding bird","None",5.80137449010449e-05,1,"I"
"E","Crop damage",498,5,"Seed-feeding bird","None",0.00137192890061742,1,"I"
"E","Crop damage",499,5,"Seed-feeding bird","None",0.000172388269844601,1,"I"
"E","Crop damage",501,5,"Seed-feeding bird","None",0.00142757320068294,1,"I"
"E","Crop damage",504,5,"Seed-feeding bird","None",0.000226001545234104,1,"I"
"E","Crop damage",496,7,"Seed-feeding bird","None",0.00554545106665757,1,"I"
"E","Crop damage",497,7,"Seed-feeding bird","None",0.000562205927859217,1,"I"
"E","Crop damage",498,7,"Seed-feeding bird","None",0.0132952382550743,1,"I"
"E","Crop damage",499,7,"Seed-feeding bird","None",0.00167059905140313,1,"I"
"E","Crop damage",500,7,"Seed-feeding bird","None",0.00571508091969797,1,"I"
"E","Crop damage",501,7,"Seed-feeding bird","None",0.0138344821084364,1,"I"
"E","Crop damage",502,7,"Seed-feeding bird","None",0.00283913162100395,1,"I"
"E","Crop damage",503,7,"Seed-feeding bird","None",0.00179619444676666,1,"I"
"E","Crop damage",504,7,"Seed-feeding bird","None",0.00219016042926868,1,"I"
"E","Crop damage",496,8,"Seed-feeding bird","None",1.7835811525031e-05,1,"I"
"E","Crop damage",497,8,"Seed-feeding bird","None",1.80822062029231e-06,1,"I"
"E","Crop damage",498,8,"Seed-feeding bird","None",4.27614202789845e-05,1,"I"
"E","Crop damage",499,8,"Seed-feeding bird","None",5.37314087827328e-06,1,"I"
"E","Crop damage",501,8,"Seed-feeding bird","None",4.44957880732344e-05,1,"I"
"E","Crop damage",504,8,"Seed-feeding bird","None",7.04420400729675e-06,1,"I"
"E","Crop damage",505,8,"Seed-feeding bird","None",2.42084556243073e-06,1,"I"
"E","Crop damage",497,11,"Seed-feeding bird","None",0.000158143961749732,1,"I"
"E","Crop damage",499,11,"Seed-feeding bird","None",0.000469925945978984,1,"I"
"E","Crop damage",500,11,"Seed-feeding bird","None",0.00160760584969794,1,"I"
"E","Crop damage",501,11,"Seed-feeding bird","None",0.00389152746523829,1,"I"
"E","Crop damage",502,11,"Seed-feeding bird","None",0.00079862466798275,1,"I"
"E","Crop damage",504,11,"Seed-feeding bird","None",0.000616074342138162,1,"I"
"E","Crop damage",505,11,"Seed-feeding bird","None",0.000211723118147588,1,"I"
"E","Crop damage",495,12,"Seed-feeding bird","None",3.10855760316143e-05,1,"I"
"E","Crop damage",496,12,"Seed-feeding bird","None",0.000265307696434837,1,"I"
"E","Crop damage",497,12,"Seed-feeding bird","None",2.68972817268481e-05,1,"I"
"E","Crop damage",498,12,"Seed-feeding bird","None",0.000636076126649895,1,"I"
"E","Crop damage",499,12,"Seed-feeding bird","None",7.99254705643151e-05,1,"I"
"E","Crop damage",500,12,"Seed-feeding bird","None",0.000273423195970541,1,"I"
"E","Crop damage",501,12,"Seed-feeding bird","None",0.000661874847589361,1,"I"
"E","Crop damage",502,12,"Seed-feeding bird","None",0.00013583087492608,1,"I"
"E","Crop damage",503,12,"Seed-feeding bird","None",8.5934255895966e-05,1,"I"
"E","Crop damage",504,12,"Seed-feeding bird","None",0.000104782534608539,1,"I"
"E","Crop damage",505,12,"Seed-feeding bird","None",3.60100777411572e-05,1,"I"
"E","Crop damage",499,13,"Seed-feeding bird","None",5.91045496610061e-05,1,"I"
"E","Crop damage",502,13,"Seed-feeding bird","None",0.000100446361289874,1,"I"
"E","Crop damage",504,13,"Seed-feeding bird","None",7.74862440802642e-05,1,"I"
"E","Crop damage",505,13,"Seed-feeding bird","None",2.66293011867381e-05,1,"I"
"E","Crop damage",496,14,"Seed-feeding bird","None",0.0115003826395773,1,"I"
"E","Crop damage",497,14,"Seed-feeding bird","None",0.00116592558745931,1,"I"
"E","Crop damage",498,14,"Seed-feeding bird","None",0.0275722074507202,1,"I"
"E","Crop damage",499,14,"Seed-feeding bird","None",0.00346455646213663,1,"I"
