"iteration","chisqr_man","chisqr_ser","pval_man","pval_ser"
1,16.007054253969,21.0037637244316,0.00682396254343627,0.0018317615460445
2,20.8404741697947,27.5184357575783,0.000868240574824802,0.000115753310340629
3,19.8494284404624,26.3022040511866,0.00133369505083117,0.000195552247837306
4,20.492028129225,26.6468830330804,0.00101001276789515,0.000168608450456227
5,24.5860452783938,35.7786741066607,0.000167458667374512,3.04353664945545e-06
10,17.1914170694819,23.1693942040191,0.00415071818277749,0.000741684305771334
11,15.9336456541657,20.9008121829133,0.0070360941970413,0.00191142786907154
12,14.1561031308515,16.6533400722601,0.0146476507684284,0.0106453648237355
13,27.9012227804018,32.5520569156444,3.80532763992525e-05,1.27856013535598e-05
14,16.8880306377107,21.5127510085702,0.00471711891464012,0.00148324635260761
15,27.3577581377177,34.3559498577529,4.85826490769673e-05,5.74213758628477e-06
16,14.6440857732342,19.3068045807673,0.0119964407160298,0.00367567500426184
17,37.9164895402431,37.8099148582476,3.92182838288732e-07,1.22368198615941e-06
18,22.1796322495375,31.9139079637774,0.000483986398765198,1.6949480559303e-05
19,18.5964963692299,24.7576088947604,0.00228465699171303,0.000378597488346876
20,16.989256231711,21.3211898451322,0.00452021796265998,0.00160603957784507
21,20.5144779622991,27.6118306885812,0.00100022884808735,0.000111169155149735
22,25.8809266682436,34.0213472306477,9.41081199762142e-05,6.66384672614042e-06
23,37.7658105890834,43.1267649392423,4.20481975596211e-07,1.1009627187717e-07
24,15.2750728280577,20.347531210337,0.00924943798308213,0.00240117296360551
25,25.6742729070002,32.7092569449626,0.000103196997631345,1.19265633572169e-05
26,20.080547609094,27.3253604863092,0.00120697156116996,0.000125830360211137
27,29.8194937205247,35.9381705257302,1.60054776121151e-05,2.83395852001176e-06
28,16.9572305849757,21.9837557072631,0.00458162866308742,0.00121910768215579
29,19.9090338953903,22.7678838108707,0.00129981333956402,0.000878066276166043
30,35.9861710915872,43.876778180861,9.55879755860951e-07,7.81986248835882e-08
31,13.974372666821,19.2329346934254,0.0157730263803716,0.00378780477937574
32,37.7117022167269,43.6818713736228,4.31132696278944e-07,8.5473519678946e-08
33,25.260481299262,34.3603045496609,0.000124088595488587,5.73101709541167e-06
34,35.9031043600542,42.5357743259577,9.93154465364257e-07,1.44104304172129e-07
35,20.1885964287745,27.2400241466567,0.00115186628965273,0.000130555892709331
36,45.3327514595562,49.9247447016649,1.24155617966649e-08,4.86723168092482e-09
37,18.3646663607691,25.2208429998402,0.00252244555954191,0.000310752640936356
38,16.5613585795555,20.9575959263029,0.00541139386782611,0.00186707723604228
39,43.3363909984182,46.5097500263808,3.15808613619474e-08,2.34337495907734e-08
40,40.6281728516117,46.0826855783373,1.11537623870699e-07,2.85042855626311e-08
41,18.7531903207236,21.8474927339488,0.00213653752908662,0.00129037706018116
42,19.6424353354842,25.1504412285047,0.00145823908472099,0.000320232296224485
43,16.8705631990662,17.9174436774198,0.00475193321852751,0.00644185345867673
44,23.9060917961033,33.9741246743348,0.000226322224908343,6.80523803901148e-06
45,31.9235253298803,38.5325188578583,6.15205762440693e-06,8.8377793094836e-07
46,29.9361962972449,36.6064687787883,1.51812427150338e-05,2.100876131274e-06
47,20.4250637117453,27.5081029733972,0.00103975973771123,0.000116271813720133
48,20.9044329424051,26.9178523490167,0.000844435650835615,0.000150029659854823
49,19.0418662428431,22.6314537298128,0.00188792604903498,0.000929792953759793
50,16.674300784022,21.8366913445117,0.00516076669339214,0.00129619807128822
100,27.8567584451374,35.3077816993416,3.88221896500372e-05,3.75636500030037e-06
101,20.2584334487463,26.6278861576953,0.00111757414247722,0.000169993010974355
102,26.4252810867539,36.095935918643,7.37883211794615e-05,2.64076495285448e-06
103,29.7673487869097,38.1358274615264,1.6387978226668e-05,1.05672456597167e-06
104,27.3866028785242,36.7747771785738,4.79574346042079e-05,1.94814435680263e-06
105,36.7865815653555,42.0177711076263,6.60940438357205e-07,1.82397421957269e-07
106,20.4548933751301,26.2562786363328,0.00102640375820851,0.00019944898171759
107,18.5076558172846,25.2376558802224,0.0023730628746104,0.000308529997568872
108,19.096606722518,25.4906074533091,0.0018440957251537,0.000276921203297094
109,20.1592238571269,27.1618254089029,0.00116659652719092,0.000135039846816175
110,30.4853399716538,37.471214192395,1.18344433345344e-05,1.42499651128799e-06
111,28.5314887246503,34.7370234900754,2.86477970068507e-05,4.84567634153455e-06
112,19.2726784033271,25.5228282123165,0.00170978391243405,0.000273131416156483
113,16.5317413793759,21.4933544883844,0.00547905805863225,0.00149524898769278
114,25.5157489091592,29.542841590107,0.000110753457091592,4.80073346793664e-05
115,26.4037369411234,33.8266669331274,7.45028928252065e-05,7.26618987762487e-06
116,15.0134368250275,20.7470452351166,0.0103050784785575,0.00203676435816378
117,37.7434046577949,44.7748440756676,4.24860217858928e-07,5.18793024716373e-08
118,31.6064448451301,37.9229299628628,7.10831025880183e-06,1.16301089534935e-06
119,18.3770115305325,24.1922179965994,0.00250919290608869,0.00048139994075491
120,31.628144745029,39.7301682173005,7.03840223818225e-06,5.14648013049564e-07
121,16.5891888651099,22.0295490780643,0.0053485555060788,0.00119603421057971
122,19.7518881702196,26.2139600929843,0.00139102271108503,0.000203107445466
123,20.4218970521024,26.8745068511471,0.00104118758724478,0.000152859618430317
124,19.7520314190748,26.1590524235933,0.00139093676785191,0.000207953074847496
125,17.5795825507609,23.5230059905618,0.00352218789100881,0.000638964005517339
126,16.5091797291767,21.5632690746179,0.00553115616778263,0.00145242683165941
127,18.4012397670649,24.1488853650073,0.00248338182763476,0.000490326937936057
128,19.664987049236,22.3966020249328,0.00144413361111251,0.00102592891562925
129,43.6739534865038,46.760569293906,2.69743586554177e-08,2.08856969514187e-08
130,32.6385295410256,39.8385679066556,4.43940131079205e-06,4.90026770748801e-07
131,16.3821425984237,18.5327277747356,0.00583364805260661,0.00503006611764574
132,14.2989844352368,19.8446641099601,0.0138177197241652,0.00295129050544842
133,43.2770831577503,48.0473142141315,3.24676280705348e-08,1.15617307986738e-08
134,35.3310128357845,41.877161695984,1.29226338688886e-06,1.94436745126576e-07
135,15.9697354351834,20.4781572044939,0.00693101390114623,0.00227552012941429
136,26.4911370641572,29.6935270921987,7.16458606464912e-05,4.49479277376484e-05
137,18.4435415168213,24.3708923720488,0.00243893913595144,0.000446250261313069
138,19.538201476499,26.0429726892106,0.00152521378202185,0.000218575685413857
139,31.1715985940862,38.5684956057221,8.66408256209248e-06,8.69560193097168e-07
140,37.9868105060245,39.457265678876,3.79632876026038e-07,5.82216512774936e-07
141,23.3831207661581,33.9688141795516,0.000285129772264787,6.82132347772438e-06
142,33.1304334412343,36.4800090389246,3.54552234564761e-06,2.22340539157616e-06
143,24.4041279505664,35.2998573038104,0.000181530629477339,3.76968066257149e-06
144,19.6028501632445,26.9582451637034,0.00148332672645633,0.000147439069703785
145,20.9463231832328,27.8251875830145,0.000829194097067482,0.000101358968227286
146,35.1170020597104,41.2667266361888,1.42587953797187e-06,2.5656017616283e-07
147,22.7951804612863,32.9967260878984,0.000369396116978466,1.05010536676855e-05
148,18.359830842002,24.1929520091728,0.0025276552165262,0.000481250112064073
149,43.6280632674914,45.3004227310954,2.7558896402214e-08,4.0790028178482e-08
150,17.6687469459143,22.6599717349688,0.00339153217490847,0.000918738951580274
151,13.2375091356348,15.5004609184283,0.021251855744027,0.01670175324679
152,43.4178064723986,42.6960953666973,3.04027262660024e-08,1.33961060352348e-07
153,19.1639217974904,22.9614082970093,0.00179156508008243,0.000809507535198465
154,16.8810514046686,22.2825332457498,0.00473099922085708,0.00107607760513907
155,23.9227604544273,34.8208215537168,0.00022465985106428,4.66800235460384e-06
156,17.5342393772993,24.1980555227221,0.0035905073346189,0.00048020963665267
157,28.3016075998994,35.7724243125466,3.17757739005993e-05,3.05205502300778e-06
158,34.1105914081962,36.6370822182612,2.26329279872566e-06,2.07223720272594e-06
159,24.7140595361973,29.1380690008916,0.000158208714719459,5.72835695462088e-05
160,18.3291558324435,24.7551541052328,0.00256095020642296,0.00037899330010613
161,19.7394324232662,26.0646420746612,0.00139851562804052,0.000216552861328865
162,42.6861125139313,47.8447212916358,4.27787106562529e-08,1.26910565540807e-08
163,13.8918878897055,19.6294266854434,0.0163109404029202,0.00322271313689526
164,20.039928359303,22.7535024965202,0.00122835141770701,0.000883382808570311
165,23.3172562356427,33.8990368365032,0.0002935333008088,7.03621601707502e-06
166,16.7888558023452,21.5985870918607,0.00491814426521818,0.00143125388886324
167,29.3703815420919,37.3705464473115,1.96132662295866e-05,1.49094331453106e-06
168,28.140389976948,36.312897572847,3.41693150166818e-05,2.39627327182541e-06
169,14.9956813057574,19.7050134378658,0.0103808069720844,0.00312473144100239
170,35.5136109465243,29.179893145427,1.18815905782718e-06,5.62482717254292e-05
171,16.8876128435486,22.2736494951422,0.00471794870376054,0.00108008264181008
172,39.0271602459618,43.2727077281029,2.3451296166552e-07,1.0301028704823e-07
173,18.4895252482828,24.6696452180829,0.00239151266031937,0.000393038066130338
174,17.2949756971146,18.8007326445279,0.00397304521258102,0.00451374087510073
175,17.1888722153691,23.0272292403261,0.00415518068594258,0.000787409919647609
176,15.9711882847109,21.4563083115002,0.00692681588661062,0.00151843822976148
177,23.8840716401287,34.2322969097611,0.000228536963988238,6.06700274352702e-06
178,14.4988686181559,19.5771067856721,0.0127325859435567,0.00329228219470248
179,19.6355961541938,25.1967274208636,0.00146254350401277,0.000313968264624022
180,28.0863265304154,36.2240723288586,3.50113573035828e-05,2.49352601292595e-06
181,38.3530369846278,45.0704091477533,3.20457726549173e-07,4.53183736700925e-08
182,28.9527877884088,37.7358156537725,2.36873598571291e-05,1.26515825359614e-06
183,20.1654119929254,26.5090271331247,0.00116347786920924,0.000178914208736375
184,19.1430510573793,25.2897307567761,0.00180769280308443,0.000301744695531972
185,20.0379677062586,26.4942394544716,0.0012293927747847,0.00018005595461831
186,42.9077037140637,42.197163875414,3.85770523287209e-08,1.681084369731e-07
187,43.1190471007399,48.5708926550555,3.49536116280522e-08,9.08562195172985e-09
188,33.8869463925701,40.7651836695627,2.50763071750075e-06,3.22101217956674e-07
189,20.3453716492828,26.9312877945996,0.00107628586377911,0.00014916302904593
190,30.9700487396976,38.3624282594135,9.49566567232321e-06,9.54188440250965e-07
191,20.2550703853011,25.5747015044799,0.00111920224156356,0.000267137255770469
192,38.1558943377599,43.140856948111,3.51069573096798e-07,1.0939141444467e-07
193,22.9248604420323,32.4998568164876,0.000348915508927501,1.30842077484278e-05
194,13.2103534264524,22.4273600395366,0.0214852835151392,0.00101280384093801
195,14.4549987768113,20.178800237596,0.0129634459831575,0.00257354997344474
196,28.1171334676538,31.2624842023187,3.45290462914021e-05,2.25852281415182e-05
197,16.7453638029881,22.112093517132,0.00500891784245865,0.00115552003240989
198,17.5856812639624,22.6611964411926,0.00351309644522355,0.00091826713756955
199,13.9675681300508,19.2461654269391,0.0158167453262863,0.00376747938274344
200,14.4438784859881,19.2674476556084,0.013022605691151,0.00373500772286521
201,19.8596493138128,25.5312255441572,0.00132782409894421,0.000272152154903133
202,16.0525992680773,20.7050602670401,0.00669549417091272,0.00207236082691864
203,15.6117612422752,18.2616442112202,0.00804452230679736,0.00561054114111613
204,17.379965300512,23.6472719977469,0.00383280549552132,0.000606297058543366
205,16.8021530228897,18.0605018049263,0.00489071322106878,0.00608276356669745
206,13.9307197868576,19.3498523672415,0.0160555339222694,0.00361182935173209
207,28.4892791774801,30.9774912141151,2.91982994911487e-05,2.56013545090293e-05
208,19.1766486411103,26.1726421580739,0.00178179994295389,0.000206743257974746
209,38.0153416589329,42.9628908577814,3.74655777261817e-07,1.18632500790265e-07
210,21.3239523415583,27.1822342682667,0.000703477879782145,0.000133855134357958
211,29.3476561667974,38.0977480389926,1.98158870677938e-05,1.07499937654664e-06
212,20.0357474589167,26.4214107420523,0.00123057305808203,0.000185784762043176
213,20.5532522156047,27.158830114675,0.000983549809132729,0.000135214589625008
214,31.3633742204172,38.5540615571808,7.94013314142782e-06,8.75236900767333e-07
215,42.9036885090998,47.3018199238988,3.86493984897138e-08,1.62888464908556e-08
216,17.0191495607937,18.7017228370422,0.00446362213357479,0.00469818580338583
217,15.0031063635473,20.785588335525,0.010349073150353,0.00200461284072932
218,27.2180346820784,30.0474804987563,5.17274347457536e-05,3.84997991145711e-05
219,17.3686844027548,22.079180136784,0.00385113741993518,0.00117151053759553
220,13.9677717520906,19.4852288039171,0.015815435364729,0.00341801020253885
221,16.9741929125828,22.0164121025013,0.0045490017683563,0.00120260925420565
222,46.2325459657095,48.1905435466817,8.14395941605515e-09,1.08242869812124e-08
223,38.5705122996458,44.6499662993831,2.89763583461286e-07,5.49279275762126e-08
224,13.5956055424664,18.3836201207109,0.0183928681209861,0.00534172192569494
225,16.4660576668898,22.2854724792076,0.00563207907907908,0.00107475572889474
226,44.6603160791055,45.9329952873837,1.70086961645233e-08,3.05289164397031e-08
227,34.3521933139628,39.6979132523374,2.02588660605582e-06,5.22208924562311e-07
228,16.6393010762149,21.9184044598849,0.00523719704601013,0.00125279309009289
229,34.5070977093343,40.2263037471859,1.88687893881218e-06,4.11167189773848e-07
230,16.6621620717621,19.0046290345117,0.00518715039206727,0.00415582245670756
231,25.7876901746189,30.5659090730815,9.81062008729569e-05,3.06738674328279e-05
232,16.5831330686614,21.0575588642183,0.00536216806929351,0.0017914353563505
233,19.1828134055386,26.0348977498382,0.00177708861310611,0.000219334233291423
234,21.08995656393,27.014322403546,0.000778963094526377,0.000143915637572216
235,16.6109425766221,20.9614708536104,0.00529993384334165,0.00186408771239578
236,25.3885259459642,29.1921214653227,0.000117212015433877,5.5949089547662e-05
237,19.0510816547556,22.0749829492324,0.00188047638920349,0.00117356521868448
238,20.1407687511178,26.812365812365,0.00117594633755129,0.000157008863316263
239,14.6838305703613,19.8527752596315,0.0118022572812333,0.00294151063960741
240,20.2188076873824,25.467435113416,0.00113690638460927,0.000279678718485223
241,29.5742041924677,37.8141661162254,1.78854984218533e-05,1.22134380851358e-06
242,19.6158543179894,25.3907787650113,0.00147503872893368,0.000288995126456458
243,20.4501550742226,26.992773312934,0.00102851395368926,0.000145259659047373
244,31.6366965044614,39.2693076781983,7.01104008104668e-06,6.33813292916549e-07
245,32.5829876755997,39.3907184952672,4.55345932228666e-06,5.99988494510349e-07
