"contrast","estimate","p.value","iteration"
"SE - M",1.08838421397236,0.406582669820425,17
"SE - SI",1.16456851551028,0.351832442620808,17
"SE - I",1.16456851551482,0.351832442615763,17
"SE - IM",3.3372051610367,0.00212334911119028,17
"M - SI",0.0761843015379142,0.999986762007734,17
"M - I",0.0761843015424546,0.99998676200773,17
"M - IM",2.24882094706434,0.0170298628065463,17
"SI - I",4.54036808150704e-12,1,17
"SI - IM",2.17263664552642,0.0187681318078047,17
"I - IM",2.17263664552188,0.0187681318079365,17
"E - SE",1.36078879849388,0.220388676564431,18
"E - M",1.48816384511439,0.158959575002511,18
"E - SI",1.49319366235573,0.156916143988676,18
"E - I",1.49795996119664,0.155019031226486,18
"E - IM",3.40532789880572,0.00110885565365815,18
"SE - M",0.127375046620514,0.999892431411933,18
"SE - SI",0.132404863861851,0.999869714497853,18
"SE - I",0.137171162702766,0.999844843732634,18
"SE - IM",2.04453910031184,0.0533904901192639,18
"M - SI",0.005029817241337,0.999999999988756,18
"M - I",0.00979611608225217,0.999999999683791,18
"M - IM",1.91716405369133,0.0719751785054136,18
"SI - I",0.00476629884091517,0.999999999991388,18
"SI - IM",1.91213423644999,0.0727732095317735,18
"I - IM",1.90736793760907,0.0735368634849178,18
"E - SE",0.786288643576701,0.753834777830013,19
"E - M",1.37524134286525,0.236136910476168,19
"E - SI",1.42223160887402,0.211850886070069,19
"E - I",1.43735588940343,0.204484171963241,19
"E - IM",3.19192048465675,0.00284661973214728,19
"SE - M",0.588952699288548,0.905151937671843,19
"SE - SI",0.635942965297323,0.87656105665333,19
"SE - I",0.651067245826733,0.865805548995617,19
"SE - IM",2.40563184108005,0.0262400353897915,19
"M - SI",0.0469902660087751,0.99999924078755,19
"M - I",0.0621145465381856,0.999996929652424,19
"M - IM",1.8166791417915,0.109424220636424,19
"SI - I",0.0151242805294105,0.999999997315662,19
"SI - IM",1.76968887578273,0.122220994447445,19
"I - IM",1.75456459525332,0.126015320977699,19
"E - SE",0.779855509366039,0.764764033326757,20
"E - M",0.847537487227585,0.705048746945492,20
"E - SI",1.19303017548625,0.37558875808085,20
"E - I",1.20317921872405,0.367849403050305,20
"E - IM",2.91109670590287,0.00764479988724287,20
"SE - M",0.0676819778615459,0.999995699858448,20
"SE - SI",0.413174666120215,0.976401860597943,20
"SE - I",0.423323709358009,0.973768762737009,20
"SE - IM",2.13124119653683,0.0615418236817514,20
"M - SI",0.345492688258669,0.989172548579507,20
"M - I",0.355641731496463,0.987640777642227,20
"M - IM",2.06355921867528,0.0730022554368734,20
"SI - I",0.010149043237794,0.99999999966273,20
"SI - IM",1.71806653041661,0.166386145947128,20
"I - IM",1.70791748717882,0.169703643397955,20
"E - SE",0.905018018582146,0.643450684378586,21
"E - M",1.53406718537641,0.159449278631108,21
"E - SI",1.58024302524542,0.142663942893829,21
"E - I",1.58362865344602,0.141502175962639,21
"E - IM",3.33066485696118,0.00208801429883876,21
"SE - M",0.629049166794261,0.878167119699066,21
"SE - SI",0.675225006663272,0.846524102829774,21
"SE - I",0.678610634863873,0.843867582693244,21
"SE - IM",2.42564683837903,0.0238512572574584,21
"M - SI",0.0461758398690115,0.9999992691075,21
"M - I",0.0495614680696126,0.999998958015642,21
"M - IM",1.79659767158477,0.110639238866128,21
"SI - I",0.00338562820060107,0.99999999999848,21
"SI - IM",1.75042183171576,0.123741112215931,21
"I - IM",1.74703620351516,0.124588247376807,21
"E - SE",1.3302763666842,0.232877277506382,22
"E - M",1.44675889322082,0.173219343363251,22
"E - SI",2.04131375354454,0.02643901111141,22
"E - I",2.04131375354454,0.0264390111113448,22
"E - IM",3.71132740231866,0.000352507066115892,22
"SE - M",0.116482526536619,0.999927350219475,22
"SE - SI",0.71103738686034,0.808685283232195,22
"SE - I",0.711037386860342,0.808685283232066,22
"SE - IM",2.38105103563446,0.0164646534134342,22
"M - SI",0.594554860323721,0.893040521558777,22
"M - I",0.594554860323723,0.893040521558699,22
"M - IM",2.26456850909784,0.0206986733877907,22
"SI - I",1.77635683940025e-15,1,22
"SI - IM",1.67001364877412,0.090176786099525,22
"I - IM",1.67001364877411,0.0901767860995294,22
"E - SE",1.2858089300262,0.250766461298055,23
"E - M",2.19311031209816,0.0103366306686307,23
"E - SI",2.37109122921824,0.00634495475503416,23
"E - I",2.38472767358341,0.00610752399131698,23
"E - IM",4.20530960828939,3.18956003317883e-05,23
"SE - M",0.907301382071967,0.609372196989708,23
"SE - SI",1.08528229919204,0.453217515436846,23
"SE - I",1.09891874355721,0.440442350255532,23
"SE - IM",2.91950067826319,0.00208649350523327,23
"M - SI",0.177980917120073,0.999203339228847,23
"M - I",0.191617361485248,0.998857030567048,23
"M - IM",2.01219929619122,0.0146395933763418,23
"SI - I",0.0136364443651749,0.999999997497387,23
"SI - IM",1.83421837907115,0.0235956056725054,23
"I - IM",1.82058193470598,0.0243402032531779,23
"E - SE",0.814683029063619,0.735419996446614,24
"E - M",0.848934814829134,0.704857559490917,24
"E - SI",1.23237745883514,0.346750061573296,24
"E - I",1.23887586611876,0.342030895451663,24
"E - IM",2.88695921355649,0.00779488488333469,24
"SE - M",0.0342517857655146,0.999999856971656,24
"SE - SI",0.417694429771522,0.975811663607449,24
"SE - I",0.424192837055143,0.97412634073081,24
"SE - IM",2.07227618449287,0.0708378814787267,24
"M - SI",0.383442644006007,0.983179797473778,24
"M - I",0.389941051289628,0.98186541027014,24
"M - IM",2.03802439872735,0.076430076307321,24
"SI - I",0.00649840728362117,0.999999999963889,24
"SI - IM",1.65458175472135,0.190375210476069,24
"I - IM",1.64808334743773,0.192793982345656,24
"E - SE",1.23944867527417,0.293246238059832,25
"E - M",1.38562435071862,0.20422640792982,25
"E - SI",1.84937885890334,0.0477695972204621,25
"E - I",1.86724232600302,0.0455674837987626,25
"E - IM",3.67733327202053,0.000550242728442063,25
"SE - M",0.146175675444457,0.999779556965924,25
"SE - SI",0.609930183629169,0.881758939850095,25
"SE - I",0.627793650728851,0.868981342653885,25
"SE - IM",2.43788459674637,0.0168404512340145,25
"M - SI",0.463754508184711,0.957832403057171,25
"M - I",0.481617975284393,0.950673824317934,25
"M - IM",2.29170892130191,0.0235099239288067,25
"SI - I",0.017863467099682,0.999999993088547,25
"SI - IM",1.8279544131172,0.067426332055982,25
"I - IM",1.81009094601752,0.0696470107428259,25
"E - SE",0.891053296223964,0.661448767579712,26
"E - M",1.4750200379583,0.190503613825676,26
"E - SI",1.51598862185897,0.173136232028447,26
"E - I",1.51916538825609,0.171844576013515,26
"E - IM",3.191337032662,0.00292282174716896,26
"SE - M",0.583966741734332,0.907954020744351,26
"SE - SI",0.624935325635002,0.883892599144737,26
"SE - I",0.628112092032122,0.881729379501873,26
"SE - IM",2.30028373643803,0.0336006085067729,26
"M - SI",0.0409685839006699,0.999999607036519,26
"M - I",0.0441453502977902,0.999999428617006,26
"M - IM",1.7163169947037,0.136089319670192,26
"SI - I",0.00317676639712028,0.999999999998965,26
"SI - IM",1.67534841080303,0.150200599317202,26
"I - IM",1.67217164440591,0.151148580649019,26
"E - SE",1.32364350522195,0.232327670884648,27
"E - M",1.41417003053873,0.183736565955972,27
"E - SI",1.87605302416549,0.0405373596302876,27
"E - I",1.9023811171512,0.0376430612114931,27
"E - IM",3.7489610236252,0.000332143394564222,27
"SE - M",0.0905265253167753,0.999978735899041,27
"SE - SI",0.552409518943536,0.916001791422881,27
"SE - I",0.578737611929242,0.899805988536507,27
"SE - IM",2.42531751840324,0.0146812967814736,27
"M - SI",0.461882993626761,0.958054678107326,27
"M - I",0.488211086612467,0.9472165935151,27
"M - IM",2.33479099308647,0.0182926723750403,27
"SI - I",0.0263280929857062,0.999999951500515,27
"SI - IM",1.87290799945971,0.0552469599580216,27
"I - IM",1.846579906474,0.0581564173379613,27
"E - SE",0.84204815258574,0.708519692999987,28
"E - M",0.911989685982146,0.644652882083618,28
"E - SI",1.26075201363777,0.32357976437326,28
"E - I",1.27376199281818,0.314644184226569,28
"E - IM",2.99841890719778,0.0062234971032965,28
"SE - M",0.0699415333964065,0.999994895082297,28
"SE - SI",0.418703861052035,0.974878453049173,28
"SE - I",0.431713840232444,0.971311515995649,28
"SE - IM",2.15637075461204,0.057771376165328,28
"M - SI",0.348762327655629,0.988585178760793,28
"M - I",0.361772306836037,0.986509137970102,28
"M - IM",2.08642922121563,0.0682024217103323,28
"SI - I",0.0130099791804088,0.99999999881386,28
"SI - IM",1.73766689356,0.158262767713051,28
"I - IM",1.7246569143796,0.16233905285875,28
"E - SE",0.528344523430535,0.940609801597758,29
"E - M",1.29438010650896,0.303016436910971,29
"E - SI",1.32769397382081,0.281460879823223,29
"E - I",1.331272568499,0.279350867537365,29
"E - IM",3.16549831701584,0.00430399037352414,29
"SE - M",0.766035583078426,0.763307258261459,29
"SE - SI",0.799349450390278,0.73276348509805,29
"SE - I",0.802928045068467,0.72921076879715,29
"SE - IM",2.63715379358531,0.0120171719885648,29
"M - SI",0.0333138673118525,0.999999864198089,29
"M - I",0.0368924619900419,0.999999773597087,29
"M - IM",1.87111821050688,0.099239411254876,29
"SI - I",0.00357859467818944,0.999999999998089,29
"SI - IM",1.83780434319503,0.108819866970884,29
"I - IM",1.83422574851684,0.109531060691227,29
"E - SE",1.39233071271024,0.18138309897584,30
"E - M",2.36002392236783,0.00643063274590883,30
"E - SI",2.44699562964216,0.00516248730613467,30
"E - I",2.4469956286997,0.0051624873388072,30
"E - IM",4.35488917597837,3.1476913768258e-05,30
"SE - M",0.967693209657587,0.530795025605613,30
"SE - SI",1.05466491693192,0.454123529192054,30
"SE - I",1.05466491598946,0.454123530423625,30
"SE - IM",2.96255846326813,0.00173765427884576,30
"M - SI",0.0869717072743361,0.999972822791988,30
"M - I",0.0869717063318749,0.999972822793479,30
"M - IM",1.99486525361055,0.0124942518555275,30
"SI - I",-9.42461220176938e-10,1,30
"SI - IM",1.90789354633621,0.0155438498392558,30
"I - IM",1.90789354727867,0.0155438497836177,30
"E - SE",0.851260947243316,0.706138081691803,31
"E - M",0.916350277398381,0.647057971706681,31
"E - SI",0.922574275406072,0.641371759376699,31
"E - I",0.928381611987631,0.636062266408296,31
"E - IM",2.82127599313039,0.0122960344804038,31
"SE - M",0.0650893301550645,0.999996492776174,31
"SE - SI",0.0713133281627552,0.999994465571821,31
"SE - I",0.0771206647443144,0.99999181883512,31
"SE - IM",1.97001504588707,0.106429426053171,31
"M - SI",0.00622399800769069,0.999999999971097,31
"M - I",0.01203133458925,0.99999999921806,31
"M - IM",1.90492571573201,0.123172968242471,31
"SI - I",0.0058073365815593,0.999999999979484,31
"SI - IM",1.89870171772432,0.124794428485092,31
"I - IM",1.89289438114276,0.126326461245325,31
"E - SE",1.30836948336436,0.233058176040543,32
"E - M",2.24240706361527,0.00918530401048745,32
"E - SI",2.3876102593892,0.00630622070252318,32
"E - I",2.40081349510046,0.00609458264513507,32
"E - IM",4.26438921987077,3.54172245866646e-05,32
"SE - M",0.934037580250912,0.578321336915252,32
"SE - SI",1.07924077602484,0.451667507459327,32
"SE - I",1.0924440117361,0.439442825640474,32
"SE - IM",2.9560197365064,0.00203184869567785,32
"M - SI",0.14520319577393,0.999688503113555,32
"M - I",0.158406431485185,0.999521216774575,32
"M - IM",2.02198215625549,0.0132741735428058,32
"SI - I",0.0132032357112544,0.999999997791779,32
"SI - IM",1.87677896048156,0.0190258547350274,32
"I - IM",1.86357572477031,0.0195320780380083,32
"E - SE",1.43198127324632,0.176211688257274,33
"E - M",1.54027581424222,0.132178733851838,33
"E - SI",1.57170003507345,0.121443146158933,33
"E - I",1.90405052210741,0.0401227097586049,33
"E - IM",3.6494026212846,0.000502880290971119,33
"SE - M",0.108294540995902,0.999948662927359,33
"SE - SI",0.139718761827132,0.99981898322099,33
"SE - I",0.472069248861088,0.953237719945011,33
"SE - IM",2.21742134803827,0.0279397680844787,33
"M - SI",0.0314242208312294,0.999999886243258,33
"M - I",0.363774707865185,0.984102240534099,33
"M - IM",2.10912680704237,0.0360407184789445,33
"SI - I",0.332350487033956,0.989327502515785,33
"SI - IM",2.07770258621114,0.039341861932281,33
"I - IM",1.74535209917719,0.0935376394636485,33
"E - SE",1.34729963481937,0.207721033389169,34
"E - M",2.23945157031275,0.00913896870667819,34
"E - SI",2.31327882869776,0.00747166435280477,34
"E - I",2.32065698361495,0.00732388276270135,34
"E - IM",4.28984689330239,3.21768368791719e-05,34
"SE - M",0.892151935493384,0.613225806271965,34
"SE - SI",0.965979193878393,0.545503479375659,34
"SE - I",0.973357348795576,0.537891998942372,34
"SE - IM",2.94254725848302,0.001852609414419,34
"M - SI",0.0738272583850086,0.999988907175983,34
"M - I",0.0812054133021913,0.99998213099318,34
"M - IM",2.05039532298964,0.0117764870744963,34
"SI - I",0.00737815491718274,0.999999999884362,34
"SI - IM",1.97656806460463,0.0142255514727425,34
"I - IM",1.96918990968745,0.0144192418858425,34
"E - SE",0.893050930958204,0.655497869881636,35
"E - M",1.52563249094929,0.162033980429706,35
"E - SI",1.6374259793283,0.124150082643761,35
"E - I",1.64091941205108,0.123089540056198,35
"E - IM",3.33280671412615,0.00202487867163403,35
"SE - M",0.632581559991082,0.878577944250704,35
"SE - SI",0.7443750483701,0.797429621702961,35
"SE - I",0.747868481092873,0.794377797297568,35
"SE - IM",2.43975578316795,0.0233359403985549,35
"M - SI",0.111793488379018,0.999941591730305,35
"M - I",0.115286921101792,0.99993190325564,35
"M - IM",1.80717422317687,0.107564961028075,35
"SI - I",0.00349343272277314,0.999999999998187,35
"SI - IM",1.69538073479785,0.141253534028742,35
"I - IM",1.69188730207508,0.142267548468581,35
"E - SE",1.47285378193714,0.141491703529438,36
"E - M",2.38122453509916,0.00550690839150558,36
"E - SI",2.41002464998185,0.00501733304290874,36
"E - I",2.48150281249016,0.0041455425623409,36
"E - IM",4.42376344417107,2.02418034207508e-05,36
"SE - M",0.90837075316202,0.578099436222493,36
"SE - SI",0.93717086804471,0.546009629839815,36
"SE - I",1.00864903055302,0.480840098708062,36
"SE - IM",2.95090966223393,0.00126804922327173,36
"M - SI",0.0288001148826909,0.999999888321263,36
"M - I",0.100278277390998,0.999943441506042,36
"M - IM",2.04253890907191,0.00937069421637848,36
"SI - I",0.0714781625083076,0.999989334353455,36
"SI - IM",2.01373879418922,0.0103622430484134,36
"I - IM",1.94226063168091,0.012724053273658,36
"E - SE",0.864205197248084,0.683792238668216,37
"E - M",1.40164073214341,0.223489172932279,37
"E - SI",1.41654697861527,0.215868043357489,37
"E - I",1.42005353458139,0.214106643745694,37
"E - IM",3.19230207035973,0.00295859488577144,37
"SE - M",0.537435534895331,0.931861020295955,37
"SE - SI",0.552341781367181,0.924123284917201,37
"SE - I",0.555848337333307,0.922228967535348,37
"SE - IM",2.32809687311164,0.0320839315780651,37
"M - SI",0.0149062464718503,0.999999997532415,37
"M - I",0.0184128024379764,0.99999999289467,37
"M - IM",1.79066133821631,0.117915141213314,37
"SI - I",0.00350655596612603,0.999999999998261,37
"SI - IM",1.77575509174446,0.12148014760543,37
"I - IM",1.77224853577834,0.122336225374027,37
"E - SE",0.771919061788634,0.771646439445084,38
"E - M",0.853232247316438,0.700060565819883,38
"E - SI",1.1952749024564,0.374047906119008,38
"E - I",1.19864659778414,0.371471744324161,38
"E - IM",2.90742972508115,0.00771030232571202,38
"SE - M",0.0813131855278036,0.999989306952819,38
"SE - SI",0.423355840667765,0.973854095806148,38
"SE - I",0.426727535995502,0.97293924427472,38
"SE - IM",2.13551066329251,0.0610085427183936,38
"M - SI",0.342042655139961,0.989631941456966,38
"M - I",0.345414350467699,0.989154386920837,38
"M - IM",2.05419747776471,0.0745632815235776,38
"SI - I",0.00337169532773718,0.999999999998697,38
"SI - IM",1.71215482262475,0.168533235517988,38
"I - IM",1.70878312729701,0.169642664986469,38
"E - SE",1.30323525148754,0.233364178502493,39
"E - M",2.25746689616444,0.00880337872681469,39
"E - SI",2.32431847113326,0.0073705828326589,39
"E - I",2.32431847113304,0.00737058283268976,39
"E - IM",4.29560145414901,3.35306569235749e-05,39
"SE - M",0.954231644676904,0.551416951442067,39
"SE - SI",1.02108321964572,0.493542057998744,39
"SE - I",1.0210832196455,0.493542057999183,39
"SE - IM",2.99236620266147,0.00174458815179923,39
"M - SI",0.0668515749688132,0.999993101610218,39
"M - I",0.0668515749686001,0.999993101610218,39
"M - IM",2.03813455798457,0.0119058897636722,39
"SI - I",-2.1316282072803e-13,1,39
"SI - IM",1.97128298301576,0.0141848047221063,39
"I - IM",1.97128298301597,0.014184804722094,39
"E - SE",1.41565448981874,0.168642282405676,40
"E - M",2.27517617741946,0.00858248701446396,40
"E - SI",2.31354103653195,0.00758127050330815,40
"E - I",2.35409858961023,0.0068253499499108,40
"E - IM",4.36061322917141,3.48282263487043e-05,40
"SE - M",0.859521687600722,0.63901412210985,40
"SE - SI",0.897886546713205,0.596560354146611,40
"SE - I",0.938444099791484,0.553297807010724,40
"SE - IM",2.94495873935267,0.00177333944011426,40
"M - SI",0.038364859112483,0.999999562929346,40
"M - I",0.0789224121907619,0.999983750742658,40
"M - IM",2.08543705175195,0.0101562350520423,40
"SI - I",0.0405575530782789,0.999999401217888,40
"SI - IM",2.04707219263946,0.011518122379697,40
"I - IM",2.00651463956119,0.0122788565874115,40
"E - SE",0.522420030981839,0.943593687799162,41
"E - M",1.2511248023674,0.337044826417196,41
"E - SI",1.25490418963279,0.334488831309694,41
"E - I",1.27228267099453,0.322945218144832,41
"E - IM",3.027152491324,0.00602630860908004,41
"SE - M",0.728704771385558,0.797996360865488,41
"SE - SI",0.73248415865095,0.794580592924251,41
"SE - I",0.749862640012689,0.778603744992121,41
"SE - IM",2.50473246034216,0.0170770904319687,41
"M - SI",0.00377938726539262,0.999999999997557,41
"M - I",0.021157868627131,0.999999986196869,41
"M - IM",1.7760276889566,0.128951111078251,41
"SI - I",0.0173784813617384,0.999999994828856,41
"SI - IM",1.77224830169121,0.129853171284728,41
"I - IM",1.75486982032947,0.134092912766759,41
"E - SE",0.745488448772152,0.789549366848272,42
"E - M",1.3341694071348,0.260691138677232,42
"E - SI",1.43296818687909,0.207830181647335,42
"E - I",1.44058893616457,0.204167692344603,42
"E - IM",3.16948788466825,0.00298922502359855,42
"SE - M",0.588680958362648,0.90701555975251,42
"SE - SI",0.687479738106936,0.842812627144084,42
"SE - I",0.695100487392416,0.836865081125962,42
"SE - IM",2.4239994358961,0.0257015892385732,42
"M - SI",0.0987987797442882,0.999969655577264,42
"M - I",0.106419529029768,0.999956044534297,42
"M - IM",1.83531847753345,0.103947139995534,42
"SI - I",0.00762074928547962,0.999999999912713,42
"SI - IM",1.73651969778917,0.132294183135647,42
"I - IM",1.72889894850369,0.13435816597755,42
"E - SE",0.448822461728151,0.968948071939898,43
"E - M",0.7371609134481,0.804287539127273,43
