"contrast","estimate","p.value","iteration"
"E - I",6.63899730602353,2.5024426975051e-13,1
"E - IM",9.65328578563422,4.66293670342566e-15,1
"E - M",6.58132326403037,3.04867242562068e-13,1
"E - SE",6.01768934101721,2.49511522554258e-12,1
"E - SI",6.62048344219474,2.67119659724813e-13,1
"I - IM",3.01428847961069,3.09167136336441e-11,1
"I - M",-0.0576740419931552,0.998277941666879,1
"I - SE",-0.621307965006319,0.00203801462912412,1
"I - SI",-0.0185138638287867,0.999993567426787,1
"IM - M",-3.07196252160385,1.98988603372641e-11,1
"IM - SE",-3.63559644461701,4.2232883856741e-13,1
"IM - SI",-3.03280234343948,2.6992519330804e-11,1
"M - SE",-0.563633923013164,0.00567269984300645,1
"M - SI",0.0391601781643685,0.999736685184623,1
"SE - SI",0.602794101177532,0.00286082200663129,1
"E - I",6.85506875673317,1.0813572259849e-13,2
"E - IM",9.92820424121216,4.32986979603811e-15,2
"E - M",6.56771943394061,2.89879231729628e-13,2
"E - SE",6.10779449733804,1.62203583897735e-12,2
"E - SI",6.75638202938795,1.50324197534246e-13,2
"I - IM",3.073135484479,8.11950506829362e-12,2
"I - M",-0.287349322792561,0.267197513871808,2
"I - SE",-0.747274259395128,7.96052237486133e-05,2
"I - SI",-0.0986867273452177,0.971949504738487,2
"IM - M",-3.36048480727156,9.9564800848384e-13,2
"IM - SE",-3.82040974387413,5.55111512312578e-14,2
"IM - SI",-3.17182221182422,3.87667675738612e-12,2
"M - SE",-0.459924936602568,0.0202917527616236,2
"M - SI",0.188662595447343,0.697201213264053,2
"SE - SI",0.648587532049911,0.00055221614236578,2
"E - I",6.54614434876408,4.15889545024584e-13,3
"E - IM",9.46577079557066,7.43849426498855e-15,3
"E - M",6.26764754840172,1.12410081243297e-12,3
"E - SE",5.70970084134912,9.88820136882396e-12,3
"E - SI",6.48751645234705,5.09925435210334e-13,3
"I - IM",2.91962644680658,2.70975297755882e-09,3
"I - M",-0.278496800362364,0.485847481918272,3
"I - SE",-0.836443507414965,0.000202397241961028,3
"I - SI",-0.0586278964170273,0.998880584218942,3
"IM - M",-3.19812324716894,3.66807806351233e-10,3
"IM - SE",-3.75606995422155,1.10637055072971e-11,3
"IM - SI",-2.97825434322361,1.75722270068235e-09,3
"M - SE",-0.557946707052601,0.0176477595705665,3
"M - SI",0.219868903945337,0.716281757868966,3
"SE - SI",0.777815610997938,0.000526716668883154,3
"E - I",6.82929795051441,1.20015108961979e-13,4
"E - IM",9.86029242996993,4.44089209850063e-15,4
"E - M",6.60348107393163,2.60680366181987e-13,4
"E - SE",6.01669853739012,2.35855779351368e-12,4
"E - SI",6.8070843066936,1.29340982368831e-13,4
"I - IM",3.03099447945552,1.63364877181493e-11,4
"I - M",-0.225816876582776,0.535993055749921,4
"I - SE",-0.81259941312429,2.94788985708561e-05,4
"I - SI",-0.0222136438208089,0.999978625501358,4
"IM - M",-3.25681135603829,3.06976666308856e-12,4
"IM - SE",-3.84359389257981,7.105427357601e-14,4
"IM - SI",-3.05320812327633,1.38145050954108e-11,4
"M - SE",-0.586782536541514,0.00229758211805497,4
"M - SI",0.203603232761967,0.640589941164986,4
"SE - SI",0.790385769303481,4.52446116111505e-05,4
"E - I",6.97515009429184,7.28306304154103e-14,5
"E - IM",9.87694491656186,4.32986979603811e-15,5
"E - M",6.69209779358753,1.84519066692701e-13,5
"E - SE",6.07829005115091,1.80144787975678e-12,5
"E - SI",6.94173450844704,8.08242361927114e-14,5
"I - IM",2.90179482227001,1.33859590079055e-11,5
"I - M",-0.28305230070431,0.273900725808993,5
"I - SE",-0.896860043140935,4.07526722456808e-06,5
"I - SI",-0.0334155858448,0.999824234333425,5
"IM - M",-3.18484712297432,1.48703271918293e-12,5
"IM - SE",-3.79865486541095,2.96429547574917e-14,5
"IM - SI",-2.93521040811481,1.02616803943079e-11,5
"M - SE",-0.613807742436625,0.00100738911012166,5
"M - SI",0.24963671485951,0.404240961856821,5
"SE - SI",0.863444457296135,7.67592401818007e-06,5
"E - I",7.22719218396538,3.21964677141295e-14,10
"E - IM",10.0461735435733,4.21884749357559e-15,10
"E - M",6.92369805751738,7.83817455385361e-14,10
"E - SE",6.34416189459943,6.03073146976385e-13,10
"E - SI",7.13101565755484,4.19664303308309e-14,10
"I - IM",2.8189813596079,2.9597435613482e-12,10
"I - M",-0.303494126447999,0.159325624864875,10
"I - SE",-0.883030289365951,1.61773768780904e-06,10
"I - SI",-0.0961765264105336,0.966687298894928,10
"IM - M",-3.1224754860559,2.62900812231237e-13,10
"IM - SE",-3.70201164897385,9.32587340685131e-15,10
"IM - SI",-2.91515788601844,1.35391697853038e-12,10
"M - SE",-0.579536162917952,0.000865868973075834,10
"M - SI",0.207317600037466,0.537464949547896,10
"SE - SI",0.786853762955418,1.13467769656816e-05,10
"E - I",6.81414780560291,1.38888900380607e-13,11
"E - IM",9.61917477684974,4.66293670342566e-15,11
"E - M",6.50094172799975,4.08562073062058e-13,11
"E - SE",5.96575633663713,3.09119396746382e-12,11
"E - SI",6.77460582041207,1.58650870218935e-13,11
"I - IM",2.80502697124682,9.74466063397017e-11,11
"I - M",-0.313206077603163,0.255509717723252,11
"I - SE",-0.848391468965788,3.70663090611956e-05,11
"I - SI",-0.0395419851908461,0.99972659763161,11
"IM - M",-3.11823304884999,8.76476669020576e-12,11
"IM - SE",-3.65341844021261,2.43471909300297e-13,11
"IM - SI",-2.84456895643767,7.11459779978441e-11,11
"M - SE",-0.535185391362625,0.0104586871228436,11
"M - SI",0.273664092412317,0.394046456050936,11
"SE - SI",0.808849483774942,7.57863038912676e-05,11
"E - I",6.8307333030153,1.17683640610267e-13,12
"E - IM",9.80979394899927,4.32986979603811e-15,12
"E - M",6.59865098163883,2.60902410786912e-13,12
"E - SE",6.12981012605215,1.49147361128144e-12,12
"E - SI",6.70745891235302,1.783018177548e-13,12
"I - IM",2.97906064598397,4.20063983597174e-12,12
"I - M",-0.232082321376472,0.49740374987434,12
"I - SE",-0.700923176963152,0.000198910853662748,12
"I - SI",-0.123274390662282,0.931414129099742,12
"IM - M",-3.21114296736044,7.0565775445175e-13,12
"IM - SE",-3.67998382294712,3.41948691584548e-14,12
"IM - SI",-3.10233503664625,1.60182977992918e-12,12
"M - SE",-0.46884085558668,0.0170915758322078,12
"M - SI",0.108807930714191,0.958479484830487,12
"SE - SI",0.577648786300871,0.00219778902145507,12
"E - I",6.67478985036728,2.20046203480706e-13,13
"E - IM",9.66918198587238,4.66293670342566e-15,13
"E - M",6.49996042174857,4.05009359383257e-13,13
"E - SE",5.98986657571453,2.78010947596385e-12,13
"E - SI",6.65142090809379,2.38697950294409e-13,13
"I - IM",2.9943921355051,2.5245028290044e-11,13
"I - M",-0.174829428618707,0.804948358044102,13
"I - SE",-0.684923274652749,0.000645567743721265,13
"I - SI",-0.0233689422734891,0.999979106207195,13
"IM - M",-3.16922156412381,6.75637323865885e-12,13
"IM - SE",-3.67931541015785,2.27040608535845e-13,13
"IM - SI",-3.01776107777859,2.11243245118453e-11,13
"M - SE",-0.510093846034042,0.0145883987334208,13
"M - SI",0.151460486345218,0.881540832083064,13
"SE - SI",0.66155433237926,0.000991189577946749,13
"E - I",6.47920924057285,4.44977388269763e-13,14
"E - IM",9.70914021248534,4.88498130835069e-15,14
