"","layer","node_id","taxon_from","services","node_to","services_to","type","hop"
"16875","CP",359,"Aphid","Crop damage",499,"Seed dispersal","I",2
"16876","CP",359,"Aphid","Crop damage",499,"Bird watching","I",2
"16877","CP",359,"Aphid","Crop damage",500,"Crop damage","I",2
"16878","CP",359,"Aphid","Crop damage",500,"Seed dispersal","I",2
"16879","CP",359,"Aphid","Crop damage",500,"Bird watching","I",2
"16880","CP",359,"Aphid","Crop damage",502,"Crop damage","I",2
"16881","CP",359,"Aphid","Crop damage",502,"Seed dispersal","I",2
"16882","CP",359,"Aphid","Crop damage",502,"Bird watching","I",2
"16883","CP",359,"Aphid","Crop damage",503,"Crop damage","I",2
"16884","CP",359,"Aphid","Crop damage",503,"Seed dispersal","I",2
"16885","CP",359,"Aphid","Crop damage",503,"Bird watching","I",2
"16886","CP",359,"Aphid","Crop damage",512,"Pollination","I",2
"16887","CP",359,"Aphid","Crop damage",512,"Butterfly watching","I",2
"16888","CP",359,"Aphid","Crop damage",515,"Pollination","I",2
"16889","CP",359,"Aphid","Crop damage",515,"Butterfly watching","I",2
"16890","CP",359,"Aphid","Crop damage",520,"Pollination","I",2
"16891","CP",359,"Aphid","Crop damage",520,"Butterfly watching","I",2
"16892","CP",359,"Aphid","Crop damage",523,"Pollination","I",2
"16893","CP",359,"Aphid","Crop damage",523,"Butterfly watching","I",2
"16894","CP",361,"Aphid","Crop damage",125,"Pollination","I",2
"16895","CP",361,"Aphid","Crop damage",239,"Pollination","I",2
"16896","CP",361,"Aphid","Crop damage",342,"Crop damage","I",2
"16897","CP",361,"Aphid","Crop damage",387,"Pest control","I",2
"16898","CP",361,"Aphid","Crop damage",419,"Pest control","I",2
"16899","CP",361,"Aphid","Crop damage",431,"Pest control","I",2
"16900","CP",361,"Aphid","Crop damage",437,"Pest control","I",2
"16901","CP",361,"Aphid","Crop damage",443,"Pest control","I",2
"16902","CP",361,"Aphid","Crop damage",468,"Pest control","I",2
"16903","CP",361,"Aphid","Crop damage",494,"Crop damage","I",2
"16904","CP",361,"Aphid","Crop damage",494,"Seed dispersal","I",2
"16905","CP",361,"Aphid","Crop damage",494,"Bird watching","I",2
"16906","CP",361,"Aphid","Crop damage",495,"Crop damage","I",2
"16907","CP",361,"Aphid","Crop damage",495,"Seed dispersal","I",2
"16908","CP",361,"Aphid","Crop damage",495,"Bird watching","I",2
"16909","CP",361,"Aphid","Crop damage",496,"Crop damage","I",2
"16910","CP",361,"Aphid","Crop damage",496,"Seed dispersal","I",2
"16911","CP",361,"Aphid","Crop damage",496,"Bird watching","I",2
"16912","CP",361,"Aphid","Crop damage",497,"Crop damage","I",2
"16913","CP",361,"Aphid","Crop damage",497,"Seed dispersal","I",2
"16914","CP",361,"Aphid","Crop damage",497,"Bird watching","I",2
"16915","CP",361,"Aphid","Crop damage",500,"Crop damage","I",2
"16916","CP",361,"Aphid","Crop damage",500,"Seed dispersal","I",2
"16917","CP",361,"Aphid","Crop damage",500,"Bird watching","I",2
"16918","CP",361,"Aphid","Crop damage",502,"Crop damage","I",2
"16919","CP",361,"Aphid","Crop damage",502,"Seed dispersal","I",2
"16920","CP",361,"Aphid","Crop damage",502,"Bird watching","I",2
"16921","CP",361,"Aphid","Crop damage",503,"Crop damage","I",2
"16922","CP",361,"Aphid","Crop damage",503,"Seed dispersal","I",2
"16923","CP",361,"Aphid","Crop damage",503,"Bird watching","I",2
"16924","CP",361,"Aphid","Crop damage",511,"Pollination","I",2
"16925","CP",361,"Aphid","Crop damage",511,"Butterfly watching","I",2
"16926","CP",361,"Aphid","Crop damage",512,"Pollination","I",2
"16927","CP",361,"Aphid","Crop damage",512,"Butterfly watching","I",2
"16928","CP",361,"Aphid","Crop damage",514,"Pollination","I",2
"16929","CP",361,"Aphid","Crop damage",514,"Butterfly watching","I",2
"16930","CP",361,"Aphid","Crop damage",515,"Pollination","I",2
"16931","CP",361,"Aphid","Crop damage",515,"Butterfly watching","I",2
"16932","CP",361,"Aphid","Crop damage",517,"Pollination","I",2
"16933","CP",361,"Aphid","Crop damage",517,"Butterfly watching","I",2
"16934","CP",361,"Aphid","Crop damage",521,"Pollination","I",2
"16935","CP",361,"Aphid","Crop damage",521,"Butterfly watching","I",2
"16936","CP",361,"Aphid","Crop damage",523,"Pollination","I",2
"16937","CP",361,"Aphid","Crop damage",523,"Butterfly watching","I",2
"16938","CP",363,"Primary aphid parasitoid","Pest control",355,"Crop damage","I",2
"16939","CP",363,"Primary aphid parasitoid","Pest control",356,"Crop damage","I",2
"16940","CP",363,"Primary aphid parasitoid","Pest control",366,"Pest control","I",2
"16941","CP",363,"Primary aphid parasitoid","Pest control",368,"Pest control","I",2
"16942","CP",363,"Primary aphid parasitoid","Pest control",372,"Pest control","I",2
"16943","CP",363,"Primary aphid parasitoid","Pest control",374,"Pest control","I",2
"16944","CP",363,"Primary aphid parasitoid","Pest control",378,"Pest control","I",2
"16945","CP",363,"Primary aphid parasitoid","Pest control",431,"Pest control","I",2
"16946","CP",363,"Primary aphid parasitoid","Pest control",465,"Pest control","I",2
"16947","CP",363,"Primary aphid parasitoid","Pest control",493,"Crop damage","I",2
"16948","CP",363,"Primary aphid parasitoid","Pest control",493,"Seed dispersal","I",2
"16949","CP",363,"Primary aphid parasitoid","Pest control",493,"Bird watching","I",2
"16950","CP",363,"Primary aphid parasitoid","Pest control",494,"Crop damage","I",2
"16951","CP",363,"Primary aphid parasitoid","Pest control",494,"Seed dispersal","I",2
"16952","CP",363,"Primary aphid parasitoid","Pest control",494,"Bird watching","I",2
"16953","CP",363,"Primary aphid parasitoid","Pest control",495,"Crop damage","I",2
"16954","CP",363,"Primary aphid parasitoid","Pest control",495,"Seed dispersal","I",2
"16955","CP",363,"Primary aphid parasitoid","Pest control",495,"Bird watching","I",2
"16956","CP",363,"Primary aphid parasitoid","Pest control",496,"Crop damage","I",2
"16957","CP",363,"Primary aphid parasitoid","Pest control",496,"Seed dispersal","I",2
"16958","CP",363,"Primary aphid parasitoid","Pest control",496,"Bird watching","I",2
"16959","CP",363,"Primary aphid parasitoid","Pest control",497,"Crop damage","I",2
"16960","CP",363,"Primary aphid parasitoid","Pest control",497,"Seed dispersal","I",2
"16961","CP",363,"Primary aphid parasitoid","Pest control",497,"Bird watching","I",2
"16962","CP",363,"Primary aphid parasitoid","Pest control",498,"Crop damage","I",2
"16963","CP",363,"Primary aphid parasitoid","Pest control",498,"Seed dispersal","I",2
"16964","CP",363,"Primary aphid parasitoid","Pest control",498,"Bird watching","I",2
"16965","CP",363,"Primary aphid parasitoid","Pest control",499,"Crop damage","I",2
"16966","CP",363,"Primary aphid parasitoid","Pest control",499,"Seed dispersal","I",2
"16967","CP",363,"Primary aphid parasitoid","Pest control",499,"Bird watching","I",2
"16968","CP",363,"Primary aphid parasitoid","Pest control",500,"Crop damage","I",2
"16969","CP",363,"Primary aphid parasitoid","Pest control",500,"Seed dispersal","I",2
"16970","CP",363,"Primary aphid parasitoid","Pest control",500,"Bird watching","I",2
"16971","CP",363,"Primary aphid parasitoid","Pest control",501,"Crop damage","I",2
"16972","CP",363,"Primary aphid parasitoid","Pest control",501,"Seed dispersal","I",2
"16973","CP",363,"Primary aphid parasitoid","Pest control",501,"Bird watching","I",2
"16974","CP",363,"Primary aphid parasitoid","Pest control",502,"Crop damage","I",2
"16975","CP",363,"Primary aphid parasitoid","Pest control",502,"Seed dispersal","I",2
"16976","CP",363,"Primary aphid parasitoid","Pest control",502,"Bird watching","I",2
"16977","CP",363,"Primary aphid parasitoid","Pest control",503,"Crop damage","I",2
"16978","CP",363,"Primary aphid parasitoid","Pest control",503,"Seed dispersal","I",2
"16979","CP",363,"Primary aphid parasitoid","Pest control",503,"Bird watching","I",2
"16980","CP",363,"Primary aphid parasitoid","Pest control",356,"Crop damage","I",2
"16981","CP",363,"Primary aphid parasitoid","Pest control",366,"Pest control","I",2
"16982","CP",363,"Primary aphid parasitoid","Pest control",367,"Pest control","I",2
"16983","CP",363,"Primary aphid parasitoid","Pest control",368,"Pest control","I",2
"16984","CP",363,"Primary aphid parasitoid","Pest control",372,"Pest control","I",2
"16985","CP",363,"Primary aphid parasitoid","Pest control",374,"Pest control","I",2
"16986","CP",363,"Primary aphid parasitoid","Pest control",375,"Pest control","I",2
"16987","CP",363,"Primary aphid parasitoid","Pest control",376,"Pest control","I",2
"16988","CP",363,"Primary aphid parasitoid","Pest control",379,"Pest control","I",2
"16989","CP",363,"Primary aphid parasitoid","Pest control",410,"Pest control","I",2
"16990","CP",363,"Primary aphid parasitoid","Pest control",493,"Crop damage","I",2
"16991","CP",363,"Primary aphid parasitoid","Pest control",493,"Seed dispersal","I",2
"16992","CP",363,"Primary aphid parasitoid","Pest control",493,"Bird watching","I",2
"16993","CP",363,"Primary aphid parasitoid","Pest control",494,"Crop damage","I",2
"16994","CP",363,"Primary aphid parasitoid","Pest control",494,"Seed dispersal","I",2
"16995","CP",363,"Primary aphid parasitoid","Pest control",494,"Bird watching","I",2
"16996","CP",363,"Primary aphid parasitoid","Pest control",495,"Crop damage","I",2
"16997","CP",363,"Primary aphid parasitoid","Pest control",495,"Seed dispersal","I",2
"16998","CP",363,"Primary aphid parasitoid","Pest control",495,"Bird watching","I",2
"16999","CP",363,"Primary aphid parasitoid","Pest control",496,"Crop damage","I",2
"17000","CP",363,"Primary aphid parasitoid","Pest control",496,"Seed dispersal","I",2
"17001","CP",363,"Primary aphid parasitoid","Pest control",496,"Bird watching","I",2
"17002","CP",363,"Primary aphid parasitoid","Pest control",497,"Crop damage","I",2
"17003","CP",363,"Primary aphid parasitoid","Pest control",497,"Seed dispersal","I",2
"17004","CP",363,"Primary aphid parasitoid","Pest control",497,"Bird watching","I",2
"17005","CP",363,"Primary aphid parasitoid","Pest control",498,"Crop damage","I",2
"17006","CP",363,"Primary aphid parasitoid","Pest control",498,"Seed dispersal","I",2
"17007","CP",363,"Primary aphid parasitoid","Pest control",498,"Bird watching","I",2
"17008","CP",363,"Primary aphid parasitoid","Pest control",499,"Crop damage","I",2
"17009","CP",363,"Primary aphid parasitoid","Pest control",499,"Seed dispersal","I",2
"17010","CP",363,"Primary aphid parasitoid","Pest control",499,"Bird watching","I",2
"17011","CP",363,"Primary aphid parasitoid","Pest control",500,"Crop damage","I",2
"17012","CP",363,"Primary aphid parasitoid","Pest control",500,"Seed dispersal","I",2
"17013","CP",363,"Primary aphid parasitoid","Pest control",500,"Bird watching","I",2
"17014","CP",363,"Primary aphid parasitoid","Pest control",501,"Crop damage","I",2
"17015","CP",363,"Primary aphid parasitoid","Pest control",501,"Seed dispersal","I",2
"17016","CP",363,"Primary aphid parasitoid","Pest control",501,"Bird watching","I",2
"17017","CP",363,"Primary aphid parasitoid","Pest control",502,"Crop damage","I",2
"17018","CP",363,"Primary aphid parasitoid","Pest control",502,"Seed dispersal","I",2
"17019","CP",363,"Primary aphid parasitoid","Pest control",502,"Bird watching","I",2
"17020","CP",363,"Primary aphid parasitoid","Pest control",503,"Crop damage","I",2
"17021","CP",363,"Primary aphid parasitoid","Pest control",503,"Seed dispersal","I",2
"17022","CP",363,"Primary aphid parasitoid","Pest control",503,"Bird watching","I",2
"17023","CP",363,"Primary aphid parasitoid","Pest control",365,"Pest control","I",2
"17024","CP",363,"Primary aphid parasitoid","Pest control",366,"Pest control","I",2
"17025","CP",363,"Primary aphid parasitoid","Pest control",367,"Pest control","I",2
"17026","CP",363,"Primary aphid parasitoid","Pest control",368,"Pest control","I",2
"17027","CP",363,"Primary aphid parasitoid","Pest control",372,"Pest control","I",2
"17028","CP",363,"Primary aphid parasitoid","Pest control",374,"Pest control","I",2
"17029","CP",363,"Primary aphid parasitoid","Pest control",375,"Pest control","I",2
"17030","CP",363,"Primary aphid parasitoid","Pest control",376,"Pest control","I",2
"17031","CP",363,"Primary aphid parasitoid","Pest control",378,"Pest control","I",2
"17032","CP",363,"Primary aphid parasitoid","Pest control",379,"Pest control","I",2
"17033","CP",363,"Primary aphid parasitoid","Pest control",41,"None","I",2
"17034","CP",363,"Primary aphid parasitoid","Pest control",91,"Crop production","I",2
"17035","CP",363,"Primary aphid parasitoid","Pest control",92,"Crop production","I",2
"17036","CP",363,"Primary aphid parasitoid","Pest control",93,"Crop production","I",2
"17037","CP",365,"Primary aphid parasitoid","Pest control",122,"Pollination","I",2
"17038","CP",365,"Primary aphid parasitoid","Pest control",126,"Pollination","I",2
"17039","CP",365,"Primary aphid parasitoid","Pest control",132,"Pollination","I",2
"17040","CP",365,"Primary aphid parasitoid","Pest control",158,"Pollination","I",2
"17041","CP",365,"Primary aphid parasitoid","Pest control",167,"Pollination","I",2
"17042","CP",365,"Primary aphid parasitoid","Pest control",173,"Pollination","I",2
"17043","CP",365,"Primary aphid parasitoid","Pest control",180,"Pollination","I",2
"17044","CP",365,"Primary aphid parasitoid","Pest control",184,"Pollination","I",2
"17045","CP",365,"Primary aphid parasitoid","Pest control",190,"Pollination","I",2
"17046","CP",365,"Primary aphid parasitoid","Pest control",197,"Pollination","I",2
"17047","CP",365,"Primary aphid parasitoid","Pest control",203,"Pollination","I",2
"17048","CP",365,"Primary aphid parasitoid","Pest control",227,"Pollination","I",2
"17049","CP",365,"Primary aphid parasitoid","Pest control",239,"Pollination","I",2
"17050","CP",365,"Primary aphid parasitoid","Pest control",242,"Pollination","I",2
"17051","CP",365,"Primary aphid parasitoid","Pest control",243,"Pollination","I",2
"17052","CP",365,"Primary aphid parasitoid","Pest control",244,"Pollination","I",2
"17053","CP",365,"Primary aphid parasitoid","Pest control",245,"Pollination","I",2
"17054","CP",365,"Primary aphid parasitoid","Pest control",247,"Pollination","I",2
"17055","CP",365,"Primary aphid parasitoid","Pest control",254,"Pollination","I",2
"17056","CP",365,"Primary aphid parasitoid","Pest control",259,"Pollination","I",2
"17057","CP",365,"Primary aphid parasitoid","Pest control",272,"Pollination","I",2
"17058","CP",365,"Primary aphid parasitoid","Pest control",274,"Pollination","I",2
"17059","CP",365,"Primary aphid parasitoid","Pest control",278,"Pollination","I",2
"17060","CP",365,"Primary aphid parasitoid","Pest control",281,"Pollination","I",2
"17061","CP",365,"Primary aphid parasitoid","Pest control",282,"Pollination","I",2
"17062","CP",365,"Primary aphid parasitoid","Pest control",299,"Pollination","I",2
"17063","CP",365,"Primary aphid parasitoid","Pest control",300,"Pollination","I",2
"17064","CP",365,"Primary aphid parasitoid","Pest control",301,"Pollination","I",2
"17065","CP",365,"Primary aphid parasitoid","Pest control",315,"Pollination","I",2
"17066","CP",365,"Primary aphid parasitoid","Pest control",316,"Pollination","I",2
"17067","CP",365,"Primary aphid parasitoid","Pest control",341,"Crop damage","I",2
"17068","CP",365,"Primary aphid parasitoid","Pest control",494,"Crop damage","I",2
"17069","CP",365,"Primary aphid parasitoid","Pest control",494,"Seed dispersal","I",2
"17070","CP",365,"Primary aphid parasitoid","Pest control",494,"Bird watching","I",2
"17071","CP",365,"Primary aphid parasitoid","Pest control",495,"Crop damage","I",2
"17072","CP",365,"Primary aphid parasitoid","Pest control",495,"Seed dispersal","I",2
"17073","CP",365,"Primary aphid parasitoid","Pest control",495,"Bird watching","I",2
"17074","CP",365,"Primary aphid parasitoid","Pest control",496,"Crop damage","I",2
"17075","CP",365,"Primary aphid parasitoid","Pest control",496,"Seed dispersal","I",2
"17076","CP",365,"Primary aphid parasitoid","Pest control",496,"Bird watching","I",2
"17077","CP",365,"Primary aphid parasitoid","Pest control",497,"Crop damage","I",2
"17078","CP",365,"Primary aphid parasitoid","Pest control",497,"Seed dispersal","I",2
"17079","CP",365,"Primary aphid parasitoid","Pest control",497,"Bird watching","I",2
"17080","CP",365,"Primary aphid parasitoid","Pest control",502,"Crop damage","I",2
"17081","CP",365,"Primary aphid parasitoid","Pest control",502,"Seed dispersal","I",2
"17082","CP",365,"Primary aphid parasitoid","Pest control",502,"Bird watching","I",2
"17083","CP",365,"Primary aphid parasitoid","Pest control",503,"Crop damage","I",2
"17084","CP",365,"Primary aphid parasitoid","Pest control",503,"Seed dispersal","I",2
"17085","CP",365,"Primary aphid parasitoid","Pest control",503,"Bird watching","I",2
"17086","CP",365,"Primary aphid parasitoid","Pest control",515,"Pollination","I",2
"17087","CP",365,"Primary aphid parasitoid","Pest control",515,"Butterfly watching","I",2
"17088","CP",365,"Primary aphid parasitoid","Pest control",521,"Pollination","I",2
"17089","CP",365,"Primary aphid parasitoid","Pest control",521,"Butterfly watching","I",2
"17090","CP",365,"Primary aphid parasitoid","Pest control",349,"Crop damage","I",2
"17091","CP",365,"Primary aphid parasitoid","Pest control",356,"Crop damage","I",2
"17092","CP",365,"Primary aphid parasitoid","Pest control",366,"Pest control","I",2
"17093","CP",365,"Primary aphid parasitoid","Pest control",367,"Pest control","I",2
"17094","CP",365,"Primary aphid parasitoid","Pest control",368,"Pest control","I",2
"17095","CP",365,"Primary aphid parasitoid","Pest control",374,"Pest control","I",2
"17096","CP",365,"Primary aphid parasitoid","Pest control",375,"Pest control","I",2
"17097","CP",365,"Primary aphid parasitoid","Pest control",374,"Pest control","I",2
"17098","CP",365,"Primary aphid parasitoid","Pest control",375,"Pest control","I",2
"17099","CP",365,"Primary aphid parasitoid","Pest control",378,"Pest control","I",2
"17100","CP",365,"Primary aphid parasitoid","Pest control",36,"None","I",2
"17101","CP",365,"Primary aphid parasitoid","Pest control",56,"None","I",2
"17102","CP",365,"Primary aphid parasitoid","Pest control",363,"Pest control","I",2
"17103","CP",365,"Primary aphid parasitoid","Pest control",366,"Pest control","I",2
"17104","CP",365,"Primary aphid parasitoid","Pest control",367,"Pest control","I",2
"17105","CP",365,"Primary aphid parasitoid","Pest control",368,"Pest control","I",2
"17106","CP",365,"Primary aphid parasitoid","Pest control",372,"Pest control","I",2
"17107","CP",365,"Primary aphid parasitoid","Pest control",374,"Pest control","I",2
"17108","CP",365,"Primary aphid parasitoid","Pest control",375,"Pest control","I",2
"17109","CP",365,"Primary aphid parasitoid","Pest control",376,"Pest control","I",2
"17110","CP",365,"Primary aphid parasitoid","Pest control",378,"Pest control","I",2
"17111","CP",365,"Primary aphid parasitoid","Pest control",379,"Pest control","I",2
"17112","CP",365,"Primary aphid parasitoid","Pest control",41,"None","I",2
"17113","CP",365,"Primary aphid parasitoid","Pest control",91,"Crop production","I",2
"17114","CP",365,"Primary aphid parasitoid","Pest control",92,"Crop production","I",2
"17115","CP",365,"Primary aphid parasitoid","Pest control",93,"Crop production","I",2
"17116","CP",366,"Primary aphid parasitoid","Pest control",355,"Crop damage","I",2
"17117","CP",366,"Primary aphid parasitoid","Pest control",356,"Crop damage","I",2
"17118","CP",366,"Primary aphid parasitoid","Pest control",363,"Pest control","I",2
"17119","CP",366,"Primary aphid parasitoid","Pest control",368,"Pest control","I",2
"17120","CP",366,"Primary aphid parasitoid","Pest control",372,"Pest control","I",2
"17121","CP",366,"Primary aphid parasitoid","Pest control",374,"Pest control","I",2
"17122","CP",366,"Primary aphid parasitoid","Pest control",378,"Pest control","I",2
"17123","CP",366,"Primary aphid parasitoid","Pest control",431,"Pest control","I",2
"17124","CP",366,"Primary aphid parasitoid","Pest control",465,"Pest control","I",2
"17125","CP",366,"Primary aphid parasitoid","Pest control",493,"Crop damage","I",2
"17126","CP",366,"Primary aphid parasitoid","Pest control",493,"Seed dispersal","I",2
"17127","CP",366,"Primary aphid parasitoid","Pest control",493,"Bird watching","I",2
"17128","CP",366,"Primary aphid parasitoid","Pest control",494,"Crop damage","I",2
"17129","CP",366,"Primary aphid parasitoid","Pest control",494,"Seed dispersal","I",2
"17130","CP",366,"Primary aphid parasitoid","Pest control",494,"Bird watching","I",2
"17131","CP",366,"Primary aphid parasitoid","Pest control",495,"Crop damage","I",2
"17132","CP",366,"Primary aphid parasitoid","Pest control",495,"Seed dispersal","I",2
"17133","CP",366,"Primary aphid parasitoid","Pest control",495,"Bird watching","I",2
"17134","CP",366,"Primary aphid parasitoid","Pest control",496,"Crop damage","I",2
"17135","CP",366,"Primary aphid parasitoid","Pest control",496,"Seed dispersal","I",2
"17136","CP",366,"Primary aphid parasitoid","Pest control",496,"Bird watching","I",2
"17137","CP",366,"Primary aphid parasitoid","Pest control",497,"Crop damage","I",2
"17138","CP",366,"Primary aphid parasitoid","Pest control",497,"Seed dispersal","I",2
"17139","CP",366,"Primary aphid parasitoid","Pest control",497,"Bird watching","I",2
"17140","CP",366,"Primary aphid parasitoid","Pest control",498,"Crop damage","I",2
"17141","CP",366,"Primary aphid parasitoid","Pest control",498,"Seed dispersal","I",2
"17142","CP",366,"Primary aphid parasitoid","Pest control",498,"Bird watching","I",2
"17143","CP",366,"Primary aphid parasitoid","Pest control",499,"Crop damage","I",2
"17144","CP",366,"Primary aphid parasitoid","Pest control",499,"Seed dispersal","I",2
"17145","CP",366,"Primary aphid parasitoid","Pest control",499,"Bird watching","I",2
"17146","CP",366,"Primary aphid parasitoid","Pest control",500,"Crop damage","I",2
"17147","CP",366,"Primary aphid parasitoid","Pest control",500,"Seed dispersal","I",2
"17148","CP",366,"Primary aphid parasitoid","Pest control",500,"Bird watching","I",2
"17149","CP",366,"Primary aphid parasitoid","Pest control",501,"Crop damage","I",2
"17150","CP",366,"Primary aphid parasitoid","Pest control",501,"Seed dispersal","I",2
"17151","CP",366,"Primary aphid parasitoid","Pest control",501,"Bird watching","I",2
"17152","CP",366,"Primary aphid parasitoid","Pest control",502,"Crop damage","I",2
"17153","CP",366,"Primary aphid parasitoid","Pest control",502,"Seed dispersal","I",2
"17154","CP",366,"Primary aphid parasitoid","Pest control",502,"Bird watching","I",2
"17155","CP",366,"Primary aphid parasitoid","Pest control",503,"Crop damage","I",2
"17156","CP",366,"Primary aphid parasitoid","Pest control",503,"Seed dispersal","I",2
"17157","CP",366,"Primary aphid parasitoid","Pest control",503,"Bird watching","I",2
"17158","CP",366,"Primary aphid parasitoid","Pest control",349,"Crop damage","I",2
"17159","CP",366,"Primary aphid parasitoid","Pest control",356,"Crop damage","I",2
"17160","CP",366,"Primary aphid parasitoid","Pest control",365,"Pest control","I",2
"17161","CP",366,"Primary aphid parasitoid","Pest control",367,"Pest control","I",2
"17162","CP",366,"Primary aphid parasitoid","Pest control",368,"Pest control","I",2
"17163","CP",366,"Primary aphid parasitoid","Pest control",374,"Pest control","I",2
"17164","CP",366,"Primary aphid parasitoid","Pest control",375,"Pest control","I",2
"17165","CP",366,"Primary aphid parasitoid","Pest control",356,"Crop damage","I",2
"17166","CP",366,"Primary aphid parasitoid","Pest control",368,"Pest control","I",2
"17167","CP",366,"Primary aphid parasitoid","Pest control",372,"Pest control","I",2
"17168","CP",366,"Primary aphid parasitoid","Pest control",443,"Pest control","I",2
"17169","CP",366,"Primary aphid parasitoid","Pest control",468,"Pest control","I",2
"17170","CP",366,"Primary aphid parasitoid","Pest control",356,"Crop damage","I",2
"17171","CP",366,"Primary aphid parasitoid","Pest control",363,"Pest control","I",2
"17172","CP",366,"Primary aphid parasitoid","Pest control",367,"Pest control","I",2
"17173","CP",366,"Primary aphid parasitoid","Pest control",368,"Pest control","I",2
"17174","CP",366,"Primary aphid parasitoid","Pest control",372,"Pest control","I",2
"17175","CP",366,"Primary aphid parasitoid","Pest control",374,"Pest control","I",2
"17176","CP",366,"Primary aphid parasitoid","Pest control",375,"Pest control","I",2
"17177","CP",366,"Primary aphid parasitoid","Pest control",376,"Pest control","I",2
"17178","CP",366,"Primary aphid parasitoid","Pest control",379,"Pest control","I",2
"17179","CP",366,"Primary aphid parasitoid","Pest control",410,"Pest control","I",2
"17180","CP",366,"Primary aphid parasitoid","Pest control",493,"Crop damage","I",2
"17181","CP",366,"Primary aphid parasitoid","Pest control",493,"Seed dispersal","I",2
"17182","CP",366,"Primary aphid parasitoid","Pest control",493,"Bird watching","I",2
"17183","CP",366,"Primary aphid parasitoid","Pest control",494,"Crop damage","I",2
"17184","CP",366,"Primary aphid parasitoid","Pest control",494,"Seed dispersal","I",2
"17185","CP",366,"Primary aphid parasitoid","Pest control",494,"Bird watching","I",2
"17186","CP",366,"Primary aphid parasitoid","Pest control",495,"Crop damage","I",2
"17187","CP",366,"Primary aphid parasitoid","Pest control",495,"Seed dispersal","I",2
"17188","CP",366,"Primary aphid parasitoid","Pest control",495,"Bird watching","I",2
"17189","CP",366,"Primary aphid parasitoid","Pest control",496,"Crop damage","I",2
"17190","CP",366,"Primary aphid parasitoid","Pest control",496,"Seed dispersal","I",2
"17191","CP",366,"Primary aphid parasitoid","Pest control",496,"Bird watching","I",2
"17192","CP",366,"Primary aphid parasitoid","Pest control",497,"Crop damage","I",2
"17193","CP",366,"Primary aphid parasitoid","Pest control",497,"Seed dispersal","I",2
"17194","CP",366,"Primary aphid parasitoid","Pest control",497,"Bird watching","I",2
"17195","CP",366,"Primary aphid parasitoid","Pest control",498,"Crop damage","I",2
"17196","CP",366,"Primary aphid parasitoid","Pest control",498,"Seed dispersal","I",2
"17197","CP",366,"Primary aphid parasitoid","Pest control",498,"Bird watching","I",2
"17198","CP",366,"Primary aphid parasitoid","Pest control",499,"Crop damage","I",2
"17199","CP",366,"Primary aphid parasitoid","Pest control",499,"Seed dispersal","I",2
"17200","CP",366,"Primary aphid parasitoid","Pest control",499,"Bird watching","I",2
"17201","CP",366,"Primary aphid parasitoid","Pest control",500,"Crop damage","I",2
"17202","CP",366,"Primary aphid parasitoid","Pest control",500,"Seed dispersal","I",2
"17203","CP",366,"Primary aphid parasitoid","Pest control",500,"Bird watching","I",2
"17204","CP",366,"Primary aphid parasitoid","Pest control",501,"Crop damage","I",2
"17205","CP",366,"Primary aphid parasitoid","Pest control",501,"Seed dispersal","I",2
"17206","CP",366,"Primary aphid parasitoid","Pest control",501,"Bird watching","I",2
"17207","CP",366,"Primary aphid parasitoid","Pest control",502,"Crop damage","I",2
"17208","CP",366,"Primary aphid parasitoid","Pest control",502,"Seed dispersal","I",2
"17209","CP",366,"Primary aphid parasitoid","Pest control",502,"Bird watching","I",2
"17210","CP",366,"Primary aphid parasitoid","Pest control",503,"Crop damage","I",2
"17211","CP",366,"Primary aphid parasitoid","Pest control",503,"Seed dispersal","I",2
"17212","CP",366,"Primary aphid parasitoid","Pest control",503,"Bird watching","I",2
"17213","CP",366,"Primary aphid parasitoid","Pest control",363,"Pest control","I",2
"17214","CP",366,"Primary aphid parasitoid","Pest control",365,"Pest control","I",2
"17215","CP",366,"Primary aphid parasitoid","Pest control",367,"Pest control","I",2
"17216","CP",366,"Primary aphid parasitoid","Pest control",368,"Pest control","I",2
"17217","CP",366,"Primary aphid parasitoid","Pest control",372,"Pest control","I",2
"17218","CP",366,"Primary aphid parasitoid","Pest control",374,"Pest control","I",2
"17219","CP",366,"Primary aphid parasitoid","Pest control",375,"Pest control","I",2
"17220","CP",366,"Primary aphid parasitoid","Pest control",376,"Pest control","I",2
"17221","CP",366,"Primary aphid parasitoid","Pest control",378,"Pest control","I",2
"17222","CP",366,"Primary aphid parasitoid","Pest control",379,"Pest control","I",2
"17223","CP",366,"Primary aphid parasitoid","Pest control",41,"None","I",2
"17224","CP",366,"Primary aphid parasitoid","Pest control",91,"Crop production","I",2
"17225","CP",366,"Primary aphid parasitoid","Pest control",92,"Crop production","I",2
"17226","CP",366,"Primary aphid parasitoid","Pest control",93,"Crop production","I",2
"17227","CP",367,"Primary aphid parasitoid","Pest control",349,"Crop damage","I",2
"17228","CP",367,"Primary aphid parasitoid","Pest control",356,"Crop damage","I",2
"17229","CP",367,"Primary aphid parasitoid","Pest control",365,"Pest control","I",2
"17230","CP",367,"Primary aphid parasitoid","Pest control",366,"Pest control","I",2
"17231","CP",367,"Primary aphid parasitoid","Pest control",368,"Pest control","I",2
"17232","CP",367,"Primary aphid parasitoid","Pest control",374,"Pest control","I",2
"17233","CP",367,"Primary aphid parasitoid","Pest control",375,"Pest control","I",2
