"","layer","node_id","taxon_from","services","node_to","services_to","type","hop"
"1","CP",18,"Plant","None",73,"None","I",2
"2","CP",73,"Plant","None",18,"None","I",2
"3","CP",10,"Plant","None",43,"None","I",2
"4","CP",10,"Plant","None",56,"None","I",2
"5","CP",43,"Plant","None",10,"None","I",2
"6","CP",43,"Plant","None",56,"None","I",2
"7","CP",56,"Plant","None",10,"None","I",2
"8","CP",56,"Plant","None",43,"None","I",2
"9","CP",10,"Plant","None",18,"None","I",2
"10","CP",10,"Plant","None",24,"None","I",2
"11","CP",10,"Plant","None",56,"None","I",2
"12","CP",18,"Plant","None",10,"None","I",2
"13","CP",18,"Plant","None",24,"None","I",2
"14","CP",18,"Plant","None",56,"None","I",2
"15","CP",24,"Plant","None",10,"None","I",2
"16","CP",24,"Plant","None",18,"None","I",2
"17","CP",24,"Plant","None",56,"None","I",2
"18","CP",56,"Plant","None",10,"None","I",2
"19","CP",56,"Plant","None",18,"None","I",2
"20","CP",56,"Plant","None",24,"None","I",2
"21","CP",10,"Plant","None",24,"None","I",2
"22","CP",10,"Plant","None",36,"None","I",2
"23","CP",10,"Plant","None",43,"None","I",2
"24","CP",10,"Plant","None",56,"None","I",2
"25","CP",10,"Plant","None",71,"None","I",2
"26","CP",24,"Plant","None",10,"None","I",2
"27","CP",24,"Plant","None",36,"None","I",2
"28","CP",24,"Plant","None",43,"None","I",2
"29","CP",24,"Plant","None",56,"None","I",2
"30","CP",24,"Plant","None",71,"None","I",2
"31","CP",36,"Plant","None",10,"None","I",2
"32","CP",36,"Plant","None",24,"None","I",2
"33","CP",36,"Plant","None",43,"None","I",2
"34","CP",36,"Plant","None",56,"None","I",2
"35","CP",36,"Plant","None",71,"None","I",2
"36","CP",43,"Plant","None",10,"None","I",2
"37","CP",43,"Plant","None",24,"None","I",2
"38","CP",43,"Plant","None",36,"None","I",2
"39","CP",43,"Plant","None",56,"None","I",2
"40","CP",43,"Plant","None",71,"None","I",2
"41","CP",56,"Plant","None",10,"None","I",2
"42","CP",56,"Plant","None",24,"None","I",2
"43","CP",56,"Plant","None",36,"None","I",2
"44","CP",56,"Plant","None",43,"None","I",2
"45","CP",56,"Plant","None",71,"None","I",2
"46","CP",71,"Plant","None",10,"None","I",2
"47","CP",71,"Plant","None",24,"None","I",2
"48","CP",71,"Plant","None",36,"None","I",2
"49","CP",71,"Plant","None",43,"None","I",2
"50","CP",71,"Plant","None",56,"None","I",2
"51","CP",10,"Plant","None",24,"None","I",2
"52","CP",10,"Plant","None",56,"None","I",2
"53","CP",24,"Plant","None",10,"None","I",2
"54","CP",24,"Plant","None",56,"None","I",2
"55","CP",56,"Plant","None",10,"None","I",2
"56","CP",56,"Plant","None",24,"None","I",2
"57","CP",26,"Plant","None",56,"None","I",2
"58","CP",56,"Plant","None",26,"None","I",2
"59","CP",10,"Plant","None",56,"None","I",2
"60","CP",56,"Plant","None",10,"None","I",2
"61","CP",10,"Plant","None",56,"None","I",2
"62","CP",10,"Plant","None",57,"None","I",2
"63","CP",10,"Plant","None",72,"None","I",2
"64","CP",56,"Plant","None",10,"None","I",2
"65","CP",56,"Plant","None",57,"None","I",2
"66","CP",56,"Plant","None",72,"None","I",2
"67","CP",57,"Plant","None",10,"None","I",2
"68","CP",57,"Plant","None",56,"None","I",2
"69","CP",57,"Plant","None",72,"None","I",2
"70","CP",72,"Plant","None",10,"None","I",2
"71","CP",72,"Plant","None",56,"None","I",2
"72","CP",72,"Plant","None",57,"None","I",2
"73","CP",56,"Plant","None",71,"None","I",2
"74","CP",71,"Plant","None",56,"None","I",2
"75","CP",10,"Plant","None",56,"None","I",2
"76","CP",56,"Plant","None",10,"None","I",2
"77","CP",56,"Plant","None",72,"None","I",2
"78","CP",72,"Plant","None",56,"None","I",2
"79","CP",24,"Plant","None",56,"None","I",2
"80","CP",56,"Plant","None",24,"None","I",2
"81","CP",31,"Plant","None",379,"Pest control","I",2
"82","CP",36,"Plant","None",365,"Pest control","I",2
"83","CP",36,"Plant","None",374,"Pest control","I",2
"84","CP",36,"Plant","None",375,"Pest control","I",2
"85","CP",36,"Plant","None",378,"Pest control","I",2
"86","CP",36,"Plant","None",56,"None","I",2
"87","CP",56,"Plant","None",365,"Pest control","I",2
"88","CP",56,"Plant","None",374,"Pest control","I",2
"89","CP",56,"Plant","None",375,"Pest control","I",2
"90","CP",56,"Plant","None",378,"Pest control","I",2
"91","CP",56,"Plant","None",36,"None","I",2
"92","CP",72,"Plant","None",73,"None","I",2
"93","CP",73,"Plant","None",72,"None","I",2
"94","CP",17,"Plant","None",61,"None","I",2
"95","CP",61,"Plant","None",17,"None","I",2
"96","CP",41,"Plant","None",363,"Pest control","I",2
"97","CP",41,"Plant","None",365,"Pest control","I",2
"98","CP",41,"Plant","None",366,"Pest control","I",2
"99","CP",41,"Plant","None",367,"Pest control","I",2
"100","CP",41,"Plant","None",368,"Pest control","I",2
"101","CP",41,"Plant","None",372,"Pest control","I",2
"102","CP",41,"Plant","None",374,"Pest control","I",2
"103","CP",41,"Plant","None",375,"Pest control","I",2
"104","CP",41,"Plant","None",376,"Pest control","I",2
"105","CP",41,"Plant","None",378,"Pest control","I",2
"106","CP",41,"Plant","None",379,"Pest control","I",2
"107","CP",41,"Plant","None",91,"Crop production","I",2
"108","CP",41,"Plant","None",92,"Crop production","I",2
"109","CP",41,"Plant","None",93,"Crop production","I",2
"110","CP",91,"Crop","Crop production",363,"Pest control","I",2
"111","CP",91,"Crop","Crop production",365,"Pest control","I",2
"112","CP",91,"Crop","Crop production",366,"Pest control","I",2
"113","CP",91,"Crop","Crop production",367,"Pest control","I",2
"114","CP",91,"Crop","Crop production",368,"Pest control","I",2
"115","CP",91,"Crop","Crop production",372,"Pest control","I",2
"116","CP",91,"Crop","Crop production",374,"Pest control","I",2
"117","CP",91,"Crop","Crop production",375,"Pest control","I",2
"118","CP",91,"Crop","Crop production",376,"Pest control","I",2
"119","CP",91,"Crop","Crop production",378,"Pest control","I",2
"120","CP",91,"Crop","Crop production",379,"Pest control","I",2
"121","CP",91,"Crop","Crop production",41,"None","I",2
"122","CP",91,"Crop","Crop production",92,"Crop production","I",2
"123","CP",91,"Crop","Crop production",93,"Crop production","I",2
"124","CP",92,"Crop","Crop production",363,"Pest control","I",2
"125","CP",92,"Crop","Crop production",365,"Pest control","I",2
"126","CP",92,"Crop","Crop production",366,"Pest control","I",2
"127","CP",92,"Crop","Crop production",367,"Pest control","I",2
"128","CP",92,"Crop","Crop production",368,"Pest control","I",2
"129","CP",92,"Crop","Crop production",372,"Pest control","I",2
"130","CP",92,"Crop","Crop production",374,"Pest control","I",2
"131","CP",92,"Crop","Crop production",375,"Pest control","I",2
"132","CP",92,"Crop","Crop production",376,"Pest control","I",2
"133","CP",92,"Crop","Crop production",378,"Pest control","I",2
"134","CP",92,"Crop","Crop production",379,"Pest control","I",2
"135","CP",92,"Crop","Crop production",41,"None","I",2
"136","CP",92,"Crop","Crop production",91,"Crop production","I",2
"137","CP",92,"Crop","Crop production",93,"Crop production","I",2
"138","CP",93,"Crop","Crop production",363,"Pest control","I",2
"139","CP",93,"Crop","Crop production",365,"Pest control","I",2
"140","CP",93,"Crop","Crop production",366,"Pest control","I",2
"141","CP",93,"Crop","Crop production",367,"Pest control","I",2
"142","CP",93,"Crop","Crop production",368,"Pest control","I",2
"143","CP",93,"Crop","Crop production",372,"Pest control","I",2
"144","CP",93,"Crop","Crop production",374,"Pest control","I",2
"145","CP",93,"Crop","Crop production",375,"Pest control","I",2
"146","CP",93,"Crop","Crop production",376,"Pest control","I",2
"147","CP",93,"Crop","Crop production",378,"Pest control","I",2
"148","CP",93,"Crop","Crop production",379,"Pest control","I",2
"149","CP",93,"Crop","Crop production",41,"None","I",2
"150","CP",93,"Crop","Crop production",91,"Crop production","I",2
"151","CP",93,"Crop","Crop production",92,"Crop production","I",2
"152","CP",24,"Plant","None",370,"Pest control","I",2
"153","CP",24,"Plant","None",372,"Pest control","I",2
"154","CP",41,"Plant","None",93,"Crop production","I",2
"155","CP",41,"Plant","None",356,"Crop damage","I",2
"156","CP",93,"Crop","Crop production",41,"None","I",2
"157","CP",93,"Crop","Crop production",356,"Crop damage","I",2
"158","CP",356,"Aphid","Crop damage",41,"None","I",2
"159","CP",356,"Aphid","Crop damage",93,"Crop production","I",2
"160","CP",56,"Plant","None",91,"Crop production","I",2
"161","CP",56,"Plant","None",341,"Crop damage","I",2
"162","CP",56,"Plant","None",356,"Crop damage","I",2
"163","CP",91,"Crop","Crop production",56,"None","I",2
"164","CP",91,"Crop","Crop production",341,"Crop damage","I",2
"165","CP",91,"Crop","Crop production",356,"Crop damage","I",2
"166","CP",341,"Aphid","Crop damage",56,"None","I",2
"167","CP",341,"Aphid","Crop damage",91,"Crop production","I",2
"168","CP",341,"Aphid","Crop damage",356,"Crop damage","I",2
"169","CP",356,"Aphid","Crop damage",56,"None","I",2
"170","CP",356,"Aphid","Crop damage",91,"Crop production","I",2
"171","CP",356,"Aphid","Crop damage",341,"Crop damage","I",2
"172","CP",41,"Plant","None",91,"Crop production","I",2
"173","CP",41,"Plant","None",92,"Crop production","I",2
"174","CP",41,"Plant","None",93,"Crop production","I",2
"175","CP",41,"Plant","None",356,"Crop damage","I",2
"176","CP",91,"Crop","Crop production",41,"None","I",2
"177","CP",91,"Crop","Crop production",92,"Crop production","I",2
"178","CP",91,"Crop","Crop production",93,"Crop production","I",2
"179","CP",91,"Crop","Crop production",356,"Crop damage","I",2
"180","CP",92,"Crop","Crop production",41,"None","I",2
"181","CP",92,"Crop","Crop production",91,"Crop production","I",2
"182","CP",92,"Crop","Crop production",93,"Crop production","I",2
"183","CP",92,"Crop","Crop production",356,"Crop damage","I",2
"184","CP",93,"Crop","Crop production",41,"None","I",2
"185","CP",93,"Crop","Crop production",91,"Crop production","I",2
"186","CP",93,"Crop","Crop production",92,"Crop production","I",2
"187","CP",93,"Crop","Crop production",356,"Crop damage","I",2
"188","CP",356,"Aphid","Crop damage",41,"None","I",2
"189","CP",356,"Aphid","Crop damage",91,"Crop production","I",2
"190","CP",356,"Aphid","Crop damage",92,"Crop production","I",2
"191","CP",356,"Aphid","Crop damage",93,"Crop production","I",2
"192","CP",91,"Crop","Crop production",93,"Crop production","I",2
"193","CP",91,"Crop","Crop production",356,"Crop damage","I",2
"194","CP",93,"Crop","Crop production",91,"Crop production","I",2
"195","CP",93,"Crop","Crop production",356,"Crop damage","I",2
"196","CP",356,"Aphid","Crop damage",91,"Crop production","I",2
"197","CP",356,"Aphid","Crop damage",93,"Crop production","I",2
"198","CP",41,"Plant","None",91,"Crop production","I",2
"199","CP",41,"Plant","None",92,"Crop production","I",2
"200","CP",41,"Plant","None",93,"Crop production","I",2
"201","CP",41,"Plant","None",356,"Crop damage","I",2
"202","CP",91,"Crop","Crop production",41,"None","I",2
"203","CP",91,"Crop","Crop production",92,"Crop production","I",2
"204","CP",91,"Crop","Crop production",93,"Crop production","I",2
"205","CP",91,"Crop","Crop production",356,"Crop damage","I",2
"206","CP",92,"Crop","Crop production",41,"None","I",2
"207","CP",92,"Crop","Crop production",91,"Crop production","I",2
"208","CP",92,"Crop","Crop production",93,"Crop production","I",2
"209","CP",92,"Crop","Crop production",356,"Crop damage","I",2
"210","CP",93,"Crop","Crop production",41,"None","I",2
"211","CP",93,"Crop","Crop production",91,"Crop production","I",2
"212","CP",93,"Crop","Crop production",92,"Crop production","I",2
"213","CP",93,"Crop","Crop production",356,"Crop damage","I",2
"214","CP",356,"Aphid","Crop damage",41,"None","I",2
"215","CP",356,"Aphid","Crop damage",91,"Crop production","I",2
"216","CP",356,"Aphid","Crop damage",92,"Crop production","I",2
"217","CP",356,"Aphid","Crop damage",93,"Crop production","I",2
"218","CP",24,"Plant","None",359,"Crop damage","I",2
"219","CP",359,"Aphid","Crop damage",24,"None","I",2
"220","CP",24,"Plant","None",41,"None","I",2
"221","CP",24,"Plant","None",92,"Crop production","I",2
"222","CP",24,"Plant","None",93,"Crop production","I",2
"223","CP",24,"Plant","None",356,"Crop damage","I",2
"224","CP",24,"Plant","None",359,"Crop damage","I",2
"225","CP",41,"Plant","None",24,"None","I",2
"226","CP",41,"Plant","None",92,"Crop production","I",2
"227","CP",41,"Plant","None",93,"Crop production","I",2
"228","CP",41,"Plant","None",356,"Crop damage","I",2
"229","CP",41,"Plant","None",359,"Crop damage","I",2
"230","CP",92,"Crop","Crop production",24,"None","I",2
"231","CP",92,"Crop","Crop production",41,"None","I",2
"232","CP",92,"Crop","Crop production",93,"Crop production","I",2
"233","CP",92,"Crop","Crop production",356,"Crop damage","I",2
"234","CP",92,"Crop","Crop production",359,"Crop damage","I",2
"235","CP",93,"Crop","Crop production",24,"None","I",2
"236","CP",93,"Crop","Crop production",41,"None","I",2
"237","CP",93,"Crop","Crop production",92,"Crop production","I",2
"238","CP",93,"Crop","Crop production",356,"Crop damage","I",2
"239","CP",93,"Crop","Crop production",359,"Crop damage","I",2
"240","CP",356,"Aphid","Crop damage",24,"None","I",2
"241","CP",356,"Aphid","Crop damage",41,"None","I",2
"242","CP",356,"Aphid","Crop damage",92,"Crop production","I",2
"243","CP",356,"Aphid","Crop damage",93,"Crop production","I",2
"244","CP",356,"Aphid","Crop damage",359,"Crop damage","I",2
"245","CP",359,"Aphid","Crop damage",24,"None","I",2
"246","CP",359,"Aphid","Crop damage",41,"None","I",2
"247","CP",359,"Aphid","Crop damage",92,"Crop production","I",2
"248","CP",359,"Aphid","Crop damage",93,"Crop production","I",2
"249","CP",359,"Aphid","Crop damage",356,"Crop damage","I",2
"250","CP",36,"Plant","None",41,"None","I",2
"251","CP",36,"Plant","None",91,"Crop production","I",2
"252","CP",36,"Plant","None",93,"Crop production","I",2
"253","CP",36,"Plant","None",341,"Crop damage","I",2
"254","CP",36,"Plant","None",356,"Crop damage","I",2
"255","CP",41,"Plant","None",36,"None","I",2
"256","CP",41,"Plant","None",91,"Crop production","I",2
"257","CP",41,"Plant","None",93,"Crop production","I",2
"258","CP",41,"Plant","None",341,"Crop damage","I",2
"259","CP",41,"Plant","None",356,"Crop damage","I",2
"260","CP",91,"Crop","Crop production",36,"None","I",2
"261","CP",91,"Crop","Crop production",41,"None","I",2
"262","CP",91,"Crop","Crop production",93,"Crop production","I",2
"263","CP",91,"Crop","Crop production",341,"Crop damage","I",2
"264","CP",91,"Crop","Crop production",356,"Crop damage","I",2
"265","CP",93,"Crop","Crop production",36,"None","I",2
"266","CP",93,"Crop","Crop production",41,"None","I",2
"267","CP",93,"Crop","Crop production",91,"Crop production","I",2
"268","CP",93,"Crop","Crop production",341,"Crop damage","I",2
"269","CP",93,"Crop","Crop production",356,"Crop damage","I",2
"270","CP",341,"Aphid","Crop damage",36,"None","I",2
"271","CP",341,"Aphid","Crop damage",41,"None","I",2
"272","CP",341,"Aphid","Crop damage",91,"Crop production","I",2
"273","CP",341,"Aphid","Crop damage",93,"Crop production","I",2
"274","CP",341,"Aphid","Crop damage",356,"Crop damage","I",2
"275","CP",356,"Aphid","Crop damage",36,"None","I",2
"276","CP",356,"Aphid","Crop damage",41,"None","I",2
"277","CP",356,"Aphid","Crop damage",91,"Crop production","I",2
"278","CP",356,"Aphid","Crop damage",93,"Crop production","I",2
"279","CP",356,"Aphid","Crop damage",341,"Crop damage","I",2
"280","CP",36,"Plant","None",91,"Crop production","I",2
"281","CP",36,"Plant","None",93,"Crop production","I",2
"282","CP",36,"Plant","None",341,"Crop damage","I",2
"283","CP",36,"Plant","None",356,"Crop damage","I",2
"284","CP",91,"Crop","Crop production",36,"None","I",2
"285","CP",91,"Crop","Crop production",93,"Crop production","I",2
"286","CP",91,"Crop","Crop production",341,"Crop damage","I",2
"287","CP",91,"Crop","Crop production",356,"Crop damage","I",2
"288","CP",93,"Crop","Crop production",36,"None","I",2
"289","CP",93,"Crop","Crop production",91,"Crop production","I",2
"290","CP",93,"Crop","Crop production",341,"Crop damage","I",2
"291","CP",93,"Crop","Crop production",356,"Crop damage","I",2
"292","CP",341,"Aphid","Crop damage",36,"None","I",2
"293","CP",341,"Aphid","Crop damage",91,"Crop production","I",2
"294","CP",341,"Aphid","Crop damage",93,"Crop production","I",2
"295","CP",341,"Aphid","Crop damage",356,"Crop damage","I",2
"296","CP",356,"Aphid","Crop damage",36,"None","I",2
"297","CP",356,"Aphid","Crop damage",91,"Crop production","I",2
"298","CP",356,"Aphid","Crop damage",93,"Crop production","I",2
"299","CP",356,"Aphid","Crop damage",341,"Crop damage","I",2
"300","CP",93,"Crop","Crop production",356,"Crop damage","I",2
"301","CP",356,"Aphid","Crop damage",93,"Crop production","I",2
"302","CP",36,"Plant","None",41,"None","I",2
"303","CP",36,"Plant","None",341,"Crop damage","I",2
"304","CP",36,"Plant","None",356,"Crop damage","I",2
"305","CP",41,"Plant","None",36,"None","I",2
"306","CP",41,"Plant","None",341,"Crop damage","I",2
"307","CP",41,"Plant","None",356,"Crop damage","I",2
"308","CP",341,"Aphid","Crop damage",36,"None","I",2
"309","CP",341,"Aphid","Crop damage",41,"None","I",2
"310","CP",341,"Aphid","Crop damage",356,"Crop damage","I",2
"311","CP",356,"Aphid","Crop damage",36,"None","I",2
"312","CP",356,"Aphid","Crop damage",41,"None","I",2
"313","CP",356,"Aphid","Crop damage",341,"Crop damage","I",2
"314","CP",31,"Plant","None",93,"Crop production","I",2
"315","CP",31,"Plant","None",339,"Crop damage","I",2
"316","CP",31,"Plant","None",356,"Crop damage","I",2
"317","CP",93,"Crop","Crop production",31,"None","I",2
"318","CP",93,"Crop","Crop production",339,"Crop damage","I",2
"319","CP",93,"Crop","Crop production",356,"Crop damage","I",2
"320","CP",339,"Aphid","Crop damage",31,"None","I",2
"321","CP",339,"Aphid","Crop damage",93,"Crop production","I",2
"322","CP",339,"Aphid","Crop damage",356,"Crop damage","I",2
"323","CP",356,"Aphid","Crop damage",31,"None","I",2
"324","CP",356,"Aphid","Crop damage",93,"Crop production","I",2
"325","CP",356,"Aphid","Crop damage",339,"Crop damage","I",2
"326","CP",24,"Plant","None",26,"None","I",2
"327","CP",26,"Plant","None",24,"None","I",2
"328","CP",15,"Plant","None",80,"None","I",2
"329","CP",80,"Plant","None",15,"None","I",2
"330","CP",13,"Plant","None",15,"None","I",2
"331","CP",13,"Plant","None",24,"None","I",2
"332","CP",13,"Plant","None",26,"None","I",2
"333","CP",15,"Plant","None",13,"None","I",2
"334","CP",15,"Plant","None",24,"None","I",2
"335","CP",15,"Plant","None",26,"None","I",2
"336","CP",24,"Plant","None",13,"None","I",2
"337","CP",24,"Plant","None",15,"None","I",2
"338","CP",24,"Plant","None",26,"None","I",2
"339","CP",26,"Plant","None",13,"None","I",2
"340","CP",26,"Plant","None",15,"None","I",2
"341","CP",26,"Plant","None",24,"None","I",2
"342","CP",24,"Plant","None",72,"None","I",2
"343","CP",72,"Plant","None",24,"None","I",2
"344","CP",24,"Plant","None",72,"None","I",2
"345","CP",72,"Plant","None",24,"None","I",2
"346","CP",26,"Plant","None",41,"None","I",2
"347","CP",41,"Plant","None",26,"None","I",2
"348","CP",24,"Plant","None",59,"None","I",2
"349","CP",24,"Plant","None",88,"Crop production","I",2
"350","CP",24,"Plant","None",90,"Crop production","I",2
"351","CP",59,"Plant","None",24,"None","I",2
"352","CP",59,"Plant","None",88,"Crop production","I",2
"353","CP",59,"Plant","None",90,"Crop production","I",2
"354","CP",88,"Crop","Crop production",24,"None","I",2
"355","CP",88,"Crop","Crop production",59,"None","I",2
"356","CP",88,"Crop","Crop production",90,"Crop production","I",2
"357","CP",90,"Crop","Crop production",24,"None","I",2
"358","CP",90,"Crop","Crop production",59,"None","I",2
"359","CP",90,"Crop","Crop production",88,"Crop production","I",2
"360","CP",10,"Plant","None",24,"None","I",2
"361","CP",10,"Plant","None",26,"None","I",2
"362","CP",10,"Plant","None",59,"None","I",2
"363","CP",10,"Plant","None",72,"None","I",2
"364","CP",10,"Plant","None",88,"Crop production","I",2
"365","CP",10,"Plant","None",90,"Crop production","I",2
"366","CP",10,"Plant","None",92,"Crop production","I",2
"367","CP",24,"Plant","None",10,"None","I",2
"368","CP",24,"Plant","None",26,"None","I",2
"369","CP",24,"Plant","None",59,"None","I",2
"370","CP",24,"Plant","None",72,"None","I",2
"371","CP",24,"Plant","None",88,"Crop production","I",2
"372","CP",24,"Plant","None",90,"Crop production","I",2
"373","CP",24,"Plant","None",92,"Crop production","I",2
"374","CP",26,"Plant","None",10,"None","I",2
"375","CP",26,"Plant","None",24,"None","I",2
"376","CP",26,"Plant","None",59,"None","I",2
"377","CP",26,"Plant","None",72,"None","I",2
"378","CP",26,"Plant","None",88,"Crop production","I",2
"379","CP",26,"Plant","None",90,"Crop production","I",2
"380","CP",26,"Plant","None",92,"Crop production","I",2
"381","CP",59,"Plant","None",10,"None","I",2
"382","CP",59,"Plant","None",24,"None","I",2
"383","CP",59,"Plant","None",26,"None","I",2
"384","CP",59,"Plant","None",72,"None","I",2
"385","CP",59,"Plant","None",88,"Crop production","I",2
"386","CP",59,"Plant","None",90,"Crop production","I",2
"387","CP",59,"Plant","None",92,"Crop production","I",2
"388","CP",72,"Plant","None",10,"None","I",2
"389","CP",72,"Plant","None",24,"None","I",2
"390","CP",72,"Plant","None",26,"None","I",2
"391","CP",72,"Plant","None",59,"None","I",2
"392","CP",72,"Plant","None",88,"Crop production","I",2
"393","CP",72,"Plant","None",90,"Crop production","I",2
"394","CP",72,"Plant","None",92,"Crop production","I",2
"395","CP",88,"Crop","Crop production",10,"None","I",2
"396","CP",88,"Crop","Crop production",24,"None","I",2
"397","CP",88,"Crop","Crop production",26,"None","I",2
"398","CP",88,"Crop","Crop production",59,"None","I",2
"399","CP",88,"Crop","Crop production",72,"None","I",2
"400","CP",88,"Crop","Crop production",90,"Crop production","I",2
"401","CP",88,"Crop","Crop production",92,"Crop production","I",2
"402","CP",90,"Crop","Crop production",10,"None","I",2
"403","CP",90,"Crop","Crop production",24,"None","I",2
"404","CP",90,"Crop","Crop production",26,"None","I",2
"405","CP",90,"Crop","Crop production",59,"None","I",2
"406","CP",90,"Crop","Crop production",72,"None","I",2
"407","CP",90,"Crop","Crop production",88,"Crop production","I",2
"408","CP",90,"Crop","Crop production",92,"Crop production","I",2
"409","CP",92,"Crop","Crop production",10,"None","I",2
"410","CP",92,"Crop","Crop production",24,"None","I",2
"411","CP",92,"Crop","Crop production",26,"None","I",2
"412","CP",92,"Crop","Crop production",59,"None","I",2
"413","CP",92,"Crop","Crop production",72,"None","I",2
"414","CP",92,"Crop","Crop production",88,"Crop production","I",2
"415","CP",92,"Crop","Crop production",90,"Crop production","I",2
"416","CP",24,"Plant","None",59,"None","I",2
"417","CP",59,"Plant","None",24,"None","I",2
"418","CP",24,"Plant","None",72,"None","I",2
"419","CP",72,"Plant","None",24,"None","I",2
"420","CP",15,"Plant","None",24,"None","I",2
"421","CP",15,"Plant","None",41,"None","I",2
"422","CP",15,"Plant","None",72,"None","I",2
"423","CP",24,"Plant","None",15,"None","I",2
"424","CP",24,"Plant","None",41,"None","I",2
"425","CP",24,"Plant","None",72,"None","I",2
"426","CP",41,"Plant","None",15,"None","I",2
"427","CP",41,"Plant","None",24,"None","I",2
"428","CP",41,"Plant","None",72,"None","I",2
"429","CP",72,"Plant","None",15,"None","I",2
"430","CP",72,"Plant","None",24,"None","I",2
"431","CP",72,"Plant","None",41,"None","I",2
"432","CP",10,"Plant","None",17,"None","I",2
"433","CP",10,"Plant","None",24,"None","I",2
"434","CP",17,"Plant","None",10,"None","I",2
"435","CP",17,"Plant","None",24,"None","I",2
"436","CP",24,"Plant","None",10,"None","I",2
"437","CP",24,"Plant","None",17,"None","I",2
"438","CP",24,"Plant","None",26,"None","I",2
"439","CP",24,"Plant","None",72,"None","I",2
"440","CP",24,"Plant","None",92,"Crop production","I",2
"441","CP",26,"Plant","None",24,"None","I",2
"442","CP",26,"Plant","None",72,"None","I",2
"443","CP",26,"Plant","None",92,"Crop production","I",2
"444","CP",72,"Plant","None",24,"None","I",2
"445","CP",72,"Plant","None",26,"None","I",2
"446","CP",72,"Plant","None",92,"Crop production","I",2
"447","CP",92,"Crop","Crop production",24,"None","I",2
"448","CP",92,"Crop","Crop production",26,"None","I",2
"449","CP",92,"Crop","Crop production",72,"None","I",2
"450","CP",18,"Plant","None",24,"None","I",2
"451","CP",18,"Plant","None",31,"None","I",2
"452","CP",18,"Plant","None",41,"None","I",2
"453","CP",18,"Plant","None",57,"None","I",2
"454","CP",18,"Plant","None",80,"None","I",2
"455","CP",18,"Plant","None",93,"Crop production","I",2
"456","CP",18,"Plant","None",24,"None","I",2
"457","CP",18,"Plant","None",31,"None","I",2
"458","CP",18,"Plant","None",41,"None","I",2
"459","CP",18,"Plant","None",57,"None","I",2
"460","CP",18,"Plant","None",80,"None","I",2
"461","CP",18,"Plant","None",93,"Crop production","I",2
"462","CP",18,"Plant","None",24,"None","I",2
"463","CP",18,"Plant","None",31,"None","I",2
"464","CP",18,"Plant","None",41,"None","I",2
"465","CP",18,"Plant","None",57,"None","I",2
"466","CP",18,"Plant","None",80,"None","I",2
"467","CP",18,"Plant","None",93,"Crop production","I",2
"468","CP",24,"Plant","None",18,"None","I",2
"469","CP",24,"Plant","None",31,"None","I",2
"470","CP",24,"Plant","None",41,"None","I",2
"471","CP",24,"Plant","None",57,"None","I",2
"472","CP",24,"Plant","None",80,"None","I",2
"473","CP",24,"Plant","None",93,"Crop production","I",2
"474","CP",24,"Plant","None",18,"None","I",2
"475","CP",24,"Plant","None",31,"None","I",2
"476","CP",24,"Plant","None",41,"None","I",2
"477","CP",24,"Plant","None",57,"None","I",2
"478","CP",24,"Plant","None",80,"None","I",2
"479","CP",24,"Plant","None",93,"Crop production","I",2
"480","CP",24,"Plant","None",18,"None","I",2
"481","CP",24,"Plant","None",31,"None","I",2
"482","CP",24,"Plant","None",41,"None","I",2
"483","CP",24,"Plant","None",57,"None","I",2
"484","CP",24,"Plant","None",80,"None","I",2
"485","CP",24,"Plant","None",93,"Crop production","I",2
"486","CP",31,"Plant","None",18,"None","I",2
"487","CP",31,"Plant","None",24,"None","I",2
"488","CP",31,"Plant","None",41,"None","I",2
"489","CP",31,"Plant","None",57,"None","I",2
"490","CP",31,"Plant","None",80,"None","I",2
"491","CP",31,"Plant","None",93,"Crop production","I",2
"492","CP",31,"Plant","None",18,"None","I",2
"493","CP",31,"Plant","None",24,"None","I",2
"494","CP",31,"Plant","None",41,"None","I",2
"495","CP",31,"Plant","None",57,"None","I",2
"496","CP",31,"Plant","None",80,"None","I",2
"497","CP",31,"Plant","None",93,"Crop production","I",2
"498","CP",31,"Plant","None",18,"None","I",2
"499","CP",31,"Plant","None",24,"None","I",2
"500","CP",31,"Plant","None",41,"None","I",2
"501","CP",31,"Plant","None",57,"None","I",2
"502","CP",31,"Plant","None",80,"None","I",2
"503","CP",31,"Plant","None",93,"Crop production","I",2
"504","CP",41,"Plant","None",18,"None","I",2
"505","CP",41,"Plant","None",24,"None","I",2
"506","CP",41,"Plant","None",31,"None","I",2
"507","CP",41,"Plant","None",57,"None","I",2
"508","CP",41,"Plant","None",80,"None","I",2
"509","CP",41,"Plant","None",93,"Crop production","I",2
"510","CP",41,"Plant","None",18,"None","I",2
"511","CP",41,"Plant","None",24,"None","I",2
"512","CP",41,"Plant","None",31,"None","I",2
"513","CP",41,"Plant","None",57,"None","I",2
"514","CP",41,"Plant","None",80,"None","I",2
"515","CP",41,"Plant","None",93,"Crop production","I",2
"516","CP",41,"Plant","None",18,"None","I",2
"517","CP",41,"Plant","None",24,"None","I",2
"518","CP",41,"Plant","None",31,"None","I",2
"519","CP",41,"Plant","None",57,"None","I",2
"520","CP",41,"Plant","None",80,"None","I",2
"521","CP",41,"Plant","None",93,"Crop production","I",2
